id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 23_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches,league,season
cadd666a,1,Dickson Abiama,NGA,FW,Greuther Fürth,22,1998,8.1,137,129,6,0,2,0,3,0,0,0,0,0,84,2,6,Matches,GER-BL1,21-22
dc38e3bc,2,Ragnar Ache,GER,"MF,FW",Eint Frankfurt,23,1998,2.9,64,61,2,0,0,1,6,2,0,0,0,0,37,1,4,Matches,GER-BL1,21-22
2b09d998,3,Tyler Adams,USA,MF,RB Leipzig,22,1999,15.0,918,882,32,16,1,0,2,14,0,0,0,0,794,4,15,Matches,GER-BL1,21-22
22919e97,4,Sargis Adamyan,ARM,"FW,MF",Hoffenheim,28,1993,3.7,101,95,5,0,0,0,5,5,0,0,0,0,73,1,3,Matches,GER-BL1,21-22
dcfb17f4,5,Amine Adli,MAR,"FW,MF",Leverkusen,21,2000,14.0,516,494,17,1,6,0,21,11,1,0,0,0,376,5,27,Matches,GER-BL1,21-22
a6c58494,6,Naouirou Ahamada,FRA,"MF,DF",Stuttgart,19,2002,0.7,32,32,0,0,0,0,0,0,0,0,0,0,28,0,0,Matches,GER-BL1,21-22
89ac64a6,7,Manuel Akanji,SUI,DF,Dortmund,26,1995,25.1,2013,1944,66,59,1,26,3,7,0,0,0,0,1819,3,10,Matches,GER-BL1,21-22
6ec6fde0,8,Kevin Akpoguma,NGA,"DF,FW",Hoffenheim,26,1995,17.0,917,742,172,13,0,7,31,159,0,0,0,0,691,3,24,Matches,GER-BL1,21-22
834d0be5,9,Lucas Alario,ARG,FW,Leverkusen,28,1992,7.3,171,159,12,0,1,1,1,2,0,0,0,0,115,0,9,Matches,GER-BL1,21-22
555d5edd,10,Nadiem Amiri,GER,"MF,FW",Leverkusen,24,1996,4.1,222,209,12,2,0,2,8,3,6,1,5,0,183,1,5,Matches,GER-BL1,21-22
b4cf5806,11,Sebastian Andersson,SWE,FW,Köln,30,1991,14.0,234,227,7,0,0,1,9,1,0,0,0,0,147,0,10,Matches,GER-BL1,21-22
6ea23758,12,Andrés Andrade Cedeño,PAN,DF,Arminia,22,1998,11.6,535,441,93,5,1,1,21,88,0,0,0,0,350,1,18,Matches,GER-BL1,21-22
3724baa1,13,Fredrik André Bjørkan,NOR,DF,Hertha BSC,22,1998,3.9,166,131,35,3,1,0,5,32,0,0,0,0,133,0,5,Matches,GER-BL1,21-22
e0b113a7,14,Robert Andrich,GER,MF,Leverkusen,26,1994,20.2,1011,987,18,16,8,1,6,2,0,0,0,0,811,6,9,Matches,GER-BL1,21-22
30941e96,15,Angeliño,ESP,DF,RB Leipzig,24,1997,25.5,1516,1201,304,47,0,6,187,205,52,26,9,0,1082,11,20,Matches,GER-BL1,21-22
5e66fa06,16,Waldemar Anton,GER,DF,Stuttgart,25,1996,28.8,1826,1744,80,45,1,20,11,32,0,0,0,0,1541,2,14,Matches,GER-BL1,21-22
0a3f6cde,17,Christopher Antwi-Adjei,GHA,"FW,MF",Bochum,27,1994,12.6,253,223,29,1,3,0,29,27,1,0,0,0,153,1,20,Matches,GER-BL1,21-22
56413b1f,18,Charles Aránguiz,CHI,MF,Leverkusen,32,1989,17.5,1094,1035,53,44,7,13,9,8,1,0,1,0,916,6,27,Matches,GER-BL1,21-22
86e119e0,19,Maximilian Arnold,GER,MF,Wolfsburg,27,1994,33.3,1869,1602,255,145,5,40,182,7,102,63,33,1,1453,12,21,Matches,GER-BL1,21-22
13ddc856,20,Takuma Asano,JPN,"FW,MF",Bochum,26,1994,17.9,378,372,5,0,4,2,34,4,0,0,0,0,244,1,24,Matches,GER-BL1,21-22
e26fcca3,21,Santiago Ascacíbar,ARG,MF,Hertha BSC,24,1997,26.4,1168,1100,63,55,1,4,2,6,0,0,0,0,959,5,24,Matches,GER-BL1,21-22
35f67a30,22,Fisnik Asllani,KVX,"MF,FW",Hoffenheim,18,2002,0.1,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches,GER-BL1,21-22
dfc85b89,23,Simon Asta,GER,DF,Greuther Fürth,20,2001,8.7,401,308,92,2,0,2,16,90,0,0,0,0,282,1,13,Matches,GER-BL1,21-22
e5478b87,24,Taiwo Awoniyi,NGA,FW,Union Berlin,23,1997,24.2,474,458,12,0,5,0,10,2,0,0,0,0,313,4,17,Matches,GER-BL1,21-22
10549b49,25,Sardar Azmoun,IRN,"FW,MF",Leverkusen,26,1995,4.0,108,103,3,0,3,0,2,0,0,0,0,0,79,2,3,Matches,GER-BL1,21-22
