Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,season,team,id
2023-08-13,16:30:00,Premier League,Matchweek 1,Sun,Home,D,1,1,Liverpool,1.4,1.3,65,40096,Reece James,3-4-3,4-3-3,Anthony Taylor,/en/matches/c18d3207/Chelsea-Liverpool-August-13-2023-Premier-League,,23-24,Chelsea,cff3d9bb
2023-08-20,16:30:00,Premier League,Matchweek 2,Sun,Away,L,1,3,West Ham,2.5,1.8,75,62451,Ben Chilwell,3-4-3,4-2-3-1,John Brooks,/en/matches/44b9a07c/West-Ham-United-Chelsea-August-20-2023-Premier-League,,23-24,Chelsea,cff3d9bb
2023-08-25,20:00:00,Premier League,Matchweek 3,Fri,Home,W,3,0,Luton Town,2.2,0.4,67,39893,Ben Chilwell,3-4-3,5-3-2,Robert Jones,/en/matches/6bfb9dc0/Chelsea-Luton-Town-August-25-2023-Premier-League,,23-24,Chelsea,cff3d9bb
2023-08-30,19:45:00,EFL Cup,Second round,Wed,Home,W,2,1,AFC Wimbledon,,,84,37794,Conor Gallagher,4-2-3-1,4-4-1-1,Tony Harrington,/en/matches/94f0b08d/Chelsea-AFC-Wimbledon-August-30-2023-EFL-Cup,,23-24,Chelsea,cff3d9bb
2023-09-02,15:00:00,Premier League,Matchweek 4,Sat,Home,L,0,1,Nott'ham Forest,2.3,0.8,75,39820,Ben Chilwell,3-4-3,3-4-3,Tim Robinson,/en/matches/44e89d37/Chelsea-Nottingham-Forest-September-2-2023-Premier-League,,23-24,Chelsea,cff3d9bb
2023-09-17,14:00:00,Premier League,Matchweek 5,Sun,Away,D,0,0,Bournemouth,1.8,1.0,64,10421,Conor Gallagher,4-2-3-1,4-2-3-1,David Coote,/en/matches/be0cbf88/Bournemouth-Chelsea-September-17-2023-Premier-League,,23-24,Chelsea,cff3d9bb
2023-09-24,14:00:00,Premier League,Matchweek 6,Sun,Home,L,0,1,Aston Villa,1.3,1.0,53,39700,Conor Gallagher,4-2-3-1,4-2-3-1,Jarred Gillett,/en/matches/7d2c5e05/Chelsea-Aston-Villa-September-24-2023-Premier-League,,23-24,Chelsea,cff3d9bb
2023-09-27,19:45:00,EFL Cup,Third round,Wed,Home,W,1,0,Brighton,,,39,37516,Ben Chilwell,4-2-3-1,4-2-3-1,Thomas Bramall,/en/matches/4761dbfb/Chelsea-Brighton-and-Hove-Albion-September-27-2023-EFL-Cup,,23-24,Chelsea,cff3d9bb
2023-10-02,20:00:00,Premier League,Matchweek 7,Mon,Away,W,2,0,Fulham,1.7,1.1,44,24445,Conor Gallagher,4-3-3,4-3-3,Tim Robinson,/en/matches/c9787e60/Fulham-Chelsea-October-2-2023-Premier-League,,23-24,Chelsea,cff3d9bb
2023-10-07,15:00:00,Premier League,Matchweek 8,Sat,Away,W,4,1,Burnley,1.9,0.7,62,21654,Conor Gallagher,4-3-3,4-3-3,Stuart Attwell,/en/matches/cfd83ca3/Burnley-Chelsea-October-7-2023-Premier-League,,23-24,Chelsea,cff3d9bb
2023-10-21,17:30:00,Premier League,Matchweek 9,Sat,Home,D,2,2,Arsenal,1.3,1.0,44,39723,Conor Gallagher,4-2-3-1,4-3-3,Chris Kavanagh,/en/matches/a1c336e2/North-West-London-Derby-Chelsea-Arsenal-October-21-2023-Premier-League,,23-24,Chelsea,cff3d9bb
2023-10-28,12:30:00,Premier League,Matchweek 10,Sat,Home,L,0,2,Brentford,1.9,2.2,68,39575,Conor Gallagher,4-2-3-1,3-5-2,Simon Hooper,/en/matches/91e3b922/Chelsea-Brentford-October-28-2023-Premier-League,,23-24,Chelsea,cff3d9bb
2023-11-01,19:45:00,EFL Cup,Fourth round,Wed,Home,W,2,0,Blackburn,,,64,39548,Reece James,4-2-3-1,4-1-3-2,Tim Robinson,/en/matches/9d433031/Chelsea-Blackburn-Rovers-November-1-2023-EFL-Cup,,23-24,Chelsea,cff3d9bb
2023-11-06,20:00:00,Premier League,Matchweek 11,Mon,Away,W,4,1,Tottenham,4.1,0.9,60,61726,Reece James,4-2-3-1,4-2-3-1,Michael Oliver,/en/matches/478e4eb3/Tottenham-Hotspur-Chelsea-November-6-2023-Premier-League,,23-24,Chelsea,cff3d9bb
2023-11-12,16:30:00,Premier League,Matchweek 12,Sun,Home,D,4,4,Manchester City,2.9,2.9,45,39532,Reece James,4-2-3-1,3-2-4-1,Anthony Taylor,/en/matches/53bb8f30/Chelsea-Manchester-City-November-12-2023-Premier-League,,23-24,Chelsea,cff3d9bb
2023-11-25,15:00:00,Premier League,Matchweek 13,Sat,Away,L,1,4,Newcastle Utd,0.5,2.4,46,52227,Reece James,4-2-3-1,4-3-3,Simon Hooper,/en/matches/8c8f48f4/Newcastle-United-Chelsea-November-25-2023-Premier-League,,23-24,Chelsea,cff3d9bb
2023-12-03,14:00:00,Premier League,Matchweek 14,Sun,Home,W,3,2,Brighton,2.1,1.1,32,39647,Conor Gallagher,4-2-3-1,4-2-3-1,Craig Pawson,/en/matches/86b7d24f/Chelsea-Brighton-and-Hove-Albion-December-3-2023-Premier-League,,23-24,Chelsea,cff3d9bb
2023-12-06,20:15:00,Premier League,Matchweek 15,Wed,Away,L,1,2,Manchester Utd,1.5,4.1,55,73607,Levi Colwill,4-2-3-1,4-2-3-1,Chris Kavanagh,/en/matches/49f486f6/Manchester-United-Chelsea-December-6-2023-Premier-League,,23-24,Chelsea,cff3d9bb
2023-12-10,14:00:00,Premier League,Matchweek 16,Sun,Away,L,0,2,Everton,0.9,1.2,71,39280,Reece James,4-2-3-1,4-4-1-1,Michael Oliver,/en/matches/953b5f9b/Everton-Chelsea-December-10-2023-Premier-League,,23-24,Chelsea,cff3d9bb
2023-12-16,15:00:00,Premier League,Matchweek 17,Sat,Home,W,2,0,Sheffield Utd,3.1,0.4,78,39599,Conor Gallagher,4-2-3-1,4-1-4-1,Andy Madley,/en/matches/3bbbaf15/Chelsea-Sheffield-United-December-16-2023-Premier-League,,23-24,Chelsea,cff3d9bb
2023-12-19,20:00:00,EFL Cup,Quarter-finals,Tue,Home,D,1 (4),1 (2),Newcastle Utd,,,78,38058,Conor Gallagher,4-2-3-1,4-3-3,Jarred Gillett,/en/matches/093e5e55/Chelsea-Newcastle-United-December-19-2023-EFL-Cup,Chelsea won on penalty kicks following extra time,23-24,Chelsea,cff3d9bb
2023-12-24,13:00:00,Premier League,Matchweek 18,Sun,Away,L,1,2,Wolves,2.0,1.3,68,31641,Conor Gallagher,4-2-3-1,3-4-3,David Coote,/en/matches/8c0b314c/Wolverhampton-Wanderers-Chelsea-December-24-2023-Premier-League,,23-24,Chelsea,cff3d9bb
2023-12-27,19:30:00,Premier League,Matchweek 19,Wed,Home,W,2,1,Crystal Palace,2.6,1.1,63,39618,Conor Gallagher,4-2-3-1,4-3-3,Michael Salisbury,/en/matches/2bfb6552/Chelsea-Crystal-Palace-December-27-2023-Premier-League,,23-24,Chelsea,cff3d9bb
2023-12-30,12:30:00,Premier League,Matchweek 20,Sat,Away,W,3,2,Luton Town,1.5,2.3,48,11041,Conor Gallagher,4-2-3-1,3-4-3,Paul Tierney,/en/matches/8e04572c/Luton-Town-Chelsea-December-30-2023-Premier-League,,23-24,Chelsea,cff3d9bb
2024-01-06,17:30:00,FA Cup,Third round proper,Sat,Home,W,4,0,Preston,,,70,39705,Levi Colwill,4-2-3-1,3-4-3,Thomas Bramall,/en/matches/8fe97f4d/Chelsea-Preston-North-End-January-6-2024-FA-Cup,,23-24,Chelsea,cff3d9bb
2024-01-09,20:00:00,EFL Cup,Semi-finals,Tue,Away,L,0,1,Middlesbrough,,,72,32097,Conor Gallagher,4-2-3-1,3-4-3,Samuel Barrott,/en/matches/d46969c4/Middlesbrough-Chelsea-January-9-2024-EFL-Cup,Leg 1 of 2,23-24,Chelsea,cff3d9bb
