id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 33_level_0,Unnamed: league,Unnamed: season
d6e3d7fb,34,Jesús Owono,EQG,GK,Alavés,22,2001,4.0,8,0,0,1,0,6.4,0.27,-1.6,-0.4,36,77,46.8,88,9,54.5,41.7,31,93.5,66.8,29,4,13.8,8,2.0,15.2,Matches,ESP-LALIGA,23-24
cc1c5035,35,Iñaki Peña,ESP,GK,Barcelona,24,1999,10.0,17,0,0,0,0,13.9,0.36,-3.1,-0.31,21,49,42.9,249,46,13.3,23.7,48,33.3,35.5,116,2,1.7,5,0.5,10.6,Matches,ESP-LALIGA,23-24
58ad9383,36,Predrag Rajković,SRB,GK,Mallorca,27,1995,36.0,43,4,1,4,1,41.8,0.27,-0.2,-0.01,322,795,40.5,946,117,60.9,44.7,300,73.0,54.3,502,33,6.6,28,0.78,13.7,Matches,ESP-LALIGA,23-24
e358587b,37,Pepe Reina,ESP,GK,Villarreal,40,1982,2.0,2,0,0,0,0,1.9,0.21,-0.1,-0.05,6,18,33.3,58,12,24.1,30.2,11,36.4,38.8,38,1,2.6,0,0.0,5.3,Matches,ESP-LALIGA,23-24
374ee424,38,Álex Remiro,ESP,GK,Real Sociedad,28,1995,36.4,36,5,0,5,1,37.9,0.26,2.9,0.08,182,440,41.4,1090,111,30.6,32.0,163,65.6,50.9,383,18,4.7,54,1.48,16.9,Matches,ESP-LALIGA,23-24
ea83bfa6,39,Rui Silva,POR,GK,Betis,29,1994,27.5,36,7,2,3,2,37.5,0.26,3.5,0.13,129,380,33.9,772,119,36.0,33.5,183,55.7,43.0,375,31,8.3,34,1.24,14.9,Matches,ESP-LALIGA,23-24
5dcf3e90,40,Unai Simón,ESP,GK,Athletic Club,26,1997,35.4,33,1,0,2,4,38.0,0.28,9.0,0.26,220,679,32.4,982,144,48.5,38.7,240,84.6,60.9,450,31,6.9,46,1.3,16.3,Matches,ESP-LALIGA,23-24
9970da54,41,Antonio Sivera,ESP,GK,Alavés,26,1996,34.0,38,8,0,3,2,38.4,0.25,2.4,0.07,279,701,39.8,807,116,62.3,44.6,295,67.1,47.8,501,25,5.0,29,0.85,13.1,Matches,ESP-LALIGA,23-24
8f8c6934,42,David Soria,ESP,GK,Getafe,30,1993,37.9,52,5,0,6,0,53.9,0.29,1.9,0.05,339,908,37.3,979,123,66.2,45.8,310,83.9,57.3,458,17,3.7,62,1.63,17.3,Matches,ESP-LALIGA,23-24
6f51e382,43,Marc-André ter Stegen,GER,GK,Barcelona,31,1992,28.0,27,2,0,1,0,27.7,0.25,0.7,0.03,92,167,55.1,871,115,14.4,26.3,163,25.8,30.9,334,13,3.9,31,1.11,15.6,Matches,ESP-LALIGA,23-24
0166a73e,44,Álvaro Vallés,ESP,GK,Las Palmas,26,1997,36.3,44,5,0,5,3,48.7,0.28,7.7,0.21,137,447,30.6,1762,194,21.7,27.3,151,42.4,39.1,521,29,5.6,96,2.65,17.8,Matches,ESP-LALIGA,23-24
2ae958ab,45,Fran Vieites,ESP,GK,Betis,24,1999,3.5,4,0,1,0,0,4.5,0.25,0.5,0.15,13,50,26.0,82,18,37.8,36.5,35,54.3,46.4,65,3,4.6,2,0.57,10.5,Matches,ESP-LALIGA,23-24
cde52ef5,46,Iván Villar,ESP,GK,Celta Vigo,26,1997,11.3,18,2,0,2,1,16.3,0.31,-0.7,-0.07,39,138,28.3,223,48,35.4,34.4,98,60.2,45.7,136,5,3.7,9,0.8,13.2,Matches,ESP-LALIGA,23-24
