id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 33_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches,league,season
f76e6b4e,1,Adrián,ESP,GK,Liverpool,32,1987,3.3,8,1,0,0,0,6.3,0.34,-1.7,-0.56,18,32,56.3,84,15,32.1,31.9,15,33.3,34.1,25,2,8.0,2,0.67,14.8,Matches,UCL,19-20
7a2e46a8,2,Alisson,BRA,GK,Liverpool,26,1992,5.0,4,0,0,2,0,6.1,0.36,2.1,0.41,13,26,50.0,145,28,15.9,25.9,28,10.7,27.3,41,2,4.9,17,3.4,20.6,Matches,UCL,19-20
2f965a72,3,Alphonse Areola,FRA,GK,Real Madrid,26,1993,1.5,1,0,0,0,0,1.4,0.46,0.4,0.25,6,15,40.0,48,8,29.2,32.6,11,9.1,27.9,17,0,0.0,1,0.67,23.5,Matches,UCL,19-20
28d596a0,4,Kepa Arrizabalaga,ESP,GK,Chelsea,24,1994,6.0,9,0,0,1,2,7.3,0.32,0.3,0.04,32,61,52.5,131,25,29.0,31.5,45,51.1,43.8,61,4,6.6,9,1.5,17.2,Matches,UCL,19-20
5e8936be,5,Milan Borjan,CAN,GK,Red Star,31,1987,6.0,20,2,0,3,0,18.9,0.33,-1.1,-0.18,41,122,33.6,132,23,56.1,40.0,71,67.6,46.1,118,3,2.5,4,0.67,10.8,Matches,UCL,19-20
10072610,6,Claudio Bravo,CHI,GK,Manchester City,36,1983,1.4,2,0,0,0,0,1.2,0.42,-0.8,-0.54,3,7,42.9,41,7,14.6,25.8,8,12.5,21.1,15,0,0.0,3,2.16,17.3,Matches,UCL,19-20
e40d028b,7,Gianluigi Buffon,ITA,GK,Juventus,41,1978,1.0,0,0,0,0,0,0.2,0.16,0.2,0.16,4,9,44.4,28,8,21.4,28.5,11,27.3,23.3,21,1,4.8,0,0.0,5.3,Matches,UCL,19-20
9d12e142,8,Roman Bürki,SUI,GK,Dortmund,28,1990,8.0,11,0,0,1,0,14.7,0.37,3.7,0.46,15,79,19.0,197,41,31.5,34.0,40,42.5,42.3,77,4,5.2,9,1.13,16.0,Matches,UCL,19-20
a179d516,9,Willy Caballero,ARG,GK,Chelsea,37,1981,2.0,7,1,0,0,0,6.3,0.41,-0.7,-0.34,11,26,42.3,56,13,26.8,32.4,24,45.8,36.6,32,1,3.1,2,1.0,14.3,Matches,UCL,19-20
04ac8285,10,Jasper Cillessen,NED,GK,Valencia,30,1989,6.0,11,2,0,1,0,12.3,0.33,1.3,0.22,38,105,36.2,143,28,46.2,36.4,59,66.1,48.3,113,2,1.8,3,0.5,16.2,Matches,UCL,19-20
5c07e176,11,Carlos Coronel,PAR,GK,RB Salzburg,22,1996,2.6,4,0,0,0,0,3.0,0.32,-1.0,-0.38,10,37,27.0,39,9,41.0,34.5,34,61.8,48.7,41,2,4.9,0,0.0,5.4,Matches,UCL,19-20
