id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,league,season
01040647,1,Gennaro Acampora,ITA,"MF,FW",Spezia,26,1994,4.9,8,1.63,6,0,1,0,1,0,0,0.0,0,0,0,0,0,0,Matches,ITA-SERIA_A,20-21
b96b595c,2,Francesco Acerbi,ITA,DF,Lazio,32,1988,31.3,31,0.99,26,1,0,2,0,2,5,0.16,5,0,0,0,0,0,Matches,ITA-SERIA_A,20-21
7005ac66,3,Andrea Adorante,ITA,FW,Parma,20,2000,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,ITA-SERIA_A,20-21
8bc8829a,4,Lucien Agoume,FRA,MF,Spezia,18,2002,8.9,7,0.79,7,0,0,0,0,0,2,0.23,2,0,0,0,0,0,Matches,ITA-SERIA_A,20-21
46fa7204,5,Kevin Agudelo,COL,FW,Spezia,21,1998,15.1,38,2.52,19,1,3,8,4,3,7,0.46,5,1,0,1,0,0,Matches,ITA-SERIA_A,20-21
fdf4b948,6,Jean-Daniel Akpa-Akpro,CIV,MF,Lazio,27,1992,11.7,19,1.62,16,0,1,0,0,2,1,0.09,1,0,0,0,0,0,Matches,ITA-SERIA_A,20-21
5294a83f,7,Luis Alberto,ESP,MF,Lazio,27,1992,29.1,157,5.4,118,25,7,4,2,1,7,0.24,6,0,1,0,0,0,Matches,ITA-SERIA_A,20-21
585a73a8,8,Bruno Alves,POR,DF,Parma,38,1981,18.1,9,0.5,7,1,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches,ITA-SERIA_A,20-21
35b4bc62,9,Wisdom Amey,ITA,DF,Bologna,14,2005,0.0,1,45.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,ITA-SERIA_A,20-21
5a2cb25d,10,Sofyan Amrabat,MAR,MF,Fiorentina,23,1996,27.1,36,1.33,35,0,0,1,0,0,1,0.04,1,0,0,0,0,0,Matches,ITA-SERIA_A,20-21
ca241ad3,11,Djavan Anderson,NED,DF,Lazio,25,1995,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,ITA-SERIA_A,20-21
326d09ef,12,Nícolas Andrade,BRA,GK,Udinese,32,1988,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,ITA-SERIA_A,20-21
0e0e4422,13,Davide Angelo Ghislandi,ITA,DF,Atalanta,19,2001,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,ITA-SERIA_A,20-21
f5409698,14,Philip Ankhrah,GHA,MF,Hellas Verona,17,2002,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,ITA-SERIA_A,20-21
bbafc0c4,15,Cristian Ansaldi,ARG,"DF,FW",Torino,33,1986,21.6,72,3.33,43,15,5,4,3,2,8,0.37,7,0,1,0,0,0,Matches,ITA-SERIA_A,20-21
8f68aa41,16,Valentin Antov,BUL,DF,Bologna,19,2000,2.6,1,0.39,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,ITA-SERIA_A,20-21
