id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 25_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,league,season
2f798b41,1,Aymen Abdennour,TUN,DF,Marseille,27,1989,5.5,0,2,1,50.0,0.36,0.18,0.0,0.0,11.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,FRA-L1,17-18
a4c3f7af,2,Mehdi Abeid,ALG,MF,Dijon,24,1992,13.1,0,21,6,28.6,1.61,0.46,0.0,0.0,25.2,2,0,0,1.0,1.0,0.05,-1.0,-1.0,Matches,FRA-L1,17-18
16714a62,3,Khaled Adénon,BEN,DF,Amiens,32,1985,32.5,0,5,1,20.0,0.15,0.03,0.0,0.0,9.1,0,0,0,0.6,0.6,0.13,-0.6,-0.6,Matches,FRA-L1,17-18
26777636,4,Yacine Adli,FRA,FW,Paris S-G,17,2000,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,FRA-L1,17-18
3dd738a1,5,Ruben Aguilar,FRA,DF,Montpellier,24,1993,27.3,0,16,4,25.0,0.59,0.15,0.0,0.0,18.6,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches,FRA-L1,17-18
48b28bfd,6,Jean-Eudes Aholou,CIV,MF,Strasbourg,23,1994,33.4,5,39,7,17.9,1.17,0.21,0.13,0.71,23.8,0,0,0,2.2,2.2,0.06,2.8,2.8,Matches,FRA-L1,17-18
c46fa34c,7,Youssef Aït Bennasser,MAR,MF,Caen,21,1996,22.7,0,23,3,13.0,1.01,0.13,0.0,0.0,31.5,0,0,0,0.7,0.7,0.03,-0.7,-0.7,Matches,FRA-L1,17-18
9b8970ce,8,David Alcibiade,FRA,DF,Nantes,25,1991,2.3,0,2,0,0.0,0.87,0.0,0.0,,23.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,FRA-L1,17-18
b18a3023,9,Júnior Alonso,PAR,DF,Lille,24,1993,30.9,2,16,4,25.0,0.52,0.13,0.13,0.5,16.6,0,0,0,1.1,1.1,0.07,0.9,0.9,Matches,FRA-L1,17-18
c9e99e49,10,Dani Alves,BRA,DF,Paris S-G,34,1983,22.9,1,27,5,18.5,1.18,0.22,0.04,0.2,26.8,9,0,0,1.4,1.4,0.05,-0.4,-0.4,Matches,FRA-L1,17-18
