id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,league,season
1c529186,1,Ignazio Abate,ITA,DF,Milan,31,1986,14.5,23,1.59,23,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches,ITA-SERIA_A,18-19
b96b595c,2,Francesco Acerbi,ITA,DF,Lazio,30,1988,36.8,31,0.84,27,0,0,1,3,0,2,0.05,1,0,0,1,0,0,Matches,ITA-SERIA_A,18-19
d7403bd5,3,Afriyie Acquah,GHA,MF,Empoli,26,1992,16.8,44,2.62,34,0,4,4,2,0,1,0.06,1,0,0,0,0,0,Matches,ITA-SERIA_A,18-19
ce5b170a,4,Claud Adjapong,ITA,"MF,FW",Sassuolo,20,1998,3.0,1,0.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,ITA-SERIA_A,18-19
06050480,5,Ali Adnan Kadhim,IRQ,DF,Atalanta,24,1993,1.8,8,4.34,4,2,1,1,0,0,0,0.0,0,0,0,0,0,0,Matches,ITA-SERIA_A,18-19
fe0b8f0e,6,Emmanuel Agyemang-Badu,GHA,MF,Udinese,27,1990,1.8,2,1.12,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,ITA-SERIA_A,18-19
246d153b,7,Ola Aina,NGA,DF,Torino,21,1996,24.0,57,2.37,37,6,7,1,4,2,5,0.21,3,1,0,0,1,0,Matches,ITA-SERIA_A,18-19
5294a83f,8,Luis Alberto,ESP,"MF,FW",Lazio,25,1992,22.1,154,6.97,103,34,4,10,2,1,10,0.45,4,4,0,2,0,0,Matches,ITA-SERIA_A,18-19
4bd414c1,9,Raúl Albiol,ESP,DF,Napoli,32,1985,19.0,20,1.05,20,0,0,0,0,0,2,0.11,2,0,0,0,0,0,Matches,ITA-SERIA_A,18-19
cc700722,10,Allan,BRA,MF,Napoli,27,1991,29.1,88,3.03,75,0,7,2,2,2,10,0.34,9,0,1,0,0,0,Matches,ITA-SERIA_A,18-19
585a73a8,11,Bruno Alves,POR,DF,Parma,36,1981,32.5,24,0.74,18,3,1,1,0,1,2,0.06,2,0,0,0,0,0,Matches,ITA-SERIA_A,18-19
e34fc66d,12,Joachim Andersen,DEN,DF,Sampdoria,22,1996,32.0,27,0.84,23,1,0,2,0,1,3,0.09,3,0,0,0,0,0,Matches,ITA-SERIA_A,18-19
13d820de,13,Marco Andreolli,ITA,DF,Cagliari,32,1986,1.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,ITA-SERIA_A,18-19
13d820de,14,Marco Andreolli,ITA,DF,Chievo,32,1986,7.2,2,0.28,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,ITA-SERIA_A,18-19
bbafc0c4,15,Cristian Ansaldi,ARG,"DF,MF",Torino,31,1986,20.1,66,3.29,40,10,9,4,2,1,5,0.25,3,0,1,0,0,1,Matches,ITA-SERIA_A,18-19
43a2e16c,16,Mirco Antenucci,ITA,FW,SPAL,33,1984,23.7,64,2.7,46,0,3,6,7,2,5,0.21,3,0,1,0,1,0,Matches,ITA-SERIA_A,18-19
40f0ed6c,17,Luca Antonelli,ITA,DF,Empoli,31,1987,8.4,11,1.31,8,0,0,1,1,1,2,0.24,2,0,0,0,0,0,Matches,ITA-SERIA_A,18-19
0830a4f9,18,Mauro Antonio Burruchaga,ARG,MF,Chievo,20,1998,0.6,1,1.55,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,ITA-SERIA_A,18-19
eb823875,19,Joaquín Ardaiz,URU,FW,Frosinone,19,1999,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,ITA-SERIA_A,18-19
68b78c2a,20,Lorenzo Ariaudo,ITA,DF,Frosinone,29,1989,18.7,14,0.75,13,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,ITA-SERIA_A,18-19
2f7407fa,21,Nicolò Armini,ITA,DF,Lazio,17,2001,0.4,1,2.37,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,ITA-SERIA_A,18-19
089550f5,22,Kwadwo Asamoah,GHA,DF,Inter,29,1988,29.7,87,2.93,73,3,5,2,3,1,2,0.07,2,0,0,0,0,0,Matches,ITA-SERIA_A,18-19
