id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 29_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches,league,season
8637e09a,1,Vincent Aboubakar,CMR,FW,Porto,26,1992,1,59,59,6.3,0.7,1,59,0,0,,0,1.0,0,0,0,0.0,-0.52,1.4,0.3,1.1,1.7,2.07,Matches,UCL,18-19
65d62814,2,Antonio Adán,ESP,GK,Atlético Madrid,31,1987,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches,UCL,18-19
f9c927de,3,Michel Aebischer,SUI,MF,Young Boys,21,1997,4,228,57,42.2,2.5,2,90,2,2,24,2,1.17,2,3,-1,-0.39,1.62,2.7,4.3,-1.7,-0.67,0.28,Matches,UCL,18-19
4d034881,4,Sergio Agüero,ARG,FW,Manchester City,30,1988,7,507,72,56.3,5.6,6,80,2,1,28,2,1.86,14,8,6,1.07,-1.68,11.2,6.1,5.0,0.9,-0.89,Matches,UCL,18-19
48b28bfd,5,Jean-Eudes Aholou,CIV,"MF,FW",Monaco,24,1994,3,176,59,32.6,2.0,2,79,1,1,18,0,0.33,1,5,-4,-2.05,-0.07,1.2,4.7,-3.6,-1.82,-1.23,Matches,UCL,18-19
c46fa34c,6,Youssef Aït Bennasser,MAR,MF,Monaco,22,1996,3,247,82,45.7,2.7,3,82,2,0,,3,0.33,1,6,-5,-1.82,0.33,2.4,5.7,-3.3,-1.19,-0.37,Matches,UCL,18-19
89ac64a6,7,Manuel Akanji,SUI,DF,Dortmund,23,1995,5,450,90,62.5,5.0,5,90,5,0,,1,1.4,4,3,1,0.2,-0.8,7.4,3.8,3.5,0.71,0.07,Matches,UCL,18-19
7230b807,8,Emre Akbaba,TUR,FW,Galatasaray,25,1992,1,90,90,16.7,1.0,1,90,1,0,,0,3.0,3,0,3,3.0,4.2,1.8,0.9,0.9,0.86,0.99,Matches,UCL,18-19
1453e3cf,9,Yunus Akgün,TUR,MF,Galatasaray,18,2000,1,5,5,0.9,0.1,0,,0,1,5,1,0.0,0,0,0,0.0,0.5,0.0,0.3,-0.3,-5.08,-5.17,Matches,UCL,18-19
e0d3e18d,10,Ilzat Akhmetov,RUS,MF,CSKA Moscow,20,1997,4,300,75,55.6,3.3,3,85,2,1,45,0,1.0,4,5,-1,-0.3,-0.3,3.4,6.9,-3.5,-1.04,-0.55,Matches,UCL,18-19
42ec696a,11,Igor Akinfeev,RUS,GK,CSKA Moscow,32,1986,5,449,90,83.1,5.0,5,90,4,0,,0,1.4,8,6,2,0.4,3.37,6.3,9.3,-3.0,-0.61,1.11,Matches,UCL,18-19
6ec6fde0,12,Kevin Akpoguma,NGA,DF,Hoffenheim,23,1995,2,180,90,33.3,2.0,2,90,2,0,,2,0.5,4,5,-1,-0.5,0.0,4.7,3.8,0.9,0.46,1.0,Matches,UCL,18-19
05439de2,13,David Alaba,AUT,DF,Bayern Munich,26,1992,7,630,90,87.5,7.0,7,90,7,0,,1,1.71,14,8,6,0.86,-1.14,12.4,9.0,3.4,0.49,-1.56,Matches,UCL,18-19
4601e194,14,Jordi Alba,ESP,DF,Barcelona,29,1989,11,990,90,91.7,11.0,11,90,11,0,,1,2.36,25,9,16,1.45,1.45,21.8,12.0,9.8,0.89,2.02,Matches,UCL,18-19
4bd414c1,15,Raúl Albiol,ESP,DF,Napoli,32,1985,6,495,83,91.7,5.5,6,83,5,0,,0,1.5,6,4,2,0.36,0.36,10.5,5.8,4.6,0.84,1.3,Matches,UCL,18-19
a7a9d95a,16,Paco Alcácer,ESP,FW,Dortmund,24,1993,5,356,71,49.4,4.0,4,86,3,1,12,0,1.4,4,2,2,0.51,0.01,6.8,2.8,4.0,1.02,0.67,Matches,UCL,18-19
77e84962,17,Thiago Alcántara,ESP,MF,Bayern Munich,27,1991,5,389,78,54.0,4.3,4,90,4,1,29,0,1.2,6,6,0,0.0,-2.18,6.1,6.3,-0.2,-0.05,-1.58,Matches,UCL,18-19
f7d50789,18,Toby Alderweireld,BEL,DF,Tottenham,29,1989,12,1080,90,92.3,12.0,12,90,12,0,,0,1.67,19,17,2,0.17,1.17,19.7,14.9,4.8,0.4,0.77,Matches,UCL,18-19
d849ef0f,19,Alef,BRA,MF,AEK Athens,23,1995,4,201,50,37.2,2.2,2,78,1,2,23,0,1.0,0,5,-5,-2.24,-0.65,0.9,4.5,-3.6,-1.61,-0.66,Matches,UCL,18-19
6c811eb7,20,Carles Aleñá,ESP,MF,Barcelona,20,1998,3,92,31,8.5,1.0,1,90,1,2,1,6,2.33,1,1,0,0.0,-1.46,1.8,2.5,-0.7,-0.67,-1.52,Matches,UCL,18-19
cd1acf9d,21,Trent Alexander-Arnold,ENG,DF,Liverpool,19,1998,11,919,84,78.5,10.2,11,84,8,0,,2,2.27,21,6,15,1.47,2.54,21.5,9.2,12.2,1.2,0.42,Matches,UCL,18-19
d73a07e2,22,Alfonso,MOZ,"DF,MF",Hoffenheim,18,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,UCL,18-19
7a2e46a8,23,Alisson,BRA,GK,Liverpool,25,1992,13,1170,90,100.0,13.0,13,90,13,0,,0,1.92,24,12,12,0.92,,28.3,13.9,14.4,1.11,,Matches,UCL,18-19
cc700722,24,Allan,BRA,MF,Napoli,27,1991,6,510,85,94.4,5.7,6,85,5,0,,0,1.5,7,5,2,0.35,0.35,10.1,6.4,3.7,0.66,-1.33,Matches,UCL,18-19
