id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 26_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches,league,season
65d62814,1,Antonio Adán,ESP,GK,Sporting CP,34,1987,7,7,630,7.0,13,1.86,29,16,55.2,3,1,3,2,28.6,0,0,0,0,,Matches,UCL,21-22
7a2e46a8,2,Alisson,BRA,GK,Liverpool,28,1992,13,13,1170,13.0,14,1.08,28,14,50.0,10,1,2,4,30.8,0,0,0,0,,Matches,UCL,21-22
28d596a0,3,Kepa Arrizabalaga,ESP,GK,Chelsea,26,1994,1,1,90,1.0,3,3.0,7,4,57.1,0,1,0,0,0.0,0,0,0,0,,Matches,UCL,21-22
55b93ae0,4,Giorgos Athanasiadis,GRE,GK,Sheriff Tiraspol,28,1993,5,5,450,5.0,8,1.6,35,27,80.0,2,1,2,1,20.0,1,1,0,0,0.0,Matches,UCL,21-22
f7b10c66,5,David von Ballmoos,SUI,GK,Young Boys,26,1994,3,3,270,3.0,6,2.0,15,9,60.0,1,0,2,0,0.0,0,0,0,0,,Matches,UCL,21-22
f6798fc3,6,Yassine Bounou,MAR,GK,Sevilla,30,1991,6,6,540,6.0,5,0.83,19,14,84.2,1,3,2,2,33.3,4,2,0,2,0.0,Matches,UCL,21-22
1e064bfb,7,Denys Boyko,UKR,GK,Dynamo Kyiv,33,1988,1,1,90,1.0,0,0.0,4,4,100.0,0,1,0,1,100.0,0,0,0,0,,Matches,UCL,21-22
eb2b33aa,8,Heorhiy Bushchan,UKR,GK,Dynamo Kyiv,27,1994,5,5,450,5.0,11,2.2,24,13,58.3,0,0,5,0,0.0,1,1,0,0,0.0,Matches,UCL,21-22
3e1550ee,9,Scott Carson,ENG,GK,Manchester City,35,1985,1,0,18,0.2,0,0.0,1,1,100.0,0,0,0,1,,0,0,0,0,,Matches,UCL,21-22
