id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 26_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches,league,season
b3de00a7,1,Stanislav Agkatsev,RUS,GK,Krasnodar,18,2002,1,1,90,1.0,1,1.0,5,4,80.0,0,0,1,0,0.0,0,0,0,0,,Matches,UEL,20-21
42ec696a,2,Igor Akinfeev,RUS,GK,CSKA Moscow,34,1986,6,6,540,6.0,8,1.33,25,17,72.0,0,3,3,2,33.3,1,1,0,0,0,Matches,UEL,20-21
8fa8f8d2,3,Rúnar Alex Rúnarsson,ISL,GK,Arsenal,25,1995,4,4,360,4.0,3,0.75,7,4,57.1,4,0,0,2,50.0,0,0,0,0,,Matches,UEL,20-21
011d8c56,4,Miguel Ángel Moyá,ESP,GK,Real Sociedad,36,1984,1,1,90,1.0,0,0.0,1,1,100.0,1,0,0,1,100.0,0,0,0,0,,Matches,UEL,20-21
9f0ea33f,5,Sergio Asenjo,ESP,GK,Villarreal,31,1989,1,1,90,1.0,0,0.0,2,2,100.0,1,0,0,1,100.0,0,0,0,0,,Matches,UEL,20-21
55b93ae0,6,Giorgos Athanasiadis,GRE,GK,AEK Athens,27,1993,1,1,90,1.0,3,3.0,4,1,50.0,0,0,1,0,0.0,1,1,0,0,0,Matches,UEL,20-21
56901a62,7,Scott Bain,SCO,GK,Celtic,28,1991,3,3,270,3.0,10,3.33,21,10,52.4,0,1,2,0,0.0,1,0,1,0,100,Matches,UEL,20-21
60a6fe9c,8,Cristian Bălgrădean,ROU,GK,CFR Cluj,32,1988,6,6,539,6.0,8,1.34,23,16,69.6,1,2,3,2,33.3,1,1,0,0,0,Matches,UEL,20-21
f7b10c66,9,David von Ballmoos,SUI,GK,Young Boys,25,1994,8,8,720,8.0,10,1.25,37,27,73.0,5,1,2,3,37.5,0,0,0,0,,Matches,UEL,20-21
c2e41cfb,10,Vasilios Barkas,GRE,GK,Celtic,26,1994,2,2,180,2.0,7,3.5,9,2,22.2,0,0,2,0,0.0,0,0,0,0,,Matches,UEL,20-21
47064058,11,Oliver Baumann,GER,GK,Hoffenheim,30,1990,7,7,630,7.0,6,0.86,14,7,57.1,4,2,1,4,57.1,1,0,1,0,100,Matches,UEL,20-21
93b95f72,12,Filip Bednarek,POL,GK,Lech Poznań,27,1992,6,6,540,6.0,14,2.33,30,16,56.7,1,0,5,0,0.0,1,1,0,0,0,Matches,UEL,20-21
6ca0b04a,13,Alireza Beiranvand,IRN,GK,Antwerp,27,1992,2,2,166,1.8,4,2.17,13,9,76.9,0,0,2,0,0.0,1,1,0,0,0,Matches,UEL,20-21
8a2248b4,14,Walter Benítez,ARG,GK,Nice,27,1993,5,5,450,5.0,15,3.0,29,14,48.3,1,0,4,1,20.0,0,0,0,0,,Matches,UEL,20-21
