id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 25_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,league,season
c5942695,1,Rolando Aarons,ENG,"MF,FW",Hellas Verona,21,1995,5.7,0,3,0,0.0,0.52,0.0,0.0,,17.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,ITA-SERIA_A,17-18
1c529186,2,Ignazio Abate,ITA,DF,Milan,30,1986,11.7,1,4,2,50.0,0.34,0.17,0.25,0.5,17.1,0,0,0,0.2,0.2,0.04,0.8,0.8,Matches,ITA-SERIA_A,17-18
b96b595c,3,Francesco Acerbi,ITA,DF,Sassuolo,29,1988,38.0,0,15,2,13.3,0.39,0.05,0.0,0.0,18.0,0,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches,ITA-SERIA_A,17-18
d7403bd5,4,Afriyie Acquah,GHA,MF,Torino,25,1992,10.6,1,9,3,33.3,0.85,0.28,0.11,0.33,24.2,0,0,0,0.4,0.4,0.04,0.6,0.6,Matches,ITA-SERIA_A,17-18
ce5b170a,5,Claud Adjapong,ITA,"DF,FW",Sassuolo,19,1998,13.6,0,14,4,28.6,1.03,0.3,0.0,0.0,20.7,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches,ITA-SERIA_A,17-18
06050480,6,Ali Adnan Kadhim,IRQ,"DF,FW",Udinese,23,1993,18.6,0,12,3,25.0,0.65,0.16,0.0,0.0,27.6,5,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches,ITA-SERIA_A,17-18
f9714604,7,Arlind Ajeti,ALB,DF,Crotone,23,1993,14.1,0,8,0,0.0,0.57,0.0,0.0,,19.5,0,0,0,0.9,0.9,0.12,-0.9,-0.9,Matches,ITA-SERIA_A,17-18
5294a83f,8,Luis Alberto,ESP,"FW,MF",Lazio,24,1992,29.7,11,79,23,29.1,2.66,0.78,0.13,0.43,22.3,9,1,2,7.2,5.7,0.07,3.8,4.3,Matches,ITA-SERIA_A,17-18
4bd414c1,9,Raúl Albiol,ESP,DF,Napoli,31,1985,30.5,3,17,7,41.2,0.56,0.23,0.18,0.43,11.1,0,0,0,1.4,1.4,0.08,1.6,1.6,Matches,ITA-SERIA_A,17-18
7a2e46a8,10,Alisson,BRA,GK,Roma,24,1992,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ITA-SERIA_A,17-18
cc700722,11,Allan,BRA,MF,Napoli,26,1991,31.7,4,37,12,32.4,1.17,0.38,0.11,0.33,22.6,0,0,0,3.8,3.8,0.1,0.2,0.2,Matches,ITA-SERIA_A,17-18
