id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,league,season
5f09991f,1,Patrick van Aanholt,NED,DF,Crystal Palace,28,1990,27.9,43,23,31,10,2,23,50,46.0,27,31,9,22,45,88,52,1,Matches,ENG-EPL,19-20
774cf58b,2,Max Aarons,ENG,DF,Norwich City,19,2000,36.0,48,30,33,9,6,18,36,50.0,18,46,29,17,37,85,97,1,Matches,ENG-EPL,19-20
f586779e,3,Tammy Abraham,ENG,FW,Chelsea,21,1997,24.6,8,4,2,5,1,3,14,21.4,11,20,2,18,6,14,27,0,Matches,ENG-EPL,19-20
f2bf1b0f,4,Che Adams,SCO,FW,Southampton,23,1996,12.3,6,4,1,5,0,1,4,25.0,3,9,1,8,2,8,10,0,Matches,ENG-EPL,19-20
f76e6b4e,5,Adrián,ESP,GK,Liverpool,32,1987,9.7,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,8,3,Matches,ENG-EPL,19-20
4d034881,6,Sergio Agüero,ARG,FW,Manchester City,31,1988,16.1,7,4,0,4,3,1,8,12.5,7,9,1,8,3,10,2,0,Matches,ENG-EPL,19-20
2b1c4abd,7,Albian Ajeti,SUI,FW,West Ham,22,1997,1.5,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,Matches,ENG-EPL,19-20
eaeca114,8,Nathan Aké,NED,DF,Bournemouth,24,1995,27.8,31,21,23,8,0,14,23,60.9,9,40,29,11,36,67,152,0,Matches,ENG-EPL,19-20
b827d5b3,9,Marc Albrighton,ENG,"MF,DF",Leicester City,29,1989,9.6,24,17,10,13,1,9,30,30.0,21,19,2,17,10,34,8,0,Matches,ENG-EPL,19-20
