id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,league,season
82464ce3,1,Salis Abdul Samed,GHA,MF,Lens,23,2000,1.4,1,0.69,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,UEL,23-24
7f9c5d2d,2,Abner,BRA,DF,Betis,23,2000,4.4,10,2.26,9,1,0,0,0,0,1,0.23,1,0,0,0,0,0,Matches,UEL,23-24
c2a6033c,3,Zakaria Aboukhlal,MAR,FW,Toulouse,23,2000,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,UEL,23-24
f586779e,4,Tammy Abraham,ENG,FW,Roma,25,1997,0.9,1,1.08,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches,UEL,23-24
40e57039,5,Peter Abrahamsson,SWE,GK,Häcken,35,1988,6.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,UEL,23-24
82e12fe7,6,Junior Adamu,AUT,FW,Freiburg,22,2001,1.4,6,4.19,4,0,1,0,0,1,2,1.4,1,0,1,0,0,0,Matches,UEL,23-24
65d62814,7,Antonio Adán,ESP,GK,Sporting CP,36,1987,6.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,UEL,23-24
a8102ed1,8,Peter Ademo,NGA,MF,Sheriff Tiraspol,20,2003,1.5,3,2.0,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,UEL,23-24
4dcec659,9,Simon Adingra,CIV,"FW,MF",Brighton,21,2002,5.9,21,3.55,17,0,2,2,0,0,2,0.34,2,0,0,0,0,0,Matches,UEL,23-24
dcfb17f4,10,Amine Adli,MAR,"MF,FW",Leverkusen,23,2000,10.9,44,4.04,35,2,0,6,1,0,3,0.28,3,0,0,0,0,0,Matches,UEL,23-24
26777636,11,Yacine Adli,FRA,MF,Milan,23,2000,2.5,9,3.65,6,1,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches,UEL,23-24
4b00cd47,12,David Affengruber,AUT,DF,Sturm Graz,22,2001,5.9,6,1.02,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches,UEL,23-24
288e1e13,13,Nayef Aguerd,MAR,DF,West Ham,27,1996,4.5,1,0.22,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,UEL,23-24
3dd738a1,14,Ruben Aguilar,FRA,DF,Lens,30,1993,1.2,2,2.25,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,UEL,23-24
b8bd60fe,15,Ilias Akhomach,MAR,"MF,FW",Villarreal,19,2004,4.5,15,3.33,10,1,2,1,1,0,3,0.67,2,0,1,0,0,0,Matches,UEL,23-24
8c4b95af,16,David Akpan Ankeye,NGA,FW,Sheriff Tiraspol,21,2002,4.5,6,1.35,3,0,0,1,2,0,2,0.45,1,0,0,1,0,0,Matches,UEL,23-24
e2b384d2,17,Chuba Akpom,ENG,"FW,MF",Ajax,27,1995,2.1,8,3.83,5,0,0,1,1,1,0,0.0,0,0,0,0,0,0,Matches,UEL,23-24
f28659fb,18,Kerem Aktürkoğlu,TUR,FW,Galatasaray,24,1998,1.6,4,2.5,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,UEL,23-24
4bd414c1,19,Raúl Albiol,ESP,DF,Villarreal,37,1985,1.6,1,0.64,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,UEL,23-24
cd1acf9d,20,Trent Alexander-Arnold,ENG,DF,Liverpool,24,1998,3.1,16,5.16,12,3,0,1,0,0,3,0.97,2,0,0,1,0,0,Matches,UEL,23-24
4288f249,21,Sotiris Alexandropoulos,GRE,"MF,FW",Olympiacos,21,2001,2.7,8,3.0,5,0,1,2,0,0,0,0.0,0,0,0,0,0,0,Matches,UEL,23-24
7a2e46a8,22,Alisson,BRA,GK,Liverpool,30,1992,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,UEL,23-24
414b2ce4,23,Barış Alper Yılmaz,TUR,"FW,DF",Galatasaray,23,2000,2.0,5,2.5,3,0,0,0,1,1,1,0.5,1,0,0,0,0,0,Matches,UEL,23-24
757a3431,24,Adrià Altimira,ESP,DF,Villarreal,22,2001,3.1,8,2.54,7,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches,UEL,23-24
8b3ab7ad,25,Edson Álvarez,MEX,MF,West Ham,25,1997,5.5,8,1.44,6,0,1,1,0,0,2,0.36,2,0,0,0,0,0,Matches,UEL,23-24
24fc70d3,26,Mohamed Aly Camara,GUI,DF,Young Boys,25,1997,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,UEL,23-24
e134b9f9,27,Romeo Amane,CIV,MF,Häcken,20,2003,4.1,17,4.1,15,0,1,0,0,1,0,0.0,0,0,0,0,0,0,Matches,UEL,23-24
98e0d76c,28,Jaydon Amauri Banel,NED,MF,Ajax,18,2004,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,UEL,23-24
1227a22d,29,Aurele Amenda,SUI,DF,Young Boys,20,2003,2.0,1,0.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,UEL,23-24
349cae8f,30,Michael Amir Murillo,PAN,"DF,MF",Marseille,27,1996,3.1,4,1.42,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches,UEL,23-24
6597f8b6,31,Mohamed Amoura,ALG,FW,Union SG,23,2000,4.9,13,2.67,10,0,1,1,1,0,4,0.82,2,0,1,0,1,0,Matches,UEL,23-24
7c2a398c,32,Nordin Amrabat,MAR,"MF,FW",AEK Athens,36,1987,5.1,16,3.13,12,1,2,1,0,0,1,0.2,1,0,0,0,0,0,Matches,UEL,23-24
6ea23758,33,Andrés Andrade Cedeño,PAN,DF,LASK,24,1998,5.2,2,0.39,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,UEL,23-24
8382b207,34,Leandro Andrade,CPV,"FW,MF",Qarabağ,23,1999,8.7,25,2.88,21,0,1,2,0,1,2,0.23,2,0,0,0,0,0,Matches,UEL,23-24
e66c698a,35,Patrick Andrade,CPV,MF,Qarabağ,30,1993,2.8,3,1.13,2,0,1,0,0,0,1,0.38,1,0,0,0,0,0,Matches,UEL,23-24
