Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,season,team,id
2023-12-28,19:30:00,Premier League,Matchweek 19,Thu,Home,W,4,2,Tottenham,3.2,2.3,45,31675,Lewis Dunk,4-1-2-1-2◆,4-2-3-1,Jarred Gillett,/en/matches/3e2e9248/Brighton-and-Hove-Albion-Tottenham-Hotspur-December-28-2023-Premier-League,,23-24,Brighton,d07537b9
2024-01-02,19:30:00,Premier League,Matchweek 20,Tue,Away,D,0,0,West Ham,2.3,0.7,68,62462,Pascal Groß,4-3-1-2,4-2-3-1,Samuel Barrott,/en/matches/d557afd0/West-Ham-United-Brighton-and-Hove-Albion-January-2-2024-Premier-League,,23-24,Brighton,d07537b9
2024-01-06,15:00:00,FA Cup,Third round proper,Sat,Away,W,4,2,Stoke City,,,69,17032,Lewis Dunk,3-4-3,3-4-3,Paul Tierney,/en/matches/cce807ce/Stoke-City-Brighton-and-Hove-Albion-January-6-2024-FA-Cup,,23-24,Brighton,d07537b9
2024-01-22,19:45:00,Premier League,Matchweek 21,Mon,Home,D,0,0,Wolves,1.0,1.1,72,41505,Lewis Dunk,4-3-3,3-4-3,Craig Pawson,/en/matches/35fb5bc2/Brighton-and-Hove-Albion-Wolverhampton-Wanderers-January-22-2024-Premier-League,,23-24,Brighton,d07537b9
2024-01-27,15:00:00,FA Cup,Fourth round proper,Sat,Away,W,5,2,Sheffield Utd,,,69,18391,Pascal Groß,3-4-3,4-4-2,Sunny Gill,/en/matches/f51c8adc/Sheffield-United-Brighton-and-Hove-Albion-January-27-2024-FA-Cup,,23-24,Brighton,d07537b9
2024-01-30,19:45:00,Premier League,Matchweek 22,Tue,Away,L,0,4,Luton Town,0.9,3.1,59,10994,Lewis Dunk,3-4-3,3-4-3,Robert Jones,/en/matches/381f12be/Luton-Town-Brighton-and-Hove-Albion-January-30-2024-Premier-League,,23-24,Brighton,d07537b9
2024-02-03,15:00:00,Premier League,Matchweek 23,Sat,Home,W,4,1,Crystal Palace,1.4,0.3,68,31345,Lewis Dunk,3-4-3,4-3-3,Simon Hooper,/en/matches/689d15cf/Brighton-and-Hove-Albion-Crystal-Palace-February-3-2024-Premier-League,,23-24,Brighton,d07537b9
2024-02-10,15:00:00,Premier League,Matchweek 24,Sat,Away,L,1,2,Tottenham,1.2,1.6,48,61445,Lewis Dunk,4-2-3-1,4-2-3-1,Samuel Barrott,/en/matches/c0dfccdf/Tottenham-Hotspur-Brighton-and-Hove-Albion-February-10-2024-Premier-League,,23-24,Brighton,d07537b9
2024-02-18,14:00:00,Premier League,Matchweek 25,Sun,Away,W,5,0,Sheffield Utd,2.9,0.6,79,29522,Lewis Dunk,4-2-3-1,3-5-1-1,Stuart Attwell,/en/matches/811fa03f/Sheffield-United-Brighton-and-Hove-Albion-February-18-2024-Premier-League,,23-24,Brighton,d07537b9
2024-02-24,15:00:00,Premier League,Matchweek 26,Sat,Home,D,1,1,Everton,1.4,0.3,64,41646,Lewis Dunk,4-2-3-1,4-4-1-1,Tony Harrington,/en/matches/eb7c6993/Brighton-and-Hove-Albion-Everton-February-24-2024-Premier-League,,23-24,Brighton,d07537b9
2024-02-28,19:45:00,FA Cup,Fifth round proper,Wed,Away,L,0,1,Wolves,,,72,23822,Lewis Dunk,3-4-3,3-4-1-2,Andy Madley,/en/matches/f890fce5/Wolverhampton-Wanderers-Brighton-and-Hove-Albion-February-28-2024-FA-Cup,,23-24,Brighton,d07537b9
2024-03-02,15:00:00,Premier League,Matchweek 27,Sat,Away,L,0,3,Fulham,1.3,1.3,70,24460,Lewis Dunk,3-4-3,4-2-3-1,Simon Hooper,/en/matches/20278247/Fulham-Brighton-and-Hove-Albion-March-2-2024-Premier-League,,23-24,Brighton,d07537b9
2024-03-07,18:45:00,Europa Lg,Round of 16,Thu,Away,L,0,4,Roma,1.0,2.9,59,64877,Lewis Dunk,4-2-3-1,4-3-3,François Letexier,/en/matches/1328e56d/Roma-Brighton-and-Hove-Albion-March-7-2024-Europa-League,Leg 1 of 2,23-24,Brighton,d07537b9
2024-03-10,14:00:00,Premier League,Matchweek 28,Sun,Home,W,1,0,Nott'ham Forest,0.4,0.7,63,31505,Lewis Dunk,4-2-3-1,4-3-3,Michael Salisbury,/en/matches/f17d9ccd/Brighton-and-Hove-Albion-Nottingham-Forest-March-10-2024-Premier-League,,23-24,Brighton,d07537b9
2024-03-14,20:00:00,Europa Lg,Round of 16,Thu,Home,W,1,0,Roma,1.4,0.4,64,30380,Lewis Dunk,4-2-3-1,4-3-3,Felix Zwayer,/en/matches/7e229c83/Brighton-and-Hove-Albion-Roma-March-14-2024-Europa-League,Leg 2 of 2; Roma won,23-24,Brighton,d07537b9
2024-03-31,14:00:00,Premier League,Matchweek 30,Sun,Away,L,1,2,Liverpool,0.5,2.8,45,60061,Lewis Dunk,4-2-3-1,4-3-3,David Coote,/en/matches/b763b73e/Liverpool-Brighton-and-Hove-Albion-March-31-2024-Premier-League,,23-24,Brighton,d07537b9
2024-04-03,19:30:00,Premier League,Matchweek 31,Wed,Away,D,0,0,Brentford,1.1,0.6,66,17024,Lewis Dunk,4-2-3-1,3-5-2,Andy Madley,/en/matches/8ec55f05/Brentford-Brighton-and-Hove-Albion-April-3-2024-Premier-League,,23-24,Brighton,d07537b9
2024-04-06,17:30:00,Premier League,Matchweek 32,Sat,Home,L,0,3,Arsenal,0.5,3.4,54,31677,Lewis Dunk,4-2-3-1,4-3-3,John Brooks,/en/matches/2047cc32/Brighton-and-Hove-Albion-Arsenal-April-6-2024-Premier-League,,23-24,Brighton,d07537b9
2024-04-13,15:00:00,Premier League,Matchweek 33,Sat,Away,D,1,1,Burnley,0.9,1.7,56,20687,Lewis Dunk,4-2-3-1,4-4-2,Simon Hooper,/en/matches/c9ab1f95/Burnley-Brighton-and-Hove-Albion-April-13-2024-Premier-League,,23-24,Brighton,d07537b9
2024-04-25,20:00:00,Premier League,Matchweek 29,Thu,Home,L,0,4,Manchester City,0.6,1.4,36,31596,Lewis Dunk,4-2-3-1,4-1-4-1,Jarred Gillett,/en/matches/45bb8cac/Brighton-and-Hove-Albion-Manchester-City-April-25-2024-Premier-League,,23-24,Brighton,d07537b9
2024-04-28,14:00:00,Premier League,Matchweek 35,Sun,Away,L,0,3,Bournemouth,0.9,1.9,69,11188,Lewis Dunk,4-2-3-1,4-4-2,Paul Tierney,/en/matches/fa3c7491/Bournemouth-Brighton-and-Hove-Albion-April-28-2024-Premier-League,,23-24,Brighton,d07537b9
2024-05-05,14:00:00,Premier League,Matchweek 36,Sun,Home,W,1,0,Aston Villa,2.5,0.1,52,31596,Lewis Dunk,4-2-3-1,4-2-3-1,Robert Jones,/en/matches/5d5f6155/Brighton-and-Hove-Albion-Aston-Villa-May-5-2024-Premier-League,,23-24,Brighton,d07537b9
2024-05-11,15:00:00,Premier League,Matchweek 37,Sat,Away,D,1,1,Newcastle Utd,1.4,2.2,43,51997,Lewis Dunk,4-2-3-1,4-3-3,Darren England,/en/matches/6dbd7d72/Newcastle-United-Brighton-and-Hove-Albion-May-11-2024-Premier-League,,23-24,Brighton,d07537b9
2024-05-15,19:45:00,Premier League,Matchweek 34,Wed,Home,L,1,2,Chelsea,1.3,1.5,55,31555,Lewis Dunk,4-2-3-1,4-2-3-1,Michael Salisbury,/en/matches/b42b7907/Brighton-and-Hove-Albion-Chelsea-May-15-2024-Premier-League,,23-24,Brighton,d07537b9
2024-05-19,16:00:00,Premier League,Matchweek 38,Sun,Home,L,0,2,Manchester Utd,1.7,1.3,55,31662,Adam Lallana,4-2-3-1,4-2-2-2,Craig Pawson,/en/matches/47ecdc19/Brighton-and-Hove-Albion-Manchester-United-May-19-2024-Premier-League,,23-24,Brighton,d07537b9
