Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,season,team,id
2023-08-12,15:00:00,Premier League,Matchweek 1,Sat,Home,W,4,1,Luton Town,4.0,1.5,70,31872,Lewis Dunk,4-2-3-1,3-5-2,David Coote,/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,,23-24,Brighton,d07537b9
2023-08-19,15:00:00,Premier League,Matchweek 2,Sat,Away,W,4,1,Wolves,2.2,2.1,53,31317,Lewis Dunk,4-2-3-1,4-4-1-1,Andy Madley,/en/matches/d7c606ec/Wolverhampton-Wanderers-Brighton-and-Hove-Albion-August-19-2023-Premier-League,,23-24,Brighton,d07537b9
2023-08-26,17:30:00,Premier League,Matchweek 3,Sat,Home,L,1,3,West Ham,1.5,3.0,78,31508,Lewis Dunk,4-2-3-1,4-1-4-1,Anthony Taylor,/en/matches/ba68d60c/Brighton-and-Hove-Albion-West-Ham-United-August-26-2023-Premier-League,,23-24,Brighton,d07537b9
2023-09-02,17:30:00,Premier League,Matchweek 4,Sat,Home,W,3,1,Newcastle Utd,1.3,1.2,56,31620,Lewis Dunk,4-2-3-1,4-3-3,Stuart Attwell,/en/matches/4f754e0a/Brighton-and-Hove-Albion-Newcastle-United-September-2-2023-Premier-League,,23-24,Brighton,d07537b9
2023-09-16,15:00:00,Premier League,Matchweek 5,Sat,Away,W,3,1,Manchester Utd,1.7,1.0,56,73592,Lewis Dunk,4-2-3-1,4-1-2-1-2,Jarred Gillett,/en/matches/ddcf2857/Manchester-United-Brighton-and-Hove-Albion-September-16-2023-Premier-League,,23-24,Brighton,d07537b9
2023-09-21,20:00:00,Europa Lg,Group stage,Thu,Home,L,2,3,AEK Athens,2.7,1.3,75,30178,Pascal Groß,4-2-3-1,4-1-4-1,Kristo Tohver,/en/matches/8aebde7a/Brighton-and-Hove-Albion-AEK-Athens-September-21-2023-Europa-League,,23-24,Brighton,d07537b9
2023-09-24,14:00:00,Premier League,Matchweek 6,Sun,Home,W,3,1,Bournemouth,1.9,1.1,61,31617,Lewis Dunk,4-2-3-1,4-2-3-1,John Brooks,/en/matches/5593f16c/Brighton-and-Hove-Albion-Bournemouth-September-24-2023-Premier-League,,23-24,Brighton,d07537b9
2023-09-27,19:45:00,EFL Cup,Third round,Wed,Away,L,0,1,Chelsea,,,61,37516,Pervis Estupiñán,4-2-3-1,4-2-3-1,Thomas Bramall,/en/matches/4761dbfb/Chelsea-Brighton-and-Hove-Albion-September-27-2023-EFL-Cup,,23-24,Brighton,d07537b9
2023-09-30,12:30:00,Premier League,Matchweek 7,Sat,Away,L,1,6,Aston Villa,1.7,1.6,61,40636,Lewis Dunk,4-2-3-1,4-2-3-1,Andy Madley,/en/matches/2df9a3a1/Aston-Villa-Brighton-and-Hove-Albion-September-30-2023-Premier-League,,23-24,Brighton,d07537b9
2023-10-05,18:45:00,Europa Lg,Group stage,Thu,Away,D,2,2,Marseille,2.4,1.3,54,63465,Lewis Dunk,4-2-3-1,4-3-3,Mykola Balakin,/en/matches/6e5bc2fb/Marseille-Brighton-and-Hove-Albion-October-5-2023-Europa-League,,23-24,Brighton,d07537b9
2023-10-08,14:00:00,Premier League,Matchweek 8,Sun,Home,D,2,2,Liverpool,2.3,2.3,46,31752,Lewis Dunk,4-2-3-1,4-3-3,Anthony Taylor,/en/matches/3b1ec657/Brighton-and-Hove-Albion-Liverpool-October-8-2023-Premier-League,,23-24,Brighton,d07537b9
2023-10-21,15:00:00,Premier League,Matchweek 9,Sat,Away,L,1,2,Manchester City,0.8,0.8,45,53466,Lewis Dunk,4-2-3-1,3-2-4-1,Robert Jones,/en/matches/b782a834/Manchester-City-Brighton-and-Hove-Albion-October-21-2023-Premier-League,,23-24,Brighton,d07537b9
2023-10-26,20:00:00,Europa Lg,Group stage,Thu,Home,W,2,0,Ajax,1.3,0.2,64,30540,Lewis Dunk,4-4-2,4-2-3-1,Bartosz Frankowski,/en/matches/cd2c07a6/Brighton-and-Hove-Albion-Ajax-October-26-2023-Europa-League,,23-24,Brighton,d07537b9
2023-10-29,14:00:00,Premier League,Matchweek 10,Sun,Home,D,1,1,Fulham,1.4,0.7,71,31550,Lewis Dunk,3-4-3,4-2-3-1,Michael Salisbury,/en/matches/a0c422e9/Brighton-and-Hove-Albion-Fulham-October-29-2023-Premier-League,,23-24,Brighton,d07537b9
2023-11-04,15:00:00,Premier League,Matchweek 11,Sat,Away,D,1,1,Everton,0.5,0.7,79,38683,Lewis Dunk,4-3-3,4-4-1-1,Tim Robinson,/en/matches/6ecb53ac/Everton-Brighton-and-Hove-Albion-November-4-2023-Premier-League,,23-24,Brighton,d07537b9
2023-11-09,18:45:00,Europa Lg,Group stage,Thu,Away,W,2,0,Ajax,1.0,0.7,46,52095,Lewis Dunk,4-2-3-1,3-2-4-1,Nikola Dabanović,/en/matches/287a023b/Ajax-Brighton-and-Hove-Albion-November-9-2023-Europa-League,,23-24,Brighton,d07537b9
2023-11-12,14:00:00,Premier League,Matchweek 12,Sun,Home,D,1,1,Sheffield Utd,1.5,1.1,61,31367,Pascal Groß,4-2-3-1,3-4-3,John Brooks,/en/matches/ebf41e41/Brighton-and-Hove-Albion-Sheffield-United-November-12-2023-Premier-League,,23-24,Brighton,d07537b9
2023-11-25,15:00:00,Premier League,Matchweek 13,Sat,Away,W,3,2,Nott'ham Forest,1.3,1.9,53,29404,Lewis Dunk,4-2-3-1,4-1-4-1,Anthony Taylor,/en/matches/36be5cee/Nottingham-Forest-Brighton-and-Hove-Albion-November-25-2023-Premier-League,,23-24,Brighton,d07537b9
2023-11-30,19:45:00,Europa Lg,Group stage,Thu,Away,W,1,0,AEK Athens,1.3,1.6,45,30520,Lewis Dunk,4-2-3-1,4-1-4-1,Sandro Schärer,/en/matches/acd46367/AEK-Athens-Brighton-and-Hove-Albion-November-30-2023-Europa-League,,23-24,Brighton,d07537b9
2023-12-03,14:00:00,Premier League,Matchweek 14,Sun,Away,L,2,3,Chelsea,1.1,2.1,68,39647,Adam Lallana,4-2-3-1,4-2-3-1,Craig Pawson,/en/matches/86b7d24f/Chelsea-Brighton-and-Hove-Albion-December-3-2023-Premier-League,,23-24,Brighton,d07537b9
2023-12-06,19:30:00,Premier League,Matchweek 15,Wed,Home,W,2,1,Brentford,1.5,1.5,61,31571,Pascal Groß,4-2-3-1,4-4-2,Peter Bankes,/en/matches/75d21da8/Brighton-and-Hove-Albion-Brentford-December-6-2023-Premier-League,,23-24,Brighton,d07537b9
2023-12-09,15:00:00,Premier League,Matchweek 16,Sat,Home,D,1,1,Burnley,2.6,0.6,72,31511,Lewis Dunk,4-2-3-1,4-4-2,Simon Hooper,/en/matches/ab18fa97/Brighton-and-Hove-Albion-Burnley-December-9-2023-Premier-League,,23-24,Brighton,d07537b9
2023-12-14,20:00:00,Europa Lg,Group stage,Thu,Home,W,1,0,Marseille,1.2,0.4,61,30214,Lewis Dunk,4-2-3-1,3-4-3,José Sánchez,/en/matches/91b88fc9/Brighton-and-Hove-Albion-Marseille-December-14-2023-Europa-League,,23-24,Brighton,d07537b9
2023-12-17,14:00:00,Premier League,Matchweek 17,Sun,Away,L,0,2,Arsenal,0.7,2.3,51,60257,Lewis Dunk,4-2-3-1,4-3-3,Tim Robinson,/en/matches/e3a46a4e/Arsenal-Brighton-and-Hove-Albion-December-17-2023-Premier-League,,23-24,Brighton,d07537b9
2023-12-21,20:00:00,Premier League,Matchweek 18,Thu,Away,D,1,1,Crystal Palace,1.2,1.3,65,24171,Lewis Dunk,4-2-3-1,4-3-3,John Brooks,/en/matches/7340be7a/Crystal-Palace-Brighton-and-Hove-Albion-December-21-2023-Premier-League,,23-24,Brighton,d07537b9
