id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 23_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches,league,season
c5942695,1,Rolando Aarons,ENG,"MF,FW",Hellas Verona,21,1995,5.7,120,110,10,4,0,0,10,4,0,0,0,0,87,0,5,Matches,ITA-SERIA_A,17-18
1c529186,2,Ignazio Abate,ITA,DF,Milan,30,1986,11.7,776,653,119,7,0,2,31,112,0,0,0,0,625,4,21,Matches,ITA-SERIA_A,17-18
b96b595c,3,Francesco Acerbi,ITA,DF,Sassuolo,29,1988,38.0,1650,1529,118,89,2,24,12,28,0,0,0,0,1391,3,9,Matches,ITA-SERIA_A,17-18
d7403bd5,4,Afriyie Acquah,GHA,MF,Torino,25,1992,10.6,478,468,8,6,0,1,12,0,0,0,0,0,405,2,9,Matches,ITA-SERIA_A,17-18
ce5b170a,5,Claud Adjapong,ITA,"DF,FW",Sassuolo,19,1998,13.6,509,442,65,1,3,2,27,63,1,0,0,0,363,2,17,Matches,ITA-SERIA_A,17-18
06050480,6,Ali Adnan Kadhim,IRQ,"DF,FW",Udinese,23,1993,18.6,883,671,211,17,0,3,88,173,21,6,12,0,585,1,34,Matches,ITA-SERIA_A,17-18
f9714604,7,Arlind Ajeti,ALB,DF,Crotone,23,1993,14.1,362,348,13,13,0,2,0,0,0,0,0,0,282,1,5,Matches,ITA-SERIA_A,17-18
5294a83f,8,Luis Alberto,ESP,"FW,MF",Lazio,24,1992,29.7,1859,1572,265,67,38,15,213,26,168,68,69,9,1362,22,44,Matches,ITA-SERIA_A,17-18
4bd414c1,9,Raúl Albiol,ESP,DF,Napoli,31,1985,30.5,2510,2458,48,47,0,63,3,1,0,0,0,0,2241,4,14,Matches,ITA-SERIA_A,17-18
7a2e46a8,10,Alisson,BRA,GK,Roma,24,1992,37.0,1323,988,333,81,0,7,0,0,0,0,0,0,1090,2,0,Matches,ITA-SERIA_A,17-18
cc700722,11,Allan,BRA,MF,Napoli,26,1991,31.7,1826,1783,35,17,7,6,29,17,1,0,0,0,1572,8,34,Matches,ITA-SERIA_A,17-18
92a5ac34,12,Ricky Álvarez,ARG,MF,Sampdoria,29,1988,3.0,179,162,16,3,0,0,21,2,10,6,2,0,134,1,5,Matches,ITA-SERIA_A,17-18
e34fc66d,13,Joachim Andersen,DEN,DF,Sampdoria,21,1996,6.1,424,406,18,13,0,5,0,5,0,0,0,0,371,0,6,Matches,ITA-SERIA_A,17-18
9f1893b9,14,Felipe Anderson,BRA,"FW,MF",Lazio,24,1993,12.9,711,615,92,12,6,7,74,38,35,12,17,0,512,4,28,Matches,ITA-SERIA_A,17-18
326d09ef,15,Nícolas Andrade,BRA,GK,Hellas Verona,29,1988,36.0,1444,909,528,129,0,7,0,0,0,0,0,0,868,7,0,Matches,ITA-SERIA_A,17-18
13d820de,16,Marco Andreolli,ITA,DF,Cagliari,31,1986,20.3,862,809,49,37,0,8,4,1,0,0,0,0,693,4,9,Matches,ITA-SERIA_A,17-18
0c971997,17,Gabriele Angella,ITA,DF,Udinese,28,1989,9.9,503,472,30,18,0,10,2,12,0,0,0,0,411,1,2,Matches,ITA-SERIA_A,17-18
bbafc0c4,18,Cristian Ansaldi,ARG,DF,Torino,30,1986,20.8,1003,797,202,22,0,36,78,176,4,0,3,0,712,4,30,Matches,ITA-SERIA_A,17-18
97c9bce3,19,Luca Antei,ITA,DF,Benevento,25,1992,6.6,365,341,24,20,0,3,1,4,0,0,0,0,316,0,1,Matches,ITA-SERIA_A,17-18
43a2e16c,20,Mirco Antenucci,ITA,FW,SPAL,32,1984,28.6,637,605,27,2,1,6,33,4,0,0,0,0,476,5,20,Matches,ITA-SERIA_A,17-18
40f0ed6c,21,Luca Antonelli,ITA,"DF,FW",Milan,30,1987,1.6,94,86,8,2,0,0,0,6,0,0,0,0,77,0,0,Matches,ITA-SERIA_A,17-18
91976866,22,Mirko Antonucci,ITA,FW,Roma,18,1999,0.3,16,15,1,0,0,0,5,1,0,0,0,0,12,0,1,Matches,ITA-SERIA_A,17-18
9c8f641a,23,Samuel Armenteros,SWE,FW,Benevento,27,1990,4.8,85,70,15,0,0,0,1,0,0,0,0,0,63,0,0,Matches,ITA-SERIA_A,17-18
089550f5,24,Kwadwo Asamoah,GHA,DF,Juventus,28,1988,17.4,1295,1147,144,18,0,14,31,126,0,0,0,0,1132,4,22,Matches,ITA-SERIA_A,17-18
1522dab2,25,Davide Astori,ITA,DF,Fiorentina,30,1987,25.0,1534,1465,64,60,0,15,18,4,0,0,0,0,1319,5,9,Matches,ITA-SERIA_A,17-18
23f9e9d3,26,Felipe Avenatti,URU,FW,Bologna,24,1993,5.2,142,139,2,0,0,2,6,0,0,0,0,0,80,1,5,Matches,ITA-SERIA_A,17-18
422ec08a,27,Khouma Babacar,SEN,FW,Fiorentina,24,1993,5.0,103,97,4,0,1,1,5,1,0,0,0,0,77,2,4,Matches,ITA-SERIA_A,17-18
422ec08a,28,Khouma Babacar,SEN,FW,Sassuolo,24,1993,8.3,137,129,7,0,1,1,2,0,0,0,0,0,107,1,0,Matches,ITA-SERIA_A,17-18
e8c930bb,29,Milan Badelj,CRO,MF,Fiorentina,28,1989,26.1,1775,1691,79,44,8,14,14,4,0,0,0,0,1469,5,21,Matches,ITA-SERIA_A,17-18
49d399d5,30,Riad Bajić,BIH,"FW,MF",Udinese,23,1994,0.9,19,19,0,0,1,0,0,0,0,0,0,0,13,0,1,Matches,ITA-SERIA_A,17-18
9be4ee80,31,Andrija Balić,CRO,MF,Udinese,19,1997,12.0,561,519,40,19,1,12,38,2,19,5,11,1,446,2,18,Matches,ITA-SERIA_A,17-18
0821331c,32,Mattia Bani,ITA,DF,Chievo,23,1993,14.6,637,611,24,13,0,10,5,11,0,0,0,0,524,2,5,Matches,ITA-SERIA_A,17-18
01efac19,33,Antonín Barák,CZE,MF,Udinese,22,1994,30.1,1171,1148,18,4,2,8,34,6,7,5,1,0,905,5,35,Matches,ITA-SERIA_A,17-18
32ebfe1e,34,Andrea Barberis,ITA,MF,Crotone,23,1993,33.7,1148,1009,130,49,0,5,88,8,57,30,19,0,813,9,32,Matches,ITA-SERIA_A,17-18
6928979a,35,Nicolò Barella,ITA,MF,Cagliari,20,1997,32.8,1641,1496,137,55,5,26,107,8,48,15,25,1,1235,8,43,Matches,ITA-SERIA_A,17-18
6a189491,36,Antonio Barreca,ITA,DF,Torino,22,1995,5.2,285,204,81,7,0,1,12,72,2,0,2,0,228,0,11,Matches,ITA-SERIA_A,17-18
43a1bea5,37,Édgar Barreto,PAR,MF,Sampdoria,33,1984,21.8,1090,1069,18,8,1,8,35,10,0,0,0,0,862,3,15,Matches,ITA-SERIA_A,17-18
e5bf73f3,38,Musa Barrow,GAM,FW,Atalanta,18,1998,4.9,130,119,11,0,0,0,8,4,0,0,0,0,100,0,5,Matches,ITA-SERIA_A,17-18
7c0000fd,39,Andrea Barzagli,ITA,DF,Juventus,36,1981,16.1,1266,1205,60,19,0,19,3,41,0,0,0,0,1162,1,4,Matches,ITA-SERIA_A,17-18
ea06dd97,40,Daniele Baselli,ITA,MF,Torino,25,1992,28.0,1332,1290,36,16,3,11,27,4,10,5,5,0,1080,6,35,Matches,ITA-SERIA_A,17-18
3b57f7f8,41,Dušan Basta,SRB,DF,Lazio,32,1984,8.6,395,329,66,6,0,5,29,60,0,0,0,0,298,0,15,Matches,ITA-SERIA_A,17-18
e61bdd69,42,Gil Bastião Dias,POR,"FW,MF",Fiorentina,20,1996,13.2,480,462,17,1,2,4,17,15,1,0,0,0,370,1,20,Matches,ITA-SERIA_A,17-18
ec30b9c8,43,Samuel Bastien,COD,MF,Chievo,20,1996,15.1,481,472,8,2,1,6,12,5,0,0,0,0,394,1,11,Matches,ITA-SERIA_A,17-18
75b86fb3,44,Alessandro Bastoni,ITA,DF,Atalanta,18,1999,1.0,86,72,14,3,0,2,0,11,0,0,0,0,70,0,4,Matches,ITA-SERIA_A,17-18
c01c66d9,45,Bastos,ANG,DF,Lazio,26,1991,15.6,859,831,28,20,0,5,0,7,0,0,0,0,782,0,6,Matches,ITA-SERIA_A,17-18
c67836b8,46,Enrico Bearzotti,ITA,"DF,FW",Hellas Verona,20,1996,4.6,177,146,30,2,0,2,14,28,0,0,0,0,132,1,6,Matches,ITA-SERIA_A,17-18
d3d758d8,47,Valon Behrami,SUI,MF,Udinese,32,1985,15.5,507,493,13,10,2,3,1,3,0,0,0,0,417,1,9,Matches,ITA-SERIA_A,17-18
4f8ce0e1,48,Vid Belec,SVN,GK,Benevento,27,1990,12.4,373,226,146,38,0,0,0,0,0,0,0,0,241,1,0,Matches,ITA-SERIA_A,17-18
4f8ce0e1,49,Vid Belec,SVN,GK,Sampdoria,27,1990,2.0,86,65,21,5,0,0,0,0,0,0,0,0,68,0,0,Matches,ITA-SERIA_A,17-18
d705ba44,50,Andrea Belotti,ITA,FW,Torino,23,1993,29.8,604,583,20,1,1,4,9,6,0,0,0,0,429,1,27,Matches,ITA-SERIA_A,17-18
a128b07e,51,Ahmad Benali,LBY,MF,Crotone,25,1992,9.0,403,362,38,9,2,2,9,12,3,0,1,0,313,3,13,Matches,ITA-SERIA_A,17-18
0000acda,52,Marco Benassi,ITA,"MF,FW",Fiorentina,22,1994,30.9,1345,1308,29,9,8,6,66,15,2,0,1,0,988,8,40,Matches,ITA-SERIA_A,17-18
3b15ef2d,53,Medhi Benatia,MAR,DF,Juventus,30,1987,19.5,1390,1366,23,20,0,9,0,3,0,0,0,0,1258,1,8,Matches,ITA-SERIA_A,17-18
3b8674e6,54,Rodrigo Bentancur,URU,MF,Juventus,20,1997,6.5,530,519,10,8,1,3,1,1,1,0,0,0,466,1,8,Matches,ITA-SERIA_A,17-18
53a0e358,55,Domenico Berardi,ITA,FW,Sassuolo,22,1994,25.5,986,890,94,20,16,8,120,9,64,38,17,0,642,2,50,Matches,ITA-SERIA_A,17-18
