id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 29_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches,league,season
13a0ff99,1,Basit Abdallah,GHA,MF,Benevento,20,1999,0,,,,,0,,0,0,,13,,,,,,,,,,,,Matches,ITA-SERIA_A,20-21
01040647,2,Gennaro Acampora,ITA,"MF,FW",Spezia,26,1994,14,441,32,12.9,4.9,2,90,1,12,22,9,0.86,8,12,-4,-0.82,-0.33,6.1,9.3,-3.2,-0.64,-0.18,Matches,ITA-SERIA_A,20-21
b96b595c,3,Francesco Acerbi,ITA,DF,Lazio,32,1988,32,2813,88,82.3,31.3,32,88,30,0,,0,1.88,51,44,7,0.22,0.37,48.6,39.2,9.3,0.3,0.08,Matches,ITA-SERIA_A,20-21
b911a881,4,Enzo Adeagbo,SUI,DF,Lazio,18,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,ITA-SERIA_A,20-21
3ed84b2c,5,Bobby Adekanye,NED,"FW,MF",Lazio,21,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,ITA-SERIA_A,20-21
7005ac66,6,Andrea Adorante,ITA,FW,Parma,20,2000,1,10,10,0.3,0.1,0,,0,1,10,5,0.0,0,1,-1,-9.0,-7.87,0.0,0.9,-0.8,-7.55,-7.08,Matches,ITA-SERIA_A,20-21
98179242,7,Giuseppe Agostino,ITA,GK,Genoa,17,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,ITA-SERIA_A,20-21
8bc8829a,8,Lucien Agoume,FRA,MF,Spezia,18,2002,12,800,67,23.4,8.9,9,84,6,3,13,22,1.08,14,14,0,0.0,0.69,12.6,16.1,-3.5,-0.39,0.13,Matches,ITA-SERIA_A,20-21
46fa7204,9,Kevin Agudelo,COL,FW,Spezia,21,1998,29,1356,47,39.6,15.1,14,72,4,15,23,8,1.03,26,26,0,0.0,0.87,19.7,22.7,-3.0,-0.2,0.48,Matches,ITA-SERIA_A,20-21
414e1f69,10,Marley Aké,FRA,FW,Juventus,19,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,ITA-SERIA_A,20-21
fdf4b948,11,Jean-Daniel Akpa-Akpro,CIV,MF,Lazio,27,1992,32,1056,33,30.9,11.7,6,83,2,26,22,4,2.0,18,15,3,0.26,0.14,15.0,13.8,1.2,0.11,-0.26,Matches,ITA-SERIA_A,20-21
cfed4243,12,Fabrizio Alastra,ITA,GK,Parma,22,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,ITA-SERIA_A,20-21
5294a83f,13,Luis Alberto,ESP,MF,Lazio,27,1992,34,2618,77,76.5,29.1,33,78,10,1,39,0,1.82,46,39,7,0.24,0.35,45.6,34.2,11.4,0.39,0.46,Matches,ITA-SERIA_A,20-21
261dfc43,14,Marco Alia,ALB,GK,Lazio,20,2000,0,,,,,0,,0,0,,31,,,,,,,,,,,,Matches,ITA-SERIA_A,20-21
585a73a8,15,Bruno Alves,POR,DF,Parma,38,1981,19,1632,86,47.7,18.1,18,90,18,1,12,11,0.58,10,39,-29,-1.6,-0.84,13.9,29.6,-15.6,-0.86,-0.71,Matches,ITA-SERIA_A,20-21
35b4bc62,16,Wisdom Amey,ITA,DF,Bologna,14,2005,1,2,2,0.1,0.0,0,,0,1,2,2,0.0,0,0,0,0.0,0.37,0.0,0.0,0.0,1.11,1.32,Matches,ITA-SERIA_A,20-21
2df7cc43,17,Bruno Amione,ARG,DF,Hellas Verona,18,2002,0,,,,,0,,0,0,,13,,,,,,,,,,,,Matches,ITA-SERIA_A,20-21
5a2cb25d,18,Sofyan Amrabat,MAR,MF,Fiorentina,23,1996,31,2441,79,71.4,27.1,28,86,21,3,11,4,1.06,33,44,-11,-0.41,-0.31,33.4,44.0,-10.6,-0.39,0.16,Matches,ITA-SERIA_A,20-21
