id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,league,season
32c2d95f,1,Yunis Abdelhamid,MAR,DF,Reims,31,1987,28.0,23,0.82,16,0,1,4,2,0,1,0.04,1,0,0,0,0,0,Matches,FRA-L1,19-20
a4c3f7af,2,Mehdi Abeid,ALG,MF,Nantes,26,1992,20.2,53,2.63,30,16,1,3,1,2,4,0.2,2,1,0,1,0,0,Matches,FRA-L1,19-20
469d3d84,3,Charles Abi,FRA,FW,Saint-Étienne,19,2000,6.9,18,2.6,11,0,1,1,4,1,2,0.29,1,0,0,0,1,0,Matches,FRA-L1,19-20
dcfb17f4,4,Amine Adli,MAR,"MF,FW",Toulouse,19,2000,0.5,3,5.87,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,19-20
26777636,5,Yacine Adli,FRA,MF,Bordeaux,19,2000,11.3,45,3.97,29,5,5,2,2,2,7,0.62,3,1,2,1,0,0,Matches,FRA-L1,19-20
288e1e13,6,Nayef Aguerd,MAR,DF,Dijon,23,1996,10.6,4,0.38,3,1,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches,FRA-L1,19-20
3dd738a1,7,Ruben Aguilar,FRA,DF,Monaco,26,1993,11.9,36,3.02,31,2,0,0,2,1,4,0.34,4,0,0,0,0,0,Matches,FRA-L1,19-20
48b28bfd,8,Jean-Eudes Aholou,CIV,MF,Saint-Étienne,25,1994,7.0,13,1.86,7,0,0,0,2,4,1,0.14,0,0,0,0,0,1,Matches,FRA-L1,19-20
c46fa34c,9,Youssef Aït Bennasser,MAR,MF,Bordeaux,23,1996,6.0,10,1.68,10,0,0,0,0,0,2,0.34,2,0,0,0,0,0,Matches,FRA-L1,19-20
9b398aea,10,Rayan Aït-Nouri,ALG,DF,Angers,18,2001,14.2,26,1.83,20,1,1,1,1,2,2,0.14,2,0,0,0,0,0,Matches,FRA-L1,19-20
462475ed,11,Ludovic Ajorque,FRA,FW,Strasbourg,25,1994,22.9,42,1.84,32,0,2,5,3,0,12,0.52,7,0,1,2,2,0,Matches,FRA-L1,19-20
414e1f69,12,Marley Aké,FRA,"FW,MF",Marseille,18,2001,1.1,3,2.73,2,0,1,0,0,0,1,0.91,1,0,0,0,0,0,Matches,FRA-L1,19-20
debc2f28,13,Chadrac Akolo,COD,"FW,MF",Amiens,24,1995,6.0,13,2.15,9,0,0,2,1,1,2,0.33,1,0,0,1,0,0,Matches,FRA-L1,19-20
5314e067,14,Sofiane Alakouch,MAR,DF,Nîmes,21,1998,15.6,33,2.12,24,4,2,1,1,1,2,0.13,2,0,0,0,0,0,Matches,FRA-L1,19-20
4085f08e,15,Haitam Aleesami,NOR,DF,Amiens,28,1991,21.3,29,1.36,25,3,0,0,0,1,3,0.14,3,0,0,0,0,0,Matches,FRA-L1,19-20
8fa8f8d2,16,Rúnar Alex Rúnarsson,ISL,GK,Dijon,24,1995,10.0,4,0.4,2,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,19-20
