Round,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes,league,season
Bundesliga,2,Sat,2017-08-26,18:30,Dortmund,1.8,2–0,0.4,Hertha BSC,80860,Signal Iduna Park,Marco Fritz,/en/matches/5734149b/Dortmund-Hertha-BSC-August-26-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,2,Sun,2017-08-27,15:30,RB Leipzig,2.7,4–1,0.5,Freiburg,39265,Red Bull Arena,Christian Dingert,/en/matches/cd7718be/RB-Leipzig-Freiburg-August-27-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,2,Sun,2017-08-27,18:00,Hannover 96,0.9,1–0,0.5,Schalke 04,49000,HDI-Arena,Patrick Ittrich,/en/matches/5abf775e/Hannover-96-Schalke-04-August-27-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,3,Fri,2017-09-08,20:30,Hamburger SV,1.2,0–2,1.8,RB Leipzig,50231,Volksparkstadion,Deniz Aytekin,/en/matches/1e115c1f/Hamburger-SV-RB-Leipzig-September-8-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,3,Sat,2017-09-09,15:30,Wolfsburg,1.1,1–1,0.9,Hannover 96,27321,Volkswagen Arena,Felix Zwayer,/en/matches/3d2c38ea/Wolfsburg-Hannover-96-September-9-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,3,Sat,2017-09-09,15:30,Mainz 05,1.2,3–1,0.8,Leverkusen,24876,Opel Arena,Markus Schmidt,/en/matches/57753c8c/Mainz-05-Bayer-Leverkusen-September-9-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,3,Sat,2017-09-09,15:30,Augsburg,2.3,3–0,0.7,Köln,27510,WWK Arena,Tobias Stieler,/en/matches/7e929ab2/Augsburg-Koln-September-9-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,3,Sat,2017-09-09,15:30,Gladbach,0.9,0–1,0.7,Eint Frankfurt,51431,Stadion im Borussia-Park,Robert Kampka,/en/matches/9a77b60b/Monchengladbach-Eintracht-Frankfurt-September-9-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,3,Sat,2017-09-09,15:30,Freiburg,0.5,0–0,1.6,Dortmund,24000,Schwarzwald-Stadion,Benjamin Cortus,/en/matches/d284fd39/Freiburg-Dortmund-September-9-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,3,Sat,2017-09-09,18:30,Hoffenheim,0.6,2–0,1.9,Bayern Munich,30150,Dietmar-Hopp-Stadion,Daniel Siebert,/en/matches/fe417870/Hoffenheim-Bayern-Munich-September-9-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,3,Sun,2017-09-10,15:30,Hertha BSC,0.3,1–1,0.6,Werder Bremen,49118,Olympiastadion Berlin,Bibiana Steinhaus,/en/matches/33d3ec46/Hertha-BSC-Werder-Bremen-September-10-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,3,Sun,2017-09-10,18:00,Schalke 04,2.0,3–1,1.3,Stuttgart,61098,Veltins-Arena,Frank Willenborg,/en/matches/885af087/Schalke-04-Stuttgart-September-10-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,4,Fri,2017-09-15,20:30,Hannover 96,2.0,2–0,0.7,Hamburger SV,49000,HDI-Arena,Robert Hartmann,/en/matches/5fb323e0/Hannover-96-Hamburger-SV-September-15-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,4,Sat,2017-09-16,15:30,Stuttgart,1.0,1–0,0.5,Wolfsburg,50500,Mercedes-Benz Arena,Guido Winkmann,/en/matches/198facdd/Stuttgart-Wolfsburg-September-16-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,4,Sat,2017-09-16,15:30,Bayern Munich,3.8,4–0,0.8,Mainz 05,75000,Allianz Arena,Sascha Stegemann,/en/matches/a10cf572/Bayern-Munich-Mainz-05-September-16-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,4,Sat,2017-09-16,15:30,Eint Frankfurt,1.5,1–2,0.7,Augsburg,46500,Commerzbank-Arena,Christian Dingert,/en/matches/a357fa5b/Eintracht-Frankfurt-Augsburg-September-16-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,4,Sat,2017-09-16,15:30,Werder Bremen,0.9,1–2,0.9,Schalke 04,42100,Weserstadion,Benjamin Brand,/en/matches/b8a1c45e/Werder-Bremen-Schalke-04-September-16-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,4,Sat,2017-09-16,18:30,RB Leipzig,0.7,2–2,1.5,Gladbach,42558,Red Bull Arena,Marco Fritz,/en/matches/634c5128/RB-Leipzig-Monchengladbach-September-16-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,4,Sun,2017-09-17,13:30,Hoffenheim,0.5,1–1,0.6,Hertha BSC,27243,Dietmar-Hopp-Stadion,Markus Schmidt,/en/matches/ff315c8d/Hoffenheim-Hertha-BSC-September-17-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,4,Sun,2017-09-17,15:30,Leverkusen,1.9,4–0,0.5,Freiburg,26232,BayArena,Sven Jablonski,/en/matches/abc12d71/Bayer-Leverkusen-Freiburg-September-17-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,4,Sun,2017-09-17,18:00,Dortmund,3.5,5–0,0.7,Köln,81000,Signal Iduna Park,Patrick Ittrich,/en/matches/52c8c028/Dortmund-Koln-September-17-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,5,Tue,2017-09-19,18:30,Gladbach,1.1,2–0,0.6,Stuttgart,44063,Stadion im Borussia-Park,Sören Storks,/en/matches/677887ea/Monchengladbach-Stuttgart-September-19-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,5,Tue,2017-09-19,20:30,Schalke 04,1.2,0–3,2.3,Bayern Munich,62271,Veltins-Arena,Marco Fritz,/en/matches/17ceb358/Schalke-04-Bayern-Munich-September-19-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,5,Tue,2017-09-19,20:30,Augsburg,1.2,1–0,1.1,RB Leipzig,26113,WWK Arena,Daniel Siebert,/en/matches/19965925/Augsburg-RB-Leipzig-September-19-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,5,Tue,2017-09-19,20:30,Wolfsburg,1.0,1–1,0.9,Werder Bremen,26174,Volkswagen Arena,Felix Brych,/en/matches/e2e4d8fb/Wolfsburg-Werder-Bremen-September-19-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,5,Wed,2017-09-20,18:30,Köln,2.1,0–1,1.2,Eint Frankfurt,49000,RheinEnergieSTADION,Martin Petersen,/en/matches/cc1da234/Koln-Eintracht-Frankfurt-September-20-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,5,Wed,2017-09-20,20:30,Freiburg,2.9,1–1,1.1,Hannover 96,22900,Schwarzwald-Stadion,Tobias Stieler,/en/matches/19006b59/Freiburg-Hannover-96-September-20-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,5,Wed,2017-09-20,20:30,Hamburger SV,0.3,0–3,3.2,Dortmund,52962,Volksparkstadion,Felix Zwayer,/en/matches/2fac1858/Hamburger-SV-Dortmund-September-20-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,5,Wed,2017-09-20,20:30,Mainz 05,1.9,2–3,1.4,Hoffenheim,23477,Opel Arena,Manuel Gräfe,/en/matches/391ecf44/Mainz-05-Hoffenheim-September-20-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,5,Wed,2017-09-20,20:30,Hertha BSC,0.3,2–1,0.5,Leverkusen,32825,Olympiastadion Berlin,Deniz Aytekin,/en/matches/6c5cd8f0/Hertha-BSC-Bayer-Leverkusen-September-20-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,6,Fri,2017-09-22,20:30,Bayern Munich,2.4,2–2,0.8,Wolfsburg,75000,Allianz Arena,Christian Dingert,/en/matches/8869577c/Bayern-Munich-Wolfsburg-September-22-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,6,Sat,2017-09-23,15:30,Werder Bremen,1.4,0–0,0.9,Freiburg,41000,Weserstadion,Robert Hartmann,/en/matches/43ae7d98/Werder-Bremen-Freiburg-September-23-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,6,Sat,2017-09-23,15:30,Hoffenheim,1.5,2–0,1.3,Schalke 04,30150,Dietmar-Hopp-Stadion,Sascha Stegemann,/en/matches/7870c975/Hoffenheim-Schalke-04-September-23-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,6,Sat,2017-09-23,15:30,Mainz 05,1.1,1–0,0.6,Hertha BSC,23517,Opel Arena,Tobias Stieler,/en/matches/792d9b4c/Mainz-05-Hertha-BSC-September-23-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,6,Sat,2017-09-23,15:30,Stuttgart,0.7,0–0,0.4,Augsburg,55202,Mercedes-Benz Arena,Harm Osmers,/en/matches/be29160b/Stuttgart-Augsburg-September-23-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,6,Sat,2017-09-23,15:30,RB Leipzig,1.6,2–1,0.8,Eint Frankfurt,40606,Red Bull Arena,Benjamin Brand,/en/matches/e6cd2359/RB-Leipzig-Eintracht-Frankfurt-September-23-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,6,Sat,2017-09-23,18:30,Dortmund,4.2,6–1,1.4,Gladbach,81360,Signal Iduna Park,Manuel Gräfe,/en/matches/af09c719/Dortmund-Monchengladbach-September-23-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,6,Sun,2017-09-24,15:30,Hannover 96,1.7,0–0,1.0,Köln,47000,HDI-Arena,Daniel Siebert,/en/matches/b2677d90/Hannover-96-Koln-September-24-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,6,Sun,2017-09-24,18:00,Leverkusen,2.4,3–0,0.6,Hamburger SV,27601,BayArena,Robert Kampka,/en/matches/8251a762/Bayer-Leverkusen-Hamburger-SV-September-24-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,7,Fri,2017-09-29,20:30,Schalke 04,0.8,1–1,1.0,Leverkusen,61515,Veltins-Arena,Guido Winkmann,/en/matches/b288b705/Schalke-04-Bayer-Leverkusen-September-29-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,7,Sat,2017-09-30,15:30,Wolfsburg,0.9,1–1,1.1,Mainz 05,24352,Volkswagen Arena,Robert Hartmann,/en/matches/03077c02/Wolfsburg-Mainz-05-September-30-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,7,Sat,2017-09-30,15:30,Gladbach,2.5,2–1,1.7,Hannover 96,50542,Stadion im Borussia-Park,Christian Dingert,/en/matches/9476d8c6/Monchengladbach-Hannover-96-September-30-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,7,Sat,2017-09-30,15:30,Augsburg,1.5,1–2,2.0,Dortmund,30660,WWK Arena,Marco Fritz,/en/matches/c1f54533/Augsburg-Dortmund-September-30-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,7,Sat,2017-09-30,15:30,Eint Frankfurt,1.2,2–1,1.0,Stuttgart,51500,Commerzbank-Arena,Felix Brych,/en/matches/c8d12e7f/Eintracht-Frankfurt-Stuttgart-September-30-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,7,Sat,2017-09-30,18:30,Hamburger SV,1.0,0–0,0.5,Werder Bremen,54613,Volksparkstadion,Deniz Aytekin,/en/matches/02c85a2b/Hamburger-SV-Werder-Bremen-September-30-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,7,Sun,2017-10-01,13:30,Freiburg,1.2,3–2,0.8,Hoffenheim,24000,Schwarzwald-Stadion,Daniel Siebert,/en/matches/666c9723/Freiburg-Hoffenheim-October-1-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,7,Sun,2017-10-01,15:30,Hertha BSC,1.4,2–2,1.3,Bayern Munich,71212,Olympiastadion Berlin,Harm Osmers,/en/matches/11ff6012/Hertha-BSC-Bayern-Munich-October-1-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,7,Sun,2017-10-01,18:00,Köln,1.2,1–2,2.7,RB Leipzig,48700,RheinEnergieSTADION,Felix Zwayer,/en/matches/4d9b3ce4/Koln-RB-Leipzig-October-1-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,8,Fri,2017-10-13,20:30,Stuttgart,2.3,2–1,2.1,Köln,58716,Mercedes-Benz Arena,Benjamin Cortus,/en/matches/668679f5/Stuttgart-Koln-October-13-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,8,Sat,2017-10-14,15:30,Bayern Munich,1.6,5–0,0.6,Freiburg,75000,Allianz Arena,Frank Willenborg,/en/matches/095914c6/Bayern-Munich-Freiburg-October-14-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,8,Sat,2017-10-14,15:30,Hertha BSC,0.0,0–2,1.7,Schalke 04,50590,Olympiastadion Berlin,Benjamin Brand,/en/matches/60363d4c/Hertha-BSC-Schalke-04-October-14-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,8,Sat,2017-10-14,15:30,Hannover 96,0.7,1–2,1.0,Eint Frankfurt,43500,HDI-Arena,Bastian Dankert,/en/matches/8896204e/Hannover-96-Eintracht-Frankfurt-October-14-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,8,Sat,2017-10-14,15:30,Hoffenheim,1.8,2–2,0.9,Augsburg,27014,Dietmar-Hopp-Stadion,Manuel Gräfe,/en/matches/deab105c/Hoffenheim-Augsburg-October-14-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,8,Sat,2017-10-14,15:30,Mainz 05,1.2,3–2,2.2,Hamburger SV,30371,Opel Arena,Felix Brych,/en/matches/eb296f2f/Mainz-05-Hamburger-SV-October-14-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,8,Sat,2017-10-14,18:30,Dortmund,2.2,2–3,2.3,RB Leipzig,80100,Signal Iduna Park,Deniz Aytekin,/en/matches/1d76907c/Dortmund-RB-Leipzig-October-14-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,8,Sun,2017-10-15,15:30,Leverkusen,2.3,2–2,1.0,Wolfsburg,29104,BayArena,Patrick Ittrich,/en/matches/496c7fb4/Bayer-Leverkusen-Wolfsburg-October-15-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,8,Sun,2017-10-15,18:00,Werder Bremen,1.5,0–2,1.4,Gladbach,42100,Weserstadion,Markus Schmidt,/en/matches/ed39bd88/Werder-Bremen-Monchengladbach-October-15-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,9,Fri,2017-10-20,20:30,Schalke 04,1.8,2–0,0.6,Mainz 05,59476,Veltins-Arena,Bibiana Steinhaus,/en/matches/ab9a62e5/Schalke-04-Mainz-05-October-20-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,9,Sat,2017-10-21,15:30,Eint Frankfurt,2.3,2–2,2.4,Dortmund,51500,Commerzbank-Arena,Robert Hartmann,/en/matches/52768be0/Eintracht-Frankfurt-Dortmund-October-21-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,9,Sat,2017-10-21,15:30,Augsburg,1.0,1–2,1.2,Hannover 96,25971,WWK Arena,Sascha Stegemann,/en/matches/8d9c9591/Augsburg-Hannover-96-October-21-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,9,Sat,2017-10-21,15:30,RB Leipzig,1.1,1–0,0.8,Stuttgart,42558,Red Bull Arena,Sven Jablonski,/en/matches/bcbf5b3f/RB-Leipzig-Stuttgart-October-21-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,9,Sat,2017-10-21,15:30,Gladbach,2.3,1–5,1.7,Leverkusen,53053,Stadion im Borussia-Park,Bastian Dankert,/en/matches/f569cb4c/Monchengladbach-Bayer-Leverkusen-October-21-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,9,Sat,2017-10-21,18:30,Hamburger SV,0.2,0–1,2.3,Bayern Munich,57000,Volksparkstadion,Marco Fritz,/en/matches/f2074595/Hamburger-SV-Bayern-Munich-October-21-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,9,Sun,2017-10-22,13:30,Köln,2.0,0–0,1.3,Werder Bremen,50000,RheinEnergieSTADION,Robert Kampka,/en/matches/9d50e3df/Koln-Werder-Bremen-October-22-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,9,Sun,2017-10-22,15:30,Freiburg,2.6,1–1,2.1,Hertha BSC,23800,Schwarzwald-Stadion,Guido Winkmann,/en/matches/fc928a8c/Freiburg-Hertha-BSC-October-22-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,9,Sun,2017-10-22,18:00,Wolfsburg,1.6,1–1,2.1,Hoffenheim,23514,Volkswagen Arena,Felix Zwayer,/en/matches/56a09036/Wolfsburg-Hoffenheim-October-22-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,10,Fri,2017-10-27,20:30,Mainz 05,0.4,1–1,0.4,Eint Frankfurt,33794,Opel Arena,Sascha Stegemann,/en/matches/e1a4ddc7/Mainz-05-Eintracht-Frankfurt-October-27-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,10,Sat,2017-10-28,15:30,Hertha BSC,1.0,2–1,0.9,Hamburger SV,52131,Olympiastadion Berlin,Felix Brych,/en/matches/1b5be8e3/Hertha-BSC-Hamburger-SV-October-28-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,10,Sat,2017-10-28,15:30,Schalke 04,1.6,1–1,1.1,Wolfsburg,60429,Veltins-Arena,Markus Schmidt,/en/matches/453d02a5/Schalke-04-Wolfsburg-October-28-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,10,Sat,2017-10-28,15:30,Hoffenheim,1.1,1–3,1.7,Gladbach,30150,Dietmar-Hopp-Stadion,Harm Osmers,/en/matches/457ab971/Hoffenheim-Monchengladbach-October-28-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,10,Sat,2017-10-28,15:30,Hannover 96,2.2,4–2,1.0,Dortmund,49000,HDI-Arena,Patrick Ittrich,/en/matches/82b4ab22/Hannover-96-Dortmund-October-28-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,10,Sat,2017-10-28,15:30,Leverkusen,1.7,2–1,0.9,Köln,30210,BayArena,Manuel Gräfe,/en/matches/af53eee8/Bayer-Leverkusen-Koln-October-28-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,10,Sat,2017-10-28,18:30,Bayern Munich,2.2,2–0,0.3,RB Leipzig,75000,Allianz Arena,Daniel Siebert,/en/matches/c5ad9910/Bayern-Munich-RB-Leipzig-October-28-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,10,Sun,2017-10-29,15:30,Werder Bremen,0.7,0–3,2.9,Augsburg,40500,Weserstadion,Sören Storks,/en/matches/553962af/Werder-Bremen-Augsburg-October-29-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,10,Sun,2017-10-29,18:00,Stuttgart,1.4,3–0,0.4,Freiburg,58872,Mercedes-Benz Arena,Tobias Stieler,/en/matches/cc431807/Stuttgart-Freiburg-October-29-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,11,Fri,2017-11-03,20:30,Eint Frankfurt,2.0,2–1,1.7,Werder Bremen,51500,Commerzbank-Arena,Benjamin Brand,/en/matches/1813d4d3/Eintracht-Frankfurt-Werder-Bremen-November-3-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,11,Sat,2017-11-04,15:30,Augsburg,1.7,1–1,0.8,Leverkusen,26133,WWK Arena,Christian Dingert,/en/matches/48c2a77b/Augsburg-Bayer-Leverkusen-November-4-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,11,Sat,2017-11-04,15:30,Hamburger SV,1.8,3–1,1.4,Stuttgart,54976,Volksparkstadion,Guido Winkmann,/en/matches/606d48b1/Hamburger-SV-Stuttgart-November-4-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,11,Sat,2017-11-04,15:30,Freiburg,1.1,0–1,1.0,Schalke 04,24000,Schwarzwald-Stadion,Felix Brych,/en/matches/a37a6004/Freiburg-Schalke-04-November-4-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,11,Sat,2017-11-04,15:30,RB Leipzig,1.8,2–1,0.9,Hannover 96,40461,Red Bull Arena,Martin Petersen,/en/matches/e0325200/RB-Leipzig-Hannover-96-November-4-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,11,Sat,2017-11-04,15:30,Gladbach,0.8,1–1,1.0,Mainz 05,52659,Stadion im Borussia-Park,Sven Jablonski,/en/matches/e4babe18/Monchengladbach-Mainz-05-November-4-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,11,Sat,2017-11-04,18:30,Dortmund,2.1,1–3,1.1,Bayern Munich,81360,Signal Iduna Park,Tobias Stieler,/en/matches/217575c3/Der-Klassiker-Dortmund-Bayern-Munich-November-4-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,11,Sun,2017-11-05,15:30,Köln,1.0,0–3,3.0,Hoffenheim,49200,RheinEnergieSTADION,Deniz Aytekin,/en/matches/f50068e4/Koln-Hoffenheim-November-5-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,11,Sun,2017-11-05,18:00,Wolfsburg,2.7,3–3,1.5,Hertha BSC,25214,Volkswagen Arena,Robert Kampka,/en/matches/b19c88fe/Wolfsburg-Hertha-BSC-November-5-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,12,Fri,2017-11-17,20:30,Stuttgart,1.2,2–1,1.5,Dortmund,58932,Mercedes-Benz Arena,Frank Willenborg,/en/matches/c6286555/Stuttgart-Dortmund-November-17-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,12,Sat,2017-11-18,15:30,Mainz 05,1.4,1–0,0.5,Köln,30473,Opel Arena,Felix Brych,/en/matches/0dfc6664/Mainz-05-Koln-November-18-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,12,Sat,2017-11-18,15:30,Bayern Munich,2.0,3–0,0.3,Augsburg,75000,Allianz Arena,Markus Schmidt,/en/matches/1125997d/Bayern-Munich-Augsburg-November-18-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,12,Sat,2017-11-18,15:30,Wolfsburg,2.0,3–1,0.7,Freiburg,23744,Volkswagen Arena,Manuel Gräfe,/en/matches/1590e6e4/Wolfsburg-Freiburg-November-18-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,12,Sat,2017-11-18,15:30,Hoffenheim,1.2,1–1,0.4,Eint Frankfurt,30150,Dietmar-Hopp-Stadion,Felix Zwayer,/en/matches/3c21482b/Hoffenheim-Eintracht-Frankfurt-November-18-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,12,Sat,2017-11-18,15:30,Leverkusen,1.4,2–2,2.1,RB Leipzig,29218,BayArena,Harm Osmers,/en/matches/ce500ce0/Bayer-Leverkusen-RB-Leipzig-November-18-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,12,Sat,2017-11-18,18:30,Hertha BSC,1.6,2–4,2.0,Gladbach,48304,Olympiastadion Berlin,Bastian Dankert,/en/matches/07819381/Hertha-BSC-Monchengladbach-November-18-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,12,Sun,2017-11-19,15:30,Schalke 04,2.1,2–0,0.8,Hamburger SV,62271,Veltins-Arena,Robert Hartmann,/en/matches/d08addf5/Schalke-04-Hamburger-SV-November-19-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,12,Sun,2017-11-19,18:00,Werder Bremen,2.8,4–0,1.1,Hannover 96,41500,Weserstadion,Benjamin Cortus,/en/matches/d6eae850/Werder-Bremen-Hannover-96-November-19-2017-Bundesliga,,GER-BL1,17-18
Bundesliga,13,Fri,2017-11-24,20:30,Hannover 96,1.7,1–1,1.7,Stuttgart,43500,HDI-Arena,Christian Dingert,/en/matches/3681c035/Hannover-96-Stuttgart-November-24-2017-Bundesliga,,GER-BL1,17-18
