id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 24_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,league,season
7f9c5d2d,1,Abner,BRA,DF,Betis,22,2000,6.7,2,0,0,8,2,0,13,8,9,0,1,0,43,9,16,36.0,Matches,ESP-LALIGA,22-23
be6faae0,2,Álvaro Aceves,ESP,GK,Valladolid,19,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,50.0,Matches,ESP-LALIGA,22-23
81442ecb,3,Marcos Acuña,ARG,DF,Sevilla,30,1991,21.2,10,3,0,32,34,1,147,23,36,0,1,0,141,30,18,62.5,Matches,ESP-LALIGA,22-23
a2c1a8d3,4,Julen Agirrezabala,ESP,GK,Athletic Club,21,2000,7.5,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,100.0,Matches,ESP-LALIGA,22-23
014aa7bd,5,Álvaro Aguado,ESP,MF,Valladolid,26,1996,21.0,4,0,0,13,33,0,57,13,15,0,1,0,130,15,17,46.9,Matches,ESP-LALIGA,22-23
18abe173,6,Joseph Aidoo,GHA,DF,Celta Vigo,26,1995,34.7,6,1,1,18,18,0,2,31,36,0,1,0,214,63,63,50.0,Matches,ESP-LALIGA,22-23
06efa9dc,7,Sergio Akieme,ESP,DF,Almería,24,1997,25.5,5,0,0,20,18,0,70,14,16,0,0,0,127,14,15,48.3,Matches,ESP-LALIGA,22-23
733aab44,8,Babatunde Akinsola,NGA,FW,Valladolid,19,2003,0.1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,,Matches,ESP-LALIGA,22-23
31f5b89b,9,Paul Akouokou,CIV,"MF,DF",Betis,24,1997,5.0,3,0,0,7,4,0,0,12,9,0,0,0,27,6,7,46.2,Matches,ESP-LALIGA,22-23
05439de2,10,David Alaba,AUT,DF,Real Madrid,30,1992,20.4,3,0,0,9,3,0,26,14,11,0,1,0,94,11,8,57.9,Matches,ESP-LALIGA,22-23
455c26a4,11,Ángel Alarcón,ESP,FW,Barcelona,18,2004,0.3,0,0,0,2,1,0,1,0,0,,,0,,,,,Matches,ESP-LALIGA,22-23
99ea2ddd,12,Tomás Alarcón,CHI,MF,Cádiz,23,1999,2.5,2,1,1,4,3,0,6,2,2,0,0,0,14,3,1,75.0,Matches,ESP-LALIGA,22-23
4601e194,13,Jordi Alba,ESP,DF,Barcelona,33,1989,15.8,6,1,1,11,4,10,91,11,18,0,0,0,118,8,15,34.8,Matches,ESP-LALIGA,22-23
4bd414c1,14,Raúl Albiol,ESP,DF,Villarreal,36,1985,23.5,6,0,0,17,13,1,1,14,17,0,0,0,108,38,25,60.3,Matches,ESP-LALIGA,22-23
036bba5f,15,Rubén Alcaraz,ESP,MF,Cádiz,31,1991,22.7,11,1,1,45,33,0,44,19,31,0,1,0,159,30,29,50.8,Matches,ESP-LALIGA,22-23
bb08bce9,16,Omar Alderete,PAR,DF,Getafe,25,1996,22.7,9,0,0,35,10,0,7,26,20,0,0,0,141,61,31,66.3,Matches,ESP-LALIGA,22-23
3d7e48ce,17,Iván Alejo,ESP,"MF,FW",Cádiz,27,1995,14.6,13,1,1,38,44,2,108,5,21,0,1,0,76,25,17,59.5,Matches,ESP-LALIGA,22-23
6c811eb7,18,Carles Aleñá,ESP,"MF,FW",Getafe,24,1998,23.5,12,1,1,60,50,3,43,4,10,0,1,0,120,15,38,28.3,Matches,ESP-LALIGA,22-23
b907d169,19,Alejandro Alfaro,ESP,MF,Elche,20,2002,0.2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,Matches,ESP-LALIGA,22-23
acc1aefa,20,Ángel Algobia,ESP,MF,Getafe,23,1999,12.6,3,0,0,31,10,0,11,3,13,0,0,0,68,7,21,25.0,Matches,ESP-LALIGA,22-23
f8405304,21,Mohamed Ali Cho,FRA,"FW,MF",Real Sociedad,18,2004,6.5,1,0,0,11,12,3,30,2,10,1,0,0,34,5,15,25.0,Matches,ESP-LALIGA,22-23
e6697917,22,Domingos André Ribeiro Almeida,POR,MF,Valencia,22,2000,28.2,3,0,0,31,40,1,127,20,42,0,0,0,161,14,29,32.6,Matches,ESP-LALIGA,22-23
f4290206,23,Marcos Alonso,ESP,DF,Barcelona,31,1990,13.0,3,0,0,10,8,0,23,11,10,0,1,0,85,26,10,72.2,Matches,ESP-LALIGA,22-23
56bcaaa0,24,Carlos Álvarez,ESP,MF,Sevilla,18,2003,0.1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,Matches,ESP-LALIGA,22-23
852ddfb8,25,Gastón Álvarez,URU,DF,Getafe,22,2000,16.7,7,1,0,27,12,0,23,15,30,0,1,0,53,31,31,50.0,Matches,ESP-LALIGA,22-23
3ecc11d8,26,Yeray Álvarez,ESP,DF,Athletic Club,27,1995,25.9,7,1,0,22,22,1,9,48,23,0,2,0,194,55,39,58.5,Matches,ESP-LALIGA,22-23
00eba9c9,27,Selim Amallah,MAR,"MF,FW",Valladolid,25,1996,3.0,2,1,0,10,8,1,2,5,9,0,0,0,10,7,8,46.7,Matches,ESP-LALIGA,22-23
f3b1d9a2,28,Amath,SEN,"MF,FW",Mallorca,26,1996,13.6,2,1,0,35,24,7,16,5,19,1,0,0,62,8,19,29.6,Matches,ESP-LALIGA,22-23
22721b88,29,Jordan Amavi,FRA,DF,Getafe,28,1994,2.2,2,1,1,3,2,1,6,4,2,0,0,0,15,8,3,72.7,Matches,ESP-LALIGA,22-23
ae86d473,30,Marcos André,BRA,"FW,MF",Valencia,25,1996,5.0,2,1,0,9,12,1,1,0,1,0,0,0,9,10,15,40.0,Matches,ESP-LALIGA,22-23
fdd26d71,31,Fabrizio Angileri,ARG,DF,Getafe,28,1994,6.5,2,1,0,7,1,0,12,7,9,0,1,0,19,17,10,63.0,Matches,ESP-LALIGA,22-23
4a5f2032,32,Josep Antoni Gayá,ESP,"DF,MF",Mallorca,22,2000,1.1,0,0,0,0,0,0,0,1,0,0,0,0,5,1,1,50.0,Matches,ESP-LALIGA,22-23
62a583ee,33,José Antonio,ESP,"MF,DF",Cádiz,18,2004,0.5,0,0,0,0,4,0,1,0,1,0,0,0,2,0,0,,Matches,ESP-LALIGA,22-23
c93231dc,34,Anuar,MAR,"MF,FW",Valladolid,27,1995,2.3,1,0,0,3,6,1,1,3,4,0,0,0,10,2,5,28.6,Matches,ESP-LALIGA,22-23
58afe001,35,Mauro Arambarri,URU,MF,Getafe,26,1995,11.0,5,1,1,21,11,0,42,14,6,0,0,1,63,15,12,55.6,Matches,ESP-LALIGA,22-23
2bef2bca,36,Ronald Araújo,URU,DF,Barcelona,23,1999,20.0,5,1,0,16,17,1,5,12,18,0,0,1,94,46,27,63.0,Matches,ESP-LALIGA,22-23
a461f098,37,Adu Ares,ESP,"FW,MF",Athletic Club,20,2001,0.9,0,0,0,2,8,0,8,2,2,0,0,0,7,3,0,100.0,Matches,ESP-LALIGA,22-23
1e465e70,38,Sergio Arribas,ESP,"MF,FW",Real Madrid,20,2001,0.2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,Matches,ESP-LALIGA,22-23
6091cf45,39,Roberto Arroyo,ESP,MF,Valladolid,18,2003,0.2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,Matches,ESP-LALIGA,22-23
5d133e96,40,Ricard Artero,ESP,"MF,FW",Girona,19,2003,1.5,0,0,0,2,1,0,0,1,3,0,0,0,8,2,2,50.0,Matches,ESP-LALIGA,22-23
759d8dd7,41,Santiago Arzamendia,PAR,"DF,MF",Cádiz,24,1998,5.4,0,0,0,4,2,1,14,2,8,0,0,0,46,6,6,50.0,Matches,ESP-LALIGA,22-23
9f0ea33f,42,Sergio Asenjo,ESP,GK,Valladolid,33,1989,10.0,0,0,0,0,4,0,0,0,0,0,0,0,22,0,0,,Matches,ESP-LALIGA,22-23
45af8a54,43,Marco Asensio,ESP,"FW,MF",Real Madrid,26,1996,16.0,1,0,0,10,16,4,82,5,10,1,1,0,45,3,2,60.0,Matches,ESP-LALIGA,22-23
7dcf86f6,44,Iago Aspas,ESP,FW,Celta Vigo,34,1987,31.9,6,0,0,16,59,12,45,7,4,0,0,0,103,31,45,40.8,Matches,ESP-LALIGA,22-23
d5dd5f1f,45,Pierre-Emerick Aubameyang,GAB,FW,Barcelona,33,1989,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches,ESP-LALIGA,22-23
9fec8860,46,Ludwig Augustinsson,SWE,DF,Mallorca,28,1994,1.5,0,0,0,1,1,0,6,1,1,0,0,0,13,4,1,80.0,Matches,ESP-LALIGA,22-23
253a06b9,47,Ezequiel Ávila,ARG,"FW,MF",Osasuna,28,1994,19.0,7,1,0,25,35,14,81,8,5,0,0,0,54,35,50,41.2,Matches,ESP-LALIGA,22-23
bfd381b3,48,Iddrisu Baba,GHA,"MF,DF",Mallorca,26,1996,18.9,5,0,0,31,30,0,0,11,17,0,0,0,122,37,28,56.9,Matches,ESP-LALIGA,22-23
075fe5a3,49,Srđan Babić,SRB,DF,Almería,26,1996,33.3,5,0,0,24,9,2,2,29,18,0,0,0,136,71,46,60.7,Matches,ESP-LALIGA,22-23
114bbdee,50,Loïc Bade,FRA,DF,Sevilla,22,2000,16.1,4,0,0,13,4,0,4,23,20,0,0,0,97,34,27,55.7,Matches,ESP-LALIGA,22-23
e4346678,51,Édgar Badía,ESP,GK,Elche,30,1992,36.0,2,0,0,1,6,0,0,0,0,0,1,0,33,8,1,88.9,Matches,ESP-LALIGA,22-23
518f2234,52,Alex Baena,ESP,"MF,FW",Villarreal,21,2001,21.6,13,1,1,58,56,3,26,7,17,1,1,0,100,1,26,3.7,Matches,ESP-LALIGA,22-23
5ccc9672,53,Alejandro Balde,ESP,DF,Barcelona,18,2003,27.5,4,0,0,27,29,5,67,12,30,0,0,0,145,19,18,51.4,Matches,ESP-LALIGA,22-23
1fe67e86,54,Mikel Balenziaga,ESP,DF,Athletic Club,34,1988,1.3,0,0,0,3,0,0,3,1,4,0,0,0,6,0,0,,Matches,ESP-LALIGA,22-23
cee88597,55,Iván Balliu,ALB,DF,Rayo Vallecano,30,1992,35.9,6,0,0,42,34,7,105,25,29,0,2,2,145,29,37,43.9,Matches,ESP-LALIGA,22-23
35f6db55,56,Léo Baptistão,BRA,"FW,MF",Almería,29,1992,19.2,7,0,0,30,23,10,18,19,20,0,0,0,104,27,40,40.3,Matches,ESP-LALIGA,22-23
03049c8c,57,Keidi Bare,ALB,MF,Espanyol,24,1997,5.6,0,0,0,11,13,0,6,11,8,0,0,0,25,5,9,35.7,Matches,ESP-LALIGA,22-23
aad53e64,58,Kike Barja,ESP,"FW,MF",Osasuna,25,1997,14.6,1,0,0,18,15,7,110,4,9,0,0,0,65,8,11,42.1,Matches,ESP-LALIGA,22-23
200e89e1,59,Ander Barrenetxea,ESP,"FW,DF",Real Sociedad,20,2001,9.8,4,0,0,23,14,0,13,5,15,0,0,0,74,11,15,42.3,Matches,ESP-LALIGA,22-23
45736cec,60,Pablo Barrios,ESP,MF,Atlético Madrid,19,2003,8.0,4,0,0,7,12,0,6,9,10,0,0,0,49,6,9,40.0,Matches,ESP-LALIGA,22-23
d637fc22,61,Rodrigo Battaglia,ARG,MF,Mallorca,31,1991,7.6,5,0,0,11,11,0,1,5,5,0,2,0,29,11,8,57.9,Matches,ESP-LALIGA,22-23
