id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 25_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,league,season
5f09991f,1,Patrick van Aanholt,NED,"MF,DF",PSV Eindhoven,32,1990,1.1,0,2,1,50.0,1.82,0.91,0.0,0.0,19.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,UCL,23-24
5bc43860,2,Brenden Aaronson,USA,MF,Union Berlin,22,2000,1.5,0,3,0,0.0,1.97,0.0,0.0,,13.1,0,0,0,0.5,0.5,0.16,-0.5,-0.5,Matches,UCL,23-24
82464ce3,3,Salis Abdul Samed,GHA,MF,Lens,23,2000,5.5,0,2,0,0.0,0.36,0.0,0.0,,16.3,0,0,0,0.2,0.2,0.1,-0.2,-0.2,Matches,UCL,23-24
b96b595c,4,Francesco Acerbi,ITA,DF,Inter,35,1988,4.7,0,1,0,0.0,0.21,0.0,0.0,,12.3,0,0,0,0.2,0.2,0.22,-0.2,-0.2,Matches,UCL,23-24
4dd2a0be,5,Elias Achouri,TUN,"FW,MF",FC Copenhagen,24,1999,6.1,0,10,2,20.0,1.63,0.33,0.0,0.0,20.5,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,UCL,23-24
81442ecb,6,Marcos Acuña,ARG,DF,Sevilla,31,1991,2.2,0,2,0,0.0,0.91,0.0,0.0,,26.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,UCL,23-24
501055d8,7,Karim Adeyemi,GER,FW,Dortmund,21,2002,7.9,2,15,7,46.7,1.91,0.89,0.13,0.29,16.7,0,0,0,1.8,1.8,0.12,0.2,0.2,Matches,UCL,23-24
26777636,8,Yacine Adli,FRA,MF,Milan,23,2000,1.4,0,2,0,0.0,1.46,0.0,0.0,,25.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,UCL,23-24
3dd738a1,9,Ruben Aguilar,FRA,DF,Lens,30,1993,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,UCL,23-24
89ac64a6,10,Manuel Akanji,SUI,"DF,MF",Manchester City,28,1995,7.4,2,5,2,40.0,0.68,0.27,0.4,1.0,13.7,0,0,0,1.0,1.0,0.19,1.0,1.0,Matches,UCL,23-24
eaeca114,11,Nathan Aké,NED,"DF,MF",Manchester City,28,1995,4.3,0,4,2,50.0,0.94,0.47,0.0,0.0,11.5,0,0,0,0.9,0.9,0.23,-0.9,-0.9,Matches,UCL,23-24
f28659fb,12,Kerem Aktürkoğlu,TUR,"MF,FW",Galatasaray,24,1998,4.9,2,18,6,33.3,3.68,1.23,0.11,0.33,17.1,0,0,0,2.1,2.1,0.12,-0.1,-0.1,Matches,UCL,23-24
05439de2,13,David Alaba,AUT,DF,Real Madrid,31,1992,2.8,0,4,0,0.0,1.44,0.0,0.0,,15.2,1,0,0,0.4,0.4,0.1,-0.4,-0.4,Matches,UCL,23-24
5294a83f,14,Luis Alberto,ESP,MF,Lazio,30,1992,7.1,0,14,3,21.4,1.96,0.42,0.0,0.0,25.6,1,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches,UCL,23-24
f7d50789,15,Toby Alderweireld,BEL,DF,Antwerp,34,1989,5.0,0,9,4,44.4,1.8,0.8,0.0,0.0,14.6,1,0,1,1.5,0.8,0.09,-1.5,-0.8,Matches,UCL,23-24
f8405304,16,Mohamed Ali Cho,FRA,"FW,MF",Real Sociedad,19,2004,1.5,0,1,1,100.0,0.69,0.69,0.0,0.0,21.4,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,UCL,23-24
862a1c15,17,Miguel Almirón,PAR,FW,Newcastle Utd,29,1994,4.6,1,12,3,25.0,2.62,0.65,0.08,0.33,18.0,0,0,0,1.4,1.4,0.12,-0.4,-0.4,Matches,UCL,23-24
f4290206,18,Marcos Alonso,ESP,"DF,FW",Barcelona,32,1990,1.5,0,1,1,100.0,0.65,0.65,0.0,0.0,33.1,1,0,0,0.0,0.0,0.04,0.0,0.0,Matches,UCL,23-24
414b2ce4,19,Barış Alper Yılmaz,TUR,"FW,MF",Galatasaray,23,2000,1.4,0,1,0,0.0,0.71,0.0,0.0,,10.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,UCL,23-24
15ab5a2b,20,Julián Álvarez,ARG,"MF,FW",Manchester City,23,2000,3.1,5,15,10,66.7,4.79,3.19,0.33,0.5,16.7,1,0,0,1.7,1.7,0.12,3.3,3.3,Matches,UCL,23-24
24fc70d3,21,Mohamed Aly Camara,GUI,DF,Young Boys,25,1997,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,UCL,23-24
1227a22d,22,Aurele Amenda,SUI,DF,Young Boys,20,2003,3.5,0,2,1,50.0,0.57,0.29,0.0,0.0,9.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,UCL,23-24
5a2cb25d,23,Sofyan Amrabat,MAR,"MF,DF",Manchester Utd,26,1996,3.6,0,1,1,100.0,0.28,0.28,0.0,0.0,19.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,UCL,23-24
de31038e,24,Elliot Anderson,SCO,MF,Newcastle Utd,20,2002,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,UCL,23-24
9f1893b9,25,Felipe Anderson,BRA,FW,Lazio,30,1993,6.0,0,9,1,11.1,1.49,0.17,0.0,0.0,16.1,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches,UCL,23-24
30941e96,26,Angeliño,ESP,DF,Galatasaray,26,1997,4.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,UCL,23-24
df525574,27,Peter Ankersen,DEN,DF,FC Copenhagen,32,1990,5.2,0,4,0,0.0,0.77,0.0,0.0,,19.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,UCL,23-24
99127249,28,Antony,BRA,FW,Manchester Utd,23,2000,2.6,0,2,0,0.0,0.78,0.0,0.0,,25.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,UCL,23-24
dc7a172e,29,Jon Aramburu,VEN,DF,Real Sociedad,21,2002,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,UCL,23-24
2bef2bca,30,Ronald Araújo,URU,DF,Barcelona,24,1999,7.3,0,6,1,16.7,0.82,0.14,0.0,0.0,18.6,1,0,0,0.9,0.9,0.15,-0.9,-0.9,Matches,UCL,23-24
0fa11d7d,31,Tomás Araújo,POR,DF,Benfica,21,2002,1.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,UCL,23-24
00459419,32,Marko Arnautović,AUT,FW,Inter,34,1989,2.1,2,7,3,42.9,3.28,1.41,0.29,0.67,8.9,0,0,0,2.9,2.9,0.41,-0.9,-0.9,Matches,UCL,23-24
28d596a0,33,Kepa Arrizabalaga,ESP,GK,Real Madrid,28,1994,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,UCL,23-24
45af8a54,34,Marco Asensio,ESP,"FW,MF",Paris S-G,27,1996,1.4,0,8,3,37.5,5.81,2.18,0.0,0.0,21.6,1,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,UCL,23-24
0fdcef0e,35,Kristjan Asllani,ALB,MF,Inter,21,2002,2.3,0,4,2,50.0,1.76,0.88,0.0,0.0,32.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,UCL,23-24
6f22e535,36,Otavio Ataide,BRA,DF,Porto,21,2002,2.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,UCL,23-24
649b01d8,37,Emil Audero,ITA,GK,Inter,26,1997,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,UCL,23-24
8d3cd59d,38,Carlos Augusto,BRA,"DF,FW",Inter,24,1999,5.3,0,6,2,33.3,1.14,0.38,0.0,0.0,15.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches,UCL,23-24
3963c25b,39,Yann Aurel Bisseck,GER,DF,Inter,22,2000,1.9,0,2,1,50.0,1.05,0.52,0.0,0.0,17.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,UCL,23-24
f0677ed7,40,Fredrik Aursnes,NOR,"DF,MF",Benfica,27,1995,6.0,0,2,2,100.0,0.33,0.33,0.0,0.0,14.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,UCL,23-24
2200181e,41,Kaan Ayhan,TUR,"MF,DF",Galatasaray,28,1994,4.2,0,3,0,0.0,0.71,0.0,0.0,,18.9,0,0,0,0.4,0.4,0.12,-0.4,-0.4,Matches,UCL,23-24
17e1261b,42,Neil El Aynaoui,FRA,MF,Lens,22,2001,1.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,UCL,23-24
dd95af65,43,Irakli Azarov,GEO,DF,Shakhtar,21,2002,3.3,0,3,1,33.3,0.91,0.3,0.0,0.0,25.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,UCL,23-24
53cad200,44,César Azpilicueta,ESP,DF,Atlético Madrid,33,1989,3.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,UCL,23-24
52f7e3a7,45,Isaac Babadi,NED,"FW,MF",PSV Eindhoven,18,2005,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,UCL,23-24
114bbdee,46,Loïc Bade,FRA,DF,Sevilla,23,2000,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,UCL,23-24
78f21137,47,Alexander Bah,DEN,DF,Benfica,25,1997,2.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,UCL,23-24
9440e587,48,Samson Baidoo,AUT,DF,RB Salzburg,19,2004,3.4,0,1,0,0.0,0.3,0.0,0.0,,15.5,0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches,UCL,23-24
0af4dcf0,49,Cédric Bakambu,COD,FW,Galatasaray,32,1991,0.4,1,7,3,42.9,16.58,7.11,0.14,0.33,12.0,0,0,0,0.5,0.5,0.08,0.5,0.5,Matches,UCL,23-24
0caa2fd4,50,Johan Bakayoko,BEL,FW,PSV Eindhoven,20,2003,7.2,1,24,10,41.7,3.33,1.39,0.04,0.1,20.6,0,0,0,1.2,1.2,0.05,-0.2,-0.2,Matches,UCL,23-24
5ccc9672,51,Alejandro Balde,ESP,DF,Barcelona,19,2003,3.7,0,2,0,0.0,0.54,0.0,0.0,,15.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,UCL,23-24
172bab0a,52,Michel-Ange Balikwisha,BEL,"FW,MF",Antwerp,22,2001,4.3,1,3,2,66.7,0.7,0.47,0.33,0.5,16.0,0,0,0,0.7,0.7,0.23,0.3,0.3,Matches,UCL,23-24
f7b10c66,53,David von Ballmoos,SUI,GK,Young Boys,28,1994,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,UCL,23-24
be47b750,54,Simon Banza,COD,FW,Braga,26,1996,3.8,0,14,1,7.1,3.7,0.26,0.0,0.0,14.5,0,0,0,1.1,1.1,0.08,-1.1,-1.1,Matches,UCL,23-24
