id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 36_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,league,season
65d62814,1,Antonio Adán,ESP,GK,Atlético Madrid,32,1987,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ESP-LALIGA,19-20
293211e1,2,Aritz Aduriz,ESP,"FW,MF",Athletic Club,38,1981,14,0,208,2.3,1,0,1,1,0,1,3,0,1.6,0.8,0.0,0.8,2,6,15,0.43,0.0,0.43,0.43,0.43,0.67,0.0,0.67,0.33,0.33,Matches,ESP-LALIGA,19-20
073b1b37,3,Lumor Agbenyenu,GHA,DF,Mallorca,22,1996,23,20,1805,20.1,1,0,1,1,0,0,5,1,0.3,0.3,1.6,1.9,60,69,66,0.05,0.0,0.05,0.05,0.05,0.01,0.08,0.09,0.01,0.09,Matches,ESP-LALIGA,19-20
355c883a,4,Martin Agirregabiria,ESP,DF,Alavés,23,1996,31,23,2099,23.3,1,1,2,1,0,0,5,1,0.8,0.8,0.7,1.5,26,56,49,0.04,0.04,0.09,0.04,0.09,0.03,0.03,0.07,0.03,0.07,Matches,ESP-LALIGA,19-20
18abe173,5,Joseph Aidoo,GHA,DF,Celta Vigo,23,1995,32,27,2502,27.8,0,1,1,0,0,0,4,0,1.0,1.0,0.7,1.8,17,89,2,0.0,0.04,0.04,0.0,0.04,0.04,0.03,0.06,0.04,0.06,Matches,ESP-LALIGA,19-20
4601e194,6,Jordi Alba,ESP,DF,Barcelona,30,1989,27,25,2187,24.3,2,5,7,2,0,0,7,0,1.4,1.4,4.3,5.7,42,150,244,0.08,0.21,0.29,0.08,0.29,0.06,0.18,0.23,0.06,0.23,Matches,ESP-LALIGA,19-20
4bd414c1,7,Raúl Albiol,ESP,DF,Villarreal,33,1985,36,36,3237,36.0,1,0,1,1,0,0,9,0,2.3,2.3,0.3,2.5,11,118,4,0.03,0.0,0.03,0.03,0.03,0.06,0.01,0.07,0.06,0.07,Matches,ESP-LALIGA,19-20
a7a9d95a,8,Paco Alcácer,ESP,FW,Villarreal,25,1993,13,11,924,10.3,4,1,5,4,0,0,1,0,3.7,3.7,1.4,5.2,13,15,50,0.39,0.1,0.49,0.39,0.49,0.36,0.14,0.5,0.36,0.5,Matches,ESP-LALIGA,19-20
036bba5f,9,Rubén Alcaraz,ESP,MF,Valladolid,28,1991,27,20,1927,21.4,2,2,4,2,0,0,10,0,1.9,1.9,1.0,2.9,26,100,21,0.09,0.09,0.19,0.09,0.19,0.09,0.05,0.13,0.09,0.13,Matches,ESP-LALIGA,19-20
