id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 29_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches,league,season
a7e4760c,1,Ismael Aaneba,FRA,DF,Strasbourg,18,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,FRA-L1,17-18
2f798b41,2,Aymen Abdennour,TUN,DF,Marseille,27,1989,8,499,62,14.6,5.5,6,82,4,2,3,18,2.38,10,4,6,1.08,0.25,12.0,4.2,7.8,1.41,0.53,Matches,FRA-L1,17-18
a4c3f7af,3,Mehdi Abeid,ALG,MF,Dijon,24,1992,19,1176,62,34.4,13.1,14,77,9,5,20,1,1.58,17,25,-8,-0.61,-0.21,13.3,20.4,-7.1,-0.54,0.06,Matches,FRA-L1,17-18
24cedcb1,4,Karim Achahbar,MAR,FW,Guingamp,21,1996,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,FRA-L1,17-18
16714a62,5,Khaled Adénon,BEN,DF,Amiens,32,1985,34,2921,86,85.4,32.5,32,90,32,2,21,2,1.26,32,37,-5,-0.15,-0.15,26.4,49.2,-22.8,-0.7,-0.83,Matches,FRA-L1,17-18
506662d6,6,Raphaël Adiceam,FRA,GK,Amiens,27,1990,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,FRA-L1,17-18
26777636,7,Yacine Adli,FRA,FW,Paris S-G,17,2000,1,8,8,0.2,0.1,0,,0,1,8,0,1.0,0,0,0,0.0,-2.08,0.0,0.0,0.0,-0.4,-1.76,Matches,FRA-L1,17-18
3dd738a1,8,Ruben Aguilar,FRA,DF,Montpellier,24,1993,31,2459,79,71.9,27.3,27,88,25,4,22,3,1.45,30,20,10,0.37,1.02,32.2,25.4,6.8,0.25,0.55,Matches,FRA-L1,17-18
5ea9ebd4,9,Matteo Ahlinvi,BEN,MF,Guingamp,18,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,FRA-L1,17-18
48b28bfd,10,Jean-Eudes Aholou,CIV,MF,Strasbourg,23,1994,35,3006,86,87.9,33.4,35,86,30,0,,0,1.09,41,58,-17,-0.51,0.8,41.1,52.3,-11.3,-0.34,0.01,Matches,FRA-L1,17-18
c46fa34c,11,Youssef Aït Bennasser,MAR,MF,Caen,21,1996,27,2047,76,59.9,22.7,25,80,16,2,30,0,1.22,17,28,-11,-0.48,0.43,23.7,26.9,-3.2,-0.14,-0.01,Matches,FRA-L1,17-18
9b398aea,12,Rayan Aït-Nouri,ALG,"DF,MF",Angers,16,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,FRA-L1,17-18
9b8970ce,13,David Alcibiade,FRA,DF,Nantes,25,1991,3,208,69,6.1,2.3,2,90,2,1,28,6,2.33,3,2,1,0.43,0.6,3.2,1.8,1.5,0.63,0.57,Matches,FRA-L1,17-18
8870154f,14,Bobby Allain,FRA,GK,Dijon,25,1991,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches,FRA-L1,17-18
b18a3023,15,Júnior Alonso,PAR,DF,Lille,24,1993,34,2781,82,81.3,30.9,30,88,28,4,39,3,0.91,31,53,-22,-0.71,-0.15,26.1,48.4,-22.3,-0.72,-0.84,Matches,FRA-L1,17-18
c9e99e49,16,Dani Alves,BRA,DF,Paris S-G,34,1983,25,2063,83,60.3,22.9,23,87,21,2,27,7,2.6,65,17,48,2.09,0.04,52.2,20.2,32.1,1.4,0.09,Matches,FRA-L1,17-18
9260926b,17,Ibrahim Amadou,FRA,"MF,DF",Lille,24,1993,30,2405,80,70.3,26.7,30,80,22,0,,0,1.0,29,45,-16,-0.6,0.29,21.8,40.8,-19.0,-0.71,-0.49,Matches,FRA-L1,17-18
ab914649,18,Morgan Amalfitano,FRA,"MF,FW",Rennes,32,1985,14,746,53,21.8,8.3,10,68,2,4,18,3,0.71,8,16,-8,-0.97,-1.44,8.3,17.2,-8.8,-1.07,-1.38,Matches,FRA-L1,17-18
d7bf3d19,19,Romain Amalfitano,FRA,MF,Dijon,27,1989,33,2703,82,79.0,30.0,31,87,26,2,9,0,1.33,47,55,-8,-0.27,0.99,32.2,49.1,-16.9,-0.56,0.1,Matches,FRA-L1,17-18
22721b88,20,Jordan Amavi,FRA,DF,Marseille,23,1994,27,2193,81,64.1,24.4,24,87,22,3,35,2,1.89,49,31,18,0.74,-0.36,46.9,25.5,21.4,0.88,-0.22,Matches,FRA-L1,17-18
bcc81786,21,Kelvin Amian,FRA,DF,Toulouse,19,1998,36,3154,88,92.2,35.0,35,89,33,1,24,0,1.03,34,47,-13,-0.37,0.64,40.5,46.8,-6.3,-0.18,-0.07,Matches,FRA-L1,17-18
aeed036d,22,Yanis Ammour,FRA,FW,Montpellier,18,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,FRA-L1,17-18
ef9c1c95,23,Benjamin André,FRA,MF,Rennes,26,1990,34,3011,89,88.0,33.5,34,89,29,0,,0,1.59,45,36,9,0.27,0.93,43.8,40.6,3.2,0.1,0.7,Matches,FRA-L1,17-18
