id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 30_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,league,season
f586779e,1,Tammy Abraham,ENG,FW,Chelsea,21,1997,6.3,200,13,17,104,82,38,200,8,3,37.5,5,62.5,88,354,143,3,5,2,20,11,132,25,Matches,UCL,19-20
2b09d998,2,Tyler Adams,USA,"MF,DF",RB Leipzig,20,1999,0.9,92,4,22,46,24,1,92,2,2,100.0,0,0.0,53,216,93,0,3,0,1,0,66,4,Matches,UCL,19-20
ee926a02,3,Arijan Ademi,MKD,"MF,DF",Dinamo Zagreb,28,1991,5.7,220,14,55,137,33,11,220,10,7,70.0,3,30.0,123,755,406,11,6,3,6,2,129,10,Matches,UCL,19-20
f76e6b4e,4,Adrián,ESP,GK,Liverpool,32,1987,3.3,105,89,103,2,0,0,105,0,0,,0,,51,199,119,0,0,0,0,0,49,0,Matches,UCL,19-20
4d034881,5,Sergio Agüero,ARG,FW,Manchester City,31,1988,2.2,77,1,4,25,48,23,76,8,4,50.0,4,50.0,56,276,109,5,3,4,3,6,62,16,Matches,UCL,19-20
89ac64a6,6,Manuel Akanji,SUI,DF,Dortmund,24,1995,5.8,446,37,197,231,20,2,446,2,1,50.0,1,50.0,264,1398,793,5,5,0,3,2,321,1,Matches,UCL,19-20
05439de2,7,David Alaba,AUT,DF,Bayern Munich,27,1992,7.5,639,39,251,357,32,2,639,2,2,100.0,0,0.0,473,2422,1391,11,3,1,2,0,510,6,Matches,UCL,19-20
834d0be5,8,Lucas Alario,ARG,FW,Leverkusen,26,1992,2.4,71,2,5,35,32,13,71,3,2,66.7,1,33.3,49,229,68,4,1,0,6,2,53,11,Matches,UCL,19-20
4601e194,9,Jordi Alba,ESP,DF,Barcelona,30,1989,3.9,265,13,75,125,67,6,265,3,1,33.3,2,66.7,144,565,261,2,4,0,2,2,178,21,Matches,UCL,19-20
a7a9d95a,10,Paco Alcácer,ESP,FW,Dortmund,25,1993,1.3,32,2,3,14,15,5,32,1,1,100.0,0,0.0,17,56,6,0,0,0,1,1,19,3,Matches,UCL,19-20
77e84962,11,Thiago Alcántara,ESP,MF,Bayern Munich,28,1991,9.1,921,17,173,612,143,11,921,16,13,81.3,3,18.8,574,2464,1203,13,12,1,12,7,685,11,Matches,UCL,19-20
f7d50789,12,Toby Alderweireld,BEL,DF,Tottenham,30,1989,6.0,401,67,220,181,3,0,401,0,0,,0,,278,950,391,0,0,0,1,0,280,1,Matches,UCL,19-20
6c811eb7,13,Carles Aleñá,ESP,MF,Barcelona,21,1998,1.0,103,0,17,72,16,1,103,3,3,100.0,0,0.0,85,295,156,1,2,0,2,1,93,5,Matches,UCL,19-20
cd1acf9d,14,Trent Alexander-Arnold,ENG,DF,Liverpool,20,1998,6.5,795,14,146,414,241,6,795,8,3,37.5,5,62.5,480,1706,1033,10,11,1,6,1,537,43,Matches,UCL,19-20
7a2e46a8,15,Alisson,BRA,GK,Liverpool,26,1992,5.0,181,132,178,4,0,0,181,0,0,,0,,123,513,356,0,0,0,1,0,91,0,Matches,UCL,19-20
