id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 24_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,league,season
65d62814,1,Antonio Adán,ESP,GK,Atlético Madrid,31,1987,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,ESP-LALIGA,18-19
5890cef1,2,Aday,ESP,"DF,MF",Girona,30,1987,7.2,2,0,0,6,8,0,50,7,8,0,1,0,24,2,5,28.6,Matches,ESP-LALIGA,18-19
293211e1,3,Aritz Aduriz,ESP,FW,Athletic Club,37,1981,10.5,5,0,0,28,8,12,6,0,2,0,1,0,17,52,57,47.7,Matches,ESP-LALIGA,18-19
cacadf4f,4,Luis Advíncula,PER,DF,Rayo Vallecano,28,1990,26.5,6,2,2,48,46,0,54,19,38,2,0,0,131,24,33,42.1,Matches,ESP-LALIGA,18-19
355c883a,5,Martin Agirregabiria,ESP,DF,Alavés,22,1996,22.6,4,0,0,24,28,0,42,27,29,0,0,0,116,19,27,41.3,Matches,ESP-LALIGA,18-19
18dc8533,6,Juan Aguilera,ESP,MF,Huesca,32,1985,3.8,1,0,0,3,6,0,2,4,2,0,0,0,27,4,4,50.0,Matches,ESP-LALIGA,18-19
f2a68b97,7,Carlos Akapo,EQG,DF,Huesca,25,1993,11.4,2,0,0,16,13,0,7,23,15,0,0,0,54,20,14,58.8,Matches,ESP-LALIGA,18-19
06efa9dc,8,Sergio Akieme,ESP,DF,Rayo Vallecano,20,1997,2.0,0,0,0,2,2,0,8,1,3,0,0,1,8,1,5,16.7,Matches,ESP-LALIGA,18-19
4601e194,9,Jordi Alba,ESP,DF,Barcelona,29,1989,33.2,6,0,0,25,19,9,52,60,22,1,0,0,208,16,37,30.2,Matches,ESP-LALIGA,18-19
ba71d071,10,Pedro Alcalá,ESP,DF,Girona,29,1989,20.8,9,0,0,21,13,2,3,36,23,0,0,0,106,84,46,64.6,Matches,ESP-LALIGA,18-19
036bba5f,11,Rubén Alcaraz,ESP,MF,Valladolid,27,1991,33.1,13,0,0,69,109,1,39,38,54,0,0,0,268,49,66,42.6,Matches,ESP-LALIGA,18-19
46166b49,12,Álex Alegría,ESP,"FW,MF",Rayo Vallecano,25,1992,1.6,0,0,0,7,4,3,0,0,1,0,0,0,4,6,8,42.9,Matches,ESP-LALIGA,18-19
3d7e48ce,13,Iván Alejo,ESP,MF,Getafe,23,1995,1.6,2,1,0,10,7,0,7,0,0,0,0,0,5,3,3,50.0,Matches,ESP-LALIGA,18-19
6c811eb7,14,Carles Aleñá,ESP,MF,Barcelona,20,1998,7.1,2,0,0,9,14,1,3,2,4,0,0,0,38,5,4,55.6,Matches,ESP-LALIGA,18-19
3e1858af,15,Alexander,ARG,FW,Leganés,29,1988,0.1,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,,Matches,ESP-LALIGA,18-19
b18a3023,16,Júnior Alonso,PAR,"DF,MF",Celta Vigo,25,1993,6.0,2,0,0,6,2,1,12,5,9,0,0,0,33,18,7,72.0,Matches,ESP-LALIGA,18-19
88d91621,17,Sergio Álvarez,ESP,"DF,MF",Eibar,26,1992,11.9,1,0,0,19,6,1,0,17,25,0,0,0,76,35,20,63.6,Matches,ESP-LALIGA,18-19
8875b8c9,18,Sergio Álvarez,ESP,GK,Celta Vigo,31,1986,13.0,1,0,0,1,0,0,0,0,0,0,1,0,18,4,0,100.0,Matches,ESP-LALIGA,18-19
3ecc11d8,19,Yeray Álvarez,ESP,DF,Athletic Club,23,1995,29.0,10,0,0,31,24,0,4,63,30,0,0,0,138,93,66,58.5,Matches,ESP-LALIGA,18-19
9260926b,20,Ibrahim Amadou,FRA,"MF,DF",Sevilla,25,1993,8.5,2,0,0,12,10,1,6,11,20,0,0,0,45,24,16,60.0,Matches,ESP-LALIGA,18-19
d70a2141,21,Jordi Amat,IDN,DF,Rayo Vallecano,26,1992,30.7,9,0,0,47,9,1,0,43,31,0,2,0,147,48,48,50.0,Matches,ESP-LALIGA,18-19
f3b1d9a2,22,Amath,SEN,MF,Getafe,22,1996,11.1,4,0,0,27,21,3,11,10,13,0,0,0,55,12,22,35.3,Matches,ESP-LALIGA,18-19
3024e383,23,José Ángel,ESP,DF,Eibar,28,1989,33.6,10,0,0,22,17,1,260,41,46,0,1,0,234,49,34,59.0,Matches,ESP-LALIGA,18-19
011d8c56,24,Miguel Ángel Moyá,ESP,GK,Real Sociedad,34,1984,11.0,1,0,0,0,1,0,0,1,1,0,0,0,18,4,0,100.0,Matches,ESP-LALIGA,18-19
dbe519cf,25,Antoñito,ESP,"DF,MF",Valladolid,30,1987,20.7,5,0,0,29,12,5,93,18,21,0,0,0,84,12,23,34.3,Matches,ESP-LALIGA,18-19
3e4f735d,26,Vitorino Antunes,POR,"DF,MF",Getafe,31,1987,24.2,5,0,0,37,20,1,141,43,26,0,0,0,151,21,37,36.2,Matches,ESP-LALIGA,18-19
c93231dc,27,Anuar,MAR,"MF,FW",Valladolid,23,1995,12.0,6,0,0,29,15,4,2,11,19,0,0,0,53,26,32,44.8,Matches,ESP-LALIGA,18-19
a230ebcc,28,Emmanuel Apeh,NGA,"FW,MF",Celta Vigo,21,1996,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,ESP-LALIGA,18-19
58afe001,29,Mauro Arambarri,URU,MF,Getafe,22,1995,29.7,8,0,0,65,57,1,24,30,33,1,1,1,166,53,44,54.6,Matches,ESP-LALIGA,18-19
2b15a82a,30,Guilherme Arana,BRA,DF,Sevilla,21,1997,7.0,3,0,0,5,8,0,19,9,6,0,0,0,35,3,3,50.0,Matches,ESP-LALIGA,18-19
27a013f7,31,Néstor Araujo,MEX,DF,Celta Vigo,26,1991,29.8,3,1,1,15,4,1,2,35,22,0,1,0,127,70,46,60.3,Matches,ESP-LALIGA,18-19
850c0a0d,32,Anaitz Arbilla,ESP,DF,Eibar,31,1987,21.7,6,1,1,14,5,0,8,46,24,0,0,0,151,59,41,59.0,Matches,ESP-LALIGA,18-19
fdd60087,33,Santiago Arias,COL,DF,Atlético Madrid,26,1992,19.7,4,0,0,21,32,2,51,34,32,0,0,0,99,41,34,54.7,Matches,ESP-LALIGA,18-19
46e07328,34,José Arnaiz,ESP,"MF,FW",Leganés,23,1995,1.3,0,0,0,1,4,0,2,2,1,0,0,0,5,4,1,80.0,Matches,ESP-LALIGA,18-19
9f0ea33f,35,Sergio Asenjo,ESP,GK,Villarreal,29,1989,32.0,0,0,0,0,3,0,0,3,0,0,0,0,37,7,2,77.8,Matches,ESP-LALIGA,18-19
45af8a54,36,Marco Asensio,ESP,FW,Real Madrid,22,1996,19.8,3,0,0,18,21,8,78,14,8,3,0,0,76,4,14,22.2,Matches,ESP-LALIGA,18-19
7dcf86f6,37,Iago Aspas,ESP,"FW,MF",Celta Vigo,30,1987,25.0,5,0,0,16,43,7,32,16,11,1,0,0,97,24,43,35.8,Matches,ESP-LALIGA,18-19
253a06b9,38,Ezequiel Ávila,ARG,"FW,MF",Huesca,24,1994,22.2,12,1,1,38,46,10,40,13,10,0,0,0,75,68,69,49.6,Matches,ESP-LALIGA,18-19
1f54ed90,39,Abdoulaye Ba,SEN,DF,Rayo Vallecano,27,1991,23.4,4,2,0,24,13,1,1,29,33,0,3,0,154,68,30,69.4,Matches,ESP-LALIGA,18-19
09a9e921,40,Carlos Bacca,COL,FW,Villarreal,31,1986,14.1,3,0,0,19,9,15,6,8,2,1,0,0,30,21,24,46.7,Matches,ESP-LALIGA,18-19
a58bb1e1,41,Gareth Bale,WAL,FW,Real Madrid,29,1989,19.8,4,0,0,18,21,15,70,11,8,0,0,0,36,37,35,51.4,Matches,ESP-LALIGA,18-19
1fe67e86,42,Mikel Balenziaga,ESP,DF,Athletic Club,30,1988,5.8,0,0,0,10,1,1,8,2,6,0,0,0,25,5,4,55.6,Matches,ESP-LALIGA,18-19
fa937f7a,43,Éver Banega,ARG,MF,Sevilla,30,1988,29.6,17,2,1,57,67,2,131,28,50,0,1,0,290,11,25,30.6,Matches,ESP-LALIGA,18-19
35f6db55,44,Léo Baptistão,BRA,"FW,MF",Espanyol,25,1992,13.7,3,0,0,25,22,4,10,8,14,0,0,0,76,14,20,41.2,Matches,ESP-LALIGA,18-19
cac2537b,45,Enis Bardhi,MKD,MF,Levante,23,1995,31.5,6,0,0,61,47,5,72,31,43,1,1,0,198,10,27,27.0,Matches,ESP-LALIGA,18-19
487d9b09,46,Antonio Barragán,ESP,"DF,FW",Betis,31,1987,10.4,4,0,0,21,9,0,41,5,8,0,0,0,37,10,11,47.6,Matches,ESP-LALIGA,18-19
200e89e1,47,Ander Barrenetxea,ESP,"FW,MF",Real Sociedad,16,2001,4.4,0,0,0,12,6,3,6,4,2,0,0,0,18,2,7,22.2,Matches,ESP-LALIGA,18-19
b742cc0d,48,Marc Bartra,ESP,DF,Betis,27,1991,32.5,4,0,0,30,39,4,5,60,55,0,1,0,164,74,48,60.7,Matches,ESP-LALIGA,18-19
8c44e37b,49,Borja Bastón,ESP,FW,Alavés,25,1992,16.0,4,0,0,41,13,12,5,4,7,0,0,0,40,48,100,32.4,Matches,ESP-LALIGA,18-19
