Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,season,team,id
2023-08-12,12:30:00,Premier League,Matchweek 1,Sat,Away,L,1,2,Arsenal,1.2,0.8,22,59984,Joe Worrall,3-4-3,4-3-3,Michael Oliver,/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2023-08-18,19:45:00,Premier League,Matchweek 2,Fri,Home,W,2,1,Sheffield Utd,1.4,0.5,50,29432,Joe Worrall,3-4-3,3-4-3,Peter Bankes,/en/matches/a0a93f71/Nottingham-Forest-Sheffield-United-August-18-2023-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2023-08-26,15:00:00,Premier League,Matchweek 3,Sat,Away,L,2,3,Manchester Utd,1.2,2.8,34,73595,Joe Worrall,3-4-3,4-2-3-1,Stuart Attwell,/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2023-08-30,19:45:00,EFL Cup,Second round,Wed,Home,L,0,1,Burnley,,,40,27766,Ryan Yates,5-3-2,4-3-3,Robert Madley,/en/matches/26950ade/Nottingham-Forest-Burnley-August-30-2023-EFL-Cup,,23-24,Nott'ham Forest,e4a775cb
2023-09-02,15:00:00,Premier League,Matchweek 4,Sat,Away,W,1,0,Chelsea,0.8,2.3,25,39820,Joe Worrall,3-4-3,3-4-3,Tim Robinson,/en/matches/44e89d37/Chelsea-Nottingham-Forest-September-2-2023-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2023-09-18,19:45:00,Premier League,Matchweek 5,Mon,Home,D,1,1,Burnley,0.7,0.5,46,28958,Joe Worrall,4-2-3-1,4-2-3-1,Robert Jones,/en/matches/ad7ecfad/Nottingham-Forest-Burnley-September-18-2023-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2023-09-23,15:00:00,Premier League,Matchweek 6,Sat,Away,L,0,2,Manchester City,1.0,1.3,43,53413,Serge Aurier,5-4-1,4-2-3-1,Anthony Taylor,/en/matches/5dc7e234/Manchester-City-Nottingham-Forest-September-23-2023-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2023-10-01,14:00:00,Premier League,Matchweek 7,Sun,Home,D,1,1,Brentford,0.5,1.6,41,29004,Serge Aurier,4-3-3,4-3-3,Paul Tierney,/en/matches/923467c5/Nottingham-Forest-Brentford-October-1-2023-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2023-10-07,17:30:00,Premier League,Matchweek 8,Sat,Away,D,0,0,Crystal Palace,1.0,0.8,48,25017,Serge Aurier,4-3-3,4-3-3,Craig Pawson,/en/matches/1828106c/Crystal-Palace-Nottingham-Forest-October-7-2023-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2023-10-21,15:00:00,Premier League,Matchweek 9,Sat,Home,D,2,2,Luton Town,2.9,1.7,57,29361,Serge Aurier,4-3-3,4-4-2,Samuel Barrott,/en/matches/d1671efa/Nottingham-Forest-Luton-Town-October-21-2023-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2023-10-29,14:00:00,Premier League,Matchweek 10,Sun,Away,L,0,3,Liverpool,0.4,3.2,28,50143,Serge Aurier,5-4-1,4-3-3,Chris Kavanagh,/en/matches/79bf0c7f/Liverpool-Nottingham-Forest-October-29-2023-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2023-11-05,14:00:00,Premier League,Matchweek 11,Sun,Home,W,2,0,Aston Villa,0.4,1.2,27,29313,Morgan Gibbs-White,4-3-3,4-4-2,Jarred Gillett,/en/matches/ac18f108/Nottingham-Forest-Aston-Villa-November-5-2023-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2023-11-12,14:00:00,Premier League,Matchweek 12,Sun,Away,L,2,3,West Ham,1.7,1.8,46,62470,Morgan Gibbs-White,4-3-3,4-2-3-1,Michael Salisbury,/en/matches/76b8e568/West-Ham-United-Nottingham-Forest-November-12-2023-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2023-11-25,15:00:00,Premier League,Matchweek 13,Sat,Home,L,2,3,Brighton,1.9,1.3,47,29404,Morgan Gibbs-White,4-1-4-1,4-2-3-1,Anthony Taylor,/en/matches/36be5cee/Nottingham-Forest-Brighton-and-Hove-Albion-November-25-2023-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2023-12-02,17:30:00,Premier League,Matchweek 14,Sat,Home,L,0,1,Everton,0.7,0.7,61,29404,Ryan Yates,4-3-3,4-4-1-1,Paul Tierney,/en/matches/0486198b/Nottingham-Forest-Everton-December-2-2023-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2023-12-06,19:30:00,Premier League,Matchweek 15,Wed,Away,L,0,5,Fulham,0.3,2.5,37,24105,Felipe,4-2-3-1,4-2-3-1,Joshua Smith,/en/matches/fd5606da/Fulham-Nottingham-Forest-December-6-2023-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2023-12-09,15:00:00,Premier League,Matchweek 16,Sat,Away,D,1,1,Wolves,1.3,1.2,32,31543,Ryan Yates,3-5-2,3-4-3,Samuel Barrott,/en/matches/8c8fdba5/Wolverhampton-Wanderers-Nottingham-Forest-December-9-2023-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2023-12-15,20:00:00,Premier League,Matchweek 17,Fri,Home,L,0,2,Tottenham,1.3,1.5,34,29296,Ryan Yates,3-5-2,4-2-3-1,Jarred Gillett,/en/matches/4d9f1a71/Nottingham-Forest-Tottenham-Hotspur-December-15-2023-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2023-12-23,15:00:00,Premier League,Matchweek 18,Sat,Home,L,2,3,Bournemouth,1.0,1.6,34,29188,Ryan Yates,4-2-3-1,4-2-3-1,Robert Jones,/en/matches/c5548935/Nottingham-Forest-Bournemouth-December-23-2023-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2023-12-26,12:30:00,Premier League,Matchweek 19,Tue,Away,W,3,1,Newcastle Utd,3.5,2.4,38,52207,Morgan Gibbs-White,4-2-3-1,4-3-3,Chris Kavanagh,/en/matches/f22a20f0/Newcastle-United-Nottingham-Forest-December-26-2023-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2023-12-30,17:30:00,Premier League,Matchweek 20,Sat,Home,W,2,1,Manchester Utd,0.7,0.8,44,29529,Ryan Yates,4-2-3-1,4-2-3-1,Tim Robinson,/en/matches/1aa68cba/Nottingham-Forest-Manchester-United-December-30-2023-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2024-01-07,14:00:00,FA Cup,Third round proper,Sun,Home,D,2,2,Blackpool,,,71,27909,Joe Worrall,4-2-3-1,3-4-3,Sunny Gill,/en/matches/1c8c0b0c/Nottingham-Forest-Blackpool-January-7-2024-FA-Cup,,23-24,Nott'ham Forest,e4a775cb
