Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,season,team,id
2024-01-17,19:45:00,FA Cup,Third round proper,Wed,Away,W,3,2,Blackpool,,,62,8098,Ryan Yates,4-2-3-1,3-4-3,Darren Bond,/en/matches/15cacc27/Blackpool-Nottingham-Forest-January-17-2024-FA-Cup,Required Extra Time,23-24,Nott'ham Forest,e4a775cb
2024-01-20,17:30:00,Premier League,Matchweek 21,Sat,Away,L,2,3,Brentford,1.2,1.2,52,17077,Ryan Yates,4-2-3-1,3-5-2,Darren England,/en/matches/e0a9c631/Brentford-Nottingham-Forest-January-20-2024-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2024-01-26,19:45:00,FA Cup,Fourth round proper,Fri,Away,D,0,0,Bristol City,,,50,25787,Ryan Yates,4-2-3-1,3-4-3,Stuart Attwell,/en/matches/655b93a3/Bristol-City-Nottingham-Forest-January-26-2024-FA-Cup,,23-24,Nott'ham Forest,e4a775cb
2024-01-30,19:30:00,Premier League,Matchweek 22,Tue,Home,L,1,2,Arsenal,0.5,1.2,27,29387,Morgan Gibbs-White,4-2-3-1,4-3-3,Simon Hooper,/en/matches/20a16b44/Nottingham-Forest-Arsenal-January-30-2024-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2024-02-04,14:00:00,Premier League,Matchweek 23,Sun,Away,D,1,1,Bournemouth,0.5,1.3,55,11200,Ryan Yates,4-2-3-1,4-2-3-1,Rebecca Welch,/en/matches/29948898/Bournemouth-Nottingham-Forest-February-4-2024-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2024-02-07,19:45:00,FA Cup,Fourth round proper,Wed,Home,D,1 (5),1 (3),Bristol City,,,51,27754,Morgan Gibbs-White,3-4-3,4-2-3-1,Michael Salisbury,/en/matches/dd7f6770/Nottingham-Forest-Bristol-City-February-7-2024-FA-Cup,Nott'ham Forest won replayed match on penalty kicks following extra time,23-24,Nott'ham Forest,e4a775cb
2024-02-10,17:30:00,Premier League,Matchweek 24,Sat,Home,L,2,3,Newcastle Utd,1.5,0.5,39,29451,Ryan Yates,4-2-3-1,4-3-3,Anthony Taylor,/en/matches/1c53666a/Nottingham-Forest-Newcastle-United-February-10-2024-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2024-02-17,15:00:00,Premier League,Matchweek 25,Sat,Home,W,2,0,West Ham,2.8,0.5,49,29490,Morgan Gibbs-White,4-2-3-1,4-2-3-1,Thomas Bramall,/en/matches/d657db47/Nottingham-Forest-West-Ham-United-February-17-2024-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2024-02-24,15:00:00,Premier League,Matchweek 26,Sat,Away,L,2,4,Aston Villa,2.6,3.6,42,42131,Morgan Gibbs-White,4-2-3-1,4-2-3-1,Samuel Barrott,/en/matches/f61fbe36/Aston-Villa-Nottingham-Forest-February-24-2024-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2024-02-28,19:45:00,FA Cup,Fifth round proper,Wed,Home,L,0,1,Manchester Utd,,,39,28665,Ryan Yates,4-2-3-1,4-2-3-1,Chris Kavanagh,/en/matches/fdf4edad/Nottingham-Forest-Manchester-United-February-28-2024-FA-Cup,,23-24,Nott'ham Forest,e4a775cb
2024-03-02,15:00:00,Premier League,Matchweek 27,Sat,Home,L,0,1,Liverpool,1.0,2.0,31,29603,Ryan Yates,4-2-3-1,4-3-3,Paul Tierney,/en/matches/d1a00cf0/Nottingham-Forest-Liverpool-March-2-2024-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2024-03-10,14:00:00,Premier League,Matchweek 28,Sun,Away,L,0,1,Brighton,0.7,0.4,37,31505,Ryan Yates,4-3-3,4-2-3-1,Michael Salisbury,/en/matches/f17d9ccd/Brighton-and-Hove-Albion-Nottingham-Forest-March-10-2024-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2024-03-16,15:00:00,Premier League,Matchweek 29,Sat,Away,D,1,1,Luton Town,2.0,0.6,40,11630,Ryan Yates,4-2-3-1,3-4-3,Darren England,/en/matches/76d09384/Luton-Town-Nottingham-Forest-March-16-2024-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2024-03-30,15:00:00,Premier League,Matchweek 30,Sat,Home,D,1,1,Crystal Palace,0.9,1.2,59,29520,Ryan Yates,4-2-3-1,3-4-3,Chris Kavanagh,/en/matches/791fc95a/Nottingham-Forest-Crystal-Palace-March-30-2024-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2024-04-02,19:30:00,Premier League,Matchweek 31,Tue,Home,W,3,1,Fulham,1.5,1.5,34,28997,Ryan Yates,4-2-3-1,4-2-3-1,Michael Oliver,/en/matches/55996670/Nottingham-Forest-Fulham-April-2-2024-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2024-04-07,18:00:00,Premier League,Matchweek 32,Sun,Away,L,1,3,Tottenham,1.5,1.5,37,61098,Ryan Yates,4-2-3-1,4-2-3-1,Simon Hooper,/en/matches/7598049f/Tottenham-Hotspur-Nottingham-Forest-April-7-2024-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2024-04-13,15:00:00,Premier League,Matchweek 33,Sat,Home,D,2,2,Wolves,1.9,1.0,46,29604,Ryan Yates,4-2-3-1,3-4-1-2,Craig Pawson,/en/matches/4460b6c5/Nottingham-Forest-Wolverhampton-Wanderers-April-13-2024-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2024-04-21,13:30:00,Premier League,Matchweek 34,Sun,Away,L,0,2,Everton,0.9,0.3,59,39239,Morgan Gibbs-White,4-2-3-1,4-1-4-1,Anthony Taylor,/en/matches/3025d010/Everton-Nottingham-Forest-April-21-2024-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2024-04-28,16:30:00,Premier League,Matchweek 35,Sun,Home,L,0,2,Manchester City,1.9,0.9,34,29677,Morgan Gibbs-White,5-4-1,4-1-4-1,Simon Hooper,/en/matches/80bbb25e/Nottingham-Forest-Manchester-City-April-28-2024-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2024-05-04,15:00:00,Premier League,Matchweek 36,Sat,Away,W,3,1,Sheffield Utd,1.5,2.2,46,28516,Ryan Yates,4-2-3-1,3-5-2,Chris Kavanagh,/en/matches/91a2da3b/Sheffield-United-Nottingham-Forest-May-4-2024-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2024-05-11,17:30:00,Premier League,Matchweek 37,Sat,Home,L,2,3,Chelsea,1.5,1.6,33,29708,Ryan Yates,5-4-1,4-2-3-1,Tony Harrington,/en/matches/384547b8/Nottingham-Forest-Chelsea-May-11-2024-Premier-League,,23-24,Nott'ham Forest,e4a775cb
2024-05-19,16:00:00,Premier League,Matchweek 38,Sun,Away,W,2,1,Burnley,1.7,1.2,28,21109,Ryan Yates,4-2-3-1,4-4-2,Graham Scott,/en/matches/dafb05fe/Burnley-Nottingham-Forest-May-19-2024-Premier-League,,23-24,Nott'ham Forest,e4a775cb
