id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 25_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,league,season
1c529186,1,Ignazio Abate,ITA,DF,Milan,31,1986,14.5,0,1,1,100.0,0.07,0.07,0.0,0.0,12.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches,ITA-SERIA_A,18-19
b96b595c,2,Francesco Acerbi,ITA,DF,Lazio,30,1988,36.8,3,18,7,38.9,0.49,0.19,0.17,0.43,9.8,0,0,0,3.4,3.4,0.2,-0.4,-0.4,Matches,ITA-SERIA_A,18-19
d7403bd5,3,Afriyie Acquah,GHA,MF,Empoli,26,1992,16.8,2,22,7,31.8,1.31,0.42,0.09,0.29,20.8,0,0,0,1.4,1.4,0.07,0.6,0.6,Matches,ITA-SERIA_A,18-19
ce5b170a,4,Claud Adjapong,ITA,"MF,FW",Sassuolo,20,1998,3.0,1,2,1,50.0,0.67,0.33,0.5,1.0,18.0,0,0,0,0.7,0.7,0.36,0.3,0.3,Matches,ITA-SERIA_A,18-19
06050480,5,Ali Adnan Kadhim,IRQ,DF,Atalanta,24,1993,1.8,0,3,0,0.0,1.63,0.0,0.0,,17.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,ITA-SERIA_A,18-19
fe0b8f0e,6,Emmanuel Agyemang-Badu,GHA,MF,Udinese,27,1990,1.8,0,2,0,0.0,1.12,0.0,0.0,,13.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,ITA-SERIA_A,18-19
246d153b,7,Ola Aina,NGA,DF,Torino,21,1996,24.0,1,24,5,20.8,1.0,0.21,0.04,0.2,19.5,0,0,0,1.4,1.4,0.06,-0.4,-0.4,Matches,ITA-SERIA_A,18-19
5294a83f,8,Luis Alberto,ESP,"MF,FW",Lazio,25,1992,22.1,4,67,12,17.9,3.03,0.54,0.04,0.25,22.5,7,1,1,4.2,3.4,0.05,-0.2,-0.4,Matches,ITA-SERIA_A,18-19
4bd414c1,9,Raúl Albiol,ESP,DF,Napoli,32,1985,19.0,1,4,1,25.0,0.21,0.05,0.25,1.0,10.0,0,0,0,0.3,0.3,0.07,0.7,0.7,Matches,ITA-SERIA_A,18-19
