id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 26_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches,league,season
7a2e46a8,1,Alisson,BRA,GK,Liverpool,31-333,1992,2,2,180,2,0,0.0,4,4,100.0,2,0,0,2,100,0,0,0,0,,Matches,ENG-EPL,24-25
2f965a72,2,Alphonse Areola,FRA,GK,West Ham,31-185,1993,2,2,180,2,2,1.0,5,3,60.0,1,0,1,1,50,0,0,0,0,,Matches,ENG-EPL,24-25
3bb7b8b4,3,Ederson,BRA,GK,Manchester City,31-013,1993,2,2,180,2,1,0.5,4,3,75.0,2,0,0,1,50,0,0,0,0,,Matches,ENG-EPL,24-25
a92ab7be,4,Mark Flekken,NED,GK,Brentford,31-078,1993,2,2,180,2,3,1.5,14,12,78.6,1,0,1,0,0,0,0,0,0,,Matches,ENG-EPL,24-25
e5a76dfe,5,Dean Henderson,ENG,GK,Crystal Palace,27-171,1997,2,2,180,2,4,2.0,8,4,50.0,0,0,2,0,0,0,0,0,0,,Matches,ENG-EPL,24-25
c924b17d,6,Mads Hermansen,DEN,GK,Leicester City,24-050,2000,2,2,180,2,3,1.5,12,9,75.0,0,1,1,0,0,0,0,0,0,,Matches,ENG-EPL,24-25
2628fd2b,7,Bernd Leno,GER,GK,Fulham,32-179,1992,2,2,180,2,2,1.0,9,7,77.8,1,0,1,0,0,0,0,0,0,,Matches,ENG-EPL,24-25
7956236f,8,Emiliano Martínez,ARG,GK,Aston Villa,31-363,1992,2,2,180,2,3,1.5,7,4,71.4,1,0,1,0,0,1,1,0,0,0,Matches,ENG-EPL,24-25
36c2ca73,9,Alex McCarthy,ENG,GK,Southampton,34-271,1989,2,2,180,2,2,1.0,9,7,77.8,0,0,2,0,0,0,0,0,0,,Matches,ENG-EPL,24-25
99aa1a84,10,Arijanet Muric,KVX,GK,Ipswich Town,25-297,1998,1,1,90,1,4,4.0,5,1,40.0,0,0,1,0,0,1,1,0,0,0,Matches,ENG-EPL,24-25
a9dc785c,11,Neto,BRA,GK,Bournemouth,35-042,1989,2,2,180,2,2,1.0,13,11,84.6,0,2,0,0,0,0,0,0,0,,Matches,ENG-EPL,24-25
e9c0c1b2,12,André Onana,CMR,GK,Manchester Utd,28-150,1996,2,2,180,2,2,1.0,6,4,66.7,1,0,1,1,50,0,0,0,0,,Matches,ENG-EPL,24-25
4806ec67,13,Jordan Pickford,ENG,GK,Everton,30-176,1994,2,2,180,2,7,3.5,12,5,41.7,0,0,2,0,0,0,0,0,0,,Matches,ENG-EPL,24-25
4b40d9ca,14,Nick Pope,ENG,GK,Newcastle Utd,32-133,1992,2,2,180,2,1,0.5,7,6,85.7,1,1,0,1,50,0,0,0,0,,Matches,ENG-EPL,24-25
98ea5115,15,David Raya,ESP,GK,Arsenal,28-350,1995,2,2,180,2,0,0.0,6,6,100.0,2,0,0,2,100,0,0,0,0,,Matches,ENG-EPL,24-25
903b6e8b,16,José Sá,POR,GK,Wolves,31-226,1993,2,2,180,2,8,4.0,14,6,42.9,0,0,2,0,0,0,0,0,0,,Matches,ENG-EPL,24-25
6a713852,17,Robert Sánchez,ESP,GK,Chelsea,26-286,1997,2,2,180,2,4,2.0,9,5,55.6,1,0,1,0,0,0,0,0,0,,Matches,ENG-EPL,24-25
834b5c4c,18,Matz Sels,BEL,GK,Nott'ham Forest,32-186,1992,2,2,180,2,1,0.5,5,4,80.0,1,1,0,1,50,0,0,0,0,,Matches,ENG-EPL,24-25
28300a16,19,Jason Steele,ENG,GK,Brighton,34-012,1990,2,2,180,2,1,0.5,4,3,75.0,2,0,0,1,50,0,0,0,0,,Matches,ENG-EPL,24-25
77d6fd4d,20,Guglielmo Vicario,ITA,GK,Tottenham,27-328,1996,2,2,180,2,1,0.5,4,3,75.0,1,1,0,1,50,0,0,0,0,,Matches,ENG-EPL,24-25
c666574f,21,Christian Walton,ENG,GK,Ipswich Town,28-295,1995,1,1,90,1,2,2.0,5,3,60.0,0,0,1,0,0,0,0,0,0,,Matches,ENG-EPL,24-25
