Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,season,team,id
2023-08-12,17:30:00,Premier League,Matchweek 1,Sat,Home,W,5,1,Aston Villa,3.3,1.8,52,52207,Kieran Trippier,4-3-3,4-2-3-1,Andy Madley,/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,,23-24,Newcastle Utd,b2b47a98
2023-08-19,20:00:00,Premier League,Matchweek 2,Sat,Away,L,0,1,Manchester City,0.3,1.0,41,53419,Kieran Trippier,4-3-3,4-2-3-1,Robert Jones,/en/matches/0b8f50a5/Manchester-City-Newcastle-United-August-19-2023-Premier-League,,23-24,Newcastle Utd,b2b47a98
2023-08-27,16:30:00,Premier League,Matchweek 3,Sun,Home,L,1,2,Liverpool,2.0,0.9,59,52214,Kieran Trippier,4-3-3,4-3-3,John Brooks,/en/matches/b31156ab/Newcastle-United-Liverpool-August-27-2023-Premier-League,,23-24,Newcastle Utd,b2b47a98
2023-09-02,17:30:00,Premier League,Matchweek 4,Sat,Away,L,1,3,Brighton,1.2,1.3,44,31620,Kieran Trippier,4-3-3,4-2-3-1,Stuart Attwell,/en/matches/4f754e0a/Brighton-and-Hove-Albion-Newcastle-United-September-2-2023-Premier-League,,23-24,Newcastle Utd,b2b47a98
2023-09-16,17:30:00,Premier League,Matchweek 5,Sat,Home,W,1,0,Brentford,1.4,0.5,56,51670,Kieran Trippier,4-3-3,5-3-2,Craig Pawson,/en/matches/71b7e5e2/Newcastle-United-Brentford-September-16-2023-Premier-League,,23-24,Newcastle Utd,b2b47a98
2023-09-19,18:45:00,Champions Lg,Group stage,Tue,Away,D,0,0,Milan,0.3,1.9,47,65695,Kieran Trippier,4-3-3,4-3-3,José Sánchez,/en/matches/19789895/Milan-Newcastle-United-September-19-2023-Champions-League,,23-24,Newcastle Utd,b2b47a98
2023-09-24,16:30:00,Premier League,Matchweek 6,Sun,Away,W,8,0,Sheffield Utd,3.9,0.9,58,31127,Kieran Trippier,4-3-3,3-4-3,Stuart Attwell,/en/matches/cf4fef85/Sheffield-United-Newcastle-United-September-24-2023-Premier-League,,23-24,Newcastle Utd,b2b47a98
2023-09-27,20:00:00,EFL Cup,Third round,Wed,Home,W,1,0,Manchester City,,,33,51692,Jamaal Lascelles,4-3-3,3-2-4-1,Chris Kavanagh,/en/matches/ea61505c/Newcastle-United-Manchester-City-September-27-2023-EFL-Cup,,23-24,Newcastle Utd,b2b47a98
2023-09-30,15:00:00,Premier League,Matchweek 7,Sat,Home,W,2,0,Burnley,3.1,0.6,53,51687,Jamaal Lascelles,4-3-3,4-2-3-1,Thomas Bramall,/en/matches/a79ff136/Newcastle-United-Burnley-September-30-2023-Premier-League,,23-24,Newcastle Utd,b2b47a98
2023-10-04,20:00:00,Champions Lg,Group stage,Wed,Home,W,4,1,Paris S-G,0.9,0.9,27,52009,Jamaal Lascelles,4-3-3,4-2-3-1,István Kovács,/en/matches/4d5a6bf1/Newcastle-United-Paris-Saint-Germain-October-4-2023-Champions-League,,23-24,Newcastle Utd,b2b47a98
2023-10-08,14:00:00,Premier League,Matchweek 8,Sun,Away,D,2,2,West Ham,2.0,1.2,64,62473,Jamaal Lascelles,4-3-3,4-2-3-1,Peter Bankes,/en/matches/017c9ca5/West-Ham-United-Newcastle-United-October-8-2023-Premier-League,,23-24,Newcastle Utd,b2b47a98
2023-10-21,15:00:00,Premier League,Matchweek 9,Sat,Home,W,4,0,Crystal Palace,2.4,1.2,59,52189,Jamaal Lascelles,4-3-3,4-3-3,Tim Robinson,/en/matches/21625dde/Newcastle-United-Crystal-Palace-October-21-2023-Premier-League,,23-24,Newcastle Utd,b2b47a98
2023-10-25,20:00:00,Champions Lg,Group stage,Wed,Home,L,0,1,Dortmund,1.1,1.8,59,52024,Jamaal Lascelles,4-3-3,4-3-3,Artur Soares Dias,/en/matches/ab67c6cc/Newcastle-United-Dortmund-October-25-2023-Champions-League,,23-24,Newcastle Utd,b2b47a98
2023-10-28,17:30:00,Premier League,Matchweek 10,Sat,Away,D,2,2,Wolves,2.2,0.9,57,31584,Jamaal Lascelles,4-3-3,4-4-2,Anthony Taylor,/en/matches/b84d060a/Wolverhampton-Wanderers-Newcastle-United-October-28-2023-Premier-League,,23-24,Newcastle Utd,b2b47a98
2023-11-01,20:15:00,EFL Cup,Fourth round,Wed,Away,W,3,0,Manchester Utd,,,38,72484,Sean Longstaff,4-3-3,4-2-3-1,Robert Jones,/en/matches/7ce66c13/Manchester-United-Newcastle-United-November-1-2023-EFL-Cup,,23-24,Newcastle Utd,b2b47a98
2023-11-04,17:30:00,Premier League,Matchweek 11,Sat,Home,W,1,0,Arsenal,1.0,0.6,42,52194,Jamaal Lascelles,4-3-3,4-3-3,Stuart Attwell,/en/matches/6096abaa/Newcastle-United-Arsenal-November-4-2023-Premier-League,,23-24,Newcastle Utd,b2b47a98
2023-11-07,18:45:00,Champions Lg,Group stage,Tue,Away,L,0,2,Dortmund,0.6,1.4,54,81365,Jamaal Lascelles,4-3-3,4-2-3-1,Alejandro Hernández,/en/matches/12af2c2a/Dortmund-Newcastle-United-November-7-2023-Champions-League,,23-24,Newcastle Utd,b2b47a98
2023-11-11,17:30:00,Premier League,Matchweek 12,Sat,Away,L,0,2,Bournemouth,0.5,2.4,52,11201,Jamaal Lascelles,4-3-3,4-2-3-1,Chris Kavanagh,/en/matches/641024cf/Bournemouth-Newcastle-United-November-11-2023-Premier-League,,23-24,Newcastle Utd,b2b47a98
2023-11-25,15:00:00,Premier League,Matchweek 13,Sat,Home,W,4,1,Chelsea,2.4,0.5,54,52227,Jamaal Lascelles,4-3-3,4-2-3-1,Simon Hooper,/en/matches/8c8f48f4/Newcastle-United-Chelsea-November-25-2023-Premier-League,,23-24,Newcastle Utd,b2b47a98
2023-11-28,21:00:00,Champions Lg,Group stage,Tue,Away,D,1,1,Paris S-G,1.3,4.4,28,46435,Jamaal Lascelles,4-3-3,4-3-3,Szymon Marciniak,/en/matches/9ee809ff/Paris-Saint-Germain-Newcastle-United-November-28-2023-Champions-League,,23-24,Newcastle Utd,b2b47a98
2023-12-02,20:00:00,Premier League,Matchweek 14,Sat,Home,W,1,0,Manchester Utd,2.4,0.5,58,52214,Jamaal Lascelles,4-3-3,4-2-3-1,Robert Jones,/en/matches/66a1f3ac/Newcastle-United-Manchester-United-December-2-2023-Premier-League,,23-24,Newcastle Utd,b2b47a98
2023-12-07,19:30:00,Premier League,Matchweek 15,Thu,Away,L,0,3,Everton,1.5,3.3,62,38198,Jamaal Lascelles,4-3-3,4-4-1-1,Tim Robinson,/en/matches/2fe9d766/Everton-Newcastle-United-December-7-2023-Premier-League,,23-24,Newcastle Utd,b2b47a98
2023-12-10,16:30:00,Premier League,Matchweek 16,Sun,Away,L,1,4,Tottenham,1.7,3.8,44,61171,Jamaal Lascelles,4-3-3,4-2-3-1,Chris Kavanagh,/en/matches/be6d1aac/Tottenham-Hotspur-Newcastle-United-December-10-2023-Premier-League,,23-24,Newcastle Utd,b2b47a98
2023-12-13,20:00:00,Champions Lg,Group stage,Wed,Home,L,1,2,Milan,1.8,1.9,58,52037,Jamaal Lascelles,4-3-3,4-2-3-1,Danny Makkelie,/en/matches/49e9dcae/Newcastle-United-Milan-December-13-2023-Champions-League,,23-24,Newcastle Utd,b2b47a98
