id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 25_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,league,season
a7e4760c,1,Ismael Aaneba,FRA,DF,Strasbourg,21,1999,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,FRA-L1,20-21
32c2d95f,2,Yunis Abdelhamid,MAR,DF,Reims,32,1987,32.1,3,15,5,33.3,0.47,0.16,0.2,0.6,10.5,0,0,0,1.9,1.9,0.13,1.1,1.1,Matches,FRA-L1,20-21
a4c3f7af,3,Mehdi Abeid,ALG,MF,Nantes,27,1992,14.7,0,20,0,0.0,1.36,0.0,0.0,,23.9,1,0,0,1.0,1.0,0.05,-1.0,-1.0,Matches,FRA-L1,20-21
31626657,4,Laurent Abergel,FRA,MF,Lorient,27,1993,32.9,3,29,10,34.5,0.88,0.3,0.1,0.3,26.8,0,0,0,1.5,1.5,0.05,1.5,1.5,Matches,FRA-L1,20-21
469d3d84,5,Charles Abi,FRA,"FW,MF",Saint-Étienne,20,2000,10.1,3,19,4,21.1,1.87,0.39,0.16,0.75,12.5,0,0,0,2.1,2.1,0.11,0.9,0.9,Matches,FRA-L1,20-21
0e46fa2f,6,Matthis Abline,FRA,FW,Rennes,17,2003,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,FRA-L1,20-21
8bc373ea,7,Pape Abou Cissé,SEN,DF,Saint-Étienne,24,1995,14.0,0,13,3,23.1,0.93,0.21,0.0,0.0,13.0,0,0,0,1.4,1.4,0.11,-1.4,-1.4,Matches,FRA-L1,20-21
26777636,8,Yacine Adli,FRA,MF,Bordeaux,20,2000,26.9,2,24,9,37.5,0.89,0.33,0.08,0.22,20.0,1,0,0,1.9,1.9,0.08,0.1,0.1,Matches,FRA-L1,20-21
288e1e13,9,Nayef Aguerd,MAR,DF,Rennes,24,1996,35.0,3,28,6,21.4,0.8,0.17,0.11,0.5,10.1,0,0,0,3.2,3.2,0.12,-0.2,-0.2,Matches,FRA-L1,20-21
3dd738a1,10,Ruben Aguilar,FRA,"DF,MF",Monaco,27,1993,24.7,1,8,3,37.5,0.32,0.12,0.13,0.33,11.0,0,0,0,0.9,0.9,0.11,0.1,0.1,Matches,FRA-L1,20-21
5ea9ebd4,11,Matteo Ahlinvi,BEN,MF,Nîmes,21,1999,10.0,2,12,7,58.3,1.2,0.7,0.17,0.29,22.5,0,0,0,1.4,1.4,0.11,0.6,0.6,Matches,FRA-L1,20-21
48b28bfd,12,Jean-Eudes Aholou,CIV,MF,Strasbourg,26,1994,23.8,2,31,6,19.4,1.3,0.25,0.06,0.33,21.3,0,0,0,2.3,2.1,0.07,-0.3,-0.1,Matches,FRA-L1,20-21
48b28bfd,13,Jean-Eudes Aholou,CIV,MF,Monaco,26,1994,0.4,0,2,1,50.0,5.0,2.5,0.0,0.0,16.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,FRA-L1,20-21
9b398aea,14,Rayan Aït-Nouri,ALG,DF,Angers,19,2001,2.1,0,1,0,0.0,0.48,0.0,0.0,,14.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,FRA-L1,20-21
462475ed,15,Ludovic Ajorque,FRA,FW,Strasbourg,26,1994,33.0,16,66,30,45.5,2.0,0.91,0.18,0.4,15.0,0,4,5,15.7,11.8,0.18,0.3,0.2,Matches,FRA-L1,20-21
414e1f69,16,Marley Aké,FRA,FW,Marseille,19,2001,1.6,0,4,0,0.0,2.47,0.0,0.0,,12.7,0,0,0,1.0,1.0,0.26,-1.0,-1.0,Matches,FRA-L1,20-21
5314e067,17,Sofiane Alakouch,MAR,DF,Nîmes,22,1998,16.7,0,5,0,0.0,0.3,0.0,0.0,,21.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,FRA-L1,20-21
f8405304,18,Mohamed Ali Cho,FRA,"FW,MF",Angers,16,2004,3.9,0,10,0,0.0,2.59,0.0,0.0,,13.0,0,0,0,1.9,1.9,0.19,-1.9,-1.9,Matches,FRA-L1,20-21
bdedd861,19,Rachid Alioui,MAR,FW,Angers,28,1992,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,FRA-L1,20-21
