Round,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes,league,season
Group stage,4,Thu,2023-11-09,21:00,Freiburg,3.7,5–0,0.2,TSC Bačka Top,31700,Europa-Park Stadion,Rohit Saggi,/en/matches/039dde2e/Freiburg-TSC-Backa-Top-November-9-2023-Europa-League,,UEL,23-24
Group stage,4,Thu,2023-11-09,21:00,Atalanta,2.1,1–0,0.1,Sturm Graz,14739,Gewiss Stadium,Jérôme Brisard,/en/matches/10872c8c/Atalanta-Sturm-Graz-November-9-2023-Europa-League,,UEL,23-24
Group stage,4,Thu,2023-11-09,21:00,Betis,2.2,4–1,0.9,Aris Limassol FC,41768,Estadio Benito Villamarín,Mohammed Al Hakim,/en/matches/2fc064d4/Real-Betis-Aris-Limassol-FC-November-9-2023-Europa-League,,UEL,23-24
Group stage,4,Thu,2023-11-09,21:00,Häcken,1.6,1–3,1.7,Molde,5106,Nya Gamla Ullevi,Don Robertson,/en/matches/df6875f3/Hacken-Molde-November-9-2023-Europa-League,,UEL,23-24
Group stage,4,Thu,2023-11-09,21:45,Qarabağ,0.9,0–1,1.7,Leverkusen,30055,Tofiq Bəhramov adına Respublika stadionu,Craig Pawson,/en/matches/1df53dd1/Qarabag-Bayer-Leverkusen-November-9-2023-Europa-League,,UEL,23-24
Group stage,4,Thu,2023-11-09,22:00,AEK Athens,1.9,0–2,2.2,Marseille,30530,Agia Sophia Stadium,Glenn Nyberg,/en/matches/a89acbe6/AEK-Athens-Marseille-November-9-2023-Europa-League,,UEL,23-24
Group stage,5,Thu,2023-11-30,18:45,Sparta Prague,0.6,1–0,0.8,Betis,18095,epet Arena,Nikola Dabanović,/en/matches/2f09d705/Sparta-Prague-Real-Betis-November-30-2023-Europa-League,,UEL,23-24
Group stage,5,Thu,2023-11-30,18:45,Freiburg,1.4,5–0,0.7,Olympiacos,34000,Europa-Park Stadion,Irfan Peljto,/en/matches/43088f40/Freiburg-Olympiacos-November-30-2023-Europa-League,,UEL,23-24
Group stage,5,Thu,2023-11-30,18:45,Atalanta,0.7,1–1,1.6,Sporting CP,14865,Gewiss Stadium,Michael Oliver,/en/matches/566625f4/Atalanta-Sporting-CP-November-30-2023-Europa-League,,UEL,23-24
Group stage,5,Thu,2023-11-30,18:45,Sturm Graz,1.4,0–1,1.6,RKS Raków,12517,Bundesstadion Liebenau,Filip Glova,/en/matches/b2a7934b/Sturm-Graz-RKS-Rakow-November-30-2023-Europa-League,,UEL,23-24
Group stage,5,Thu,2023-11-30,18:45,TSC Bačka Top,0.7,0–1,0.6,West Ham,4256,TSC Arena,Allard Lindhout,/en/matches/bd8994c2/TSC-Backa-Top-West-Ham-United-November-30-2023-Europa-League,,UEL,23-24
Group stage,5,Thu,2023-11-30,19:45,AEK Athens,1.6,0–1,1.3,Brighton,30520,Agia Sophia Stadium,Sandro Schärer,/en/matches/acd46367/AEK-Athens-Brighton-and-Hove-Albion-November-30-2023-Europa-League,,UEL,23-24
Group stage,5,Thu,2023-11-30,19:45,Maccabi Haifa,0.2,0–3,1.5,Rennes,,Puskás Aréna,Horațiu Fesnic,/en/matches/cd251c0d/Maccabi-Haifa-Rennes-November-30-2023-Europa-League,,UEL,23-24
Group stage,5,Thu,2023-11-30,20:00,Rangers,1.6,1–1,1.6,Aris Limassol FC,48890,Ibrox Stadium,Rohit Saggi,/en/matches/9c7cda12/Rangers-Aris-Limassol-FC-November-30-2023-Europa-League,,UEL,23-24
Group stage,5,Thu,2023-11-30,20:00,Liverpool,3.3,4–0,0.7,LASK,49666,Anfield,Urs Schnyder,/en/matches/b195c0ca/Liverpool-LASK-November-30-2023-Europa-League,,UEL,23-24
Group stage,5,Thu,2023-11-30,21:00,Häcken,1.3,0–2,1.7,Leverkusen,11234,Nya Ullevi,Julian Weinberger,/en/matches/091b2437/Hacken-Bayer-Leverkusen-November-30-2023-Europa-League,,UEL,23-24
Group stage,5,Thu,2023-11-30,21:00,Toulouse,0.4,0–0,1.8,Union SG,31205,Stadium Municipal,Matej Jug,/en/matches/21f722f2/Toulouse-Union-SG-November-30-2023-Europa-League,,UEL,23-24
Group stage,5,Thu,2023-11-30,21:00,Servette FC,0.8,1–1,1.3,Roma,28534,Stade de Genève,Daniel Stefański,/en/matches/4b1fd82c/Servette-FC-Roma-November-30-2023-Europa-League,,UEL,23-24
Group stage,5,Thu,2023-11-30,21:00,Molde,2.9,2–2,1.4,Qarabağ,5291,Aker Stadion,Erik Lambrechts,/en/matches/87815cf0/Molde-Qarabag-November-30-2023-Europa-League,,UEL,23-24
Group stage,5,Thu,2023-11-30,21:00,Villarreal,1.7,3–2,2.1,Panathinaikos,16993,Estadio de la Cerámica,Ivan Kružliak,/en/matches/9f7a8eb8/Villarreal-Panathinaikos-November-30-2023-Europa-League,,UEL,23-24
Group stage,5,Thu,2023-11-30,21:00,Marseille,3.0,4–3,1.4,Ajax,60638,Orange Vélodrome,Simone Sozza,/en/matches/fd1247c4/Marseille-Ajax-November-30-2023-Europa-League,,UEL,23-24
Group stage,5,Thu,2023-11-30,22:00,Sheriff Tiraspol,0.4,2–3,2.2,Slavia Prague,1520,Bolshaya Sportivnaya Arena,Christian-Petru Ciochirca,/en/matches/f1b17169/Sheriff-Tiraspol-Slavia-Prague-November-30-2023-Europa-League,,UEL,23-24
Group stage,3,Wed,2023-12-06,21:00,Villarreal,0.6,0–0,0.2,Maccabi Haifa,9365,Estadio de la Cerámica,Nick Walsh,/en/matches/d508f7e4/Villarreal-Maccabi-Haifa-December-6-2023-Europa-League,,UEL,23-24
Group stage,6,Thu,2023-12-14,18:45,Slavia Prague,3.2,4–0,0.4,Servette FC,18380,Fortuna Arena,Nick Walsh,/en/matches/1db16521/Slavia-Prague-Servette-FC-December-14-2023-Europa-League,,UEL,23-24
Group stage,6,Thu,2023-12-14,18:45,Leverkusen,1.6,5–1,0.5,Molde,28504,BayArena,Robert Jones,/en/matches/22bc15a1/Bayer-Leverkusen-Molde-December-14-2023-Europa-League,,UEL,23-24
Group stage,6,Thu,2023-12-14,18:45,Rennes,0.6,2–3,2.3,Villarreal,27761,Roazhon Park,Atilla Karaoğlan,/en/matches/336d1c85/Rennes-Villarreal-December-14-2023-Europa-League,,UEL,23-24
Group stage,6,Thu,2023-12-14,18:45,Union SG,2.3,2–1,0.3,Liverpool,16959,Lotto Park,Orel Grinfeeld,/en/matches/54a53a8f/Union-SG-Liverpool-December-14-2023-Europa-League,,UEL,23-24
Group stage,6,Thu,2023-12-14,18:45,Roma,3.0,3–0,0.4,Sheriff Tiraspol,47803,Stadio Olimpico,Jérôme Brisard,/en/matches/62430b73/Roma-Sheriff-Tiraspol-December-14-2023-Europa-League,,UEL,23-24
Group stage,6,Thu,2023-12-14,18:45,LASK,1.4,1–2,1.2,Toulouse,16100,Raiffeisen Arena,Fabio Maresca,/en/matches/69e0bc84/LASK-Toulouse-December-14-2023-Europa-League,,UEL,23-24
Group stage,6,Thu,2023-12-14,19:45,Panathinaikos,1.7,1–2,1.9,Maccabi Haifa,13121,Stadio Apóstolos Nikolaidis,Georgi Kabakov,/en/matches/c0b7f5c8/Panathinaikos-Maccabi-Haifa-December-14-2023-Europa-League,,UEL,23-24
Group stage,6,Thu,2023-12-14,20:00,West Ham,1.6,2–0,0.4,Freiburg,48876,London Stadium,João Pinheiro,/en/matches/1862a88e/West-Ham-United-Freiburg-December-14-2023-Europa-League,,UEL,23-24
Group stage,6,Thu,2023-12-14,20:00,Sporting CP,1.6,3–0,0.3,Sturm Graz,24733,Estádio José Alvalade,William Collum,/en/matches/882df7fa/Sporting-CP-Sturm-Graz-December-14-2023-Europa-League,,UEL,23-24
Group stage,6,Thu,2023-12-14,20:00,Brighton,1.2,1–0,0.4,Marseille,30214,The American Express Community Stadium,José Sánchez,/en/matches/91b88fc9/Brighton-and-Hove-Albion-Marseille-December-14-2023-Europa-League,,UEL,23-24
Group stage,6,Thu,2023-12-14,21:00,RKS Raków,2.3,0–4,2.7,Atalanta,10386,ArcelorMittal Park,Enea Jorgji,/en/matches/134b16da/RKS-Rakow-Atalanta-December-14-2023-Europa-League,,UEL,23-24
Group stage,6,Thu,2023-12-14,21:00,Ajax,2.8,3–1,0.7,AEK Athens,53926,Johan Cruyff ArenA,Craig Pawson,/en/matches/8754228f/Ajax-AEK-Athens-December-14-2023-Europa-League,,UEL,23-24
Group stage,6,Thu,2023-12-14,21:00,Betis,1.6,2–3,1.4,Rangers,48380,Estadio Benito Villamarín,Srđan Jovanović,/en/matches/f3479690/Real-Betis-Rangers-December-14-2023-Europa-League,,UEL,23-24
Group stage,6,Thu,2023-12-14,21:45,Qarabağ,0.6,2–1,1.7,Häcken,28515,Tofiq Bəhramov adına Respublika stadionu,Juxhin Xhaja,/en/matches/29b2a5f9/Qarabag-Hacken-December-14-2023-Europa-League,,UEL,23-24
Group stage,6,Thu,2023-12-14,22:00,Olympiacos,2.4,5–2,1.3,TSC Bačka Top,,Stadio Georgios Karaiskáki,Morten Krogh,/en/matches/328fc053/Olympiacos-TSC-Backa-Top-December-14-2023-Europa-League,,UEL,23-24
Group stage,6,Thu,2023-12-14,22:00,Aris Limassol FC,1.2,1–3,2.2,Sparta Prague,2859,Alphamega Stadium,Harm Osmers,/en/matches/55ec0665/Aris-Limassol-FC-Sparta-Prague-December-14-2023-Europa-League,,UEL,23-24
Knockout round play-offs,,Thu,2024-02-15,18:45,Young Boys,0.5,1–3,1.7,Sporting CP,31500,Stadion Wankdorf,Benoît Bastien,/en/matches/18ac8ed0/Young-Boys-Sporting-CP-February-15-2024-Europa-League,Leg 1 of 2,UEL,23-24
Knockout round play-offs,,Thu,2024-02-15,18:45,Feyenoord,1.2,1–1,0.9,Roma,43235,Stadion Feijenoord,Radu Petrescu,/en/matches/e5d82802/Feyenoord-Roma-February-15-2024-Europa-League,Leg 1 of 2,UEL,23-24
Knockout round play-offs,,Thu,2024-02-15,19:45,Shakhtar,0.8,2–2,1.1,Marseille,28790,Volksparkstadion,Erik Lambrechts,/en/matches/b451ba2b/Shakhtar-Donetsk-Marseille-February-15-2024-Europa-League,Leg 1 of 2,UEL,23-24
Knockout round play-offs,,Thu,2024-02-15,20:00,Benfica,3.4,2–1,0.5,Toulouse,56553,Estádio do Sport Lisboa e Benfica,Donatas Rumšas,/en/matches/9d2818db/Benfica-Toulouse-February-15-2024-Europa-League,Leg 1 of 2,UEL,23-24
Knockout round play-offs,,Thu,2024-02-15,20:00,Braga,2.5,2–4,2.7,Qarabağ,12122,Estádio Municipal de Braga,Morten Krogh,/en/matches/d8ca0ed5/Braga-Qarabag-February-15-2024-Europa-League,Leg 1 of 2,UEL,23-24
Knockout round play-offs,,Thu,2024-02-15,20:45,Galatasaray,1.1,3–2,1.9,Sparta Prague,46583,RAMS Park,Alejandro Hernández,/en/matches/0fbae547/Galatasaray-Sparta-Prague-February-15-2024-Europa-League,Leg 1 of 2,UEL,23-24
Knockout round play-offs,,Thu,2024-02-15,21:00,Milan,2.3,3–0,0.8,Rennes,69021,Stadio Giuseppe Meazza,Nikola Dabanović,/en/matches/1f1516a8/Milan-Rennes-February-15-2024-Europa-League,Leg 1 of 2,UEL,23-24
Knockout round play-offs,,Thu,2024-02-15,21:00,Lens,0.6,0–0,1.6,Freiburg,38194,Stade Bollaert-Delelis,Bartosz Frankowski,/en/matches/e61bbe7a/Lens-Freiburg-February-15-2024-Europa-League,Leg 1 of 2,UEL,23-24
Knockout round play-offs,,Thu,2024-02-22,18:45,Freiburg,3.2,3–2,0.8,Lens,22969,Europa-Park Stadion,Rade Obrenović,/en/matches/0474e6a3/Freiburg-Lens-February-22-2024-Europa-League,Leg 2 of 2; Freiburg won; Required Extra Time,UEL,23-24
Knockout round play-offs,,Thu,2024-02-22,18:45,Toulouse,2.0,0–0,1.5,Benfica,31556,Stadium Municipal,Maurizio Mariani,/en/matches/163104a8/Toulouse-Benfica-February-22-2024-Europa-League,Leg 2 of 2; Benfica won,UEL,23-24
Knockout round play-offs,,Thu,2024-02-22,18:45,Rennes,3.0,3–2,2.0,Milan,29241,Roazhon Park,João Pinheiro,/en/matches/9bb87f42/Rennes-Milan-February-22-2024-Europa-League,Leg 2 of 2; Milan won,UEL,23-24
Knockout round play-offs,,Thu,2024-02-22,20:00,Sporting CP,3.5,1–1,0.9,Young Boys,29393,Estádio José Alvalade,Ivan Kružliak,/en/matches/257ff4f4/Sporting-CP-Young-Boys-February-22-2024-Europa-League,Leg 2 of 2; Sporting CP won,UEL,23-24
Knockout round play-offs,,Thu,2024-02-22,21:00,Marseille,1.7,3–1,1.7,Shakhtar,66534,Orange Vélodrome,Tobias Stieler,/en/matches/1961cf03/Marseille-Shakhtar-Donetsk-February-22-2024-Europa-League,Leg 2 of 2; Marseille won,UEL,23-24
Knockout round play-offs,,Thu,2024-02-22,21:00,Sparta Prague,2.2,4–1,1.1,Galatasaray,18349,epet Arena,Anthony Taylor,/en/matches/3554355e/Sparta-Prague-Galatasaray-February-22-2024-Europa-League,Leg 2 of 2; Sparta Prague won,UEL,23-24
Knockout round play-offs,,Thu,2024-02-22,21:00,Roma,1.2,(4) 1–1 (2),0.8,Feyenoord,69689,Stadio Olimpico,Jesús Gil,/en/matches/cb5a5240/Roma-Feyenoord-February-22-2024-Europa-League,Leg 2 of 2; Roma won; Roma won on penalty kicks following extra time,UEL,23-24
Knockout round play-offs,,Thu,2024-02-22,21:45,Qarabağ,0.8,2–3,1.7,Braga,31200,Tofiq Bəhramov adına Respublika stadionu,Georgi Kabakov,/en/matches/f94eed97/Qarabag-Braga-February-22-2024-Europa-League,Leg 2 of 2; Qarabağ won; Required Extra Time,UEL,23-24
Round of 16,,Wed,2024-03-06,17:45,Sporting CP,0.2,1–1,1.1,Atalanta,28528,Estádio José Alvalade (1956),Daniel Siebert,/en/matches/9642c5d6/Sporting-CP-Atalanta-March-6-2024-Europa-League,Leg 1 of 2,UEL,23-24
Round of 16,,Thu,2024-03-07,18:45,Roma,2.9,4–0,1.0,Brighton,64877,Stadio Olimpico,François Letexier,/en/matches/1328e56d/Roma-Brighton-and-Hove-Albion-March-7-2024-Europa-League,Leg 1 of 2,UEL,23-24
