id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 29_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches,league,season
7310786d,1,Keyliane Abdallah,FRA,FW,Marseille,18-147,2006,1,3,3,1.7,0.0,0,,0,1,3,0,3.0,0,0,0,0.0,-2.03,0.0,0.0,0.0,-0.49,-2.14,Matches,FRA-L1,24-25
32c2d95f,2,Yunis Abdelhamid,MAR,DF,Saint-Étienne,36-337,1987,2,180,90,100.0,2.0,2,90,2,0,,0,0.0,0,3,-3,-1.5,,1.5,4.3,-2.8,-1.41,,Matches,FRA-L1,24-25
7978cbf0,3,Himad Abdelli,ALG,"FW,MF",Angers,24-287,1999,2,180,90,100.0,2.0,2,90,2,0,,0,0.0,0,3,-3,-1.5,,1.0,2.1,-1.1,-0.56,,Matches,FRA-L1,24-25
0e46fa2f,4,Matthis Abline,FRA,FW,Nantes,21-155,2003,2,165,83,91.7,1.8,2,83,0,0,,0,2.0,1,0,1,0.55,-5.45,1.5,1.9,-0.4,-0.2,3.05,Matches,FRA-L1,24-25
7f9c5d2d,5,Abner,BRA,DF,Lyon,24-095,2000,2,156,78,86.7,1.7,2,78,0,0,,0,0.0,0,3,-3,-1.73,5.77,1.9,3.7,-1.7,-0.99,0.77,Matches,FRA-L1,24-25
c2a6033c,6,Zakaria Aboukhlal,MAR,"FW,MF",Toulouse,24-194,2000,2,180,90,100.0,2.0,2,90,2,0,,0,1.0,1,1,0,0.0,,2.7,1.7,0.9,0.47,,Matches,FRA-L1,24-25
a9f236d0,7,Mathieu Acapandié,FRA,DF,Nantes,19-260,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,FRA-L1,24-25
2ccd39ed,8,Akor Adams,NGA,FW,Montpellier,24-214,2000,2,102,51,56.7,1.1,1,79,0,1,23,0,0.5,1,2,-1,-0.88,4.89,1.7,1.6,0.0,0.04,3.36,Matches,FRA-L1,24-25
7587446d,9,Martin Adeline,FRA,MF,Reims,20-272,2003,1,26,26,14.4,0.3,0,,0,1,26,1,1.0,0,1,-1,-3.46,-2.88,0.1,1.0,-1.0,-3.42,-1.57,Matches,FRA-L1,24-25
506662d6,10,Raphaël Adiceam,FRA,GK,Auxerre,34-058,1990,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,FRA-L1,24-25
e980e78d,11,Adryelson,BRA,DF,Lyon,26-160,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,FRA-L1,24-25
75f1ed80,12,Emmanuel Agbadou,CIV,DF,Reims,27-074,1997,2,180,90,100.0,2.0,2,90,2,0,,0,0.5,2,4,-2,-1.0,,0.9,5.1,-4.2,-2.08,,Matches,FRA-L1,24-25
3dd738a1,13,Ruben Aguilar,FRA,DF,Lens,31-126,1993,2,180,90,100.0,2.0,2,90,2,0,,0,3.0,3,0,3,1.5,,4.1,1.2,2.9,1.45,,Matches,FRA-L1,24-25
48b28bfd,14,Jean-Eudes Aholou,CIV,MF,Angers,30-163,1994,1,90,90,50.0,1.0,1,90,1,0,,0,0.0,0,1,-1,-1.0,1.0,0.4,1.2,-0.8,-0.83,-0.53,Matches,FRA-L1,24-25
8399c416,15,Ayman Aiki,FRA,MF,Saint-Étienne,19-066,2005,2,29,15,16.1,0.3,0,,0,2,15,0,0.0,0,0,0,0.0,1.79,0.0,0.9,-0.8,-2.54,-1.35,Matches,FRA-L1,24-25
462475ed,16,Ludovic Ajorque,FRA,FW,Brest,30-187,1994,2,141,71,78.3,1.6,2,71,0,0,,0,0.0,1,6,-5,-3.19,-0.88,2.0,4.4,-2.4,-1.54,0.14,Matches,FRA-L1,24-25
06efa9dc,17,Sergio Akieme,ESP,DF,Reims,26-258,1997,2,180,90,100.0,2.0,2,90,2,0,,0,0.5,2,4,-2,-1.0,,0.9,5.1,-4.2,-2.08,,Matches,FRA-L1,24-25
b625b241,18,Maghnes Akliouche,FRA,FW,Monaco,22-187,2002,2,112,56,62.2,1.2,1,90,1,1,22,0,3.0,2,0,2,1.61,0.28,2.5,0.0,2.5,2.0,0.37,Matches,FRA-L1,24-25
0abb5072,19,Clément Akpa,CIV,DF,Auxerre,22-280,2001,1,51,51,28.3,0.6,1,51,0,0,,0,3.0,1,1,0,0.0,0.7,1.6,0.5,1.1,1.89,2.09,Matches,FRA-L1,24-25
f8405304,20,Mohamed Ali Cho,FRA,FW,Nice,20-224,2004,2,141,71,78.3,1.6,2,71,0,0,,0,0.5,2,2,0,0.0,2.31,1.7,2.5,-0.7,-0.47,-0.32,Matches,FRA-L1,24-25
22721b88,21,Jordan Amavi,FRA,DF,Brest,30-174,1994,2,172,86,95.6,1.9,2,86,0,0,,0,0.0,1,7,-6,-3.14,-3.14,2.1,5.2,-3.1,-1.62,-1.25,Matches,FRA-L1,24-25
bcc81786,22,Kelvin Amian,FRA,DF,Nantes,26-204,1998,2,180,90,100.0,2.0,2,90,2,0,,0,2.0,2,0,2,1.0,,1.9,2.8,-0.9,-0.45,,Matches,FRA-L1,24-25
349cae8f,23,Michael Amir Murillo,PAN,DF,Marseille,28-201,1996,2,180,90,100.0,2.0,2,90,2,0,,0,2.0,7,3,4,2.0,,5.4,2.2,3.2,1.62,,Matches,FRA-L1,24-25
f93cca97,24,Mathis Amougou,FRA,MF,Saint-Étienne,18-225,2006,2,180,90,100.0,2.0,2,90,2,0,,0,0.0,0,3,-3,-1.5,,1.5,4.3,-2.8,-1.41,,Matches,FRA-L1,24-25
ef9c1c95,25,Benjamin André,FRA,MF,Lille,34-027,1990,1,90,90,50.0,1.0,1,90,1,0,,0,3.0,2,0,2,2.0,0.0,0.9,0.6,0.3,0.3,-1.68,Matches,FRA-L1,24-25
feb5d3ab,26,Dennis Appiah,FRA,DF,Saint-Étienne,32-082,1992,1,45,45,25.0,0.5,0,,0,1,45,0,0.0,0,2,-2,-4.0,-3.33,1.0,1.7,-0.7,-1.36,0.06,Matches,FRA-L1,24-25
5e837126,27,Carlens Arcus,HAI,DF,Angers,28-063,1996,2,165,83,91.7,1.8,2,83,1,0,,0,0.0,0,3,-3,-1.64,-1.64,0.8,1.9,-1.1,-0.61,-0.6,Matches,FRA-L1,24-25
e2ae54db,28,Hákon Arnar Haraldsson,ISL,MF,Lille,21-142,2003,2,123,62,68.3,1.4,1,76,0,1,47,0,3.0,3,0,3,2.2,0.62,2.3,0.6,1.7,1.22,0.24,Matches,FRA-L1,24-25
45af8a54,29,Marco Asensio,ESP,"MF,FW",Paris S-G,28-222,1996,2,131,66,72.8,1.5,2,66,0,0,,0,3.0,6,1,5,3.44,-3.91,4.3,0.5,3.8,2.64,-1.09,Matches,FRA-L1,24-25
b026bbf6,30,Lorenz Assignon,TOG,DF,Rennes,24-069,2000,2,129,65,71.7,1.4,2,65,0,0,,0,1.5,3,2,1,0.7,0.7,1.9,1.8,0.1,0.07,-0.36,Matches,FRA-L1,24-25
fb32896c,31,Dehmaine Assoumani,FRA,FW,Nantes,19-135,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,FRA-L1,24-25
6b5edd5d,32,Valentin Atangana Edoa,FRA,MF,Reims,19-005,2005,2,161,81,89.4,1.8,2,81,1,0,,0,0.5,2,3,-1,-0.56,4.18,0.9,4.5,-3.6,-2.01,0.66,Matches,FRA-L1,24-25
718b8afd,33,Florian Ayé,FRA,FW,Auxerre,27-224,1997,2,37,19,20.6,0.4,0,,0,2,19,0,1.5,1,1,0,0.0,0.63,0.5,0.5,0.0,0.08,-0.39,Matches,FRA-L1,24-25
c6f0d5d4,34,Shavy Babicka,GAB,MF,Toulouse,24-090,2000,1,26,26,14.4,0.3,0,,0,1,26,0,1.0,1,0,1,3.46,4.05,0.6,0.1,0.5,1.65,1.39,Matches,FRA-L1,24-25
c724745e,35,Theo Bair,CAN,FW,Auxerre,25-003,1999,2,125,63,69.4,1.4,2,63,0,0,,0,1.5,1,2,-1,-0.72,-0.72,2.4,1.4,1.0,0.73,1.1,Matches,FRA-L1,24-25
2b5a35e5,36,Dilane Bakwa,FRA,DF,Strasbourg,22-004,2002,2,180,90,100.0,2.0,2,90,2,0,,0,2.0,4,2,2,1.0,,1.6,2.4,-0.8,-0.38,,Matches,FRA-L1,24-25
7c3ed041,37,Leonardo Balerdi,ARG,DF,Marseille,25-217,1999,2,180,90,100.0,2.0,2,90,2,0,,0,2.0,7,3,4,2.0,,5.4,2.2,3.2,1.62,,Matches,FRA-L1,24-25
31822f8c,38,Folarin Balogun,USA,FW,Monaco,23-058,2001,1,68,68,37.8,0.8,1,68,0,0,,1,3.0,1,0,1,1.32,-0.28,1.7,0.4,1.2,1.63,-0.37,Matches,FRA-L1,24-25
7fecbcdb,39,Abdoulaye Bamba,CIV,DF,Angers,34-127,1990,2,167,84,92.8,1.9,2,84,1,0,,0,0.0,0,2,-2,-1.08,5.85,0.9,1.8,-0.8,-0.45,1.62,Matches,FRA-L1,24-25
69e930e4,40,Mamady Bangré,BFA,MF,Toulouse,23-076,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,FRA-L1,24-25
98764a34,41,Hugo Barbet,FRA,GK,Nantes,22-282,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,FRA-L1,24-25
a0d55a09,42,Bradley Barcola,FRA,FW,Paris S-G,21-363,2002,2,81,41,45.0,0.9,1,61,0,1,20,0,3.0,8,0,8,8.89,7.98,4.0,0.3,3.7,4.2,2.29,Matches,FRA-L1,24-25
1ddbc7ca,43,Melvin Bard,FRA,DF,Nice,23-298,2000,1,82,82,45.6,0.9,1,82,0,0,,0,1.0,1,1,0,0.0,0.92,1.1,0.9,0.3,0.31,1.31,Matches,FRA-L1,24-25
5475a510,44,Gabriel Bares,SUI,MF,Montpellier,24-001,2000,1,8,8,4.4,0.1,0,,0,1,8,1,0.0,0,0,0,0.0,3.14,0.1,0.3,-0.2,-2.7,-1.37,Matches,FRA-L1,24-25
37d39918,45,Dylan Batubinsika,COD,DF,Saint-Étienne,28-197,1996,2,180,90,100.0,2.0,2,90,2,0,,0,0.0,0,3,-3,-1.5,,1.5,4.3,-2.8,-1.41,,Matches,FRA-L1,24-25
e21d1928,46,Yassin Belkhdim,FRA,MF,Angers,22-198,2002,2,159,80,88.3,1.8,2,80,1,0,,0,0.0,0,3,-3,-1.7,-1.7,0.8,1.7,-0.9,-0.52,0.34,Matches,FRA-L1,24-25
3bd65247,47,Eliesse Ben Seghir,MAR,"MF,FW",Monaco,19-196,2005,2,156,78,86.7,1.7,2,78,0,0,,0,3.0,2,0,2,1.15,-2.6,3.6,0.5,3.1,1.79,-0.51,Matches,FRA-L1,24-25
