id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,league,season
32c2d95f,1,Yunis Abdelhamid,MAR,DF,Reims,33,1987,33.1,22,0.66,17,0,2,1,0,2,1,0.03,1,0,0,0,0,0,Matches,FRA-L1,21-22
82464ce3,2,Salis Abdul Samed,GHA,MF,Clermont Foot,21,2000,27.4,50,1.83,41,0,0,4,4,1,3,0.11,3,0,0,0,0,0,Matches,FRA-L1,21-22
31626657,3,Laurent Abergel,FRA,MF,Lorient,28,1993,32.8,83,2.53,67,2,3,1,7,3,9,0.27,8,0,0,0,1,0,Matches,FRA-L1,21-22
469d3d84,4,Charles Abi,FRA,FW,Saint-Étienne,21,2000,0.5,1,2.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,21-22
0e46fa2f,5,Matthis Abline,FRA,FW,Rennes,18,2003,1.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,21-22
1e93fc5d,6,Mohamed Achi,FRA,MF,Nantes,19,2002,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,21-22
7587446d,7,Martin Adeline,FRA,"MF,FW",Reims,17,2003,3.9,10,2.56,8,0,1,0,0,1,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,21-22
26777636,8,Yacine Adli,FRA,"MF,FW",Bordeaux,21,2000,25.1,121,4.82,81,22,6,3,5,4,18,0.72,13,3,1,0,1,0,Matches,FRA-L1,21-22
8bc8829a,9,Lucien Agoume,FRA,MF,Brest,19,2002,20.8,35,1.69,28,1,1,4,1,0,2,0.1,2,0,0,0,0,0,Matches,FRA-L1,21-22
288e1e13,10,Nayef Aguerd,MAR,DF,Rennes,25,1996,30.4,15,0.49,10,0,0,4,1,0,4,0.13,3,0,0,0,1,0,Matches,FRA-L1,21-22
3dd738a1,11,Ruben Aguilar,FRA,DF,Monaco,28,1993,23.8,32,1.35,25,3,1,1,2,0,4,0.17,3,1,0,0,0,0,Matches,FRA-L1,21-22
eab957a3,12,Anel Ahmedhodžić,BIH,DF,Bordeaux,22,1999,15.0,20,1.33,16,1,0,2,0,1,2,0.13,2,0,0,0,0,0,Matches,FRA-L1,21-22
48b28bfd,13,Jean-Eudes Aholou,CIV,MF,Strasbourg,27,1994,11.2,23,2.06,19,0,1,1,1,1,3,0.27,3,0,0,0,0,0,Matches,FRA-L1,21-22
462475ed,14,Ludovic Ajorque,FRA,FW,Strasbourg,27,1994,30.4,84,2.76,63,0,2,9,9,1,10,0.33,6,0,0,2,2,0,Matches,FRA-L1,21-22
b625b241,15,Maghnes Akliouche,FRA,"MF,FW",Monaco,19,2002,0.6,1,1.67,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,21-22
5314e067,16,Sofiane Alakouch,MAR,"DF,MF",Metz,23,1998,1.8,4,2.28,2,0,0,0,2,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,21-22
3d738df0,17,Josué Albert,GUF,DF,Clermont Foot,29,1992,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,21-22
9e17ccff,18,Doğan Alemdar,TUR,GK,Rennes,18,2002,12.0,1,0.08,1,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches,FRA-L1,21-22
f8405304,19,Mohamed Ali Cho,FRA,FW,Angers,17,2004,20.4,42,2.06,23,0,11,2,5,1,7,0.34,4,0,0,2,1,0,Matches,FRA-L1,21-22
1956b948,20,Jim Allevinah,GAB,FW,Clermont Foot,26,1995,16.5,53,3.21,32,4,9,6,1,1,3,0.18,2,0,0,1,0,0,Matches,FRA-L1,21-22
9260926b,21,Ibrahim Amadou,FRA,"DF,MF",Metz,28,1993,9.0,9,1.0,8,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,21-22
22721b88,22,Jordan Amavi,FRA,DF,Nice,27,1994,4.6,6,1.31,4,0,0,0,2,0,1,0.22,0,0,0,0,1,0,Matches,FRA-L1,21-22
22721b88,23,Jordan Amavi,FRA,"DF,FW",Marseille,27,1994,1.4,2,1.41,2,0,0,0,0,0,1,0.7,1,0,0,0,0,0,Matches,FRA-L1,21-22
ef9c1c95,24,Benjamin André,FRA,MF,Lille,30,1990,30.6,56,1.83,46,2,2,3,1,2,5,0.16,4,0,0,1,0,0,Matches,FRA-L1,21-22
a5db0bec,25,Houssem Aouar,ALG,"MF,FW",Lyon,23,1998,27.8,101,3.63,77,3,6,9,4,2,6,0.22,5,0,0,1,0,0,Matches,FRA-L1,21-22
b94b8be1,26,Adil Aouchiche,FRA,"MF,FW",Saint-Étienne,19,2002,12.0,38,3.17,21,10,1,1,5,0,5,0.42,3,2,0,0,0,0,Matches,FRA-L1,21-22
feb5d3ab,27,Dennis Appiah,FRA,DF,Nantes,29,1992,23.3,15,0.64,13,1,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,21-22
b026bbf6,28,Lorenz Assignon,TOG,DF,Rennes,21,2000,6.8,18,2.63,13,0,0,3,2,0,1,0.15,1,0,0,0,0,0,Matches,FRA-L1,21-22
6a827d8e,29,Youcef Atal,ALG,DF,Nice,25,1996,12.7,31,2.45,22,0,3,1,4,1,3,0.24,2,0,0,0,1,0,Matches,FRA-L1,21-22
97bfa797,30,Jean-Kévin Augustin,FRA,"FW,MF",Nantes,24,1997,0.9,1,1.07,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,21-22
eaf71a5e,31,Karim Azamoum,FRA,DF,Troyes,31,1990,4.3,1,0.23,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,21-22
114bbdee,32,Loïc Bade,FRA,DF,Rennes,21,2000,10.9,5,0.46,3,0,0,2,0,0,1,0.09,0,0,0,1,0,0,Matches,FRA-L1,21-22
06df8256,33,Benoît Badiashile,FRA,DF,Monaco,20,2001,20.4,15,0.73,11,0,0,3,0,1,1,0.05,0,0,0,1,0,0,Matches,FRA-L1,21-22
6a2b9aee,34,Youssouph Badji,SEN,"FW,MF",Brest,19,2001,1.5,3,1.99,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,21-22
5046b7d4,35,Stéphane Bahoken,CMR,FW,Angers,29,1992,12.2,15,1.23,13,0,0,1,1,0,1,0.08,1,0,0,0,0,0,Matches,FRA-L1,21-22
5065d67d,36,Dénys Bain,FRA,DF,Brest,28,1993,2.0,1,0.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,21-22
be13e5a8,37,Stefan Bajic,FRA,GK,Saint-Étienne,19,2001,5.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,21-22
0af4dcf0,38,Cédric Bakambu,COD,FW,Marseille,30,1991,4.0,13,3.3,11,0,1,1,0,0,3,0.76,3,0,0,0,0,0,Matches,FRA-L1,21-22
ee95585f,39,Abdoulaye Bakayoko,FRA,DF,Saint-Étienne,18,2002,3.4,3,0.88,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,21-22
2b5a35e5,40,Dilane Bakwa,FRA,"FW,MF",Bordeaux,18,2002,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,21-22
