id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,league,season
774cf58b,1,Max Aarons,ENG,DF,Norwich City,21,2000,32.0,46,1.44,34,3,2,3,3,1,3,0.09,3,0,0,0,0,0,Matches,ENG-EPL,21-22
f2bf1b0f,2,Che Adams,SCO,FW,Southampton,25,1996,22.7,51,2.25,32,0,2,4,11,2,5,0.22,3,0,1,0,0,1,Matches,ENG-EPL,21-22
9b398aea,3,Rayan Aït-Nouri,ALG,"DF,MF",Wolves,20,2001,20.3,45,2.22,30,8,4,0,2,1,6,0.3,4,1,0,0,1,0,Matches,ENG-EPL,21-22
a8c0acb7,4,Kristoffer Ajer,NOR,DF,Brentford,23,1998,22.2,33,1.5,22,6,2,1,1,1,7,0.32,3,1,2,0,1,0,Matches,ENG-EPL,21-22
eaeca114,5,Nathan Aké,NED,DF,Manchester City,26,1995,10.3,5,0.49,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,ENG-EPL,21-22
b827d5b3,6,Marc Albrighton,ENG,"FW,DF",Leicester City,31,1989,12.6,19,1.51,12,4,0,0,3,0,2,0.16,2,0,0,0,0,0,Matches,ENG-EPL,21-22
77e84962,7,Thiago Alcántara,ESP,MF,Liverpool,30,1991,17.0,67,3.93,57,0,1,7,1,1,6,0.35,6,0,0,0,0,0,Matches,ENG-EPL,21-22
cd1acf9d,8,Trent Alexander-Arnold,ENG,DF,Liverpool,22,1998,31.7,160,5.05,96,53,3,7,1,0,18,0.57,13,4,0,1,0,0,Matches,ENG-EPL,21-22
7a2e46a8,9,Alisson,BRA,GK,Liverpool,28,1992,36.0,2,0.06,2,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches,ENG-EPL,21-22
