id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 25_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,league,season
7f9c5d2d,1,Abner,BRA,DF,Betis,22,2000,6.7,0,5,1,20.0,0.74,0.15,0.0,0.0,13.6,0,0,0,1.7,1.7,0.34,-1.7,-1.7,Matches,ESP-LALIGA,22-23
be6faae0,2,Álvaro Aceves,ESP,GK,Valladolid,19,2003,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ESP-LALIGA,22-23
81442ecb,3,Marcos Acuña,ARG,DF,Sevilla,30,1991,21.2,3,21,5,23.8,0.99,0.24,0.14,0.6,25.6,1,0,0,1.2,1.2,0.06,1.8,1.8,Matches,ESP-LALIGA,22-23
a2c1a8d3,4,Julen Agirrezabala,ESP,GK,Athletic Club,21,2000,7.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ESP-LALIGA,22-23
014aa7bd,5,Álvaro Aguado,ESP,MF,Valladolid,26,1996,21.0,1,20,6,30.0,0.95,0.29,0.05,0.17,24.6,1,0,0,1.0,1.0,0.05,0.0,0.0,Matches,ESP-LALIGA,22-23
18abe173,6,Joseph Aidoo,GHA,DF,Celta Vigo,26,1995,34.7,3,14,3,21.4,0.4,0.09,0.21,1.0,13.2,0,0,0,1.0,1.0,0.07,2.0,2.0,Matches,ESP-LALIGA,22-23
06efa9dc,7,Sergio Akieme,ESP,DF,Almería,24,1997,25.5,1,23,7,30.4,0.9,0.27,0.04,0.14,20.2,0,0,0,1.5,1.5,0.07,-0.5,-0.5,Matches,ESP-LALIGA,22-23
733aab44,8,Babatunde Akinsola,NGA,FW,Valladolid,19,2003,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ESP-LALIGA,22-23
31f5b89b,9,Paul Akouokou,CIV,"MF,DF",Betis,24,1997,5.0,0,3,1,33.3,0.6,0.2,0.0,0.0,19.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,ESP-LALIGA,22-23
05439de2,10,David Alaba,AUT,DF,Real Madrid,30,1992,20.4,1,14,3,21.4,0.69,0.15,0.07,0.33,19.8,5,0,0,0.8,0.8,0.06,0.2,0.2,Matches,ESP-LALIGA,22-23
455c26a4,11,Ángel Alarcón,ESP,FW,Barcelona,18,2004,0.3,0,1,1,100.0,3.6,3.6,0.0,0.0,,,0,0,,,,,,Matches,ESP-LALIGA,22-23
99ea2ddd,12,Tomás Alarcón,CHI,MF,Cádiz,23,1999,2.5,0,2,1,50.0,0.81,0.4,0.0,0.0,36.4,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,ESP-LALIGA,22-23
4601e194,13,Jordi Alba,ESP,DF,Barcelona,33,1989,15.8,2,13,4,30.8,0.82,0.25,0.15,0.5,23.3,0,0,0,0.8,0.8,0.06,1.2,1.2,Matches,ESP-LALIGA,22-23
4bd414c1,14,Raúl Albiol,ESP,DF,Villarreal,36,1985,23.5,0,2,1,50.0,0.08,0.04,0.0,0.0,25.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,ESP-LALIGA,22-23
036bba5f,15,Rubén Alcaraz,ESP,MF,Cádiz,31,1991,22.7,3,31,4,12.9,1.37,0.18,0.03,0.25,23.5,3,2,3,4.0,1.6,0.05,-1.0,-0.6,Matches,ESP-LALIGA,22-23
bb08bce9,16,Omar Alderete,PAR,DF,Getafe,25,1996,22.7,1,17,8,47.1,0.75,0.35,0.06,0.13,17.6,0,0,0,0.6,0.6,0.04,0.4,0.4,Matches,ESP-LALIGA,22-23
3d7e48ce,17,Iván Alejo,ESP,"MF,FW",Cádiz,27,1995,14.6,0,23,6,26.1,1.58,0.41,0.0,0.0,21.3,0,0,0,1.2,1.2,0.05,-1.2,-1.2,Matches,ESP-LALIGA,22-23
6c811eb7,18,Carles Aleñá,ESP,"MF,FW",Getafe,24,1998,23.5,2,33,10,30.3,1.4,0.42,0.06,0.2,22.3,0,0,0,2.3,2.3,0.07,-0.3,-0.3,Matches,ESP-LALIGA,22-23
b907d169,19,Alejandro Alfaro,ESP,MF,Elche,20,2002,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ESP-LALIGA,22-23
acc1aefa,20,Ángel Algobia,ESP,MF,Getafe,23,1999,12.6,0,7,1,14.3,0.55,0.08,0.0,0.0,24.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,ESP-LALIGA,22-23
f8405304,21,Mohamed Ali Cho,FRA,"FW,MF",Real Sociedad,18,2004,6.5,1,23,12,52.2,3.53,1.84,0.04,0.08,18.3,0,0,0,1.8,1.8,0.08,-0.8,-0.8,Matches,ESP-LALIGA,22-23
e6697917,22,Domingos André Ribeiro Almeida,POR,MF,Valencia,22,2000,28.2,2,23,8,34.8,0.82,0.28,0.09,0.25,22.7,3,0,0,1.4,1.4,0.06,0.6,0.6,Matches,ESP-LALIGA,22-23
f4290206,23,Marcos Alonso,ESP,DF,Barcelona,31,1990,13.0,1,6,2,33.3,0.46,0.15,0.17,0.5,12.0,0,0,0,0.9,0.9,0.15,0.1,0.1,Matches,ESP-LALIGA,22-23
56bcaaa0,24,Carlos Álvarez,ESP,MF,Sevilla,18,2003,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ESP-LALIGA,22-23
852ddfb8,25,Gastón Álvarez,URU,DF,Getafe,22,2000,16.7,2,5,2,40.0,0.3,0.12,0.4,1.0,16.9,0,0,0,0.5,0.5,0.11,1.5,1.5,Matches,ESP-LALIGA,22-23
3ecc11d8,26,Yeray Álvarez,ESP,DF,Athletic Club,27,1995,25.9,1,8,1,12.5,0.31,0.04,0.13,1.0,16.0,0,0,0,0.8,0.8,0.1,0.2,0.2,Matches,ESP-LALIGA,22-23
00eba9c9,27,Selim Amallah,MAR,"MF,FW",Valladolid,25,1996,3.0,2,5,2,40.0,1.69,0.67,0.4,1.0,19.2,1,0,0,0.9,0.9,0.17,1.1,1.1,Matches,ESP-LALIGA,22-23
f3b1d9a2,28,Amath,SEN,"MF,FW",Mallorca,26,1996,13.6,2,23,7,30.4,1.69,0.51,0.09,0.29,14.0,0,0,0,2.7,2.7,0.12,-0.7,-0.7,Matches,ESP-LALIGA,22-23
22721b88,29,Jordan Amavi,FRA,DF,Getafe,28,1994,2.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ESP-LALIGA,22-23
ae86d473,30,Marcos André,BRA,"FW,MF",Valencia,25,1996,5.0,1,17,2,11.8,3.42,0.4,0.06,0.5,14.6,0,0,0,1.5,1.3,0.08,-0.5,-0.3,Matches,ESP-LALIGA,22-23
fdd26d71,31,Fabrizio Angileri,ARG,DF,Getafe,28,1994,6.5,0,3,0,0.0,0.46,0.0,0.0,,23.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,ESP-LALIGA,22-23
4a5f2032,32,Josep Antoni Gayá,ESP,"DF,MF",Mallorca,22,2000,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ESP-LALIGA,22-23
62a583ee,33,José Antonio,ESP,"MF,DF",Cádiz,18,2004,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ESP-LALIGA,22-23
c93231dc,34,Anuar,MAR,"MF,FW",Valladolid,27,1995,2.3,1,3,1,33.3,1.29,0.43,0.33,1.0,13.0,0,0,0,0.4,0.4,0.12,0.6,0.6,Matches,ESP-LALIGA,22-23
58afe001,35,Mauro Arambarri,URU,MF,Getafe,26,1995,11.0,0,8,0,0.0,0.73,0.0,0.0,,28.6,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,ESP-LALIGA,22-23
2bef2bca,36,Ronald Araújo,URU,DF,Barcelona,23,1999,20.0,0,18,1,5.6,0.9,0.05,0.0,0.0,13.1,0,0,0,2.1,2.1,0.12,-2.1,-2.1,Matches,ESP-LALIGA,22-23
a461f098,37,Adu Ares,ESP,"FW,MF",Athletic Club,20,2001,0.9,0,3,0,0.0,3.21,0.0,0.0,,21.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,ESP-LALIGA,22-23
1e465e70,38,Sergio Arribas,ESP,"MF,FW",Real Madrid,20,2001,0.2,0,1,0,0.0,4.74,0.0,0.0,,16.3,0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches,ESP-LALIGA,22-23
6091cf45,39,Roberto Arroyo,ESP,MF,Valladolid,18,2003,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ESP-LALIGA,22-23
5d133e96,40,Ricard Artero,ESP,"MF,FW",Girona,19,2003,1.5,0,4,1,25.0,2.71,0.68,0.0,0.0,11.8,0,0,0,0.5,0.5,0.13,-0.5,-0.5,Matches,ESP-LALIGA,22-23
759d8dd7,41,Santiago Arzamendia,PAR,"DF,MF",Cádiz,24,1998,5.4,0,4,2,50.0,0.75,0.37,0.0,0.0,20.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,ESP-LALIGA,22-23
9f0ea33f,42,Sergio Asenjo,ESP,GK,Valladolid,33,1989,10.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ESP-LALIGA,22-23
45af8a54,43,Marco Asensio,ESP,"FW,MF",Real Madrid,26,1996,16.0,9,58,24,41.4,3.62,1.5,0.16,0.38,21.5,5,0,1,6.3,5.5,0.1,2.7,3.5,Matches,ESP-LALIGA,22-23
7dcf86f6,44,Iago Aspas,ESP,FW,Celta Vigo,34,1987,31.9,12,75,29,38.7,2.35,0.91,0.13,0.34,19.5,7,2,3,11.0,8.7,0.12,1.0,1.3,Matches,ESP-LALIGA,22-23
d5dd5f1f,45,Pierre-Emerick Aubameyang,GAB,FW,Barcelona,33,1989,0.1,0,1,0,0.0,10.0,0.0,0.0,,12.4,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches,ESP-LALIGA,22-23
9fec8860,46,Ludwig Augustinsson,SWE,DF,Mallorca,28,1994,1.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ESP-LALIGA,22-23
253a06b9,47,Ezequiel Ávila,ARG,"FW,MF",Osasuna,28,1994,19.0,8,64,21,32.8,3.37,1.11,0.09,0.29,21.9,2,2,3,7.0,4.7,0.07,1.0,1.3,Matches,ESP-LALIGA,22-23
bfd381b3,48,Iddrisu Baba,GHA,"MF,DF",Mallorca,26,1996,18.9,0,12,2,16.7,0.63,0.11,0.0,0.0,24.0,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches,ESP-LALIGA,22-23
075fe5a3,49,Srđan Babić,SRB,DF,Almería,26,1996,33.3,3,9,5,55.6,0.27,0.15,0.33,0.6,10.1,0,0,0,1.2,1.2,0.13,1.8,1.8,Matches,ESP-LALIGA,22-23
114bbdee,50,Loïc Bade,FRA,DF,Sevilla,22,2000,16.1,1,4,2,50.0,0.25,0.12,0.25,0.5,7.8,0,0,0,0.3,0.3,0.07,0.7,0.7,Matches,ESP-LALIGA,22-23
e4346678,51,Édgar Badía,ESP,GK,Elche,30,1992,36.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ESP-LALIGA,22-23
518f2234,52,Alex Baena,ESP,"MF,FW",Villarreal,21,2001,21.6,6,62,22,35.5,2.87,1.02,0.1,0.27,22.6,3,0,0,3.9,3.9,0.06,2.1,2.1,Matches,ESP-LALIGA,22-23
5ccc9672,53,Alejandro Balde,ESP,DF,Barcelona,18,2003,27.5,1,19,4,21.1,0.69,0.15,0.05,0.25,17.9,0,0,0,1.9,1.9,0.1,-0.9,-0.9,Matches,ESP-LALIGA,22-23
1fe67e86,54,Mikel Balenziaga,ESP,DF,Athletic Club,34,1988,1.3,0,1,0,0.0,0.78,0.0,0.0,,24.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,ESP-LALIGA,22-23
cee88597,55,Iván Balliu,ALB,DF,Rayo Vallecano,30,1992,35.9,0,6,1,16.7,0.17,0.03,0.0,0.0,17.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,ESP-LALIGA,22-23
35f6db55,56,Léo Baptistão,BRA,"FW,MF",Almería,29,1992,19.2,5,45,16,35.6,2.35,0.83,0.11,0.31,14.9,0,0,0,4.9,4.9,0.11,0.1,0.1,Matches,ESP-LALIGA,22-23
