id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 33_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches,league,season
649b01d8,1,Emil Audero,ITA,GK,Sampdoria,21,1997,36.0,51,7,2,6,1,49.5,0.3,-0.5,-0.01,123,370,33.2,860,181,25.9,28.7,297,49.5,39.1,587,25,4.3,48,1.33,15.0,Matches,ITA-SERIA_A,18-19
0acda699,2,Francesco Bardi,ITA,GK,Frosinone,26,1992,3.0,5,0,1,0,0,3.8,0.32,-1.2,-0.41,13,40,32.5,59,15,49.2,36.1,15,73.3,50.9,34,3,8.8,0,0.0,7.0,Matches,ITA-SERIA_A,18-19
ee833569,3,Etrit Berisha,ALB,GK,Atalanta,29,1989,18.0,25,1,1,5,3,18.2,0.27,-3.8,-0.21,91,199,45.7,345,90,26.4,30.3,135,80.0,51.7,208,8,3.8,19,1.06,14.5,Matches,ITA-SERIA_A,18-19
806f7a26,4,Rafael Cabral,BRA,GK,Sampdoria,28,1990,2.0,0,0,0,0,0,0.2,0.1,0.2,0.1,11,24,45.8,45,8,35.6,34.7,14,57.1,45.0,19,0,0.0,1,0.5,16.5,Matches,ITA-SERIA_A,18-19
8cabdc1e,5,Andrea Consigli,ITA,GK,Sassuolo,31,1987,35.7,56,4,0,10,2,54.3,0.31,0.3,0.01,178,436,40.8,887,159,34.6,32.7,286,45.1,37.6,590,16,2.7,29,0.81,13.7,Matches,ITA-SERIA_A,18-19
f554e29b,6,Alessio Cragno,ITA,GK,Cagliari,24,1994,38.0,54,8,2,4,2,61.5,0.26,9.5,0.25,337,722,46.7,884,175,48.6,36.9,369,79.1,53.6,646,25,3.9,31,0.82,12.8,Matches,ITA-SERIA_A,18-19
08f5afaa,7,Gianluigi Donnarumma,ITA,GK,Milan,19,1999,34.3,31,3,1,5,1,34.8,0.25,4.8,0.14,146,305,47.9,873,203,20.6,27.5,300,41.7,36.5,546,15,2.7,22,0.64,12.8,Matches,ITA-SERIA_A,18-19
085e71a7,8,Bartłomiej Drągowski,POL,GK,Empoli,20,1997,14.0,24,3,0,3,0,25.7,0.23,1.7,0.12,57,198,28.8,333,91,35.7,34.3,153,51.6,45.2,237,10,4.2,22,1.57,14.7,Matches,ITA-SERIA_A,18-19
085e71a7,9,Bartłomiej Drągowski,POL,GK,Fiorentina,20,1997,2.5,2,0,0,0,0,2.1,0.27,0.1,0.05,20,52,38.5,74,10,47.3,38.1,31,54.8,42.4,29,0,0.0,1,0.4,9.9,Matches,ITA-SERIA_A,18-19
71dac2c2,10,Pierluigi Frattali,ITA,GK,Parma,32,1985,1.0,2,0,0,0,1,0.9,0.11,-0.1,-0.13,5,16,31.3,24,5,37.5,35.0,15,46.7,37.3,29,0,0.0,0,0.0,6.5,Matches,ITA-SERIA_A,18-19
f0f7f62f,11,Pierluigi Gollini,ITA,GK,Atalanta,23,1995,20.0,21,3,2,1,0,21.2,0.27,0.2,0.01,95,257,37.0,454,83,34.4,33.2,137,73.7,53.8,240,4,1.7,30,1.5,17.8,Matches,ITA-SERIA_A,18-19
cecbce23,12,Alfred Gomis,SEN,GK,SPAL,24,1993,19.2,27,1,0,7,0,23.0,0.3,-4.0,-0.21,113,286,39.5,531,121,38.8,34.0,151,53.0,42.9,263,7,2.7,10,0.52,12.1,Matches,ITA-SERIA_A,18-19
77e401c7,13,Guido Guerrieri,ITA,GK,Lazio,22,1996,1.0,3,0,0,1,0,2.0,0.5,-1.0,-1.0,2,8,25.0,26,8,15.4,27.3,9,44.4,40.7,16,0,0.0,2,2.0,16.0,Matches,ITA-SERIA_A,18-19
74419746,14,Samir Handanović,SVN,GK,Inter,34,1984,38.0,33,3,1,3,3,33.1,0.24,3.1,0.08,140,299,46.8,901,203,21.0,27.3,265,41.5,37.1,492,16,3.3,27,0.71,14.5,Matches,ITA-SERIA_A,18-19
514f0896,15,Salvador Ichazo,URU,GK,Torino,26,1992,2.8,2,1,0,1,0,2.6,0.18,0.6,0.22,24,55,43.6,60,9,55.0,41.5,27,81.5,49.9,43,1,2.3,1,0.36,12.0,Matches,ITA-SERIA_A,18-19
85ea4399,16,Jandrei,BRA,GK,Genoa,25,1993,1.0,1,0,0,1,0,0.9,0.34,-0.1,-0.09,12,23,52.2,26,3,69.2,44.2,6,83.3,54.0,10,0,0.0,1,1.0,25.0,Matches,ITA-SERIA_A,18-19
85b011bb,17,Orestis Karnezis,GRE,GK,Napoli,33,1985,9.0,7,1,0,0,0,8.1,0.26,1.1,0.13,28,99,28.3,182,38,33.5,32.4,63,60.3,46.6,109,4,3.7,6,0.67,14.1,Matches,ITA-SERIA_A,18-19
