id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,league,season
abf0cad0,1,Suleiman Abdullahi,NGA,"FW,MF",Union Berlin,22,1996,1.7,0,0,0,0,0,0,3,0.0,3,2,1,1,1,1,1,0,Matches,GER-BL1,19-20
565bf0da,2,David Abraham,ARG,DF,Eint Frankfurt,33,1986,18.8,21,14,16,4,1,15,32,46.9,17,27,11,16,25,46,61,1,Matches,GER-BL1,19-20
1c08a3c8,3,Amir Abrashi,ALB,MF,Freiburg,29,1990,7.4,16,8,7,8,1,10,19,52.6,9,18,3,15,7,23,16,2,Matches,GER-BL1,19-20
2b09d998,4,Tyler Adams,USA,"MF,DF",RB Leipzig,20,1999,10.6,22,15,13,8,1,12,25,48.0,13,16,1,15,14,36,14,0,Matches,GER-BL1,19-20
22919e97,5,Sargis Adamyan,ARM,"FW,MF",Hoffenheim,26,1993,8.3,11,7,3,6,2,3,21,14.3,18,8,1,7,2,13,4,0,Matches,GER-BL1,19-20
89ac64a6,6,Manuel Akanji,SUI,DF,Dortmund,24,1995,25.7,38,21,23,14,1,12,20,60.0,8,20,11,9,30,68,61,2,Matches,GER-BL1,19-20
6ec6fde0,7,Kevin Akpoguma,NGA,DF,Hoffenheim,24,1995,12.7,24,16,20,4,0,13,24,54.2,11,21,11,10,13,37,48,0,Matches,GER-BL1,19-20
05439de2,8,David Alaba,AUT,DF,Bayern Munich,27,1992,27.8,30,17,14,15,1,16,25,64.0,9,19,10,9,29,59,40,0,Matches,GER-BL1,19-20
834d0be5,9,Lucas Alario,ARG,FW,Leverkusen,26,1992,13.0,6,3,0,4,2,1,8,12.5,7,12,2,10,1,7,9,0,Matches,GER-BL1,19-20
a7a9d95a,10,Paco Alcácer,ESP,FW,Dortmund,25,1993,5.9,2,2,0,2,0,1,5,20.0,4,4,1,3,2,4,3,0,Matches,GER-BL1,19-20
77e84962,11,Thiago Alcántara,ESP,MF,Bayern Munich,28,1991,19.7,45,26,17,23,5,12,33,36.4,21,12,3,9,45,90,13,1,Matches,GER-BL1,19-20
555d5edd,12,Nadiem Amiri,GER,"MF,FW",Leverkusen,22,1996,20.6,26,16,7,15,4,16,34,47.1,18,12,2,10,14,40,8,1,Matches,GER-BL1,19-20
10b9fa99,13,Ethan Ampadu,WAL,DF,RB Leipzig,18,2000,0.9,5,4,3,2,0,1,1,100.0,0,3,1,2,1,6,3,0,Matches,GER-BL1,19-20
e7199efb,14,Opoku Ampomah,GHA,"FW,MF",Düsseldorf,23,1996,5.6,9,4,3,4,2,3,12,25.0,9,3,0,3,4,13,5,0,Matches,GER-BL1,19-20
b4cf5806,15,Sebastian Andersson,SWE,FW,Union Berlin,28,1991,29.8,20,10,0,12,8,4,19,21.1,15,19,3,16,5,25,36,0,Matches,GER-BL1,19-20
e0b113a7,16,Robert Andrich,GER,MF,Union Berlin,24,1994,28.6,52,27,28,18,6,19,60,31.7,41,27,7,20,47,99,36,0,Matches,GER-BL1,19-20
30941e96,17,Angeliño,ESP,"DF,FW",RB Leipzig,22,1997,12.2,15,9,7,5,3,5,15,33.3,10,14,1,13,19,34,24,0,Matches,GER-BL1,19-20
0a3f6cde,18,Christopher Antwi-Adjei,GHA,"MF,FW",Paderborn 07,25,1994,27.4,25,16,13,9,3,9,33,27.3,24,29,2,27,15,40,14,0,Matches,GER-BL1,19-20
56413b1f,19,Charles Aránguiz,CHI,MF,Leverkusen,30,1989,23.5,56,37,19,29,8,27,74,36.5,47,27,6,21,22,78,21,1,Matches,GER-BL1,19-20
86e119e0,20,Maximilian Arnold,GER,MF,Wolfsburg,25,1994,31.3,42,24,15,23,4,16,62,25.8,46,25,6,19,25,67,35,0,Matches,GER-BL1,19-20
e26fcca3,21,Santiago Ascacíbar,ARG,MF,Hertha BSC,22,1997,7.0,26,13,15,11,0,11,28,39.3,17,13,2,11,16,42,13,0,Matches,GER-BL1,19-20
9fec8860,22,Ludwig Augustinsson,SWE,"DF,MF",Werder Bremen,25,1994,10.3,29,12,15,9,5,12,23,52.2,11,19,5,14,10,39,29,0,Matches,GER-BL1,19-20
e5478b87,23,Taiwo Awoniyi,NGA,"FW,MF",Mainz 05,21,1997,5.4,2,0,0,2,0,0,4,0.0,4,4,2,2,2,4,3,0,Matches,GER-BL1,19-20
2200181e,24,Kaan Ayhan,TUR,DF,Düsseldorf,24,1994,30.3,38,25,26,11,1,20,37,54.1,17,28,15,13,45,83,72,1,Matches,GER-BL1,19-20
3489184e,25,Matthias Bader,GER,DF,Köln,22,1997,0.1,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,1,0,Matches,GER-BL1,19-20
f261abcb,26,Daniel Baier,GER,MF,Augsburg,35,1984,21.6,33,17,14,14,5,15,43,34.9,28,19,7,12,58,91,27,0,Matches,GER-BL1,19-20
3a233281,27,Leon Bailey,JAM,"FW,MF",Leverkusen,21,1997,12.1,6,3,1,5,0,6,16,37.5,10,9,0,9,8,14,3,0,Matches,GER-BL1,19-20
1b278bf5,28,Lewis Baker,ENG,MF,Düsseldorf,24,1995,6.1,8,5,6,2,0,2,10,20.0,8,5,2,3,2,10,5,0,Matches,GER-BL1,19-20
442b56fa,29,Ridle Baku,GER,"DF,MF",Mainz 05,21,1998,26.1,54,31,25,22,7,26,53,49.1,27,45,7,38,42,96,57,0,Matches,GER-BL1,19-20
7c3ed041,30,Leonardo Balerdi,ARG,"DF,MF",Dortmund,20,1999,1.5,2,1,1,1,0,2,2,100.0,0,0,0,0,4,6,3,0,Matches,GER-BL1,19-20
3f7cd8f1,31,Philipp Bargfrede,GER,MF,Werder Bremen,30,1989,6.5,15,12,8,5,2,6,23,26.1,17,8,2,6,16,31,15,0,Matches,GER-BL1,19-20
a2a85828,32,Aymen Barkok,MAR,"FW,MF",Düsseldorf,21,1998,0.9,1,1,0,0,1,0,2,0.0,2,2,0,2,3,4,1,0,Matches,GER-BL1,19-20
00242b75,33,Leandro Barreiro Martins,LUX,MF,Mainz 05,19,2000,10.4,38,21,16,19,3,14,29,48.3,15,18,3,15,9,47,18,1,Matches,GER-BL1,19-20
acc7b7ec,34,Fin Bartels,GER,"MF,FW",Werder Bremen,32,1987,3.8,9,5,4,4,1,3,12,25.0,9,3,1,2,1,10,1,0,Matches,GER-BL1,19-20
b7828a08,35,Oliver Batista-Meier,GER,MF,Bayern Munich,18,2001,0.1,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,Matches,GER-BL1,19-20
47064058,36,Oliver Baumann,GER,GK,Hoffenheim,29,1990,30.0,0,0,0,0,0,0,0,,0,1,0,1,3,3,15,0,Matches,GER-BL1,19-20
69374ff5,37,Julian Baumgartlinger,AUT,MF,Leverkusen,31,1988,19.9,42,21,15,21,6,18,42,42.9,24,37,4,33,20,62,16,1,Matches,GER-BL1,19-20
437f2b00,38,Christoph Baumgartner,AUT,"MF,FW",Hoffenheim,19,1999,16.6,32,17,15,16,1,10,37,27.0,27,25,1,24,8,40,13,0,Matches,GER-BL1,19-20
fbbc8e15,39,Noah Joel Sarenren Bazee,NGA,FW,Augsburg,22,1996,4.2,4,3,0,4,0,1,4,25.0,3,2,1,1,5,9,4,0,Matches,GER-BL1,19-20
a53b661f,40,Ihlas Bebou,TOG,"FW,MF",Hoffenheim,25,1994,23.4,27,15,9,13,5,8,23,34.8,15,25,4,21,11,38,25,0,Matches,GER-BL1,19-20
8eb55dbb,41,Sheraldo Becker,SUR,"MF,FW",Union Berlin,24,1995,6.0,2,1,2,0,0,1,3,33.3,2,1,0,1,0,2,1,0,Matches,GER-BL1,19-20
543ddcaf,42,Timo Becker,GER,"DF,MF",Schalke 04,22,1997,3.7,10,9,3,6,1,5,9,55.6,4,6,1,5,3,13,8,0,Matches,GER-BL1,19-20
5db45ee5,43,Maximilian Beier,GER,FW,Hoffenheim,16,2002,1.2,5,2,0,1,4,1,2,50.0,1,2,0,2,0,5,0,0,Matches,GER-BL1,19-20
ff182fdc,44,Ishak Belfodil,ALG,"FW,MF",Hoffenheim,27,1992,3.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,Matches,GER-BL1,19-20
bee0bab1,45,Karim Bellarabi,GER,"FW,DF",Leverkusen,29,1990,15.8,19,11,9,7,3,9,28,32.1,19,16,0,16,10,29,4,0,Matches,GER-BL1,19-20
c50281a0,46,Lars Bender,GER,"DF,MF",Leverkusen,30,1989,15.3,42,26,17,20,5,19,38,50.0,19,32,6,26,24,66,30,0,Matches,GER-BL1,19-20
070ec0b1,47,Sven Bender,GER,DF,Leverkusen,30,1989,30.3,53,34,29,17,7,23,48,47.9,25,42,13,29,67,120,88,2,Matches,GER-BL1,19-20
fe888e39,48,László Bénes,SVK,MF,Gladbach,21,1997,10.0,15,8,3,5,7,6,19,31.6,13,6,2,4,8,23,3,1,Matches,GER-BL1,19-20
f4c7c708,49,Keanan Bennetts,ENG,MF,Gladbach,20,1999,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches,GER-BL1,19-20
378825c7,50,Ramy Bensebaini,ALG,DF,Gladbach,24,1995,16.1,33,17,17,12,4,18,31,58.1,13,24,4,20,38,71,49,0,Matches,GER-BL1,19-20
d5575935,51,Valon Berisha,KVX,MF,Düsseldorf,26,1993,10.5,14,9,3,8,3,6,21,28.6,15,4,1,3,9,23,8,0,Matches,GER-BL1,19-20
9af1f9ff,52,Jordan Beyer,GER,DF,Gladbach,19,2000,1.2,3,1,3,0,0,0,1,0.0,1,4,2,2,1,4,4,0,Matches,GER-BL1,19-20
7aac47fe,53,Ermin Bičakčić,BIH,DF,Hoffenheim,29,1990,13.1,7,3,5,2,0,4,11,36.4,7,14,8,6,25,32,64,2,Matches,GER-BL1,19-20
dc62fbee,54,Leonardo Bittencourt,GER,MF,Hoffenheim,25,1993,0.0,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,Matches,GER-BL1,19-20
dc62fbee,55,Leonardo Bittencourt,GER,"FW,MF",Werder Bremen,25,1993,21.0,52,28,23,18,11,9,51,17.6,42,20,3,17,12,64,14,0,Matches,GER-BL1,19-20
2db2fd7b,56,Jérôme Boateng,GER,DF,Bayern Munich,30,1988,20.0,21,14,9,12,0,11,22,50.0,11,15,11,4,33,54,58,1,Matches,GER-BL1,19-20
bb8a42fa,57,Adam Bodzek,GER,MF,Düsseldorf,33,1985,22.4,42,26,21,20,1,14,46,30.4,32,34,11,23,25,67,39,0,Matches,GER-BL1,19-20
635f2732,58,Jean-Paul Boëtius,NED,MF,Mainz 05,25,1994,25.2,63,33,21,31,11,20,57,35.1,37,38,1,37,26,89,6,0,Matches,GER-BL1,19-20
1fda91b3,59,Melayro Bogarde,NED,DF,Hoffenheim,17,2002,0.6,2,1,2,0,0,2,2,100.0,0,0,0,0,0,2,3,0,Matches,GER-BL1,19-20
78b9e99c,60,Dennis Borkowski,GER,FW,RB Leipzig,17,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,GER-BL1,19-20
d728acae,61,Robin Bormuth,GER,DF,Düsseldorf,23,1995,2.0,2,1,2,0,0,2,3,66.7,1,6,5,1,0,2,12,0,Matches,GER-BL1,19-20
01834aa0,62,Sebastiaan Bornauw,BEL,DF,Köln,20,1999,27.2,37,24,24,12,1,20,39,51.3,19,32,12,20,42,79,99,0,Matches,GER-BL1,19-20
b4d90315,63,Brandon Borrello,AUS,"MF,FW",Freiburg,24,1995,3.3,10,4,6,4,0,4,10,40.0,6,7,1,6,1,11,1,0,Matches,GER-BL1,19-20
541127d5,64,Nassim Boujellab,MAR,"MF,FW",Schalke 04,20,1999,4.7,12,10,5,4,3,5,14,35.7,9,8,1,7,7,19,5,0,Matches,GER-BL1,19-20
7c473e12,65,Dedryck Boyata,BEL,DF,Hertha BSC,28,1990,27.1,24,18,17,5,2,4,12,33.3,8,39,32,7,62,86,158,1,Matches,GER-BL1,19-20
b797f558,66,Can Bozdogan,GER,MF,Schalke 04,18,2001,2.6,8,6,5,3,0,3,12,25.0,9,2,0,2,2,10,2,0,Matches,GER-BL1,19-20
a167537f,67,Julian Brandt,GER,"MF,FW",Dortmund,23,1996,24.5,48,33,15,21,12,25,55,45.5,30,35,2,33,16,64,10,1,Matches,GER-BL1,19-20
d4a2533d,68,Josip Brekalo,CRO,"MF,FW",Wolfsburg,21,1998,18.6,18,8,5,6,7,5,23,21.7,18,26,0,26,16,34,4,0,Matches,GER-BL1,19-20
e27da244,69,John Brooks,USA,DF,Wolfsburg,26,1993,24.7,38,27,27,9,2,24,49,49.0,25,31,12,19,41,79,93,0,Matches,GER-BL1,19-20
a7813ac4,70,Daniel Brosinski,GER,DF,Mainz 05,31,1988,19.0,40,27,13,23,4,15,34,44.1,19,16,2,14,14,54,58,0,Matches,GER-BL1,19-20
fbffc4b1,71,Jeffrey Bruma,NED,DF,Wolfsburg,27,1991,9.0,9,5,4,5,0,7,13,53.8,6,6,3,3,13,22,51,1,Matches,GER-BL1,19-20
fbffc4b1,72,Jeffrey Bruma,NED,DF,Mainz 05,27,1991,7.5,12,8,8,4,0,4,6,66.7,2,11,5,6,6,18,34,1,Matches,GER-BL1,19-20
4e204552,73,Jacob Bruun Larsen,DEN,"FW,MF",Hoffenheim,20,1998,4.3,3,2,3,0,0,3,8,37.5,5,3,0,3,3,6,1,0,Matches,GER-BL1,19-20
4e204552,74,Jacob Bruun Larsen,DEN,FW,Dortmund,20,1998,0.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,GER-BL1,19-20
ab5b7dc1,75,Marius Bülter,GER,"MF,FW",Union Berlin,26,1993,25.8,38,22,19,13,6,17,54,31.5,37,37,3,34,11,49,20,1,Matches,GER-BL1,19-20
2bcc6d52,76,Guido Burgstaller,AUT,FW,Schalke 04,30,1989,13.7,7,3,0,5,2,4,15,26.7,11,12,3,9,4,11,10,0,Matches,GER-BL1,19-20
05f99a4a,77,Jonathan Burkardt,GER,"FW,MF",Mainz 05,19,2000,2.8,9,4,2,5,2,3,8,37.5,5,6,1,5,0,9,1,0,Matches,GER-BL1,19-20
9d12e142,78,Roman Bürki,SUI,GK,Dortmund,28,1990,30.8,2,2,2,0,0,2,3,66.7,1,1,0,1,2,4,13,1,Matches,GER-BL1,19-20
d1273f09,79,Daniel Caligiuri,ITA,"MF,FW",Schalke 04,31,1988,25.5,58,37,18,25,15,27,74,36.5,47,67,6,61,25,83,39,0,Matches,GER-BL1,19-20
a65ce836,80,Emre Can,GER,"MF,DF",Dortmund,25,1994,10.6,19,12,11,7,1,5,12,41.7,7,14,6,8,19,38,15,0,Matches,GER-BL1,19-20
db401046,81,Koen Casteels,BEL,GK,Wolfsburg,27,1992,26.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,1,Matches,GER-BL1,19-20
b3b7f5a6,82,Timothy Chandler,USA,"DF,MF",Eint Frankfurt,29,1990,13.6,22,10,9,8,5,9,16,56.3,7,9,4,5,13,35,21,0,Matches,GER-BL1,19-20
7961f7aa,83,Kwon Chang-hoon,KOR,"MF,FW",Freiburg,25,1994,7.5,7,4,2,3,2,1,10,10.0,9,5,1,4,7,14,14,0,Matches,GER-BL1,19-20
c6608135,84,Darko Churlinov,MKD,MF,Köln,19,2000,0.2,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,0,0,Matches,GER-BL1,19-20
ecab64a0,85,Per Ciljan Skjelbred,NOR,MF,Hertha BSC,32,1987,18.1,50,30,18,29,3,17,41,41.5,24,14,3,11,23,73,17,0,Matches,GER-BL1,19-20
612cb8d3,86,Christian Clemens,GER,FW,Köln,27,1991,0.2,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,Matches,GER-BL1,19-20
33a95e0a,87,Jamilu Collins,NGA,DF,Paderborn 07,24,1994,29.6,69,43,44,21,4,37,62,59.7,25,53,19,34,70,139,91,1,Matches,GER-BL1,19-20
042e8a49,88,Kingsley Coman,FRA,"FW,MF",Bayern Munich,23,1996,16.7,19,11,6,7,6,12,27,44.4,15,9,0,9,4,23,3,0,Matches,GER-BL1,19-20
9f381d8b,89,Jhon Córdoba,COL,FW,Köln,26,1993,22.2,9,6,1,5,3,3,13,23.1,10,19,1,18,5,14,17,0,Matches,GER-BL1,19-20
229cd98a,90,Sergio Córdova,VEN,FW,Augsburg,21,1997,4.1,3,0,0,2,1,1,10,10.0,9,0,0,0,0,3,3,0,Matches,GER-BL1,19-20
5ddb8f9f,91,Danny da Costa,GER,"DF,FW",Eint Frankfurt,26,1993,15.4,26,17,14,8,4,6,16,37.5,10,16,1,15,15,41,26,0,Matches,GER-BL1,19-20
0ef89a37,92,Philippe Coutinho,BRA,"MF,FW",Bayern Munich,27,1992,15.7,21,15,1,13,7,2,13,15.4,11,9,2,7,6,27,0,0,Matches,GER-BL1,19-20
5722eced,93,Mickaël Cuisance,FRA,"MF,FW",Bayern Munich,19,1999,3.4,2,1,0,2,0,1,9,11.1,8,1,1,0,3,5,0,0,Matches,GER-BL1,19-20
dc62b55d,94,Matheus Cunha,BRA,"FW,MF",Hertha BSC,20,1999,8.3,10,5,6,4,0,4,11,36.4,7,11,1,10,10,20,1,0,Matches,GER-BL1,19-20
