Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,season,team,id
2023-09-30,12:30:00,Premier League,Matchweek 7,Sat,Home,W,6,1,Brighton,1.6,1.7,39,40636,John McGinn,4-2-3-1,4-2-3-1,Andy Madley,/en/matches/2df9a3a1/Aston-Villa-Brighton-and-Hove-Albion-September-30-2023-Premier-League,,23-24,Aston Villa,8602292d
2023-10-05,20:00:00,Conf Lg,Group stage,Thu,Home,W,1,0,Zrinjski Mostar,1.7,0.5,74,37327,John McGinn,4-4-2,5-4-1,Urs Schnyder,/en/matches/83cda6e4/Aston-Villa-Zrinjski-Mostar-October-5-2023-Europa-Conference-League,,23-24,Aston Villa,8602292d
2023-10-08,14:00:00,Premier League,Matchweek 8,Sun,Away,D,1,1,Wolves,1.6,1.7,53,31425,John McGinn,4-4-2,3-4-3,Robert Jones,/en/matches/3292ed35/Wolverhampton-Wanderers-Aston-Villa-October-8-2023-Premier-League,,23-24,Aston Villa,8602292d
2023-10-22,16:30:00,Premier League,Matchweek 9,Sun,Home,W,4,1,West Ham,1.9,1.1,58,41734,John McGinn,4-4-2,4-2-3-1,David Coote,/en/matches/7efcc598/Aston-Villa-West-Ham-United-October-22-2023-Premier-League,,23-24,Aston Villa,8602292d
2023-10-26,18:45:00,Conf Lg,Group stage,Thu,Away,W,4,1,AZ Alkmaar,1.2,0.5,52,16633,John McGinn,4-4-2,4-3-3,Sven Jablonski,/en/matches/7505cf4e/AZ-Alkmaar-Aston-Villa-October-26-2023-Europa-Conference-League,,23-24,Aston Villa,8602292d
2023-10-29,14:00:00,Premier League,Matchweek 10,Sun,Home,W,3,1,Luton Town,2.3,0.5,70,41785,John McGinn,4-4-2,3-4-3,John Brooks,/en/matches/ee677172/Aston-Villa-Luton-Town-October-29-2023-Premier-League,,23-24,Aston Villa,8602292d
2023-11-05,14:00:00,Premier League,Matchweek 11,Sun,Away,L,0,2,Nott'ham Forest,1.2,0.4,73,29313,John McGinn,4-4-2,4-3-3,Jarred Gillett,/en/matches/ac18f108/Nottingham-Forest-Aston-Villa-November-5-2023-Premier-League,,23-24,Aston Villa,8602292d
2023-11-09,20:00:00,Conf Lg,Group stage,Thu,Home,W,2,1,AZ Alkmaar,1.4,0.7,62,35156,John McGinn,4-2-3-1,4-3-3,Luís Godinho,/en/matches/41fb8ff8/Aston-Villa-AZ-Alkmaar-November-9-2023-Europa-Conference-League,,23-24,Aston Villa,8602292d
2023-11-12,14:00:00,Premier League,Matchweek 12,Sun,Home,W,3,1,Fulham,3.0,0.9,51,41608,John McGinn,4-2-2-2,4-2-3-1,Simon Hooper,/en/matches/d6a70a44/Aston-Villa-Fulham-November-12-2023-Premier-League,,23-24,Aston Villa,8602292d
2023-11-26,14:00:00,Premier League,Matchweek 13,Sun,Away,W,2,1,Tottenham,1.7,2.3,38,61679,John McGinn,4-4-2,4-2-3-1,Robert Jones,/en/matches/83db7754/Tottenham-Hotspur-Aston-Villa-November-26-2023-Premier-League,,23-24,Aston Villa,8602292d
2023-11-30,20:00:00,Conf Lg,Group stage,Thu,Home,W,2,1,Legia Warsaw,1.5,0.3,67,37866,John McGinn,4-4-2,3-4-3,Marco Di Bello,/en/matches/741753a0/Aston-Villa-Legia-Warsaw-November-30-2023-Europa-Conference-League,,23-24,Aston Villa,8602292d
2023-12-03,14:00:00,Premier League,Matchweek 14,Sun,Away,D,2,2,Bournemouth,0.7,2.0,62,11191,John McGinn,4-4-2,4-2-3-1,Thomas Bramall,/en/matches/19533403/Bournemouth-Aston-Villa-December-3-2023-Premier-League,,23-24,Aston Villa,8602292d
2023-12-06,20:15:00,Premier League,Matchweek 15,Wed,Home,W,1,0,Manchester City,2.3,0.6,46,41421,John McGinn,4-4-1-1,3-2-4-1,John Brooks,/en/matches/0ad90506/Aston-Villa-Manchester-City-December-6-2023-Premier-League,,23-24,Aston Villa,8602292d
2023-12-09,17:30:00,Premier League,Matchweek 16,Sat,Home,W,1,0,Arsenal,0.6,1.4,39,42000,John McGinn,4-4-1-1,4-3-3,Jarred Gillett,/en/matches/8cf29e50/Aston-Villa-Arsenal-December-9-2023-Premier-League,,23-24,Aston Villa,8602292d
2023-12-14,18:45:00,Conf Lg,Group stage,Thu,Away,D,1,1,Zrinjski Mostar,1.1,1.2,75,6610,Douglas Luiz,4-1-3-2,4-2-3-1,Balázs Berke,/en/matches/9812fa18/Zrinjski-Mostar-Aston-Villa-December-14-2023-Europa-Conference-League,,23-24,Aston Villa,8602292d
2023-12-17,14:00:00,Premier League,Matchweek 17,Sun,Away,W,2,1,Brentford,1.4,0.5,66,17034,John McGinn,3-5-2,3-5-2,David Coote,/en/matches/4a3af0ab/Brentford-Aston-Villa-December-17-2023-Premier-League,,23-24,Aston Villa,8602292d
2023-12-22,20:00:00,Premier League,Matchweek 18,Fri,Home,D,1,1,Sheffield Utd,0.9,0.6,77,41651,John McGinn,4-4-1-1,3-4-3,Anthony Taylor,/en/matches/37916998/Aston-Villa-Sheffield-United-December-22-2023-Premier-League,,23-24,Aston Villa,8602292d
2023-12-26,20:00:00,Premier League,Matchweek 19,Tue,Away,L,2,3,Manchester Utd,1.7,1.1,54,73574,John McGinn,4-2-3-1,4-2-3-1,Craig Pawson,/en/matches/83709fdf/Manchester-United-Aston-Villa-December-26-2023-Premier-League,,23-24,Aston Villa,8602292d
2023-12-30,15:00:00,Premier League,Matchweek 20,Sat,Home,W,3,2,Burnley,3.2,1.2,64,41613,John McGinn,4-4-1-1,4-4-2,Stuart Attwell,/en/matches/2828c5bc/Aston-Villa-Burnley-December-30-2023-Premier-League,,23-24,Aston Villa,8602292d
2024-01-06,17:30:00,FA Cup,Third round proper,Sat,Away,W,1,0,Middlesbrough,,,62,25022,John McGinn,4-2-3-1,4-2-3-1,Robert Jones,/en/matches/2da82552/Middlesbrough-Aston-Villa-January-6-2024-FA-Cup,,23-24,Aston Villa,8602292d
2024-01-14,14:00:00,Premier League,Matchweek 21,Sun,Away,D,0,0,Everton,1.2,1.1,68,39284,John McGinn,4-4-2,4-2-3-1,David Coote,/en/matches/1628c63e/Everton-Aston-Villa-January-14-2024-Premier-League,,23-24,Aston Villa,8602292d
2024-01-26,19:45:00,FA Cup,Fourth round proper,Fri,Away,D,0,0,Chelsea,,,43,39325,John McGinn,4-4-2,4-2-3-1,Robert Jones,/en/matches/fa2372eb/Chelsea-Aston-Villa-January-26-2024-FA-Cup,,23-24,Aston Villa,8602292d
2024-01-30,20:15:00,Premier League,Matchweek 22,Tue,Home,L,1,3,Newcastle Utd,1.4,2.6,61,42191,John McGinn,4-4-2,4-3-3,John Brooks,/en/matches/d8679e54/Aston-Villa-Newcastle-United-January-30-2024-Premier-League,,23-24,Aston Villa,8602292d
2024-02-03,17:30:00,Premier League,Matchweek 23,Sat,Away,W,5,0,Sheffield Utd,2.2,1.4,63,30187,John McGinn,4-2-3-1,5-4-1,Paul Tierney,/en/matches/b3e195c5/Sheffield-United-Aston-Villa-February-3-2024-Premier-League,,23-24,Aston Villa,8602292d
2024-02-07,20:00:00,FA Cup,Fourth round proper,Wed,Home,L,1,3,Chelsea,,,49,40013,John McGinn,4-2-3-1,4-2-3-1,Thomas Bramall,/en/matches/81408509/Aston-Villa-Chelsea-February-7-2024-FA-Cup,,23-24,Aston Villa,8602292d
2024-02-11,16:30:00,Premier League,Matchweek 24,Sun,Home,L,1,2,Manchester Utd,2.4,1.8,56,42185,John McGinn,4-2-3-1,4-2-3-1,Robert Jones,/en/matches/fd36479b/Aston-Villa-Manchester-United-February-11-2024-Premier-League,,23-24,Aston Villa,8602292d
2024-02-17,15:00:00,Premier League,Matchweek 25,Sat,Away,W,2,1,Fulham,1.5,1.5,48,24401,John McGinn,4-2-3-1,4-2-3-1,Lewis Smith,/en/matches/796ff9f0/Fulham-Aston-Villa-February-17-2024-Premier-League,,23-24,Aston Villa,8602292d
2024-02-24,15:00:00,Premier League,Matchweek 26,Sat,Home,W,4,2,Nott'ham Forest,3.6,2.6,58,42131,John McGinn,4-2-3-1,4-2-3-1,Samuel Barrott,/en/matches/f61fbe36/Aston-Villa-Nottingham-Forest-February-24-2024-Premier-League,,23-24,Aston Villa,8602292d
2024-03-02,17:30:00,Premier League,Matchweek 27,Sat,Away,W,3,2,Luton Town,1.9,1.8,54,11594,John McGinn,4-2-3-1,3-4-3,Michael Oliver,/en/matches/59f4adc0/Luton-Town-Aston-Villa-March-2-2024-Premier-League,,23-24,Aston Villa,8602292d
2024-03-07,18:45:00,Conf Lg,Round of 16,Thu,Away,D,0,0,Ajax,0.3,0.8,40,52197,Emiliano Martínez,4-4-2,3-4-3,Enea Jorgji,/en/matches/c388ac08/Ajax-Aston-Villa-March-7-2024-Europa-Conference-League,Leg 1 of 2,23-24,Aston Villa,8602292d
2024-03-10,13:00:00,Premier League,Matchweek 28,Sun,Home,L,0,4,Tottenham,0.8,1.5,32,42310,John McGinn,5-3-2,4-2-3-1,Chris Kavanagh,/en/matches/a32a7069/Aston-Villa-Tottenham-Hotspur-March-10-2024-Premier-League,,23-24,Aston Villa,8602292d
2024-03-14,20:00:00,Conf Lg,Round of 16,Thu,Home,W,4,0,Ajax,1.1,0.3,46,37916,John McGinn,4-4-2,3-4-3,Orel Grinfeeld,/en/matches/fec5a7ba/Aston-Villa-Ajax-March-14-2024-Europa-Conference-League,Leg 2 of 2; Aston Villa won,23-24,Aston Villa,8602292d
2024-03-17,14:00:00,Premier League,Matchweek 29,Sun,Away,D,1,1,West Ham,0.7,2.0,69,62461,Emiliano Martínez,4-4-2,4-2-3-1,Jarred Gillett,/en/matches/fc356c59/West-Ham-United-Aston-Villa-March-17-2024-Premier-League,,23-24,Aston Villa,8602292d
2024-03-30,17:30:00,Premier League,Matchweek 30,Sat,Home,W,2,0,Wolves,1.0,1.5,48,42640,Emiliano Martínez,4-4-2,3-4-3,Paul Tierney,/en/matches/5f218b76/Aston-Villa-Wolverhampton-Wanderers-March-30-2024-Premier-League,,23-24,Aston Villa,8602292d
2024-04-03,20:15:00,Premier League,Matchweek 31,Wed,Away,L,1,4,Manchester City,0.8,3.4,33,53422,Douglas Luiz,4-2-3-1,4-2-3-1,Darren England,/en/matches/ae3ba8e8/Manchester-City-Aston-Villa-April-3-2024-Premier-League,,23-24,Aston Villa,8602292d
2024-04-06,15:00:00,Premier League,Matchweek 32,Sat,Home,D,3,3,Brentford,1.5,1.5,69,42118,John McGinn,4-4-1-1,3-5-2,Michael Salisbury,/en/matches/e8f307a3/Aston-Villa-Brentford-April-6-2024-Premier-League,,23-24,Aston Villa,8602292d
2024-04-11,20:00:00,Conf Lg,Quarter-finals,Thu,Home,W,2,1,Lille,1.1,1.5,42,37220,John McGinn,4-4-1-1,4-2-3-1,Espen Eskås,/en/matches/0e3616a3/Aston-Villa-Lille-April-11-2024-Europa-Conference-League,Leg 1 of 2,23-24,Aston Villa,8602292d
2024-04-14,16:30:00,Premier League,Matchweek 33,Sun,Away,W,2,0,Arsenal,0.9,1.6,48,60350,John McGinn,4-2-3-1,4-3-3,David Coote,/en/matches/c1739ced/Arsenal-Aston-Villa-April-14-2024-Premier-League,,23-24,Aston Villa,8602292d
2024-04-18,18:45:00,Conf Lg,Quarter-finals,Thu,Away,L,1 (4),2 (3),Lille,1.2,1.4,48,47093,John McGinn,4-4-2,4-2-3-1,Ivan Kružliak,/en/matches/629eff75/Lille-Aston-Villa-April-18-2024-Europa-Conference-League,Leg 2 of 2; Aston Villa won; Aston Villa won on penalty kicks following extra time,23-24,Aston Villa,8602292d
2024-04-21,15:00:00,Premier League,Matchweek 34,Sun,Home,W,3,1,Bournemouth,2.4,1.8,56,42189,John McGinn,4-2-3-1,4-2-3-1,Tim Robinson,/en/matches/6236de96/Aston-Villa-Bournemouth-April-21-2024-Premier-League,,23-24,Aston Villa,8602292d
2024-04-27,20:00:00,Premier League,Matchweek 35,Sat,Home,D,2,2,Chelsea,1.1,1.6,29,42354,John McGinn,4-4-1-1,4-2-3-1,Craig Pawson,/en/matches/a88dc35f/Aston-Villa-Chelsea-April-27-2024-Premier-League,,23-24,Aston Villa,8602292d
2024-05-02,20:00:00,Conf Lg,Semi-finals,Thu,Home,L,2,4,Olympiacos,1.4,1.6,65,41220,John McGinn,4-2-3-1,4-2-3-1,Marco Guida,/en/matches/d1de5d05/Aston-Villa-Olympiacos-May-2-2024-Europa-Conference-League,Leg 1 of 2,23-24,Aston Villa,8602292d
2024-05-05,14:00:00,Premier League,Matchweek 36,Sun,Away,L,0,1,Brighton,0.1,2.5,48,31596,John McGinn,4-2-3-1,4-2-3-1,Robert Jones,/en/matches/5d5f6155/Brighton-and-Hove-Albion-Aston-Villa-May-5-2024-Premier-League,,23-24,Aston Villa,8602292d
2024-05-09,22:00:00,Conf Lg,Semi-finals,Thu,Away,L,0,2,Olympiacos,1.1,1.2,72,33000,John McGinn,5-4-1,4-2-3-1,Felix Zwayer,/en/matches/080e0b8a/Olympiacos-Aston-Villa-May-9-2024-Europa-Conference-League,Leg 2 of 2; Olympiacos won,23-24,Aston Villa,8602292d
2024-05-13,20:00:00,Premier League,Matchweek 37,Mon,Home,D,3,3,Liverpool,3.1,1.7,41,42241,John McGinn,4-2-3-1,4-3-3,Simon Hooper,/en/matches/72c0709d/Aston-Villa-Liverpool-May-13-2024-Premier-League,,23-24,Aston Villa,8602292d
2024-05-19,16:00:00,Premier League,Matchweek 38,Sun,Away,L,0,5,Crystal Palace,0.9,2.5,46,25191,John McGinn,4-4-2,3-4-3,Darren Bond,/en/matches/c975c7a6/Crystal-Palace-Aston-Villa-May-19-2024-Premier-League,,23-24,Aston Villa,8602292d
