id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 23_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches,league,season
bbe88396,1,Aly Abeid,MTN,DF,Levante,19,1997,0.9,38,30,8,0,0,0,2,8,0,0,0,0,29,0,2,Matches,ESP-LALIGA,17-18
65d62814,2,Antonio Adán,ESP,GK,Betis,30,1987,30.0,1256,911,344,91,0,1,0,0,0,0,0,0,868,1,1,Matches,ESP-LALIGA,17-18
5890cef1,3,Aday,ESP,DF,Girona,29,1987,20.4,1047,835,209,16,1,15,134,190,3,0,2,0,738,3,37,Matches,ESP-LALIGA,17-18
293211e1,4,Aritz Aduriz,ESP,FW,Athletic Club,36,1981,23.9,518,497,20,1,2,2,20,7,0,0,0,0,337,1,15,Matches,ESP-LALIGA,17-18
355c883a,5,Martin Agirregabiria,ESP,DF,Alavés,21,1996,20.3,884,658,226,10,2,3,50,216,0,0,0,0,634,0,31,Matches,ESP-LALIGA,17-18
c84c1afc,6,Imanol Agirretxe,ESP,FW,Real Sociedad,30,1987,2.6,60,56,3,0,1,0,1,0,0,0,0,0,38,1,2,Matches,ESP-LALIGA,17-18
8617e3d9,7,Matías Aguirregaray,URU,DF,Las Palmas,28,1989,12.8,698,546,148,22,2,4,19,126,0,0,0,0,519,4,16,Matches,ESP-LALIGA,17-18
c5eaff5c,8,Ager Aketxe,ESP,MF,Athletic Club,23,1993,0.4,42,37,5,2,0,0,7,0,3,2,1,0,32,0,1,Matches,ESP-LALIGA,17-18
7a4cd784,9,David Alba,ESP,DF,Getafe,18,1999,0.7,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches,ESP-LALIGA,17-18
4601e194,10,Jordi Alba,ESP,DF,Barcelona,28,1989,30.5,2418,2101,308,46,2,19,46,261,1,0,0,0,2074,9,55,Matches,ESP-LALIGA,17-18
348e4809,11,Raúl Albentosa,ESP,DF,La Coruña,28,1988,19.4,775,738,34,33,1,12,2,1,0,0,0,0,607,3,8,Matches,ESP-LALIGA,17-18
a7a9d95a,12,Paco Alcácer,ESP,"MF,FW",Barcelona,23,1993,7.7,234,224,8,0,3,0,6,3,3,2,0,1,188,2,5,Matches,ESP-LALIGA,17-18
ba71d071,13,Pedro Alcalá,ESP,DF,Girona,28,1989,7.7,295,279,13,13,0,18,4,0,0,0,0,0,208,3,3,Matches,ESP-LALIGA,17-18
a8599c17,14,Steve Aldo One,CMR,DF,La Coruña,22,1995,1.0,22,21,1,1,0,0,0,0,0,0,0,0,18,0,0,Matches,ESP-LALIGA,17-18
46166b49,15,Álex Alegría,ESP,FW,Levante,24,1992,7.0,164,144,19,0,1,0,2,0,0,0,0,0,111,1,6,Matches,ESP-LALIGA,17-18
3d7e48ce,16,Iván Alejo,ESP,"MF,FW",Eibar,22,1995,12.2,340,325,13,1,1,2,109,11,1,0,0,0,182,2,32,Matches,ESP-LALIGA,17-18
3e1858af,17,Alexander,ARG,"MF,FW",Leganés,28,1988,11.8,320,293,24,5,0,3,40,7,12,4,6,0,219,3,17,Matches,ESP-LALIGA,17-18
db0cd1ae,18,Alexis,ESP,DF,Alavés,31,1985,24.3,743,573,162,65,0,7,6,97,0,0,0,0,544,8,5,Matches,ESP-LALIGA,17-18
7e28d6f7,19,José Alonso Lara,ESP,MF,Sevilla,17,2000,0.1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches,ESP-LALIGA,17-18
8875b8c9,20,Sergio Álvarez,ESP,GK,Celta Vigo,30,1986,16.4,626,442,181,52,0,2,0,0,0,0,0,0,424,3,1,Matches,ESP-LALIGA,17-18
3ecc11d8,21,Yeray Álvarez,ESP,DF,Athletic Club,22,1995,7.5,468,431,35,26,0,8,1,9,0,0,0,0,385,2,1,Matches,ESP-LALIGA,17-18
12a875ce,22,Eloi Amagat,ESP,MF,Girona,32,1985,0.2,9,9,0,0,0,0,1,0,0,0,0,0,8,0,0,Matches,ESP-LALIGA,17-18
d70a2141,23,Jordi Amat,IDN,"DF,MF",Betis,25,1992,22.7,1609,1542,64,56,0,19,0,8,0,0,0,0,1444,3,15,Matches,ESP-LALIGA,17-18
f3b1d9a2,24,Amath,SEN,"MF,FW",Getafe,21,1996,31.8,596,578,9,1,3,7,21,7,0,0,0,0,390,9,29,Matches,ESP-LALIGA,17-18
7c2a398c,25,Nordin Amrabat,MAR,"FW,MF",Leganés,30,1987,18.0,481,450,24,0,5,3,61,13,2,1,0,0,296,7,23,Matches,ESP-LALIGA,17-18
983ccabe,26,Jon Ander Serantes,ESP,GK,Leganés,27,1989,1.0,33,18,15,7,0,0,0,0,0,0,0,0,12,0,0,Matches,ESP-LALIGA,17-18
dc008610,27,Florin Andone,ROU,FW,La Coruña,24,1993,18.2,308,271,35,0,0,0,17,2,0,0,0,0,188,2,20,Matches,ESP-LALIGA,17-18
b35db3f6,28,Miguel Ángel Guerrero,ESP,FW,Leganés,27,1990,16.0,374,336,35,0,1,2,1,0,0,0,0,0,283,3,5,Matches,ESP-LALIGA,17-18
3024e383,29,José Ángel,ESP,DF,Eibar,27,1989,27.0,1645,1223,411,66,0,33,226,304,41,5,36,0,1003,11,57,Matches,ESP-LALIGA,17-18
011d8c56,30,Miguel Ángel Moyá,ESP,GK,Real Sociedad,33,1984,8.5,361,267,94,24,0,2,0,0,0,0,0,0,274,0,0,Matches,ESP-LALIGA,17-18
56cafd0a,31,Miguel Ángel Rubio,ESP,DF,Getafe,19,1998,0.3,10,10,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches,ESP-LALIGA,17-18
3e4f735d,32,Vitorino Antunes,POR,DF,Getafe,30,1987,31.1,1366,934,423,53,3,12,149,318,52,12,22,1,862,9,37,Matches,ESP-LALIGA,17-18
ad340e17,33,Alberto Aquilani,ITA,MF,Las Palmas,33,1984,14.4,1008,974,31,29,4,35,7,2,0,0,0,0,838,3,13,Matches,ESP-LALIGA,17-18
58afe001,34,Mauro Arambarri,URU,MF,Getafe,21,1995,23.6,629,618,5,4,3,30,6,0,0,0,0,0,435,6,18,Matches,ESP-LALIGA,17-18
2b15a82a,35,Guilherme Arana,BRA,DF,Sevilla,20,1997,2.1,123,102,21,1,0,0,3,20,0,0,0,0,105,0,2,Matches,ESP-LALIGA,17-18
080ac8d8,36,Sergio Araujo,ARG,"MF,FW",Las Palmas,25,1992,0.4,21,19,2,0,0,0,0,1,0,0,0,0,20,0,1,Matches,ESP-LALIGA,17-18
850c0a0d,37,Anaitz Arbilla,ESP,DF,Eibar,30,1987,26.8,1559,1447,101,59,0,88,11,40,2,0,1,0,1235,11,16,Matches,ESP-LALIGA,17-18
46e07328,38,José Arnaiz,ESP,MF,Barcelona,22,1995,0.1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches,ESP-LALIGA,17-18
cc29324e,39,Alejandro Arribas,ESP,DF,La Coruña,28,1989,3.0,118,118,0,0,0,0,0,0,0,0,0,0,99,0,0,Matches,ESP-LALIGA,17-18
28d596a0,40,Kepa Arrizabalaga,ESP,GK,Athletic Club,22,1994,30.0,1056,748,301,95,0,0,0,0,0,0,0,0,700,7,2,Matches,ESP-LALIGA,17-18
01ae64cd,41,Aythami Artiles,ESP,DF,Las Palmas,31,1986,2.0,95,83,12,12,0,0,0,0,0,0,0,0,81,0,0,Matches,ESP-LALIGA,17-18
9f0ea33f,42,Sergio Asenjo,ESP,GK,Villarreal,28,1989,23.0,657,390,264,64,0,1,0,0,0,0,0,0,406,3,0,Matches,ESP-LALIGA,17-18
45af8a54,43,Marco Asensio,ESP,"FW,MF",Real Madrid,21,1996,20.5,1264,1172,87,16,9,21,106,19,50,12,17,2,1062,5,31,Matches,ESP-LALIGA,17-18
7dcf86f6,44,Iago Aspas,ESP,FW,Celta Vigo,29,1987,32.6,1316,1236,69,20,9,18,62,9,29,7,3,0,992,11,47,Matches,ESP-LALIGA,17-18
09a9e921,45,Carlos Bacca,COL,FW,Villarreal,30,1986,27.7,538,492,41,0,1,4,11,2,2,0,0,0,388,5,13,Matches,ESP-LALIGA,17-18
0af4dcf0,46,Cédric Bakambu,COD,FW,Villarreal,26,1991,14.0,293,274,17,1,1,3,12,0,0,0,0,0,209,2,9,Matches,ESP-LALIGA,17-18
ec3efd7f,47,Zakaria Bakkali,BEL,"FW,MF",La Coruña,21,1996,10.1,307,287,16,1,1,0,36,6,9,4,0,0,232,4,9,Matches,ESP-LALIGA,17-18
a58bb1e1,48,Gareth Bale,WAL,"FW,MF",Real Madrid,28,1989,20.0,779,746,25,1,2,22,55,20,0,0,0,0,603,8,25,Matches,ESP-LALIGA,17-18
1fe67e86,49,Mikel Balenziaga,ESP,DF,Athletic Club,29,1988,17.2,791,615,176,11,0,3,50,165,0,0,0,0,599,0,27,Matches,ESP-LALIGA,17-18
fa937f7a,50,Éver Banega,ARG,MF,Sevilla,29,1988,26.7,2309,2065,223,107,10,31,145,11,103,42,48,1,1896,21,25,Matches,ESP-LALIGA,17-18
35f6db55,51,Léo Baptistão,BRA,"FW,MF",Espanyol,24,1992,29.7,727,684,42,0,5,2,34,5,0,0,0,0,473,1,51,Matches,ESP-LALIGA,17-18
