Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,season,team,id
2023-12-03,14:00:00,Premier League,Matchweek 14,Sun,Home,D,2,2,Aston Villa,2.0,0.7,38,11191,Neto,4-2-3-1,4-4-2,Thomas Bramall,/en/matches/19533403/Bournemouth-Aston-Villa-December-3-2023-Premier-League,,23-24,Bournemouth,4ba7cbea
2023-12-06,19:30:00,Premier League,Matchweek 15,Wed,Away,W,2,0,Crystal Palace,1.8,1.0,41,25078,Neto,4-2-3-1,4-2-3-1,Craig Pawson,/en/matches/09909bf8/Crystal-Palace-Bournemouth-December-6-2023-Premier-League,,23-24,Bournemouth,4ba7cbea
2023-12-09,15:00:00,Premier League,Matchweek 16,Sat,Away,W,3,0,Manchester Utd,1.5,1.1,32,73427,Neto,4-2-3-1,4-2-3-1,Peter Bankes,/en/matches/0760a568/Manchester-United-Bournemouth-December-9-2023-Premier-League,,23-24,Bournemouth,4ba7cbea
2023-12-23,15:00:00,Premier League,Matchweek 18,Sat,Away,W,3,2,Nott'ham Forest,1.6,1.0,66,29188,Neto,4-2-3-1,4-2-3-1,Robert Jones,/en/matches/c5548935/Nottingham-Forest-Bournemouth-December-23-2023-Premier-League,,23-24,Bournemouth,4ba7cbea
2023-12-26,15:00:00,Premier League,Matchweek 19,Tue,Home,W,3,0,Fulham,1.8,0.3,43,11099,Neto,4-2-3-1,4-2-3-1,Tim Robinson,/en/matches/331c942d/Bournemouth-Fulham-December-26-2023-Premier-League,,23-24,Bournemouth,4ba7cbea
2023-12-31,14:00:00,Premier League,Matchweek 20,Sun,Away,L,1,3,Tottenham,1.7,2.3,50,61780,Neto,4-2-3-1,4-3-3,Simon Hooper,/en/matches/3ab71352/Tottenham-Hotspur-Bournemouth-December-31-2023-Premier-League,,23-24,Bournemouth,4ba7cbea
2024-01-06,15:00:00,FA Cup,Third round proper,Sat,Away,W,3,2,QPR,,,63,10725,David Brooks,4-2-3-1,4-3-3,Rebecca Welch,/en/matches/ef95adbc/Queens-Park-Rangers-Bournemouth-January-6-2024-FA-Cup,,23-24,Bournemouth,4ba7cbea
2024-01-21,16:30:00,Premier League,Matchweek 21,Sun,Home,L,0,4,Liverpool,1.4,1.5,40,11228,Neto,4-2-3-1,4-3-3,Andy Madley,/en/matches/9a03e25c/Bournemouth-Liverpool-January-21-2024-Premier-League,,23-24,Bournemouth,4ba7cbea
2024-01-25,19:45:00,FA Cup,Fourth round proper,Thu,Home,W,5,0,Swansea City,,,54,10166,David Brooks,4-2-3-1,3-4-3,Darren England,/en/matches/551c4012/Bournemouth-Swansea-City-January-25-2024-FA-Cup,,23-24,Bournemouth,4ba7cbea
2024-02-01,19:30:00,Premier League,Matchweek 22,Thu,Away,D,1,1,West Ham,1.2,1.4,52,62478,Neto,4-2-3-1,4-3-2-1,Tim Robinson,/en/matches/16dc9951/West-Ham-United-Bournemouth-February-1-2024-Premier-League,,23-24,Bournemouth,4ba7cbea
2024-02-04,14:00:00,Premier League,Matchweek 23,Sun,Home,D,1,1,Nott'ham Forest,1.3,0.5,45,11200,Neto,4-2-3-1,4-2-3-1,Rebecca Welch,/en/matches/29948898/Bournemouth-Nottingham-Forest-February-4-2024-Premier-League,,23-24,Bournemouth,4ba7cbea
2024-02-10,15:00:00,Premier League,Matchweek 24,Sat,Away,L,1,3,Fulham,1.8,1.6,51,24271,Neto,4-2-3-1,4-2-3-1,Darren England,/en/matches/bf9e0d20/Fulham-Bournemouth-February-10-2024-Premier-League,,23-24,Bournemouth,4ba7cbea
2024-02-17,15:00:00,Premier League,Matchweek 25,Sat,Away,D,2,2,Newcastle Utd,2.2,2.2,38,52224,Neto,4-2-3-1,4-3-3,Michael Salisbury,/en/matches/083c4444/Newcastle-United-Bournemouth-February-17-2024-Premier-League,,23-24,Bournemouth,4ba7cbea
2024-02-24,17:30:00,Premier League,Matchweek 26,Sat,Home,L,0,1,Manchester City,0.9,1.6,38,11184,Neto,4-2-3-1,3-2-4-1,Jarred Gillett,/en/matches/f6d6a212/Bournemouth-Manchester-City-February-24-2024-Premier-League,,23-24,Bournemouth,4ba7cbea
2024-02-27,19:30:00,FA Cup,Fifth round proper,Tue,Home,L,0,1,Leicester City,,,49,10872,Adam Smith,4-2-3-1,4-3-3,Paul Tierney,/en/matches/840ee0c5/Bournemouth-Leicester-City-February-27-2024-FA-Cup,Required Extra Time,23-24,Bournemouth,4ba7cbea
2024-03-03,13:00:00,Premier League,Matchweek 27,Sun,Away,W,2,0,Burnley,1.1,1.5,26,19713,Neto,4-2-3-1,4-4-2,David Coote,/en/matches/f7674d8b/Burnley-Bournemouth-March-3-2024-Premier-League,,23-24,Bournemouth,4ba7cbea
2024-03-09,15:00:00,Premier League,Matchweek 28,Sat,Home,D,2,2,Sheffield Utd,3.3,1.2,69,11074,Neto,4-2-3-1,3-5-2,Anthony Taylor,/en/matches/81b6715a/Bournemouth-Sheffield-United-March-9-2024-Premier-League,,23-24,Bournemouth,4ba7cbea
2024-03-13,19:30:00,Premier League,Matchweek 17,Wed,Home,W,4,3,Luton Town,2.3,2.0,59,11198,Neto,4-2-3-1,3-4-3,Samuel Allison,/en/matches/a32a8157/Bournemouth-Luton-Town-March-13-2024-Premier-League,,23-24,Bournemouth,4ba7cbea
2024-03-30,15:00:00,Premier League,Matchweek 30,Sat,Home,W,2,1,Everton,1.3,1.0,48,11207,Neto,4-2-3-1,4-4-1-1,Samuel Barrott,/en/matches/0eaaf0ab/Bournemouth-Everton-March-30-2024-Premier-League,,23-24,Bournemouth,4ba7cbea
2024-04-02,19:45:00,Premier League,Matchweek 31,Tue,Home,W,1,0,Crystal Palace,1.1,0.2,50,11058,Neto,4-3-3,3-4-3,Graham Scott,/en/matches/1ef36f8d/Bournemouth-Crystal-Palace-April-2-2024-Premier-League,,23-24,Bournemouth,4ba7cbea
2024-04-06,15:00:00,Premier League,Matchweek 32,Sat,Away,L,1,2,Luton Town,0.4,1.5,45,11797,Neto,4-2-3-1,3-4-3,Andy Madley,/en/matches/08114c35/Luton-Town-Bournemouth-April-6-2024-Premier-League,,23-24,Bournemouth,4ba7cbea
2024-04-13,17:30:00,Premier League,Matchweek 33,Sat,Home,D,2,2,Manchester Utd,1.6,1.2,43,11229,Neto,4-2-3-1,4-2-3-1,Tony Harrington,/en/matches/32a8be36/Bournemouth-Manchester-United-April-13-2024-Premier-League,,23-24,Bournemouth,4ba7cbea
2024-04-21,15:00:00,Premier League,Matchweek 34,Sun,Away,L,1,3,Aston Villa,1.8,2.4,44,42189,Neto,4-2-3-1,4-2-3-1,Tim Robinson,/en/matches/6236de96/Aston-Villa-Bournemouth-April-21-2024-Premier-League,,23-24,Bournemouth,4ba7cbea
2024-04-24,19:45:00,Premier League,Matchweek 29,Wed,Away,W,1,0,Wolves,1.9,0.5,37,25541,Adam Smith,4-2-3-1,4-1-4-1,Stuart Attwell,/en/matches/2e209def/Wolverhampton-Wanderers-Bournemouth-April-24-2024-Premier-League,,23-24,Bournemouth,4ba7cbea
2024-04-28,14:00:00,Premier League,Matchweek 35,Sun,Home,W,3,0,Brighton,1.9,0.9,31,11188,Adam Smith,4-4-2,4-2-3-1,Paul Tierney,/en/matches/fa3c7491/Bournemouth-Brighton-and-Hove-Albion-April-28-2024-Premier-League,,23-24,Bournemouth,4ba7cbea
2024-05-04,12:30:00,Premier League,Matchweek 36,Sat,Away,L,0,3,Arsenal,0.5,3.3,45,60348,Adam Smith,4-3-3,4-3-3,David Coote,/en/matches/00bcfc31/Arsenal-Bournemouth-May-4-2024-Premier-League,,23-24,Bournemouth,4ba7cbea
2024-05-11,15:00:00,Premier League,Matchweek 37,Sat,Home,L,1,2,Brentford,0.7,1.1,48,11154,Adam Smith,4-2-3-1,4-3-3,Matt Donohue,/en/matches/e7b6ebb6/Bournemouth-Brentford-May-11-2024-Premier-League,,23-24,Bournemouth,4ba7cbea
2024-05-19,16:00:00,Premier League,Matchweek 38,Sun,Away,L,1,2,Chelsea,2.2,1.1,39,39724,Neto,4-2-3-1,4-2-3-1,Anthony Taylor,/en/matches/7c034003/Chelsea-Bournemouth-May-19-2024-Premier-League,,23-24,Bournemouth,4ba7cbea
