id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 33_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches,league,season
7a2e46a8,1,Alisson,BRA,GK,Liverpool,31-331,1992,2,0,0,0,0,0,0.9,0.23,0.9,0.46,8,21,38.1,83,5,22.9,27.7,5,40.0,29.6,10,0,0.0,1,0.5,13.5,Matches,ENG-EPL,24-25
2f965a72,2,Alphonse Areola,FRA,GK,West Ham,31-183,1993,2,2,0,0,1,0,1.6,0.32,-0.4,-0.21,15,33,45.5,59,10,35.6,30.9,20,60.0,45.3,26,2,7.7,4,2.0,16.8,Matches,ENG-EPL,24-25
3bb7b8b4,3,Ederson,BRA,GK,Manchester City,31-011,1993,2,1,0,0,0,0,1.0,0.25,0.0,0.0,5,10,50.0,61,6,14.8,27.4,2,50.0,47.0,17,1,5.9,1,0.5,15.3,Matches,ENG-EPL,24-25
a92ab7be,4,Mark Flekken,NED,GK,Brentford,31-076,1993,2,3,0,0,0,1,4.2,0.3,2.2,1.09,18,37,48.6,97,9,30.9,34.8,12,58.3,49.7,25,1,4.0,4,2.0,15.8,Matches,ENG-EPL,24-25
e5a76dfe,5,Dean Henderson,ENG,GK,Crystal Palace,27-169,1997,2,4,0,0,0,0,3.3,0.5,-0.7,-0.35,3,23,13.0,37,7,54.1,38.5,20,15.0,23.6,22,0,0.0,2,1.0,18.0,Matches,ENG-EPL,24-25
c924b17d,6,Mads Hermansen,DEN,GK,Leicester City,24-048,2000,2,3,0,0,0,0,3.8,0.32,0.8,0.39,4,23,17.4,61,13,27.9,33.0,13,46.2,38.2,42,2,4.8,0,0.0,10.5,Matches,ENG-EPL,24-25
2628fd2b,7,Bernd Leno,GER,GK,Fulham,32-177,1992,2,2,0,0,1,0,3.8,0.42,1.8,0.89,7,24,29.2,73,5,28.8,31.4,7,42.9,42.0,28,2,7.1,3,1.5,14.7,Matches,ENG-EPL,24-25
7956236f,8,Emiliano Martínez,ARG,GK,Aston Villa,31-361,1992,2,3,1,0,0,0,2.2,0.23,-0.8,-0.39,11,27,40.7,67,9,34.3,33.0,10,40.0,38.6,27,2,7.4,1,0.5,12.1,Matches,ENG-EPL,24-25
36c2ca73,9,Alex McCarthy,ENG,GK,Southampton,34-269,1989,2,2,0,0,1,0,2.3,0.25,0.3,0.13,4,7,57.1,49,11,14.3,22.2,4,0.0,18.5,26,3,11.5,0,0.0,6.9,Matches,ENG-EPL,24-25
99aa1a84,10,Arijanet Muric,KVX,GK,Ipswich Town,25-295,1998,1,4,1,0,0,0,3.5,0.52,-0.5,-0.53,3,10,30.0,30,4,23.3,28.2,6,50.0,44.0,15,0,0.0,3,3.0,20.0,Matches,ENG-EPL,24-25
a9dc785c,11,Neto,BRA,GK,Bournemouth,35-040,1989,2,2,0,0,0,0,4.3,0.35,2.3,1.17,9,27,33.3,46,7,43.5,36.8,15,46.7,38.9,30,2,6.7,3,1.5,12.6,Matches,ENG-EPL,24-25
