id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 26_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches,league,season
95adf1e1,1,Enrico Alfonso,ITA,GK,Brescia,31,1988,4,4,279,3.1,4,1.29,11,7,63.6,1,0,3,1,25.0,0,0,0,0,,Matches,ITA-SERIA_A,19-20
fe471a89,2,Lorenzo Andrenacci,ITA,GK,Brescia,24,1995,6,5,531,5.9,16,2.71,44,28,63.6,0,1,4,0,0.0,1,0,0,1,,Matches,ITA-SERIA_A,19-20
649b01d8,3,Emil Audero,ITA,GK,Sampdoria,22,1997,36,36,3240,36.0,60,1.67,165,109,67.9,12,5,19,9,25.0,8,7,0,1,0.0,Matches,ITA-SERIA_A,19-20
7b4de647,4,Asmir Begović,BIH,GK,Milan,32,1987,2,1,129,1.4,3,2.09,7,4,71.4,0,0,1,0,0.0,1,1,0,0,0.0,Matches,ITA-SERIA_A,19-20
ee833569,5,Etrit Berisha,ALB,GK,SPAL,30,1989,26,26,2340,26.0,44,1.69,147,105,74.1,5,3,18,3,11.5,6,6,0,0,0.0,Matches,ITA-SERIA_A,19-20
d4890c25,6,Federico Brancolini,ITA,GK,Fiorentina,18,2001,1,0,6,0.1,0,0.0,0,0,,0,0,0,1,,0,0,0,0,,Matches,ITA-SERIA_A,19-20
e40d028b,7,Gianluigi Buffon,ITA,GK,Juventus,41,1978,9,9,810,9.0,10,1.11,33,23,72.7,7,1,1,1,11.1,2,1,0,1,0.0,Matches,ITA-SERIA_A,19-20
72be9309,8,Simone Colombi,ITA,GK,Parma,28,1991,4,4,360,4.0,4,1.0,19,15,84.2,1,1,2,1,25.0,2,1,0,1,0.0,Matches,ITA-SERIA_A,19-20
8cabdc1e,9,Andrea Consigli,ITA,GK,Sassuolo,32,1987,31,31,2790,31.0,55,1.77,145,92,66.9,12,5,14,5,16.1,8,7,1,0,12.5,Matches,ITA-SERIA_A,19-20
18736214,10,Angelo da Costa Júnior,BRA,GK,Bologna,35,1983,1,1,90,1.0,1,1.0,2,1,50.0,0,1,0,0,0.0,0,0,0,0,,Matches,ITA-SERIA_A,19-20
f554e29b,11,Alessio Cragno,ITA,GK,Cagliari,25,1994,16,16,1440,16.0,21,1.31,89,68,77.5,2,6,8,3,18.8,2,1,1,0,50.0,Matches,ITA-SERIA_A,19-20
08f5afaa,12,Gianluigi Donnarumma,ITA,GK,Milan,20,1999,36,36,3201,35.6,42,1.18,141,96,73.0,18,9,9,12,33.3,8,4,4,0,50.0,Matches,ITA-SERIA_A,19-20
085e71a7,13,Bartłomiej Drągowski,POL,GK,Fiorentina,21,1997,31,31,2790,31.0,43,1.39,139,94,73.4,7,12,12,8,25.8,8,6,2,0,25.0,Matches,ITA-SERIA_A,19-20
9f5a610b,14,Wladimiro Falcone,ITA,GK,Sampdoria,24,1995,2,2,180,2.0,5,2.5,13,8,69.2,0,1,1,0,0.0,1,1,0,0,0.0,Matches,ITA-SERIA_A,19-20
82328faf,15,Daniel Fuzato,BRA,GK,Roma,22,1997,1,1,90,1.0,1,1.0,2,1,50.0,1,0,0,0,0.0,0,0,0,0,,Matches,ITA-SERIA_A,19-20
f93ed0df,16,Gabriel,BRA,GK,Lecce,26,1992,34,34,2997,33.3,76,2.28,227,152,70.9,6,8,20,2,5.9,12,10,2,0,16.7,Matches,ITA-SERIA_A,19-20
f0f7f62f,17,Pierluigi Gollini,ITA,GK,Atalanta,24,1995,33,33,2884,32.0,42,1.31,120,81,70.0,19,9,5,8,24.2,6,6,0,0,0.0,Matches,ITA-SERIA_A,19-20
74419746,18,Samir Handanović,SVN,GK,Inter,35,1984,35,35,3150,35.0,32,0.91,110,78,72.7,22,10,3,13,37.1,3,2,1,0,33.3,Matches,ITA-SERIA_A,19-20
7f66ea09,19,Jesse Joronen,FIN,GK,Brescia,26,1993,29,29,2610,29.0,59,2.03,181,124,72.4,5,6,18,5,17.2,10,9,1,0,10.0,Matches,ITA-SERIA_A,19-20
4a6914ff,20,Karlo Letica,CRO,GK,SPAL,22,1997,10,10,900,10.0,29,2.9,65,36,55.4,0,1,9,0,0.0,1,0,1,0,100.0,Matches,ITA-SERIA_A,19-20
20b9f052,21,Pau López,ESP,GK,Roma,24,1994,32,32,2880,32.0,45,1.41,132,86,72.0,18,6,8,5,15.6,9,8,1,0,11.1,Matches,ITA-SERIA_A,19-20
9413b19f,22,Alex Meret,ITA,GK,Napoli,22,1997,22,21,1951,21.7,33,1.52,84,51,66.7,9,5,7,3,14.3,6,5,1,0,16.7,Matches,ITA-SERIA_A,19-20
30223b33,23,Antonio Mirante,ITA,GK,Roma,36,1983,5,5,450,5.0,5,1.0,24,19,83.3,2,1,2,2,40.0,1,1,0,0,0.0,Matches,ITA-SERIA_A,19-20
a111cf41,24,Juan Musso,ARG,GK,Udinese,25,1994,38,38,3420,38.0,51,1.34,194,141,77.8,12,9,17,14,36.8,10,8,2,0,20.0,Matches,ITA-SERIA_A,19-20
e7ee38c3,25,Robin Olsen,SWE,GK,Cagliari,29,1990,17,17,1524,16.9,24,1.42,89,67,77.5,8,5,4,4,23.5,4,4,0,0,0.0,Matches,ITA-SERIA_A,19-20
82b1198a,26,David Ospina,COL,GK,Napoli,30,1988,17,17,1469,16.3,17,1.04,54,37,72.2,9,3,5,4,23.5,2,2,0,0,0.0,Matches,ITA-SERIA_A,19-20
