Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes,league,season
14,Sun,2023-12-03,17:05,Lille,2.9,2–0,1.9,Metz,38065,Decathlon Arena - Stade Pierre-Mauroy,Gaël Angoula,/en/matches/1edcab1f/Lille-Metz-December-3-2023-Ligue-1,,FRA-L1,23-24
14,Sun,2023-12-03,20:45,Marseille,0.9,2–0,0.6,Rennes,54162,Orange Vélodrome,Willy Delajod,/en/matches/caadf3f7/Marseille-Rennes-December-3-2023-Ligue-1,,FRA-L1,23-24
10,Wed,2023-12-06,21:00,Marseille,2.2,3–0,0.2,Lyon,54238,Orange Vélodrome,François Letexier,/en/matches/dfac144f/Choc-des-Olympiques-Marseille-Lyon-December-6-2023-Ligue-1,,FRA-L1,23-24
12,Thu,2023-12-07,20:30,Brest,1.1,1–1,1.5,Strasbourg,14569,Stade Francis-Le Blé,Jérémie Pignard,/en/matches/52a1fcfd/Brest-Strasbourg-December-7-2023-Ligue-1,,FRA-L1,23-24
15,Fri,2023-12-08,21:00,Montpellier,1.3,0–0,1.1,Lens,14169,Stade de la Mosson,Stéphanie Frappart,/en/matches/ad238285/Montpellier-Lens-December-8-2023-Ligue-1,,FRA-L1,23-24
15,Sat,2023-12-09,17:00,Rennes,1.7,1–2,0.9,Monaco,26856,Roazhon Park,Clément Turpin,/en/matches/fdd2c923/Rennes-Monaco-December-9-2023-Ligue-1,,FRA-L1,23-24
15,Sat,2023-12-09,21:00,Paris S-G,2.0,2–1,0.5,Nantes,47926,Parc des Princes,Jérôme Brisard,/en/matches/2582af0c/Paris-Saint-Germain-Nantes-December-9-2023-Ligue-1,,FRA-L1,23-24
15,Sun,2023-12-10,13:00,Nice,0.9,2–1,1.3,Reims,24325,Stade de Nice,Benoît Bastien,/en/matches/22646ca5/Nice-Reims-December-10-2023-Ligue-1,,FRA-L1,23-24
15,Sun,2023-12-10,15:00,Clermont Foot,1.3,0–0,1.0,Lille,8789,Stade Gabriel Montpied,Florent Batta,/en/matches/b6281098/Clermont-Foot-Lille-December-10-2023-Ligue-1,,FRA-L1,23-24
15,Sun,2023-12-10,15:00,Strasbourg,1.6,2–1,1.3,Le Havre,25173,Stade de la Meinau,Benoît Millot,/en/matches/d15b44c5/Strasbourg-Le-Havre-December-10-2023-Ligue-1,,FRA-L1,23-24
15,Sun,2023-12-10,15:00,Metz,0.2,0–1,0.3,Brest,20157,Stade Saint-Symphorien,Romain Lissorgue,/en/matches/e1a3d53e/Metz-Brest-December-10-2023-Ligue-1,,FRA-L1,23-24
15,Sun,2023-12-10,17:05,Lyon,1.7,3–0,1.5,Toulouse,36677,Groupama Stadium,Pierre Gaillouste,/en/matches/015e7632/Lyon-Toulouse-December-10-2023-Ligue-1,,FRA-L1,23-24
15,Sun,2023-12-10,20:45,Lorient,2.2,2–4,2.3,Marseille,15848,Stade du Moustoir,Eric Wattellier,/en/matches/5443d1b1/Lorient-Marseille-December-10-2023-Ligue-1,,FRA-L1,23-24
16,Fri,2023-12-15,21:00,Monaco,1.3,0–1,0.7,Lyon,6000,Stade Louis II,Ruddy Buquet,/en/matches/f66124b8/Monaco-Lyon-December-15-2023-Ligue-1,,FRA-L1,23-24
16,Sat,2023-12-16,17:00,Le Havre,2.1,3–1,1.9,Nice,21971,Stade Océane,Jérémie Pignard,/en/matches/8fd0b0fe/Le-Havre-Nice-December-16-2023-Ligue-1,,FRA-L1,23-24
16,Sat,2023-12-16,21:00,Lens,1.3,2–0,1.1,Reims,38055,Stade Bollaert-Delelis,François Letexier,/en/matches/331c82fc/Lens-Reims-December-16-2023-Ligue-1,,FRA-L1,23-24
16,Sun,2023-12-17,13:00,Nantes,1.0,0–2,1.9,Brest,30075,Stade de la Beaujoire - Louis Fonteneau,Benoît Millot,/en/matches/17503b00/Nantes-Brest-December-17-2023-Ligue-1,,FRA-L1,23-24
16,Sun,2023-12-17,15:00,Toulouse,0.9,0–0,0.7,Rennes,23310,Stadium Municipal,Jeremy Stinat,/en/matches/8197fd69/Toulouse-Rennes-December-17-2023-Ligue-1,,FRA-L1,23-24
16,Sun,2023-12-17,15:00,Metz,0.8,0–1,0.5,Montpellier,23473,Stade Saint-Symphorien,Marc Bollengier,/en/matches/eb4084eb/Metz-Montpellier-December-17-2023-Ligue-1,,FRA-L1,23-24
16,Sun,2023-12-17,15:00,Lorient,0.8,1–2,0.9,Strasbourg,14580,Stade du Moustoir,Bastien Dechepy,/en/matches/f3cfe34d/Lorient-Strasbourg-December-17-2023-Ligue-1,,FRA-L1,23-24
16,Sun,2023-12-17,17:05,Marseille,2.4,2–1,0.2,Clermont Foot,63753,Orange Vélodrome,Gaël Angoula,/en/matches/a92291bc/Marseille-Clermont-Foot-December-17-2023-Ligue-1,,FRA-L1,23-24
16,Sun,2023-12-17,20:45,Lille,1.4,1–1,1.4,Paris S-G,47993,Decathlon Arena - Stade Pierre-Mauroy,Willy Delajod,/en/matches/204a77b5/Lille-Paris-Saint-Germain-December-17-2023-Ligue-1,,FRA-L1,23-24
17,Wed,2023-12-20,21:00,Brest,2.0,4–0,0.5,Lorient,14544,Stade Francis-Le Blé,Mathieu Vernice,/en/matches/0f7c086f/Brest-Lorient-December-20-2023-Ligue-1,,FRA-L1,23-24
17,Wed,2023-12-20,21:00,Clermont Foot,0.6,1–3,2.5,Rennes,8840,Stade Gabriel Montpied,Eric Wattellier,/en/matches/16bc4ea4/Clermont-Foot-Rennes-December-20-2023-Ligue-1,,FRA-L1,23-24
17,Wed,2023-12-20,21:00,Lyon,1.7,1–0,0.5,Nantes,40028,Groupama Stadium,Benoît Bastien,/en/matches/1b327b86/Lyon-Nantes-December-20-2023-Ligue-1,,FRA-L1,23-24
17,Wed,2023-12-20,21:00,Nice,2.5,2–0,0.5,Lens,25041,Stade de Nice,Hakim Ben El Hadj Salem,/en/matches/267500aa/Nice-Lens-December-20-2023-Ligue-1,,FRA-L1,23-24
17,Wed,2023-12-20,21:00,Reims,1.2,1–0,0.2,Le Havre,14835,Stade Auguste-Delaune,Stéphanie Frappart,/en/matches/4e667758/Reims-Le-Havre-December-20-2023-Ligue-1,,FRA-L1,23-24
17,Wed,2023-12-20,21:00,Toulouse,1.4,1–2,1.9,Monaco,23881,Stadium Municipal,Jérôme Brisard,/en/matches/81c83fe9/Toulouse-Monaco-December-20-2023-Ligue-1,,FRA-L1,23-24
17,Wed,2023-12-20,21:00,Montpellier,0.9,1–1,1.3,Marseille,18565,Stade de la Mosson,Thomas Léonard,/en/matches/b8e581d1/Montpellier-Marseille-December-20-2023-Ligue-1,,FRA-L1,23-24
17,Wed,2023-12-20,21:00,Strasbourg,0.8,2–1,0.5,Lille,25373,Stade de la Meinau,Clément Turpin,/en/matches/df32fbe8/Strasbourg-Lille-December-20-2023-Ligue-1,,FRA-L1,23-24
17,Wed,2023-12-20,21:00,Paris S-G,2.4,3–1,0.1,Metz,48229,Parc des Princes,Ruddy Buquet,/en/matches/fb56b3c2/Paris-Saint-Germain-Metz-December-20-2023-Ligue-1,,FRA-L1,23-24
18,Fri,2024-01-12,21:00,Marseille,1.4,1–1,1.2,Strasbourg,53616,Orange Vélodrome,Marc Bollengier,/en/matches/2a8b7749/Marseille-Strasbourg-January-12-2024-Ligue-1,,FRA-L1,23-24
18,Sat,2024-01-13,17:00,Monaco,1.2,1–3,1.5,Reims,4231,Stade Louis II,François Letexier,/en/matches/7f2cdeb6/Monaco-Reims-January-13-2024-Ligue-1,,FRA-L1,23-24
18,Sat,2024-01-13,21:00,Rennes,2.0,2–0,0.7,Nice,26689,Roazhon Park,Bastien Dechepy,/en/matches/6cc45497/Rennes-Nice-January-13-2024-Ligue-1,,FRA-L1,23-24
18,Sun,2024-01-14,13:00,Lille,2.3,3–0,0.1,Lorient,35204,Decathlon Arena - Stade Pierre-Mauroy,Pierre Gaillouste,/en/matches/24f7d86b/Lille-Lorient-January-14-2024-Ligue-1,,FRA-L1,23-24
18,Sun,2024-01-14,15:00,Brest,3.4,2–0,0.4,Montpellier,12712,Stade Francis-Le Blé,Jérémie Pignard,/en/matches/82c3efb7/Brest-Montpellier-January-14-2024-Ligue-1,,FRA-L1,23-24
18,Sun,2024-01-14,15:00,Metz,0.7,0–1,1.0,Toulouse,21065,Stade Saint-Symphorien,Florent Batta,/en/matches/926b0a14/Metz-Toulouse-January-14-2024-Ligue-1,,FRA-L1,23-24
18,Sun,2024-01-14,15:00,Nantes,1.9,1–2,1.0,Clermont Foot,20866,Stade de la Beaujoire - Louis Fonteneau,Romain Lissorgue,/en/matches/d2738fb8/Nantes-Clermont-Foot-January-14-2024-Ligue-1,,FRA-L1,23-24
18,Sun,2024-01-14,17:05,Le Havre,1.2,3–1,0.8,Lyon,23146,Stade Océane,Gaël Angoula,/en/matches/a8be717d/Le-Havre-Lyon-January-14-2024-Ligue-1,,FRA-L1,23-24
18,Sun,2024-01-14,20:45,Lens,2.1,0–2,1.8,Paris S-G,38200,Stade Bollaert-Delelis,Jérôme Brisard,/en/matches/0682fa55/Lens-Paris-Saint-Germain-January-14-2024-Ligue-1,,FRA-L1,23-24
19,Fri,2024-01-26,21:00,Lyon,0.9,2–3,0.8,Rennes,40516,Groupama Stadium,Thomas Léonard,/en/matches/952686b7/Lyon-Rennes-January-26-2024-Ligue-1,,FRA-L1,23-24
19,Sat,2024-01-27,17:00,Nice,2.2,1–0,0.1,Metz,20137,Stade de Nice,Stéphanie Frappart,/en/matches/69267ef1/Nice-Metz-January-27-2024-Ligue-1,,FRA-L1,23-24
19,Sat,2024-01-27,21:00,Marseille,2.4,2–2,0.5,Monaco,63029,Orange Vélodrome,Willy Delajod,/en/matches/039fae0f/Marseille-Monaco-January-27-2024-Ligue-1,,FRA-L1,23-24
19,Sun,2024-01-28,13:00,Montpellier,0.7,0–0,0.5,Lille,12575,Stade de la Mosson,Hakim Ben El Hadj Salem,/en/matches/8308b478/Montpellier-Lille-January-28-2024-Ligue-1,,FRA-L1,23-24
19,Sun,2024-01-28,15:00,Clermont Foot,1.5,1–1,1.0,Strasbourg,9047,Stade Gabriel Montpied,Benoît Millot,/en/matches/21b6f226/Clermont-Foot-Strasbourg-January-28-2024-Ligue-1,,FRA-L1,23-24
19,Sun,2024-01-28,15:00,Lorient,1.0,3–3,1.7,Le Havre,14500,Stade du Moustoir,Jeremy Stinat,/en/matches/9bdf343f/Lorient-Le-Havre-January-28-2024-Ligue-1,,FRA-L1,23-24
19,Sun,2024-01-28,15:00,Reims,0.9,0–0,1.2,Nantes,14388,Stade Auguste-Delaune,Jérémie Pignard,/en/matches/f3522f33/Reims-Nantes-January-28-2024-Ligue-1,,FRA-L1,23-24
19,Sun,2024-01-28,17:05,Toulouse,1.7,0–2,0.8,Lens,27310,Stadium Municipal,Mathieu Vernice,/en/matches/678c2976/Toulouse-Lens-January-28-2024-Ligue-1,,FRA-L1,23-24
19,Sun,2024-01-28,20:45,Paris S-G,2.1,2–2,0.7,Brest,47000,Parc des Princes,Clément Turpin,/en/matches/8e2d796d/Paris-Saint-Germain-Brest-January-28-2024-Ligue-1,,FRA-L1,23-24
20,Fri,2024-02-02,21:00,Strasbourg,2.7,1–2,2.0,Paris S-G,25834,Stade de la Meinau,Ruddy Buquet,/en/matches/c0fbd8fa/Strasbourg-Paris-Saint-Germain-February-2-2024-Ligue-1,,FRA-L1,23-24
20,Sat,2024-02-03,17:00,Rennes,2.0,2–1,1.2,Montpellier,24898,Roazhon Park,Mathieu Vernice,/en/matches/f3ce3488/Rennes-Montpellier-February-3-2024-Ligue-1,,FRA-L1,23-24
20,Sat,2024-02-03,21:00,Nantes,0.6,0–1,1.6,Lens,34167,Stade de la Beaujoire - Louis Fonteneau,Florent Batta,/en/matches/f7e99caf/Nantes-Lens-February-3-2024-Ligue-1,,FRA-L1,23-24
20,Sun,2024-02-04,13:00,Monaco,1.4,1–1,0.1,Le Havre,9047,Stade Louis II,Jérôme Brisard,/en/matches/6b4f65e7/Monaco-Le-Havre-February-4-2024-Ligue-1,,FRA-L1,23-24
20,Sun,2024-02-04,15:00,Reims,2.8,2–3,1.5,Toulouse,12817,Stade Auguste-Delaune,Pierre Gaillouste,/en/matches/25718ab1/Reims-Toulouse-February-4-2024-Ligue-1,,FRA-L1,23-24
20,Sun,2024-02-04,15:00,Metz,1.1,1–2,1.4,Lorient,21044,Stade Saint-Symphorien,Romain Lissorgue,/en/matches/2e802ba3/Metz-Lorient-February-4-2024-Ligue-1,,FRA-L1,23-24
20,Sun,2024-02-04,15:00,Lille,2.9,4–0,0.4,Clermont Foot,38597,Decathlon Arena - Stade Pierre-Mauroy,Bastien Dechepy,/en/matches/90c40e1c/Lille-Clermont-Foot-February-4-2024-Ligue-1,,FRA-L1,23-24
20,Sun,2024-02-04,17:05,Brest,1.0,0–0,0.7,Nice,14500,Stade Francis-Le Blé,Jeremy Stinat,/en/matches/19dfaa21/Brest-Nice-February-4-2024-Ligue-1,,FRA-L1,23-24
20,Sun,2024-02-04,20:45,Lyon,1.4,1–0,0.3,Marseille,46380,Groupama Stadium,Benoît Bastien,/en/matches/2e98ccf9/Choc-des-Olympiques-Lyon-Marseille-February-4-2024-Ligue-1,,FRA-L1,23-24
21,Fri,2024-02-09,21:00,Marseille,1.8,1–1,0.8,Metz,62686,Orange Vélodrome,Hakim Ben El Hadj Salem,/en/matches/70c7d433/Marseille-Metz-February-9-2024-Ligue-1,,FRA-L1,23-24
21,Sat,2024-02-10,17:00,Lens,1.6,3–1,1.8,Strasbourg,38161,Stade Bollaert-Delelis,Willy Delajod,/en/matches/9635699e/Lens-Strasbourg-February-10-2024-Ligue-1,,FRA-L1,23-24
21,Sat,2024-02-10,21:00,Paris S-G,2.8,3–1,1.2,Lille,47000,Parc des Princes,François Letexier,/en/matches/fb49d66d/Paris-Saint-Germain-Lille-February-10-2024-Ligue-1,,FRA-L1,23-24
21,Sun,2024-02-11,13:00,Le Havre,1.1,0–1,0.9,Rennes,22702,Stade Océane,Benoît Millot,/en/matches/4472d29d/Le-Havre-Rennes-February-11-2024-Ligue-1,,FRA-L1,23-24
21,Sun,2024-02-11,15:00,Clermont Foot,1.2,1–1,1.5,Brest,8893,Stade Gabriel Montpied,Stéphanie Frappart,/en/matches/33d0b78a/Clermont-Foot-Brest-February-11-2024-Ligue-1,,FRA-L1,23-24
21,Sun,2024-02-11,15:00,Lorient,1.9,2–0,1.2,Reims,15096,Stade du Moustoir,Marc Bollengier,/en/matches/99f9cba1/Lorient-Reims-February-11-2024-Ligue-1,,FRA-L1,23-24
21,Sun,2024-02-11,15:00,Toulouse,1.0,1–2,0.4,Nantes,28933,Stadium Municipal,Gaël Angoula,/en/matches/e6caf939/Toulouse-Nantes-February-11-2024-Ligue-1,,FRA-L1,23-24
21,Sun,2024-02-11,17:05,Montpellier,1.5,1–2,1.2,Lyon,15519,Stade de la Mosson,Pierre Gaillouste,/en/matches/014cd5b7/Montpellier-Lyon-February-11-2024-Ligue-1,,FRA-L1,23-24
21,Sun,2024-02-11,20:45,Nice,2.1,2–3,1.7,Monaco,24788,Stade de Nice,Eric Wattellier,/en/matches/a2cab916/Nice-Monaco-February-11-2024-Ligue-1,,FRA-L1,23-24
22,Fri,2024-02-16,21:00,Lyon,1.1,1–0,0.8,Nice,48033,Groupama Stadium,Clément Turpin,/en/matches/205468df/Lyon-Nice-February-16-2024-Ligue-1,,FRA-L1,23-24
22,Sat,2024-02-17,17:00,Lille,3.8,3–0,0.6,Le Havre,40317,Decathlon Arena - Stade Pierre-Mauroy,Jérémie Pignard,/en/matches/9e482487/Lille-Le-Havre-February-17-2024-Ligue-1,,FRA-L1,23-24
22,Sat,2024-02-17,21:00,Nantes,1.3,0–2,1.5,Paris S-G,34038,Stade de la Beaujoire - Louis Fonteneau,Jérôme Brisard,/en/matches/56629c17/Nantes-Paris-Saint-Germain-February-17-2024-Ligue-1,,FRA-L1,23-24
22,Sun,2024-02-18,13:00,Strasbourg,1.5,1–3,2.0,Lorient,25103,Stade de la Meinau,Thomas Léonard,/en/matches/ec531c24/Strasbourg-Lorient-February-18-2024-Ligue-1,,FRA-L1,23-24
22,Sun,2024-02-18,15:00,Montpellier,3.0,3–0,1.3,Metz,12532,Stade de la Mosson,Jeremy Stinat,/en/matches/4e939d4c/Montpellier-Metz-February-18-2024-Ligue-1,,FRA-L1,23-24
22,Sun,2024-02-18,15:00,Monaco,1.7,1–2,1.4,Toulouse,4702,Stade Louis II,Benoît Bastien,/en/matches/57c599f6/Monaco-Toulouse-February-18-2024-Ligue-1,,FRA-L1,23-24
22,Sun,2024-02-18,15:00,Rennes,3.7,3–1,0.8,Clermont Foot,27501,Roazhon Park,Romain Lissorgue,/en/matches/93f25522/Rennes-Clermont-Foot-February-18-2024-Ligue-1,,FRA-L1,23-24
22,Sun,2024-02-18,17:05,Reims,1.1,1–1,1.2,Lens,20116,Stade Auguste-Delaune,Benoît Millot,/en/matches/825ef1ef/Reims-Lens-February-18-2024-Ligue-1,,FRA-L1,23-24
22,Sun,2024-02-18,20:45,Brest,1.7,1–0,0.6,Marseille,13800,Stade Francis-Le Blé,Ruddy Buquet,/en/matches/56d7c531/Brest-Marseille-February-18-2024-Ligue-1,,FRA-L1,23-24
23,Fri,2024-02-23,21:00,Metz,1.6,1–2,1.6,Lyon,27560,Stade Saint-Symphorien,Marc Bollengier,/en/matches/f2778def/Metz-Lyon-February-23-2024-Ligue-1,,FRA-L1,23-24
23,Sat,2024-02-24,17:00,Lorient,0.5,0–1,0.4,Nantes,16787,Stade du Moustoir,Willy Delajod,/en/matches/53742b6f/Lorient-Nantes-February-24-2024-Ligue-1,,FRA-L1,23-24
23,Sat,2024-02-24,21:00,Strasbourg,0.2,0–3,1.8,Brest,25140,Stade de la Meinau,Jérôme Brisard,/en/matches/9c2847ab/Strasbourg-Brest-February-24-2024-Ligue-1,,FRA-L1,23-24
23,Sun,2024-02-25,13:00,Lens,2.9,2–3,2.3,Monaco,37992,Stade Bollaert-Delelis,François Letexier,/en/matches/7b54b025/Lens-Monaco-February-25-2024-Ligue-1,,FRA-L1,23-24
23,Sun,2024-02-25,15:00,Toulouse,2.1,3–1,0.6,Lille,24124,Stadium Municipal,Mathieu Vernice,/en/matches/a07309bd/Toulouse-Lille-February-25-2024-Ligue-1,,FRA-L1,23-24
23,Sun,2024-02-25,15:00,Nice,1.6,0–0,2.0,Clermont Foot,22081,Stade de Nice,Hakim Ben El Hadj Salem,/en/matches/d4ce6789/Nice-Clermont-Foot-February-25-2024-Ligue-1,,FRA-L1,23-24
23,Sun,2024-02-25,15:00,Le Havre,1.7,1–2,3.2,Reims,22046,Stade Océane,Florent Batta,/en/matches/f2b72da5/Le-Havre-Reims-February-25-2024-Ligue-1,,FRA-L1,23-24
23,Sun,2024-02-25,17:05,Paris S-G,1.9,1–1,0.8,Rennes,47874,Parc des Princes,Bastien Dechepy,/en/matches/6b8934e3/Paris-Saint-Germain-Rennes-February-25-2024-Ligue-1,,FRA-L1,23-24
23,Sun,2024-02-25,20:45,Marseille,2.7,4–1,0.6,Montpellier,61263,Orange Vélodrome,Jérémie Pignard,/en/matches/7b5136c2/Marseille-Montpellier-February-25-2024-Ligue-1,,FRA-L1,23-24
24,Fri,2024-03-01,21:00,Monaco,1.6,0–0,1.5,Paris S-G,14700,Stade Louis II,Ruddy Buquet,/en/matches/4be6a76c/Monaco-Paris-Saint-Germain-March-1-2024-Ligue-1,,FRA-L1,23-24
24,Sat,2024-03-02,17:00,Reims,0.6,0–1,1.1,Lille,16452,Stade Auguste-Delaune,Jeremy Stinat,/en/matches/92da3973/Reims-Lille-March-2-2024-Ligue-1,,FRA-L1,23-24
24,Sat,2024-03-02,21:00,Clermont Foot,0.7,1–5,2.4,Marseille,10583,Stade Gabriel Montpied,Thomas Léonard,/en/matches/c2c8e29e/Clermont-Foot-Marseille-March-2-2024-Ligue-1,,FRA-L1,23-24
24,Sun,2024-03-03,13:00,Toulouse,1.8,2–1,1.4,Nice,25507,Stadium Municipal,Jérémie Pignard,/en/matches/2269add3/Toulouse-Nice-March-3-2024-Ligue-1,,FRA-L1,23-24
24,Sun,2024-03-03,15:00,Brest,1.0,1–0,0.6,Le Havre,14718,Stade Francis-Le Blé,Pierre Gaillouste,/en/matches/51912b7d/Brest-Le-Havre-March-3-2024-Ligue-1,,FRA-L1,23-24
24,Sun,2024-03-03,15:00,Nantes,0.9,0–2,2.0,Metz,27132,Stade de la Beaujoire - Louis Fonteneau,Eric Wattellier,/en/matches/9cd454f2/Nantes-Metz-March-3-2024-Ligue-1,,FRA-L1,23-24
24,Sun,2024-03-03,15:00,Montpellier,1.7,2–2,1.7,Strasbourg,11635,Stade de la Mosson,Stéphanie Frappart,/en/matches/e020afbf/Montpellier-Strasbourg-March-3-2024-Ligue-1,,FRA-L1,23-24
24,Sun,2024-03-03,17:05,Rennes,1.4,1–2,2.0,Lorient,28615,Roazhon Park,Benoît Bastien,/en/matches/a3ae2f49/Rennes-Lorient-March-3-2024-Ligue-1,,FRA-L1,23-24
24,Sun,2024-03-03,20:45,Lyon,2.0,0–3,3.4,Lens,48242,Groupama Stadium,Jérôme Brisard,/en/matches/736f94f0/Lyon-Lens-March-3-2024-Ligue-1,,FRA-L1,23-24
25,Fri,2024-03-08,21:00,Nice,1.1,1–2,1.2,Montpellier,21819,Stade de Nice,Ruddy Buquet,/en/matches/d631a829/Nice-Montpellier-March-8-2024-Ligue-1,,FRA-L1,23-24
25,Sat,2024-03-09,17:00,Lorient,0.5,0–2,1.9,Lyon,16426,Stade du Moustoir,Mathieu Vernice,/en/matches/5ea578e0/Lorient-Lyon-March-9-2024-Ligue-1,,FRA-L1,23-24
25,Sat,2024-03-09,21:00,Lens,0.9,1–0,0.7,Brest,38016,Stade Bollaert-Delelis,Stéphanie Frappart,/en/matches/54c25242/Lens-Brest-March-9-2024-Ligue-1,,FRA-L1,23-24
25,Sun,2024-03-10,13:00,Paris S-G,1.2,2–2,1.3,Reims,46000,Parc des Princes,Willy Delajod,/en/matches/d1422003/Paris-Saint-Germain-Reims-March-10-2024-Ligue-1,,FRA-L1,23-24
25,Sun,2024-03-10,15:00,Le Havre,1.0,1–0,0.3,Toulouse,21462,Stade Océane,Romain Lissorgue,/en/matches/3957eebd/Le-Havre-Toulouse-March-10-2024-Ligue-1,,FRA-L1,23-24
25,Sun,2024-03-10,15:00,Strasbourg,0.4,0–1,1.3,Monaco,25391,Stade de la Meinau,Clément Turpin,/en/matches/9a8c884c/Strasbourg-Monaco-March-10-2024-Ligue-1,,FRA-L1,23-24
25,Sun,2024-03-10,15:00,Metz,1.7,1–0,0.8,Clermont Foot,22673,Stade Saint-Symphorien,Gaël Angoula,/en/matches/f7db6990/Metz-Clermont-Foot-March-10-2024-Ligue-1,,FRA-L1,23-24
25,Sun,2024-03-10,17:05,Lille,2.4,2–2,1.1,Rennes,40383,Decathlon Arena - Stade Pierre-Mauroy,Benoît Millot,/en/matches/67041fa5/Lille-Rennes-March-10-2024-Ligue-1,,FRA-L1,23-24
25,Sun,2024-03-10,20:45,Marseille,1.5,2–0,1.0,Nantes,56958,Orange Vélodrome,François Letexier,/en/matches/b696acad/Marseille-Nantes-March-10-2024-Ligue-1,,FRA-L1,23-24
26,Fri,2024-03-15,21:00,Toulouse,2.4,2–3,1.4,Lyon,28434,Stadium Municipal,Jeremy Stinat,/en/matches/863ee181/Toulouse-Lyon-March-15-2024-Ligue-1,,FRA-L1,23-24
26,Sat,2024-03-16,17:00,Nantes,1.1,1–3,1.9,Strasbourg,29487,Stade de la Beaujoire - Louis Fonteneau,Jérémie Pignard,/en/matches/9e18cf79/Nantes-Strasbourg-March-16-2024-Ligue-1,,FRA-L1,23-24
26,Sat,2024-03-16,21:00,Lens,1.3,1–3,2.2,Nice,37346,Stade Bollaert-Delelis,Benoît Bastien,/en/matches/7b5edccd/Lens-Nice-March-16-2024-Ligue-1,,FRA-L1,23-24
26,Sun,2024-03-17,13:00,Brest,1.0,1–1,0.8,Lille,14774,Stade Francis-Le Blé,Clément Turpin,/en/matches/cdf13a58/Brest-Lille-March-17-2024-Ligue-1,,FRA-L1,23-24
26,Sun,2024-03-17,15:00,Monaco,2.5,2–2,0.8,Lorient,5090,Stade Louis II,Bastien Dechepy,/en/matches/5494c9d6/Monaco-Lorient-March-17-2024-Ligue-1,,FRA-L1,23-24
26,Sun,2024-03-17,15:00,Reims,2.2,2–1,0.9,Metz,14335,Stade Auguste-Delaune,Hakim Ben El Hadj Salem,/en/matches/d840de58/Reims-Metz-March-17-2024-Ligue-1,,FRA-L1,23-24
26,Sun,2024-03-17,15:00,Clermont Foot,1.1,2–1,1.2,Le Havre,9638,Stade Gabriel Montpied,Marc Bollengier,/en/matches/f7f8d2b1/Clermont-Foot-Le-Havre-March-17-2024-Ligue-1,,FRA-L1,23-24
26,Sun,2024-03-17,17:05,Rennes,1.4,2–0,0.7,Marseille,28610,Roazhon Park,Eric Wattellier,/en/matches/8cc36332/Rennes-Marseille-March-17-2024-Ligue-1,,FRA-L1,23-24
26,Sun,2024-03-17,20:45,Montpellier,2.3,2–6,1.5,Paris S-G,19202,Stade de la Mosson,Florent Batta,/en/matches/f850eea5/Montpellier-Paris-Saint-Germain-March-17-2024-Ligue-1,,FRA-L1,23-24
27,Fri,2024-03-29,21:00,Lille,1.6,2–1,0.6,Lens,48233,Decathlon Arena - Stade Pierre-Mauroy,Willy Delajod,/en/matches/1488d812/Lille-Lens-March-29-2024-Ligue-1,,FRA-L1,23-24
27,Sat,2024-03-30,17:00,Metz,2.1,2–5,2.4,Monaco,26661,Stade Saint-Symphorien,Eric Wattellier,/en/matches/ec35ab5c/Metz-Monaco-March-30-2024-Ligue-1,,FRA-L1,23-24
27,Sat,2024-03-30,21:00,Lyon,1.8,1–1,1.4,Reims,46097,Groupama Stadium,Thomas Léonard,/en/matches/6b21872e/Lyon-Reims-March-30-2024-Ligue-1,,FRA-L1,23-24
27,Sun,2024-03-31,13:00,Lorient,1.0,0–1,0.5,Brest,16745,Stade du Moustoir,Jérôme Brisard,/en/matches/605ef273/Lorient-Brest-March-31-2024-Ligue-1,,FRA-L1,23-24
27,Sun,2024-03-31,15:00,Le Havre,0.8,0–2,1.6,Montpellier,20556,Stade Océane,Mathieu Vernice,/en/matches/84ed0867/Le-Havre-Montpellier-March-31-2024-Ligue-1,,FRA-L1,23-24
27,Sun,2024-03-31,15:00,Clermont Foot,0.8,0–3,1.8,Toulouse,10499,Stade Gabriel Montpied,Pierre Gaillouste,/en/matches/bfe740ac/Clermont-Foot-Toulouse-March-31-2024-Ligue-1,,FRA-L1,23-24
27,Sun,2024-03-31,15:00,Nice,1.3,1–2,1.7,Nantes,21142,Stade de Nice,Bastien Dechepy,/en/matches/d3388c96/Nice-Nantes-March-31-2024-Ligue-1,,FRA-L1,23-24
27,Sun,2024-03-31,17:05,Strasbourg,2.5,2–0,1.1,Rennes,25407,Stade de la Meinau,Hakim Ben El Hadj Salem,/en/matches/789f3720/Strasbourg-Rennes-March-31-2024-Ligue-1,,FRA-L1,23-24
27,Sun,2024-03-31,20:45,Marseille,1.4,0–2,2.1,Paris S-G,66046,Orange Vélodrome,Benoît Bastien,/en/matches/4b3924f8/Marseille-Paris-Saint-Germain-March-31-2024-Ligue-1,,FRA-L1,23-24
28,Fri,2024-04-05,21:00,Lille,1.8,3–1,1.2,Marseille,46864,Decathlon Arena - Stade Pierre-Mauroy,Bastien Dechepy,/en/matches/b0aa88a4/Lille-Marseille-April-5-2024-Ligue-1,,FRA-L1,23-24
28,Sat,2024-04-06,17:00,Lens,0.9,1–1,1.9,Le Havre,38223,Stade Bollaert-Delelis,François Letexier,/en/matches/a4636c9d/Lens-Le-Havre-April-6-2024-Ligue-1,,FRA-L1,23-24
