id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 25_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,league,season
cadd666a,1,Dickson Abiama,NGA,FW,Greuther Fürth,22,1998,8.1,0,18,4,22.2,2.23,0.5,0.0,0.0,16.7,0,0,0,1.8,1.8,0.1,-1.8,-1.8,Matches,GER-BL1,21-22
dc38e3bc,2,Ragnar Ache,GER,"MF,FW",Eint Frankfurt,23,1998,2.9,0,10,2,20.0,3.47,0.69,0.0,0.0,16.1,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,GER-BL1,21-22
2b09d998,3,Tyler Adams,USA,MF,RB Leipzig,22,1999,15.0,0,2,0,0.0,0.13,0.0,0.0,,21.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,GER-BL1,21-22
22919e97,4,Sargis Adamyan,ARM,"FW,MF",Hoffenheim,28,1993,3.7,1,3,2,66.7,0.82,0.54,0.33,0.5,17.2,0,0,0,0.7,0.7,0.22,0.3,0.3,Matches,GER-BL1,21-22
dcfb17f4,5,Amine Adli,MAR,"FW,MF",Leverkusen,21,2000,14.0,3,37,19,51.4,2.65,1.36,0.08,0.16,15.1,0,0,0,4.3,4.3,0.12,-1.3,-1.3,Matches,GER-BL1,21-22
a6c58494,6,Naouirou Ahamada,FRA,"MF,DF",Stuttgart,19,2002,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,GER-BL1,21-22
89ac64a6,7,Manuel Akanji,SUI,DF,Dortmund,26,1995,25.1,1,13,3,23.1,0.52,0.12,0.08,0.33,11.2,1,0,0,1.9,1.9,0.15,-0.9,-0.9,Matches,GER-BL1,21-22
6ec6fde0,8,Kevin Akpoguma,NGA,"DF,FW",Hoffenheim,26,1995,17.0,2,12,4,33.3,0.71,0.24,0.17,0.5,12.8,0,0,0,1.2,1.2,0.1,0.8,0.8,Matches,GER-BL1,21-22
834d0be5,9,Lucas Alario,ARG,FW,Leverkusen,28,1992,7.3,6,22,13,59.1,3.02,1.79,0.27,0.46,11.7,0,0,1,6.0,5.2,0.24,0.0,0.8,Matches,GER-BL1,21-22
555d5edd,10,Nadiem Amiri,GER,"MF,FW",Leverkusen,24,1996,4.1,1,8,2,25.0,1.95,0.49,0.13,0.5,21.1,1,0,0,0.5,0.5,0.06,0.5,0.5,Matches,GER-BL1,21-22
