id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,league,season
32c2d95f,1,Yunis Abdelhamid,MAR,DF,Reims,34,1987,37.0,43,1.16,34,0,2,5,0,2,7,0.19,4,0,2,1,0,0,Matches,FRA-L1,22-23
7978cbf0,2,Himad Abdelli,ALG,"MF,FW",Angers,22,1999,23.7,69,2.91,59,4,3,1,0,2,3,0.13,3,0,0,0,0,0,Matches,FRA-L1,22-23
82464ce3,3,Salis Abdul Samed,GHA,MF,Lens,22,2000,32.2,50,1.55,43,0,2,2,2,1,1,0.03,1,0,0,0,0,0,Matches,FRA-L1,22-23
31626657,4,Laurent Abergel,FRA,MF,Lorient,29,1993,26.0,33,1.27,27,2,2,1,0,1,1,0.04,1,0,0,0,0,0,Matches,FRA-L1,22-23
0e46fa2f,5,Matthis Abline,FRA,"FW,MF",Auxerre,19,2003,9.0,15,1.67,8,0,5,0,2,0,3,0.33,1,0,1,0,1,0,Matches,FRA-L1,22-23
0e46fa2f,6,Matthis Abline,FRA,"FW,MF",Rennes,19,2003,1.2,7,5.94,2,0,0,3,1,1,2,1.7,0,0,0,0,1,1,Matches,FRA-L1,22-23
c2a6033c,7,Zakaria Aboukhlal,MAR,"FW,MF",Toulouse,22,2000,27.5,80,2.91,44,1,10,13,10,2,8,0.29,4,0,1,2,1,0,Matches,FRA-L1,22-23
1e93fc5d,8,Mohamed Achi,FRA,FW,Nantes,20,2002,0.4,1,2.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,22-23
7587446d,9,Martin Adeline,FRA,"MF,FW",Reims,18,2003,1.2,2,1.68,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,22-23
75f1ed80,10,Emmanuel Agbadou,CIV,DF,Reims,25,1997,26.5,31,1.17,26,1,0,4,0,0,3,0.11,2,0,0,1,0,0,Matches,FRA-L1,22-23
8bc8829a,11,Lucien Agoume,FRA,MF,Troyes,20,2002,12.2,27,2.22,23,3,0,1,0,0,1,0.08,1,0,0,0,0,0,Matches,FRA-L1,22-23
3dd738a1,12,Ruben Aguilar,FRA,DF,Monaco,29,1993,13.0,18,1.38,14,1,0,1,1,1,2,0.15,2,0,0,0,0,0,Matches,FRA-L1,22-23
22396615,13,Amar Ahmed,SWE,FW,Troyes,18,2004,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,22-23
48b28bfd,14,Jean-Eudes Aholou,CIV,MF,Strasbourg,28,1994,14.4,28,1.94,21,1,0,1,2,3,2,0.14,2,0,0,0,0,0,Matches,FRA-L1,22-23
462475ed,15,Ludovic Ajorque,FRA,FW,Strasbourg,28,1994,8.6,22,2.57,20,0,0,2,0,0,2,0.23,1,0,0,1,0,0,Matches,FRA-L1,22-23
b625b241,16,Maghnes Akliouche,FRA,"MF,FW",Monaco,20,2002,4.5,9,2.01,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,22-23
9e17ccff,17,Doğan Alemdar,TUR,GK,Rennes,19,2002,4.5,1,0.22,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,22-23
1956b948,18,Jim Allevinah,GAB,"DF,FW",Clermont Foot,27,1995,24.9,48,1.93,39,1,3,2,3,0,2,0.08,1,0,0,1,0,0,Matches,FRA-L1,22-23
0a63446f,19,Mickaël Alphonse,GLP,DF,Ajaccio,33,1989,15.1,19,1.25,15,1,1,1,0,1,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,22-23
9260926b,20,Ibrahim Amadou,FRA,"DF,MF",Angers,29,1993,4.7,3,0.64,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,22-23
ae11ba3d,21,Ayoub Amraoui,MAR,"DF,FW",Nice,18,2004,3.3,4,1.22,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,22-23
ef9c1c95,22,Benjamin André,FRA,MF,Lille,31,1990,32.4,70,2.16,62,0,0,3,3,2,6,0.19,5,0,0,0,1,0,Matches,FRA-L1,22-23
af3ddb2e,23,Komnen Andrić,SRB,FW,Clermont Foot,27,1995,16.1,32,1.99,26,0,2,2,2,0,4,0.25,2,0,0,2,0,0,Matches,FRA-L1,22-23
a5db0bec,24,Houssem Aouar,ALG,MF,Lyon,24,1998,5.8,15,2.57,9,0,3,3,0,0,2,0.34,2,0,0,0,0,0,Matches,FRA-L1,22-23
b94b8be1,25,Adil Aouchiche,FRA,MF,Lorient,20,2002,2.8,5,1.8,3,0,0,1,0,1,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,22-23
feb5d3ab,26,Dennis Appiah,FRA,"DF,MF",Nantes,30,1992,8.8,11,1.25,8,1,2,0,0,0,1,0.11,1,0,0,0,0,0,Matches,FRA-L1,22-23
42f0113f,27,Stredair Appuah,FRA,"DF,MF",Nantes,18,2004,0.7,6,8.18,5,0,1,0,0,0,1,1.36,1,0,0,0,0,0,Matches,FRA-L1,22-23
c5e6c017,28,Taïryk Arconte,FRA,FW,Brest,18,2003,1.4,3,2.11,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,22-23
508a9011,29,Mohamed El Arouch,FRA,MF,Lyon,18,2004,0.0,1,90.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,22-23
b026bbf6,30,Lorenz Assignon,TOG,DF,Rennes,22,2000,2.9,4,1.37,3,1,0,0,0,0,1,0.34,1,0,0,0,0,0,Matches,FRA-L1,22-23
6a827d8e,31,Youcef Atal,ALG,"DF,MF",Nice,26,1996,8.7,31,3.58,22,0,4,2,2,1,2,0.23,1,0,1,0,0,0,Matches,FRA-L1,22-23
6b5edd5d,32,Valentin Atangana Edoa,FRA,MF,Reims,16,2005,1.9,5,2.6,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,22-23
7dfbba27,33,Mathias Autret,FRA,"MF,FW",Auxerre,31,1991,14.3,54,3.77,35,12,3,3,0,1,7,0.49,3,2,0,2,0,0,Matches,FRA-L1,22-23
a94d93be,34,Cédric Avinel,GLP,DF,Ajaccio,35,1986,19.9,3,0.15,1,1,0,1,0,0,1,0.05,0,0,0,1,0,0,Matches,FRA-L1,22-23
114bbdee,35,Loïc Bade,FRA,DF,Rennes,22,2000,1.0,1,1.0,0,0,0,1,0,0,1,1.0,0,0,0,1,0,0,Matches,FRA-L1,22-23
06df8256,36,Benoît Badiashile,FRA,DF,Monaco,21,2001,9.3,4,0.43,2,0,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,22-23
a1232f4e,37,Eric Bailly,CIV,DF,Marseille,28,1994,6.0,2,0.33,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,22-23
5065d67d,38,Dénys Bain,FRA,DF,Auxerre,29,1993,1.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,22-23
7e3e825e,39,Brandon Baiye,BEL,MF,Clermont Foot,21,2000,0.6,2,3.4,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,22-23
0af4dcf0,40,Cédric Bakambu,COD,MF,Marseille,31,1991,0.7,2,3.05,2,0,0,0,0,0,1,1.53,1,0,0,0,0,0,Matches,FRA-L1,22-23
3975195f,41,Thierno Balde,FRA,"DF,MF",Troyes,20,2002,23.9,45,1.88,35,2,3,1,4,0,4,0.17,2,0,1,0,1,0,Matches,FRA-L1,22-23
a1390d2f,42,Carlos Baleba,CMR,MF,Lille,18,2004,5.3,11,2.07,7,0,1,1,2,0,2,0.38,0,0,0,0,2,0,Matches,FRA-L1,22-23
7c3ed041,43,Leonardo Balerdi,ARG,DF,Marseille,23,1999,29.3,13,0.44,9,0,1,3,0,0,2,0.07,1,0,0,1,0,0,Matches,FRA-L1,22-23
31822f8c,44,Folarin Balogun,USA,FW,Reims,21,2001,33.3,80,2.4,50,1,11,11,6,1,10,0.3,4,0,2,2,2,0,Matches,FRA-L1,22-23
7fecbcdb,45,Abdoulaye Bamba,CIV,DF,Angers,32,1990,15.2,8,0.53,7,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,22-23
b2bd0f6c,46,Jonathan Bamba,CIV,FW,Lille,26,1996,30.9,106,3.43,89,2,5,8,2,0,14,0.45,11,0,0,3,0,0,Matches,FRA-L1,22-23
a0d55a09,47,Bradley Barcola,FRA,"FW,MF",Lyon,19,2002,16.0,39,2.44,32,0,4,2,0,1,10,0.63,10,0,0,0,0,0,Matches,FRA-L1,22-23
1ddbc7ca,48,Melvin Bard,FRA,DF,Nice,21,2000,27.3,30,1.1,27,2,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,22-23
3a24769f,49,Ross Barkley,ENG,"MF,FW",Nice,28,1993,10.7,51,4.92,30,13,6,2,0,0,5,0.48,2,1,2,0,0,0,Matches,FRA-L1,22-23
e3844ecb,50,Mickaël Barreto,FRA,MF,Ajaccio,31,1991,14.7,30,2.04,22,7,0,0,0,1,1,0.07,1,0,0,0,0,0,Matches,FRA-L1,22-23
20e0dd86,51,Cyrille Bayala,BFA,MF,Ajaccio,26,1996,22.3,43,1.93,29,1,4,1,4,4,2,0.09,1,0,0,0,0,1,Matches,FRA-L1,22-23
5e6355f8,52,Yanis Begraoui,MAR,"FW,MF",Toulouse,21,2001,0.7,2,2.77,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,22-23
4a5e83ad,53,Alexis Beka Beka,FRA,"MF,DF",Nice,21,2001,6.1,9,1.49,5,1,0,0,3,0,0,0.0,0,0,0,0,0,0,Matches,FRA-L1,22-23
5680bf3f,54,Jérémie Bela,ANG,"DF,MF",Clermont Foot,29,1993,8.3,10,1.21,7,0,1,1,1,0,3,0.36,1,0,1,0,1,0,Matches,FRA-L1,22-23
