id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 25_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,league,season
f586779e,1,Tammy Abraham,ENG,FW,Chelsea,21,1997,6.3,3,21,9,42.9,3.34,1.43,0.14,0.33,9.0,0,0,0,4.9,4.9,0.23,-1.9,-1.9,Matches,UCL,19-20
2b09d998,2,Tyler Adams,USA,"MF,DF",RB Leipzig,20,1999,0.9,1,2,1,50.0,2.2,1.1,0.5,1.0,15.9,0,0,0,0.2,0.2,0.08,0.8,0.8,Matches,UCL,19-20
ee926a02,3,Arijan Ademi,MKD,"MF,DF",Dinamo Zagreb,28,1991,5.7,1,2,1,50.0,0.35,0.17,0.5,1.0,3.5,0,0,0,0.8,0.8,0.41,0.2,0.2,Matches,UCL,19-20
f76e6b4e,4,Adrián,ESP,GK,Liverpool,32,1987,3.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,UCL,19-20
4d034881,5,Sergio Agüero,ARG,FW,Manchester City,31,1988,2.2,2,8,5,62.5,3.67,2.3,0.13,0.2,12.7,0,1,1,3.5,2.7,0.34,-1.5,-1.7,Matches,UCL,19-20
89ac64a6,6,Manuel Akanji,SUI,DF,Dortmund,24,1995,5.8,0,3,0,0.0,0.52,0.0,0.0,,22.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,UCL,19-20
05439de2,7,David Alaba,AUT,DF,Bayern Munich,27,1992,7.5,0,5,1,20.0,0.67,0.13,0.0,0.0,27.5,2,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,UCL,19-20
834d0be5,8,Lucas Alario,ARG,FW,Leverkusen,26,1992,2.4,0,9,2,22.2,3.79,0.84,0.0,0.0,13.0,0,0,0,1.2,1.2,0.14,-1.2,-1.2,Matches,UCL,19-20
4601e194,9,Jordi Alba,ESP,DF,Barcelona,30,1989,3.9,0,1,0,0.0,0.25,0.0,0.0,,30.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,UCL,19-20
a7a9d95a,10,Paco Alcácer,ESP,FW,Dortmund,25,1993,1.3,0,4,0,0.0,3.19,0.0,0.0,,13.4,1,0,0,1.2,1.2,0.31,-1.2,-1.2,Matches,UCL,19-20
77e84962,11,Thiago Alcántara,ESP,MF,Bayern Munich,28,1991,9.1,0,7,1,14.3,0.77,0.11,0.0,0.0,15.7,0,0,0,1.5,1.5,0.21,-1.5,-1.5,Matches,UCL,19-20
f7d50789,12,Toby Alderweireld,BEL,DF,Tottenham,30,1989,6.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,UCL,19-20
6c811eb7,13,Carles Aleñá,ESP,MF,Barcelona,21,1998,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,UCL,19-20
cd1acf9d,14,Trent Alexander-Arnold,ENG,DF,Liverpool,20,1998,6.5,0,6,1,16.7,0.93,0.15,0.0,0.0,22.6,1,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,UCL,19-20
7a2e46a8,15,Alisson,BRA,GK,Liverpool,26,1992,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,UCL,19-20
cc700722,16,Allan,BRA,MF,Napoli,28,1991,4.9,0,2,0,0.0,0.4,0.0,0.0,,25.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,UCL,19-20
cea4ee8f,17,Dele Alli,ENG,"MF,FW",Tottenham,23,1996,5.7,1,7,4,57.1,1.22,0.7,0.14,0.25,12.7,0,0,0,1.3,1.3,0.19,-0.3,-0.3,Matches,UCL,19-20
67b3d74b,18,André Almeida,POR,DF,Benfica,28,1990,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,UCL,19-20
f4290206,19,Marcos Alonso,ESP,DF,Chelsea,28,1990,4.4,0,12,5,41.7,2.72,1.13,0.0,0.0,15.8,3,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches,UCL,19-20
8ce30c57,20,Éder Álvarez Balanta,COL,MF,Club Brugge,26,1993,3.2,0,2,0,0.0,0.63,0.0,0.0,,23.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,UCL,19-20
8b3ab7ad,21,Edson Álvarez,MEX,MF,Ajax,21,1997,4.2,1,6,2,33.3,1.43,0.48,0.17,0.5,12.4,0,0,0,0.4,0.4,0.06,0.6,0.6,Matches,UCL,19-20
555d5edd,22,Nadiem Amiri,GER,"FW,MF",Leverkusen,22,1996,2.6,0,7,2,28.6,2.65,0.76,0.0,0.0,23.8,1,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,UCL,19-20
10b9fa99,23,Ethan Ampadu,WAL,DF,RB Leipzig,18,2000,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,UCL,19-20
e34fc66d,24,Joachim Andersen,DEN,DF,Lyon,23,1996,4.4,1,1,1,100.0,0.23,0.23,1.0,1.0,7.7,0,0,0,0.3,0.3,0.35,0.7,0.7,Matches,UCL,19-20
dc008610,25,Florin Andone,ROU,FW,Galatasaray,26,1993,1.8,0,8,2,25.0,4.44,1.11,0.0,0.0,17.3,0,0,0,0.9,0.9,0.11,-0.9,-0.9,Matches,UCL,19-20
ef9c1c95,26,Benjamin André,FRA,MF,Lille,28,1990,4.5,0,10,2,20.0,2.23,0.45,0.0,0.0,13.2,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches,UCL,19-20
b35db3f6,27,Miguel Ángel Guerrero,ESP,FW,Olympiacos,29,1990,3.5,0,9,1,11.1,2.56,0.28,0.0,0.0,20.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,UCL,19-20
30941e96,28,Angeliño,ESP,"DF,MF",RB Leipzig,22,1997,4.0,0,3,2,66.7,0.75,0.5,0.0,0.0,16.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,UCL,19-20
30941e96,29,Angeliño,ESP,DF,Manchester City,22,1997,1.0,0,1,0,0.0,1.0,0.0,0.0,,27.2,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,UCL,19-20
