id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 22_level_0,Unnamed: 23_level_0,Expected,Expected,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,league,season
8637e09a,1,Vincent Aboubakar,CMR,FW,Porto,25,1992,5.5,89,135,65.9,1177,140,50,71,70.4,27,37,73.0,3,4,75.0,2,1.0,0.9,1.0,4,4,2,0,7,Matches,UCL,17-18
81442ecb,2,Marcos Acuña,ARG,"FW,DF",Sporting CP,25,1991,4.8,104,161,64.6,1748,706,55,62,88.7,31,51,60.8,14,33,42.4,1,0.5,0.7,0.5,5,7,8,3,13,Matches,UCL,17-18
c81d773d,3,Tosin Adarabioyo,ENG,DF,Manchester City,19,1997,1.0,90,95,94.7,1626,364,37,37,100.0,40,41,97.6,10,14,71.4,0,0.0,0.0,0.0,0,7,0,0,7,Matches,UCL,17-18
9d8586c4,4,Adriano,BRA,DF,Beşiktaş,32,1984,5.4,194,269,72.1,3185,1327,104,116,89.7,71,93,76.3,14,36,38.9,0,0.1,0.1,-0.1,3,17,2,0,25,Matches,UCL,17-18
2557c196,5,Luiz Adriano,BRA,"FW,MF",Spartak Moscow,30,1987,6.0,109,151,72.2,1625,336,60,79,75.9,35,41,85.4,8,14,57.1,0,0.9,0.8,-0.9,9,9,8,1,16,Matches,UCL,17-18
42a632ba,6,Ansi Agolli,ALB,DF,Qarabağ,34,1982,4.0,189,224,84.4,2760,934,116,128,90.6,58,71,81.7,10,16,62.5,0,0.1,0.1,-0.1,3,11,2,2,12,Matches,UCL,17-18
4d034881,7,Sergio Agüero,ARG,FW,Manchester City,29,1988,4.9,98,128,76.6,1104,156,60,76,78.9,20,21,95.2,4,5,80.0,1,0.4,0.6,0.6,6,6,4,1,6,Matches,UCL,17-18
0ff9eabc,8,Karim El Ahmadi,MAR,MF,Feyenoord,32,1985,4.0,169,191,88.5,2631,680,85,90,94.4,65,72,90.3,10,14,71.4,0,0.3,0.1,-0.3,3,9,2,0,13,Matches,UCL,17-18
5d91cf0f,9,Valon Ahmedi,ALB,"MF,FW",NK Maribor,22,1994,2.5,52,76,68.4,750,216,32,40,80.0,11,19,57.9,5,10,50.0,0,0.5,0.2,-0.5,5,2,3,1,6,Matches,UCL,17-18
2b1c4abd,10,Albian Ajeti,SUI,FW,Basel,20,1997,1.1,9,10,90.0,110,0,5,6,83.3,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,UCL,17-18
89ac64a6,11,Manuel Akanji,SUI,DF,Basel,22,1995,6.0,210,261,80.5,3826,1391,96,110,87.3,89,105,84.8,23,43,53.5,1,0.4,0.1,0.6,1,6,0,0,15,Matches,UCL,17-18
42ec696a,12,Igor Akinfeev,RUS,GK,CSKA Moscow,31,1986,6.0,79,165,47.9,2914,2441,5,5,100.0,26,26,100.0,48,134,35.8,0,0.0,0.0,0.0,0,3,0,0,0,Matches,UCL,17-18
05439de2,13,David Alaba,AUT,DF,Bayern Munich,25,1992,6.9,325,402,80.8,4666,1632,184,205,89.8,108,131,82.4,14,31,45.2,2,1.7,1.7,0.3,13,26,11,6,31,Matches,UCL,17-18
4601e194,14,Jordi Alba,ESP,DF,Barcelona,28,1989,7.1,499,574,86.9,6953,1745,308,327,94.2,151,174,86.8,22,39,56.4,0,0.4,0.5,-0.4,8,24,5,0,27,Matches,UCL,17-18
4bd414c1,15,Raúl Albiol,ESP,DF,Napoli,31,1985,5.0,347,395,87.8,6794,2374,115,129,89.1,168,180,93.3,55,74,74.3,0,0.0,0.1,0.0,0,18,0,0,28,Matches,UCL,17-18
a7a9d95a,16,Paco Alcácer,ESP,FW,Barcelona,23,1993,1.1,41,53,77.4,473,113,28,30,93.3,11,18,61.1,0,1,0.0,0,0.0,0.1,0.0,0,0,2,0,6,Matches,UCL,17-18
77e84962,17,Thiago Alcántara,ESP,MF,Bayern Munich,26,1991,6.7,520,580,89.7,9727,2372,225,239,94.1,211,228,92.5,74,91,81.3,0,0.8,1.1,-0.8,11,56,9,0,74,Matches,UCL,17-18
f7d50789,18,Toby Alderweireld,BEL,DF,Tottenham,28,1989,3.3,136,168,81.0,3217,1382,38,44,86.4,61,66,92.4,36,52,69.2,1,0.5,0.2,0.5,2,14,0,0,12,Matches,UCL,17-18
cd1acf9d,19,Trent Alexander-Arnold,ENG,DF,Liverpool,18,1998,9.1,444,606,73.3,7898,2742,208,236,88.1,186,250,74.4,43,92,46.7,1,1.4,1.4,-0.4,5,28,16,4,50,Matches,UCL,17-18
e044ce1e,20,Nektarios Alexandrou,CYP,"DF,MF",APOEL FC,33,1983,0.6,8,18,44.4,173,89,3,5,60.0,4,9,44.4,1,4,25.0,0,0.0,0.0,0.0,0,2,1,0,4,Matches,UCL,17-18
7a2e46a8,21,Alisson,BRA,GK,Roma,24,1992,12.0,334,403,82.9,9683,7331,44,44,100.0,155,157,98.7,135,201,67.2,0,0.0,0.0,0.0,0,3,0,0,0,Matches,UCL,17-18
cc700722,22,Allan,BRA,MF,Napoli,26,1991,3.4,129,156,82.7,1765,455,76,84,90.5,36,45,80.0,7,10,70.0,0,0.1,0.2,-0.1,3,13,4,1,14,Matches,UCL,17-18
cea4ee8f,23,Dele Alli,ENG,"MF,FW",Tottenham,21,1996,4.8,156,195,80.0,2161,569,97,115,84.3,38,42,90.5,7,12,58.3,3,1.5,1.1,1.5,12,12,6,0,23,Matches,UCL,17-18
67b3d74b,24,André Almeida,POR,DF,Benfica,26,1990,2.9,247,301,82.1,3475,1137,143,154,92.9,76,100,76.0,13,24,54.2,0,0.1,0.1,-0.1,2,19,2,1,16,Matches,UCL,17-18
ba6e52b0,25,André Almeida Pinto,POR,DF,Sporting CP,27,1989,2.0,82,91,90.1,1692,630,19,19,100.0,52,56,92.9,11,15,73.3,0,0.0,0.0,0.0,0,3,0,0,6,Matches,UCL,17-18
bdf8165d,26,Richard Almeida,AZE,MF,Qarabağ,28,1989,6.0,359,410,87.6,6210,1203,175,186,94.1,136,157,86.6,41,53,77.4,0,0.1,0.1,-0.1,1,25,2,0,27,Matches,UCL,17-18
cb7786d5,27,Stathis Aloneftis,CYP,"FW,MF",APOEL FC,34,1983,5.6,68,133,51.1,1154,542,31,45,68.9,26,46,56.5,9,24,37.5,0,0.7,0.5,-0.7,7,6,7,4,12,Matches,UCL,17-18
f4290206,28,Marcos Alonso,ESP,"DF,MF",Chelsea,26,1990,6.6,250,311,80.4,3668,903,136,150,90.7,88,108,81.5,11,22,50.0,1,0.7,0.8,0.3,3,13,3,1,16,Matches,UCL,17-18
8ce30c57,29,Éder Álvarez Balanta,COL,DF,Basel,24,1993,5.9,215,318,67.6,3976,1414,92,111,82.9,89,127,70.1,30,65,46.2,0,0.4,0.0,-0.4,3,7,1,0,12,Matches,UCL,17-18
c9e99e49,30,Dani Alves,BRA,DF,Paris S-G,34,1983,8.0,549,656,83.7,7703,2840,336,357,94.1,128,161,79.5,42,70,60.0,0,1.4,2.1,-1.4,14,40,21,5,52,Matches,UCL,17-18
5a2cb25d,31,Sofyan Amrabat,MAR,"MF,DF",Feyenoord,20,1996,5.9,212,262,80.9,3715,952,106,119,89.1,78,87,89.7,23,38,60.5,0,0.0,0.1,0.0,1,13,3,0,21,Matches,UCL,17-18
9f31b1d3,32,André André,POR,"MF,FW",Porto,27,1989,2.5,84,100,84.0,1383,510,38,41,92.7,34,40,85.0,7,12,58.3,0,0.0,0.0,0.0,0,11,1,0,10,Matches,UCL,17-18
2a70dcc9,33,Thanasis Androutsos,GRE,FW,Olympiacos,20,1997,1.0,21,27,77.8,283,86,15,16,93.8,4,6,66.7,1,3,33.3,0,0.0,0.0,0.0,0,3,0,0,2,Matches,UCL,17-18
632e0184,34,Minas Antoniou,CYP,FW,APOEL FC,23,1994,0.1,3,4,75.0,43,31,2,2,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches,UCL,17-18
91976866,35,Mirko Antonucci,ITA,FW,Roma,18,1999,0.2,3,6,50.0,39,12,2,4,50.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches,UCL,17-18
feb5d3ab,36,Dennis Appiah,FRA,"DF,MF",Anderlecht,25,1992,5.7,245,323,75.9,3681,1594,150,168,89.3,72,101,71.3,17,36,47.2,0,0.3,0.5,-0.3,7,12,9,7,24,Matches,UCL,17-18
2f965a72,37,Alphonse Areola,FRA,GK,Paris S-G,24,1993,8.0,167,201,83.1,4248,2792,29,29,100.0,88,88,100.0,50,84,59.5,0,0.0,0.0,0.0,0,0,0,0,0,Matches,UCL,17-18
97333cf5,38,Stuart Armstrong,SCO,MF,Celtic,25,1992,2.6,90,114,78.9,1415,308,44,52,84.6,39,44,88.6,4,12,33.3,0,0.1,0.1,-0.1,2,5,1,0,9,Matches,UCL,17-18
963a328b,39,Tolgay Arslan,GER,MF,Beşiktaş,26,1990,3.6,203,232,87.5,3653,954,91,96,94.8,83,90,92.2,23,36,63.9,0,0.1,0.2,-0.1,1,12,5,0,22,Matches,UCL,17-18
089550f5,40,Kwadwo Asamoah,GHA,DF,Juventus,28,1988,1.1,52,63,82.5,732,243,29,31,93.5,21,25,84.0,1,5,20.0,0,0.0,0.0,0.0,0,4,1,0,8,Matches,UCL,17-18
45af8a54,41,Marco Asensio,ESP,"MF,FW",Real Madrid,21,1996,5.2,287,331,86.7,4479,1055,155,166,93.4,94,110,85.5,27,35,77.1,1,1.2,0.9,-0.2,13,23,10,7,30,Matches,UCL,17-18
d5dd5f1f,42,Pierre-Emerick Aubameyang,GAB,FW,Dortmund,28,1989,6.0,76,105,72.4,1087,181,44,57,77.2,22,34,64.7,6,6,100.0,0,0.3,0.9,-0.3,5,5,5,0,8,Matches,UCL,17-18
97bfa797,43,Jean-Kévin Augustin,FRA,FW,RB Leipzig,20,1997,3.8,46,64,71.9,565,80,35,45,77.8,7,11,63.6,1,1,100.0,0,0.1,0.1,-0.1,2,3,0,0,1,Matches,UCL,17-18
