id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,league,season
65d62814,1,Antonio Adán,ESP,GK,Atlético Madrid,32,1987,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,ESP-LALIGA,19-20
293211e1,2,Aritz Aduriz,ESP,"FW,MF",Athletic Club,38,1981,2.3,2,0.87,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches,ESP-LALIGA,19-20
073b1b37,3,Lumor Agbenyenu,GHA,DF,Mallorca,22,1996,20.1,34,1.7,24,4,3,1,2,0,0,0.0,0,0,0,0,0,0,Matches,ESP-LALIGA,19-20
355c883a,4,Martin Agirregabiria,ESP,DF,Alavés,23,1996,23.3,25,1.07,18,2,3,0,2,0,3,0.13,3,0,0,0,0,0,Matches,ESP-LALIGA,19-20
18abe173,5,Joseph Aidoo,GHA,DF,Celta Vigo,23,1995,27.8,12,0.43,7,2,1,2,0,0,2,0.07,2,0,0,0,0,0,Matches,ESP-LALIGA,19-20
4601e194,6,Jordi Alba,ESP,DF,Barcelona,30,1989,24.3,51,2.1,50,1,0,0,0,0,6,0.25,6,0,0,0,0,0,Matches,ESP-LALIGA,19-20
4bd414c1,7,Raúl Albiol,ESP,DF,Villarreal,33,1985,36.0,19,0.53,17,0,0,1,1,0,1,0.03,1,0,0,0,0,0,Matches,ESP-LALIGA,19-20
a7a9d95a,8,Paco Alcácer,ESP,FW,Villarreal,25,1993,10.3,17,1.66,15,0,0,1,1,0,2,0.19,1,0,0,0,1,0,Matches,ESP-LALIGA,19-20
036bba5f,9,Rubén Alcaraz,ESP,MF,Valladolid,28,1991,21.4,51,2.38,31,7,4,3,6,0,4,0.19,4,0,0,0,0,0,Matches,ESP-LALIGA,19-20
46166b49,10,Álex Alegría,ESP,FW,Mallorca,26,1992,1.2,1,0.83,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches,ESP-LALIGA,19-20
6c811eb7,11,Carles Aleñá,ESP,MF,Barcelona,21,1998,1.9,1,0.52,1,0,0,0,0,0,1,0.52,1,0,0,0,0,0,Matches,ESP-LALIGA,19-20
