id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 25_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,league,season
f586779e,1,Tammy Abraham,ENG,FW,Roma,23,1997,34.3,17,92,35,38.0,2.68,1.02,0.15,0.4,12.9,3,3,3,20.7,18.4,0.2,-3.7,-4.4,Matches,ITA-SERIA_A,21-22
b96b595c,2,Francesco Acerbi,ITA,DF,Lazio,33,1988,28.2,4,15,7,46.7,0.53,0.25,0.27,0.57,10.8,0,0,0,2.4,2.4,0.16,1.6,1.6,Matches,ITA-SERIA_A,21-22
f9c927de,3,Michel Aebischer,SUI,MF,Bologna,24,1997,4.9,0,2,2,100.0,0.41,0.41,0.0,0.0,22.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,ITA-SERIA_A,21-22
0154d290,4,Felix Afena-Gyan,GHA,"FW,MF",Roma,18,2003,7.4,2,17,7,41.2,2.29,0.94,0.12,0.29,16.1,0,0,0,1.7,1.7,0.1,0.3,0.3,Matches,ITA-SERIA_A,21-22
46fa7204,5,Kevin Agudelo,COL,"MF,FW",Spezia,22,1998,13.7,3,21,11,52.4,1.53,0.8,0.14,0.27,17.2,0,0,0,2.6,2.6,0.12,0.4,0.4,Matches,ITA-SERIA_A,21-22
246d153b,6,Ola Aina,NGA,DF,Torino,24,1996,16.0,0,10,4,40.0,0.63,0.25,0.0,0.0,23.6,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches,ITA-SERIA_A,21-22
414e1f69,7,Marley Aké,FRA,"FW,MF",Juventus,20,2001,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ITA-SERIA_A,21-22
fdf4b948,8,Jean-Daniel Akpa-Akpro,CIV,MF,Lazio,28,1992,3.5,0,3,0,0.0,0.86,0.0,0.0,,18.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,ITA-SERIA_A,21-22
5294a83f,9,Luis Alberto,ESP,MF,Lazio,28,1992,26.1,5,47,16,34.0,1.8,0.61,0.11,0.31,21.0,2,0,0,3.3,3.3,0.07,1.7,1.7,Matches,ITA-SERIA_A,21-22
aa5322d5,10,Giorgio Altare,ITA,DF,Cagliari,22,1998,16.3,1,18,6,33.3,1.11,0.37,0.06,0.17,13.7,0,0,0,1.0,1.0,0.06,0.0,0.0,Matches,ITA-SERIA_A,21-22
35b4bc62,11,Wisdom Amey,ITA,DF,Bologna,15,2005,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ITA-SERIA_A,21-22
bcc81786,12,Kelvin Amian,FRA,DF,Spezia,23,1998,29.4,1,26,7,26.9,0.88,0.24,0.04,0.14,15.1,0,0,0,2.6,2.6,0.1,-1.6,-1.6,Matches,ITA-SERIA_A,21-22
555d5edd,13,Nadiem Amiri,GER,"MF,FW",Genoa,24,1996,7.6,0,16,6,37.5,2.11,0.79,0.0,0.0,23.8,1,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches,ITA-SERIA_A,21-22
