id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 25_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,league,season
9f9e1b9c,1,Sabit Abdulai,GHA,MF,Getafe,21,1999,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ESP-LALIGA,20-21
81442ecb,2,Marcos Acuña,ARG,DF,Sevilla,28,1991,25.9,1,18,2,11.1,0.7,0.08,0.06,0.5,20.5,0,0,0,1.0,1.0,0.05,0.0,0.0,Matches,ESP-LALIGA,20-21
3ed84b2c,3,Bobby Adekanye,NED,"FW,MF",Cádiz,21,1999,0.4,0,1,0,0.0,2.5,0.0,0.0,,17.1,0,0,0,0.3,0.3,0.34,-0.3,-0.3,Matches,ESP-LALIGA,20-21
355c883a,4,Martin Agirregabiria,ESP,"DF,MF",Alavés,24,1996,17.3,0,2,0,0.0,0.12,0.0,0.0,,15.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,ESP-LALIGA,20-21
18abe173,5,Joseph Aidoo,GHA,DF,Celta Vigo,24,1995,14.3,0,9,0,0.0,0.63,0.0,0.0,,14.9,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches,ESP-LALIGA,20-21
f2a68b97,6,Carlos Akapo,EQG,DF,Cádiz,27,1993,9.6,1,2,1,50.0,0.21,0.1,0.5,1.0,23.4,0,0,0,0.3,0.3,0.17,0.7,0.7,Matches,ESP-LALIGA,20-21
31f5b89b,7,Paul Akouokou,CIV,MF,Betis,22,1997,4.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ESP-LALIGA,20-21
788be7f9,8,Jony Álamo,ESP,MF,Elche,18,2001,0.8,0,1,0,0.0,1.23,0.0,0.0,,26.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,ESP-LALIGA,20-21
4601e194,9,Jordi Alba,ESP,"DF,FW",Barcelona,31,1989,33.6,3,27,10,37.0,0.8,0.3,0.11,0.3,20.2,1,0,0,1.9,1.9,0.07,1.1,1.1,Matches,ESP-LALIGA,20-21
4bd414c1,10,Raúl Albiol,ESP,DF,Villarreal,34,1985,34.6,0,8,1,12.5,0.23,0.03,0.0,0.0,14.6,0,0,0,0.9,0.9,0.11,-0.9,-0.9,Matches,ESP-LALIGA,20-21
a7a9d95a,11,Paco Alcácer,ESP,FW,Villarreal,26,1993,17.2,6,35,16,45.7,2.04,0.93,0.14,0.31,14.0,3,1,2,9.0,7.5,0.21,-3.0,-2.5,Matches,ESP-LALIGA,20-21
ba71d071,12,Pedro Alcalá,ESP,DF,Cádiz,31,1989,10.1,0,2,0,0.0,0.2,0.0,0.0,,14.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,ESP-LALIGA,20-21
036bba5f,13,Rubén Alcaraz,ESP,MF,Valladolid,29,1991,24.1,1,28,3,10.7,1.16,0.12,0.04,0.33,25.1,7,0,0,1.8,1.8,0.06,-0.8,-0.8,Matches,ESP-LALIGA,20-21
3d7e48ce,14,Iván Alejo,ESP,"MF,FW",Cádiz,25,1995,9.2,1,13,4,30.8,1.41,0.44,0.08,0.25,17.9,1,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches,ESP-LALIGA,20-21
6c811eb7,15,Carles Aleñá,ESP,MF,Barcelona,22,1998,0.5,0,1,0,0.0,1.87,0.0,0.0,,17.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,ESP-LALIGA,20-21
6c811eb7,16,Carles Aleñá,ESP,"MF,FW",Getafe,22,1998,15.2,2,30,8,26.7,1.98,0.53,0.07,0.25,22.0,0,0,0,1.7,1.7,0.06,0.3,0.3,Matches,ESP-LALIGA,20-21
1c772b46,17,Alfon,ESP,MF,Celta Vigo,21,1999,0.4,0,1,1,100.0,2.65,2.65,0.0,0.0,15.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,ESP-LALIGA,20-21
88d91621,18,Sergio Álvarez,ESP,"MF,DF",Eibar,28,1992,17.4,0,6,2,33.3,0.34,0.11,0.0,0.0,17.5,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches,ESP-LALIGA,20-21
3ecc11d8,19,Yeray Álvarez,ESP,DF,Athletic Club,25,1995,21.6,1,10,1,10.0,0.46,0.05,0.1,1.0,14.4,0,0,0,0.6,0.6,0.06,0.4,0.4,Matches,ESP-LALIGA,20-21
69c5633e,20,Emmanuel Amankwaa Akurugu,GHA,DF,Getafe,18,2001,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ESP-LALIGA,20-21
c46736ab,21,Jon Ander Garrido,ESP,MF,Cádiz,30,1989,8.9,0,5,1,20.0,0.56,0.11,0.0,0.0,14.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,ESP-LALIGA,20-21
ae86d473,22,Marcos André,BRA,FW,Valladolid,23,1996,13.1,4,32,12,37.5,2.45,0.92,0.13,0.33,13.3,0,0,0,4.9,4.9,0.15,-0.9,-0.9,Matches,ESP-LALIGA,20-21
b1e5bbec,23,Ángel,ESP,GK,Granada,18,2002,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ESP-LALIGA,20-21
3024e383,24,José Ángel,ESP,DF,Eibar,30,1989,10.0,0,2,0,0.0,0.2,0.0,0.0,,30.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,ESP-LALIGA,20-21
56cafd0a,25,Miguel Ángel Rubio,ESP,DF,Valladolid,22,1998,1.5,0,1,0,0.0,0.67,0.0,0.0,,8.5,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches,ESP-LALIGA,20-21
683788fd,26,José Antonio Miranda,EQG,"MF,DF",Getafe,22,1998,0.3,0,1,0,0.0,3.46,0.0,0.0,,7.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,ESP-LALIGA,20-21
f28876e5,27,Aritz Arambarri,ESP,DF,Real Sociedad,22,1998,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ESP-LALIGA,20-21
58afe001,28,Mauro Arambarri,URU,MF,Getafe,24,1995,33.1,3,46,9,19.6,1.39,0.27,0.07,0.33,26.5,6,0,0,2.1,2.1,0.05,0.9,0.9,Matches,ESP-LALIGA,20-21
27a013f7,29,Néstor Araujo,MEX,DF,Celta Vigo,28,1991,27.0,0,6,0,0.0,0.22,0.0,0.0,,11.3,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,ESP-LALIGA,20-21
2bef2bca,30,Ronald Araújo,URU,DF,Barcelona,21,1999,16.8,2,12,4,33.3,0.72,0.24,0.17,0.5,11.7,0,0,0,1.8,1.8,0.15,0.2,0.2,Matches,ESP-LALIGA,20-21
850c0a0d,31,Anaitz Arbilla,ESP,DF,Eibar,33,1987,31.2,0,27,2,7.4,0.87,0.06,0.0,0.0,27.1,5,0,0,1.8,1.8,0.07,-1.8,-1.8,Matches,ESP-LALIGA,20-21
74d9a90b,32,Unai Arietaleanizbeaskoa,ESP,"FW,MF",Eibar,21,1999,0.5,0,1,0,0.0,1.91,0.0,0.0,,30.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,ESP-LALIGA,20-21
1e465e70,33,Sergio Arribas,ESP,"MF,FW",Real Madrid,18,2001,1.5,0,1,1,100.0,0.67,0.67,0.0,0.0,26.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,ESP-LALIGA,20-21
9f0ea33f,34,Sergio Asenjo,ESP,GK,Villarreal,31,1989,36.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ESP-LALIGA,20-21
45af8a54,35,Marco Asensio,ESP,"FW,MF",Real Madrid,24,1996,20.8,5,39,11,28.2,1.88,0.53,0.13,0.45,19.7,3,0,0,3.8,3.8,0.1,1.2,1.2,Matches,ESP-LALIGA,20-21
7dcf86f6,36,Iago Aspas,ESP,FW,Celta Vigo,32,1987,31.8,14,45,21,46.7,1.41,0.66,0.2,0.43,15.9,6,5,5,12.4,8.5,0.19,1.6,0.5,Matches,ESP-LALIGA,20-21
12eda7be,37,Miguel Atienza,ESP,MF,Eibar,21,1999,9.3,0,5,0,0.0,0.54,0.0,0.0,,15.1,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,ESP-LALIGA,20-21
253a06b9,38,Ezequiel Ávila,ARG,"FW,MF",Osasuna,26,1994,2.2,0,8,2,25.0,3.56,0.89,0.0,0.0,22.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,ESP-LALIGA,20-21
0cc474e7,39,Ramon Azeez,NGA,MF,Granada,27,1992,1.1,0,2,0,0.0,1.78,0.0,0.0,,14.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,ESP-LALIGA,20-21
09a9e921,40,Carlos Bacca,COL,FW,Villarreal,33,1986,8.7,5,20,12,60.0,2.29,1.37,0.25,0.42,15.8,0,0,0,3.2,3.2,0.16,1.8,1.8,Matches,ESP-LALIGA,20-21
e4346678,41,Édgar Badía,ESP,GK,Elche,28,1992,30.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ESP-LALIGA,20-21
518f2234,42,Alex Baena,ESP,MF,Villarreal,19,2001,1.5,0,2,1,50.0,1.31,0.66,0.0,0.0,26.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,ESP-LALIGA,20-21
a98f3cbf,43,Miguel Baeza,ESP,"MF,FW",Celta Vigo,20,2000,6.0,1,11,2,18.2,1.82,0.33,0.09,0.5,13.9,0,0,0,1.6,1.6,0.18,-0.6,-0.6,Matches,ESP-LALIGA,20-21
1fe67e86,44,Mikel Balenziaga,ESP,DF,Athletic Club,32,1988,18.8,0,3,1,33.3,0.16,0.05,0.0,0.0,30.3,1,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,ESP-LALIGA,20-21
0c717ae6,45,Barcia,ESP,DF,Granada,19,2000,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ESP-LALIGA,20-21
cac2537b,46,Enis Bardhi,MKD,MF,Levante,25,1995,18.7,1,36,13,36.1,1.93,0.7,0.03,0.08,20.9,5,0,0,2.7,2.7,0.08,-1.7,-1.7,Matches,ESP-LALIGA,20-21
aad53e64,47,Kike Barja,ESP,"MF,FW",Osasuna,23,1997,15.9,2,22,12,54.5,1.38,0.75,0.09,0.17,17.2,0,0,0,2.6,2.6,0.12,-0.6,-0.6,Matches,ESP-LALIGA,20-21
74aa6ab7,48,Marc Baró,ESP,DF,Cádiz,20,1999,1.0,0,1,1,100.0,1.0,1.0,0.0,0.0,22.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,ESP-LALIGA,20-21
487d9b09,49,Antonio Barragán,ESP,DF,Elche,33,1987,24.8,0,6,0,0.0,0.24,0.0,0.0,,12.3,0,0,0,0.9,0.9,0.15,-0.9,-0.9,Matches,ESP-LALIGA,20-21
200e89e1,50,Ander Barrenetxea,ESP,"MF,FW",Real Sociedad,18,2001,14.5,3,23,7,30.4,1.58,0.48,0.13,0.43,19.4,0,0,0,1.9,1.9,0.08,1.1,1.1,Matches,ESP-LALIGA,20-21
b742cc0d,51,Marc Bartra,ESP,DF,Betis,29,1991,18.8,0,10,4,40.0,0.53,0.21,0.0,0.0,18.5,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,ESP-LALIGA,20-21
42a028c5,52,Álvaro Bastida,ESP,MF,Cádiz,16,2004,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ESP-LALIGA,20-21
d637fc22,53,Rodrigo Battaglia,ARG,MF,Alavés,29,1991,27.7,1,17,5,29.4,0.61,0.18,0.06,0.2,16.8,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches,ESP-LALIGA,20-21
debc6b55,54,Jon Bautista,ESP,FW,Real Sociedad,25,1995,4.1,0,12,3,25.0,2.92,0.73,0.0,0.0,14.0,0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches,ESP-LALIGA,20-21
ed5c5fa3,55,Fran Beltrán,ESP,"MF,FW",Celta Vigo,21,1999,15.5,3,19,7,36.8,1.22,0.45,0.16,0.43,22.2,0,0,0,1.2,1.2,0.06,1.8,1.8,Matches,ESP-LALIGA,20-21
608bcb88,56,Sergio Benito,ESP,FW,Valladolid,21,1999,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ESP-LALIGA,20-21
70d74ece,57,Karim Benzema,FRA,FW,Real Madrid,32,1987,32.2,23,122,52,42.6,3.79,1.62,0.18,0.42,15.5,6,1,1,18.5,17.7,0.15,4.5,4.3,Matches,ESP-LALIGA,20-21
b6e50615,58,Yuri Berchiche,ESP,DF,Athletic Club,30,1990,18.7,1,16,6,37.5,0.86,0.32,0.06,0.17,19.5,0,0,0,0.9,0.9,0.06,0.1,0.1,Matches,ESP-LALIGA,20-21
dc1c2fce,59,Álex Berenguer,ESP,"MF,FW",Athletic Club,25,1995,25.3,8,48,15,31.3,1.9,0.59,0.17,0.53,17.4,4,0,0,6.2,6.2,0.13,1.8,1.8,Matches,ESP-LALIGA,20-21
697295b1,60,Pedro Bigas,ESP,DF,Eibar,29,1990,17.0,0,10,0,0.0,0.59,0.0,0.0,,13.6,0,0,0,0.9,0.9,0.09,-0.9,-0.9,Matches,ESP-LALIGA,20-21
c4dce677,61,Alejandro Blanco,ESP,MF,Valencia,21,1998,6.4,1,7,2,28.6,1.09,0.31,0.14,0.5,15.3,0,0,0,0.5,0.5,0.07,0.5,0.5,Matches,ESP-LALIGA,20-21
506daeac,62,Antonio Blanco,ESP,"MF,FW",Real Madrid,20,2000,2.4,0,2,0,0.0,0.82,0.0,0.0,,32.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,ESP-LALIGA,20-21
967f34d3,63,Rubén Blanco,ESP,GK,Celta Vigo,25,1995,18.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ESP-LALIGA,20-21
d2ed99b4,64,Alejandro Blesa,ESP,MF,Levante,18,2002,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ESP-LALIGA,20-21
8c2c48a9,65,Yann Bodiger,FRA,MF,Cádiz,25,1995,2.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ESP-LALIGA,20-21
f6798fc3,66,Yassine Bounou,MAR,GK,Sevilla,29,1991,33.0,1,1,1,100.0,0.03,0.03,1.0,1.0,9.2,0,0,0,0.2,0.2,0.18,0.8,0.8,Matches,ESP-LALIGA,20-21
d49f3e6b,67,Lucas Boyé,ARG,FW,Elche,24,1996,29.9,7,58,22,37.9,1.94,0.73,0.12,0.32,16.6,3,0,0,5.2,5.2,0.09,1.8,1.8,Matches,ESP-LALIGA,20-21
fd771f95,68,Martin Braithwaite,DEN,FW,Barcelona,29,1991,13.1,2,22,7,31.8,1.69,0.54,0.09,0.29,12.5,0,0,1,5.4,4.6,0.24,-3.4,-2.6,Matches,ESP-LALIGA,20-21
4accb7e0,69,Darko Brašanac,SRB,MF,Osasuna,28,1992,10.1,2,8,4,50.0,0.79,0.4,0.25,0.5,17.2,0,0,0,0.9,0.9,0.12,1.1,1.1,Matches,ESP-LALIGA,20-21
b3f97139,70,Álvaro Bravo,ESP,MF,Granada,22,1998,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ESP-LALIGA,20-21
10072610,71,Claudio Bravo,CHI,GK,Betis,37,1983,20.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ESP-LALIGA,20-21
3d688b46,72,Yan Brice Eteki,CMR,MF,Granada,22,1997,14.7,0,7,3,42.9,0.48,0.2,0.0,0.0,21.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,ESP-LALIGA,20-21
c960cfdb,73,Juan Brunet,ARG,MF,Granada,22,1998,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ESP-LALIGA,20-21
8f3565b3,74,Ante Budimir,CRO,FW,Osasuna,29,1991,18.1,11,47,21,44.7,2.6,1.16,0.23,0.52,12.2,0,0,0,9.2,9.2,0.2,1.8,1.8,Matches,ESP-LALIGA,20-21
40449bbd,75,Esteban Burgos,ARG,DF,Eibar,28,1992,12.3,3,3,2,66.7,0.24,0.16,0.33,0.5,20.3,0,2,3,3.3,1.0,0.33,-0.3,0.0,Matches,ESP-LALIGA,20-21
45e304c8,76,Burgui,ESP,MF,Alavés,26,1993,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ESP-LALIGA,20-21
