id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 26_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches,league,season
a2c1a8d3,1,Julen Agirrezabala,ESP,GK,Athletic Club,22,2000,4,2,238,2.6,4,1.51,12,8,66.7,1,0,1,2,100.0,0,0,0,0,,Matches,ESP-LALIGA,23-24
28d596a0,2,Kepa Arrizabalaga,ESP,GK,Real Madrid,28,1994,14,13,1198,13.3,9,0.68,38,30,76.3,10,2,1,8,61.5,0,0,0,0,,Matches,ESP-LALIGA,23-24
fc627681,3,Augusto Batalla,ARG,GK,Granada,27,1996,17,17,1530,17.0,28,1.65,86,58,67.4,3,4,10,3,17.6,0,0,0,0,,Matches,ESP-LALIGA,23-24
f6798fc3,4,Yassine Bounou,MAR,GK,Sevilla,32,1991,1,1,90,1.0,2,2.0,3,1,33.3,0,0,1,0,0.0,0,0,0,0,,Matches,ESP-LALIGA,23-24
10072610,5,Claudio Bravo,CHI,GK,Betis,40,1983,7,7,630,7.0,5,0.71,20,16,75.0,3,4,0,2,28.6,0,0,0,0,,Matches,ESP-LALIGA,23-24
e1846dde,6,Cárdenas,ESP,GK,Rayo Vallecano,26,1997,1,1,90,1.0,1,1.0,1,0,0.0,0,0,1,0,0.0,0,0,0,0,,Matches,ESP-LALIGA,23-24
1840e36d,7,Thibaut Courtois,BEL,GK,Real Madrid,31,1992,4,4,332,3.7,0,0.0,15,15,100.0,3,1,0,3,75.0,0,0,0,0,,Matches,ESP-LALIGA,23-24
9ad74b4d,8,Cristian,ESP,GK,Valencia,25,1998,1,0,57,0.6,1,1.58,3,2,66.7,0,0,0,0,,0,0,0,0,,Matches,ESP-LALIGA,23-24
75751c99,9,Iván Cuéllar,ESP,GK,Mallorca,39,1984,1,1,90,1.0,1,1.0,6,5,83.3,1,0,0,0,0.0,0,0,0,0,,Matches,ESP-LALIGA,23-24
fc70e345,10,Stole Dimitrievski,MKD,GK,Rayo Vallecano,29,1993,37,37,3330,37.0,47,1.27,150,104,69.3,8,14,15,13,35.1,2,1,1,0,50.0,Matches,ESP-LALIGA,23-24
ac295d9e,11,Marko Dmitrović,SRB,GK,Sevilla,31,1992,13,13,1170,13.0,25,1.92,68,44,66.2,2,2,9,2,15.4,2,2,0,0,0.0,Matches,ESP-LALIGA,23-24
c9cb972b,12,Jaume Doménech,ESP,GK,Valencia,32,1990,2,1,79,0.9,3,3.42,12,9,75.0,0,0,1,0,0.0,0,0,0,0,,Matches,ESP-LALIGA,23-24
67669ce7,13,Aarón Escandell,ESP,GK,Las Palmas,27,1995,2,1,153,1.7,3,1.76,4,1,25.0,0,0,1,0,0.0,0,0,0,0,,Matches,ESP-LALIGA,23-24
a01c3d54,14,Aitor Fernández,ESP,GK,Osasuna,32,1991,7,6,551,6.1,9,1.47,20,11,60.0,0,2,4,1,16.7,1,1,0,0,0.0,Matches,ESP-LALIGA,23-24
6fb59070,15,Raúl Fernández,ESP,GK,Granada,35,1988,4,4,280,3.1,11,3.54,17,7,35.3,1,0,3,0,0.0,1,0,0,1,,Matches,ESP-LALIGA,23-24
dabb2827,16,Fernando,ESP,GK,Almería,33,1990,4,4,360,4.0,10,2.5,23,13,56.5,1,1,2,0,0.0,0,0,0,0,,Matches,ESP-LALIGA,23-24
12c6cbef,17,André Ferreira,POR,GK,Granada,27,1996,15,14,1340,14.9,29,1.95,77,49,66.2,0,5,9,0,0.0,3,3,0,0,0.0,Matches,ESP-LALIGA,23-24
