id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,league,season
8637e09a,1,Vincent Aboubakar,CMR,FW,Porto,26,1992,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches,UCL,18-19
f9c927de,2,Michel Aebischer,SUI,MF,Young Boys,21,1997,2.5,9,5,3,6,0,6,12,50.0,6,5,1,4,1,10,3,0,Matches,UCL,18-19
4d034881,3,Sergio Agüero,ARG,FW,Manchester City,30,1988,5.6,4,3,0,2,2,0,6,0.0,6,2,0,2,2,6,1,0,Matches,UCL,18-19
48b28bfd,4,Jean-Eudes Aholou,CIV,"MF,FW",Monaco,24,1994,2.0,2,0,1,1,0,0,2,0.0,2,2,0,2,3,5,1,1,Matches,UCL,18-19
c46fa34c,5,Youssef Aït Bennasser,MAR,MF,Monaco,22,1996,2.7,5,2,2,3,0,2,8,25.0,6,3,0,3,0,5,10,0,Matches,UCL,18-19
89ac64a6,6,Manuel Akanji,SUI,DF,Dortmund,23,1995,5.0,13,7,8,4,1,4,5,80.0,1,3,1,2,9,22,15,0,Matches,UCL,18-19
7230b807,7,Emre Akbaba,TUR,FW,Galatasaray,25,1992,1.0,2,1,2,0,0,0,1,0.0,1,1,0,1,1,3,0,0,Matches,UCL,18-19
1453e3cf,8,Yunus Akgün,TUR,MF,Galatasaray,18,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,UCL,18-19
e0d3e18d,9,Ilzat Akhmetov,RUS,MF,CSKA Moscow,20,1997,3.3,12,6,7,4,1,4,6,66.7,2,4,1,3,3,15,4,0,Matches,UCL,18-19
42ec696a,10,Igor Akinfeev,RUS,GK,CSKA Moscow,32,1986,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Matches,UCL,18-19
6ec6fde0,11,Kevin Akpoguma,NGA,DF,Hoffenheim,23,1995,2.0,7,4,6,1,0,3,4,75.0,1,4,2,2,1,8,3,1,Matches,UCL,18-19
05439de2,12,David Alaba,AUT,DF,Bayern Munich,26,1992,7.0,9,6,1,7,1,4,13,30.8,9,8,3,5,16,25,23,1,Matches,UCL,18-19
4601e194,13,Jordi Alba,ESP,DF,Barcelona,29,1989,11.0,11,8,6,4,1,5,13,38.5,8,11,5,6,17,28,30,2,Matches,UCL,18-19
4bd414c1,14,Raúl Albiol,ESP,DF,Napoli,32,1985,5.5,2,1,1,1,0,0,0,,0,5,5,0,8,10,29,0,Matches,UCL,18-19
a7a9d95a,15,Paco Alcácer,ESP,FW,Dortmund,24,1993,4.0,2,2,0,2,0,0,2,0.0,2,3,0,3,3,5,1,0,Matches,UCL,18-19
77e84962,16,Thiago Alcántara,ESP,MF,Bayern Munich,27,1991,4.3,9,6,4,4,1,1,5,20.0,4,6,1,5,10,19,3,0,Matches,UCL,18-19
f7d50789,17,Toby Alderweireld,BEL,DF,Tottenham,29,1989,12.0,11,7,11,0,0,6,15,40.0,9,17,12,5,12,23,44,2,Matches,UCL,18-19
d849ef0f,18,Alef,BRA,MF,AEK Athens,23,1995,2.2,5,2,4,1,0,3,5,60.0,2,3,0,3,7,12,3,0,Matches,UCL,18-19
6c811eb7,19,Carles Aleñá,ESP,MF,Barcelona,20,1998,1.0,2,2,2,0,0,0,3,0.0,3,0,0,0,0,2,1,0,Matches,UCL,18-19
cd1acf9d,20,Trent Alexander-Arnold,ENG,DF,Liverpool,19,1998,10.2,21,10,11,6,4,13,19,68.4,6,8,1,7,18,39,22,1,Matches,UCL,18-19
7a2e46a8,21,Alisson,BRA,GK,Liverpool,25,1992,13.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,1,Matches,UCL,18-19
