id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 36_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,league,season
2f798b41,1,Aymen Abdennour,TUN,DF,Marseille,27,1989,8,6,499,5.5,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,2,12,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,FRA-L1,17-18
a4c3f7af,2,Mehdi Abeid,ALG,MF,Dijon,24,1992,19,14,1176,13.1,0,1,1,0,0,0,2,0,1.0,1.0,0.3,1.3,20,49,14,0.0,0.08,0.08,0.0,0.08,0.07,0.02,0.1,0.07,0.1,Matches,FRA-L1,17-18
16714a62,3,Khaled Adénon,BEN,DF,Amiens,32,1985,34,32,2921,32.5,0,1,1,0,0,0,9,0,0.6,0.6,0.2,0.9,6,51,1,0.0,0.03,0.03,0.0,0.03,0.02,0.01,0.03,0.02,0.03,Matches,FRA-L1,17-18
26777636,4,Yacine Adli,FRA,FW,Paris S-G,17,2000,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,FRA-L1,17-18
3dd738a1,5,Ruben Aguilar,FRA,DF,Montpellier,24,1993,31,27,2459,27.3,0,2,2,0,0,0,2,0,0.7,0.7,3.7,4.4,97,130,160,0.0,0.07,0.07,0.0,0.07,0.03,0.13,0.16,0.03,0.16,Matches,FRA-L1,17-18
48b28bfd,6,Jean-Eudes Aholou,CIV,MF,Strasbourg,23,1994,35,35,3006,33.4,5,0,5,5,0,0,4,0,2.2,2.2,1.0,3.3,32,131,22,0.15,0.0,0.15,0.15,0.15,0.07,0.03,0.1,0.07,0.1,Matches,FRA-L1,17-18
c46fa34c,7,Youssef Aït Bennasser,MAR,MF,Caen,21,1996,27,25,2047,22.7,0,0,0,0,0,0,4,0,0.7,0.7,0.7,1.5,37,178,27,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,FRA-L1,17-18
9b8970ce,8,David Alcibiade,FRA,DF,Nantes,25,1991,3,2,208,2.3,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.4,2,6,2,0.0,0.43,0.43,0.0,0.43,0.03,0.16,0.19,0.03,0.19,Matches,FRA-L1,17-18
b18a3023,9,Júnior Alonso,PAR,DF,Lille,24,1993,34,30,2781,30.9,2,1,3,2,0,0,3,0,1.1,1.1,0.5,1.7,19,114,14,0.06,0.03,0.1,0.06,0.1,0.04,0.02,0.05,0.04,0.05,Matches,FRA-L1,17-18
c9e99e49,10,Dani Alves,BRA,DF,Paris S-G,34,1983,25,23,2063,22.9,1,7,8,1,0,0,7,1,1.4,1.4,5.0,6.3,76,168,144,0.04,0.31,0.35,0.04,0.35,0.06,0.22,0.28,0.06,0.28,Matches,FRA-L1,17-18
9260926b,11,Ibrahim Amadou,FRA,"MF,DF",Lille,24,1993,30,30,2405,26.7,0,0,0,0,0,0,3,1,0.9,0.9,0.4,1.3,18,114,19,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.03,0.05,Matches,FRA-L1,17-18
ab914649,12,Morgan Amalfitano,FRA,"MF,FW",Rennes,32,1985,14,10,746,8.3,0,0,0,0,0,0,2,2,1.0,1.0,0.5,1.5,16,24,34,0.0,0.0,0.0,0.0,0.0,0.12,0.06,0.18,0.12,0.18,Matches,FRA-L1,17-18
d7bf3d19,13,Romain Amalfitano,FRA,MF,Dijon,27,1989,33,31,2703,30.0,0,3,3,0,0,0,5,0,0.3,0.3,1.8,2.2,50,146,46,0.0,0.1,0.1,0.0,0.1,0.01,0.06,0.07,0.01,0.07,Matches,FRA-L1,17-18
22721b88,14,Jordan Amavi,FRA,DF,Marseille,23,1994,27,24,2193,24.4,0,5,5,0,0,0,7,0,0.6,0.6,2.0,2.6,70,90,83,0.0,0.21,0.21,0.0,0.21,0.02,0.08,0.11,0.02,0.11,Matches,FRA-L1,17-18
bcc81786,15,Kelvin Amian,FRA,DF,Toulouse,19,1998,36,35,3154,35.0,1,1,2,1,0,0,3,1,1.4,1.4,1.1,2.4,41,107,83,0.03,0.03,0.06,0.03,0.06,0.04,0.03,0.07,0.04,0.07,Matches,FRA-L1,17-18
