id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 29_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches,league,season
4cd41883,1,Paxten Aaronson,USA,"MF,DF",Eint Frankfurt,18,2003,7,173,25,5.7,1.9,0,,0,7,25,6,1.14,4,0,4,2.08,2.02,5.4,1.4,4.0,2.06,1.92,Matches,GER-BL1,22-23
22919e97,2,Sargis Adamyan,ARM,"FW,MF",Köln,29,1993,24,644,27,21.0,7.2,4,62,0,20,20,4,1.13,11,16,-5,-0.7,-0.7,11.2,11.7,-0.5,-0.06,-0.28,Matches,GER-BL1,22-23
501055d8,3,Karim Adeyemi,GER,"FW,MF",Dortmund,20,2002,24,1386,58,45.3,15.4,20,64,2,4,27,1,2.17,41,17,24,1.56,0.75,32.6,17.4,15.2,0.99,0.31,Matches,GER-BL1,22-23
dcfb17f4,4,Amine Adli,MAR,"FW,MF",Leverkusen,22,2000,26,1435,55,46.9,15.9,16,74,1,10,26,1,1.69,29,17,12,0.75,0.97,26.3,15.7,10.6,0.66,0.77,Matches,GER-BL1,22-23
cb6d81b3,5,Felix Agu,GER,"DF,FW",Werder Bremen,22,1999,3,49,16,1.6,0.5,0,,0,3,16,9,1.33,1,2,-1,-1.84,-1.48,0.4,2.4,-2.0,-3.53,-3.24,Matches,GER-BL1,22-23
a6c58494,6,Naouirou Ahamada,FRA,MF,Stuttgart,20,2002,17,1398,82,45.7,15.5,17,82,6,0,,0,0.94,17,26,-9,-0.58,-0.42,19.5,18.4,1.1,0.07,0.0,Matches,GER-BL1,22-23
54507986,7,Antonis Aidonis,GER,DF,Stuttgart,21,2001,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches,GER-BL1,22-23
462475ed,8,Ludovic Ajorque,FRA,"FW,MF",Mainz 05,28,1994,17,1211,71,39.6,13.5,15,79,3,2,15,0,1.47,23,22,1,0.07,0.17,18.8,20.7,-1.9,-0.14,0.08,Matches,GER-BL1,22-23
6ec6fde0,9,Kevin Akpoguma,NGA,DF,Hoffenheim,27,1995,28,1950,70,63.7,21.7,21,81,14,7,35,3,1.04,22,29,-7,-0.32,-0.16,26.8,30.6,-3.8,-0.17,-0.23,Matches,GER-BL1,22-23
834d0be5,10,Lucas Alario,ARG,"FW,MF",Eint Frankfurt,29,1992,20,331,17,10.8,3.7,2,78,1,18,10,9,1.25,5,9,-4,-1.09,-1.42,6.1,3.5,2.6,0.69,0.49,Matches,GER-BL1,22-23
00f518d8,11,Faride Alidou,GER,"DF,MF",Eint Frankfurt,21,2001,15,182,12,5.9,2.0,0,,0,15,12,10,1.13,3,4,-1,-0.49,-0.71,4.0,2.5,1.4,0.69,0.47,Matches,GER-BL1,22-23
8ce30c57,12,Éder Álvarez Balanta,COL,"MF,FW",Schalke 04,29,1993,6,238,40,7.8,2.6,3,50,0,3,29,3,1.5,2,3,-1,-0.38,0.74,2.7,4.7,-2.0,-0.75,-0.25,Matches,GER-BL1,22-23
cd682b6b,13,Lukáš Ambros,CZE,MF,Wolfsburg,18,2004,1,17,17,0.6,0.2,0,,0,1,17,8,0.0,0,2,-2,-10.59,-10.91,0.0,1.0,-1.0,-5.36,-5.39,Matches,GER-BL1,22-23
555d5edd,14,Nadiem Amiri,GER,"MF,FW",Leverkusen,25,1996,25,977,39,31.9,10.9,9,75,2,16,19,4,1.44,19,20,-1,-0.09,-0.48,14.4,12.8,1.6,0.15,-0.16,Matches,GER-BL1,22-23
e0b113a7,15,Robert Andrich,GER,MF,Leverkusen,27,1994,29,2406,83,78.6,26.7,28,85,24,1,15,0,1.55,50,38,12,0.45,1.0,40.9,34.9,6.0,0.23,-0.13,Matches,GER-BL1,22-23
30941e96,16,Angeliño,ESP,DF,Hoffenheim,25,1997,33,2617,79,85.5,29.1,30,86,23,3,13,0,1.09,38,51,-13,-0.45,-1.26,39.9,45.6,-5.7,-0.2,-0.73,Matches,GER-BL1,22-23
5e66fa06,17,Waldemar Anton,GER,DF,Stuttgart,26,1996,34,2934,86,95.9,32.6,34,86,27,0,,0,0.97,44,54,-10,-0.31,1.12,44.6,44.0,0.7,0.02,-1.19,Matches,GER-BL1,22-23
