id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 22_level_0,Unnamed: 23_level_0,Expected,Expected,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,league,season
40b6bd38,1,Abel,ESP,DF,Osasuna,24-009,2000,1.7,56,83,67.5,912,458,33,37,89.2,13,22,59.1,8,21,38.1,0,0.2,0.2,-0.2,3,4,3,3,6,Matches,ESP-LALIGA,24-25
cadfa7d1,2,Nabil Aberdin,FRA,MF,Getafe,22-007,2002,1.7,20,33,60.6,396,142,6,11,54.5,5,9,55.6,6,7,85.7,0,0.0,0.0,0.0,1,3,1,0,4,Matches,ESP-LALIGA,24-25
2bc7f211,3,Abdel Abqar,MAR,DF,Alavés,25-173,1999,3.0,67,97,69.1,1584,707,19,21,90.5,36,42,85.7,12,30,40.0,0,0.0,0.0,0.0,1,9,0,0,12,Matches,ESP-LALIGA,24-25
a2c1a8d3,4,Julen Agirrezabala,ESP,GK,Athletic Club,23-248,2000,1.0,26,36,72.2,726,498,3,3,100.0,15,15,100.0,8,18,44.4,0,0.0,0.0,0.0,0,0,0,0,0,Matches,ESP-LALIGA,24-25
8bc8829a,5,Lucien Agoume,FRA,MF,Sevilla,22-203,2002,2.0,98,120,81.7,1535,316,51,64,79.7,37,43,86.0,8,11,72.7,0,0.0,0.1,0.0,1,8,0,0,11,Matches,ESP-LALIGA,24-25
014aa7bd,6,Álvaro Aguado,ESP,MF,Espanyol,28-121,1996,1.2,50,66,75.8,995,323,14,20,70.0,31,34,91.2,5,10,50.0,0,0.0,0.1,0.0,1,9,3,2,12,Matches,ESP-LALIGA,24-25
b8bd60fe,7,Ilias Akhomach,MAR,MF,Villarreal,20-136,2004,1.0,17,25,68.0,315,51,7,8,87.5,8,9,88.9,2,3,66.7,0,0.0,0.0,0.0,0,0,0,0,1,Matches,ESP-LALIGA,24-25
4bd414c1,8,Raúl Albiol,ESP,DF,Villarreal,38-361,1985,2.1,104,111,93.7,2202,846,26,27,96.3,65,67,97.0,12,16,75.0,0,0.0,0.0,0.0,0,2,0,0,2,Matches,ESP-LALIGA,24-25
bb08bce9,9,Omar Alderete,PAR,DF,Getafe,27-248,1996,2.0,39,77,50.6,1040,581,10,15,66.7,20,30,66.7,9,28,32.1,0,0.6,0.1,-0.6,2,8,1,0,7,Matches,ESP-LALIGA,24-25
