id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 23_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches,league,season
8637e09a,1,Vincent Aboubakar,CMR,FW,Porto,26,1992,0.7,11,11,0,0,0,0,0,0,0,0,0,0,5,0,1,Matches,UCL,18-19
f9c927de,2,Michel Aebischer,SUI,MF,Young Boys,21,1997,2.5,129,117,12,7,0,1,4,0,4,2,2,0,110,0,2,Matches,UCL,18-19
4d034881,3,Sergio Agüero,ARG,FW,Manchester City,30,1988,5.6,168,154,14,0,2,1,6,1,0,0,0,0,144,0,2,Matches,UCL,18-19
48b28bfd,4,Jean-Eudes Aholou,CIV,"MF,FW",Monaco,24,1994,2.0,70,69,1,1,0,1,0,0,0,0,0,0,60,0,0,Matches,UCL,18-19
c46fa34c,5,Youssef Aït Bennasser,MAR,MF,Monaco,22,1996,2.7,201,197,4,3,0,3,1,1,0,0,0,0,170,0,2,Matches,UCL,18-19
89ac64a6,6,Manuel Akanji,SUI,DF,Dortmund,23,1995,5.0,567,558,8,8,1,7,1,0,0,0,0,0,538,1,2,Matches,UCL,18-19
7230b807,7,Emre Akbaba,TUR,FW,Galatasaray,25,1992,1.0,33,27,6,1,0,0,8,0,5,4,1,0,19,0,2,Matches,UCL,18-19
1453e3cf,8,Yunus Akgün,TUR,MF,Galatasaray,18,2000,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches,UCL,18-19
e0d3e18d,9,Ilzat Akhmetov,RUS,MF,CSKA Moscow,20,1997,3.3,187,183,1,1,0,4,2,0,0,0,0,0,151,3,6,Matches,UCL,18-19
42ec696a,10,Igor Akinfeev,RUS,GK,CSKA Moscow,32,1986,5.0,178,105,73,21,0,0,0,0,0,0,0,0,86,0,0,Matches,UCL,18-19
6ec6fde0,11,Kevin Akpoguma,NGA,DF,Hoffenheim,23,1995,2.0,98,95,2,2,0,1,0,0,0,0,0,0,83,1,1,Matches,UCL,18-19
05439de2,12,David Alaba,AUT,DF,Bayern Munich,26,1992,7.0,445,371,71,4,0,2,18,64,3,1,2,0,359,3,8,Matches,UCL,18-19
4601e194,13,Jordi Alba,ESP,DF,Barcelona,29,1989,11.0,1020,904,113,10,1,2,24,103,0,0,0,0,873,3,16,Matches,UCL,18-19
4bd414c1,14,Raúl Albiol,ESP,DF,Napoli,32,1985,5.5,415,403,12,11,0,2,0,1,0,0,0,0,374,0,1,Matches,UCL,18-19
a7a9d95a,15,Paco Alcácer,ESP,FW,Dortmund,24,1993,4.0,97,90,6,0,1,0,1,0,0,0,0,0,69,1,1,Matches,UCL,18-19
77e84962,16,Thiago Alcántara,ESP,MF,Bayern Munich,27,1991,4.3,333,315,16,11,1,14,3,0,2,2,0,0,283,2,4,Matches,UCL,18-19
f7d50789,17,Toby Alderweireld,BEL,DF,Tottenham,29,1989,12.0,745,707,33,31,1,13,2,2,0,0,0,0,636,5,5,Matches,UCL,18-19
d849ef0f,18,Alef,BRA,MF,AEK Athens,23,1995,2.2,75,75,0,0,0,1,0,0,0,0,0,0,59,0,2,Matches,UCL,18-19
6c811eb7,19,Carles Aleñá,ESP,MF,Barcelona,20,1998,1.0,56,54,2,2,0,0,0,0,0,0,0,0,54,0,1,Matches,UCL,18-19
cd1acf9d,20,Trent Alexander-Arnold,ENG,DF,Liverpool,19,1998,10.2,733,565,167,22,2,14,73,120,25,12,10,0,471,1,17,Matches,UCL,18-19
7a2e46a8,21,Alisson,BRA,GK,Liverpool,25,1992,13.0,447,329,116,32,0,1,0,0,0,0,0,0,358,2,1,Matches,UCL,18-19
cc700722,22,Allan,BRA,MF,Napoli,27,1991,5.7,382,369,12,6,1,3,0,1,0,0,0,0,343,1,2,Matches,UCL,18-19
cea4ee8f,23,Dele Alli,ENG,MF,Tottenham,22,1996,7.9,314,296,18,5,4,2,4,4,2,0,0,0,253,0,14,Matches,UCL,18-19
67b3d74b,24,André Almeida,POR,DF,Benfica,27,1990,6.0,334,259,75,10,0,2,7,65,0,0,0,0,253,0,5,Matches,UCL,18-19
c9e99e49,25,Dani Alves,BRA,"FW,DF",Paris S-G,35,1983,2.3,179,164,13,4,2,1,12,9,0,0,0,0,145,2,6,Matches,UCL,18-19
24fc70d3,26,Mohamed Aly Camara,GUI,DF,Young Boys,20,1997,3.9,143,140,3,3,0,2,0,0,0,0,0,0,113,0,3,Matches,UCL,18-19
555d5edd,27,Nadiem Amiri,GER,MF,Hoffenheim,21,1996,0.3,21,19,2,0,0,0,2,0,2,1,1,0,16,0,1,Matches,UCL,18-19
5a2cb25d,28,Sofyan Amrabat,MAR,"DF,MF",Club Brugge,21,1996,2.0,101,86,15,0,0,0,2,15,0,0,0,0,73,0,3,Matches,UCL,18-19
30941e96,29,Angeliño,ESP,DF,PSV Eindhoven,21,1997,6.0,222,173,48,11,2,2,17,36,0,0,0,0,147,1,3,Matches,UCL,18-19
a5db0bec,30,Houssem Aouar,ALG,"MF,FW",Lyon,20,1998,7.0,320,308,8,6,4,1,1,2,0,0,0,0,278,4,2,Matches,UCL,18-19
2f965a72,31,Alphonse Areola,FRA,GK,Paris S-G,25,1993,3.0,87,62,24,6,0,2,0,0,0,0,0,0,82,1,0,Matches,UCL,18-19
fdd60087,32,Santiago Arias,COL,"DF,FW",Atlético Madrid,26,1992,3.8,170,146,23,0,0,0,8,23,0,0,0,0,130,1,4,Matches,UCL,18-19
089550f5,33,Kwadwo Asamoah,GHA,DF,Inter,29,1988,5.8,311,266,44,5,2,1,12,39,0,0,0,0,258,1,4,Matches,UCL,18-19
45af8a54,34,Marco Asensio,ESP,"FW,MF",Real Madrid,22,1996,3.4,200,191,9,2,2,4,18,1,6,3,1,0,162,0,5,Matches,UCL,18-19
5d5219b1,35,Roger Assalé,CIV,"FW,MF",Young Boys,24,1993,4.2,110,106,2,0,0,1,10,1,0,0,0,0,83,2,5,Matches,UCL,18-19
5c2b4f07,36,Serge Aurier,CIV,DF,Tottenham,25,1992,4.8,293,245,48,2,1,0,17,46,0,0,0,0,224,0,12,Matches,UCL,18-19
70d8e84c,37,Chidozie Awaziem,NGA,MF,Porto,21,1997,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,UCL,18-19
8e34b9f5,38,Serdar Aziz,TUR,DF,Galatasaray,27,1990,4.0,245,235,10,10,0,5,0,0,0,0,0,0,226,0,1,Matches,UCL,18-19
075fe5a3,39,Srđan Babić,SRB,DF,Red Star,22,1996,2.5,103,101,2,2,0,1,0,0,0,0,0,0,82,0,0,Matches,UCL,18-19
06df8256,40,Benoît Badiashile,FRA,DF,Monaco,17,2001,2.0,130,129,1,1,0,3,0,0,0,0,0,0,120,0,2,Matches,UCL,18-19
34e38ddf,41,Loic Badiashile,FRA,GK,Monaco,20,1998,1.0,30,15,15,5,0,0,0,0,0,0,0,0,19,0,0,Matches,UCL,18-19
a1232f4e,42,Eric Bailly,CIV,DF,Manchester Utd,24,1994,3.4,120,114,6,4,0,1,0,2,0,0,0,0,104,0,1,Matches,UCL,18-19
50ccf47d,43,Michalis Bakakis,GRE,"DF,FW",AEK Athens,27,1991,5.8,246,190,54,5,0,0,6,49,0,0,0,0,173,2,11,Matches,UCL,18-19
dead55e5,44,Anastasios Bakasetas,GRE,FW,AEK Athens,25,1993,2.0,110,103,7,1,2,2,8,1,5,2,0,0,85,0,4,Matches,UCL,18-19
509a4ccb,45,Keita Baldé,SEN,"FW,MF",Inter,23,1995,0.8,25,25,0,0,1,0,4,0,0,0,0,0,20,0,1,Matches,UCL,18-19
a58bb1e1,46,Gareth Bale,WAL,FW,Real Madrid,29,1989,5.4,222,215,4,0,1,6,13,3,0,0,0,0,170,3,10,Matches,UCL,18-19
f7b10c66,47,David von Ballmoos,SUI,GK,Young Boys,23,1994,4.0,151,81,69,33,0,0,0,0,0,0,0,0,87,1,0,Matches,UCL,18-19
d7c09951,48,Dmitri Barinov,RUS,MF,Loko Moscow,21,1996,3.2,115,109,6,3,0,1,0,2,0,0,0,0,83,0,3,Matches,UCL,18-19
c2e41cfb,49,Vasilios Barkas,GRE,GK,AEK Athens,24,1994,6.0,210,133,76,22,0,0,0,0,0,0,0,0,121,1,0,Matches,UCL,18-19
6a189491,50,Antonio Barreca,ITA,DF,Monaco,23,1995,1.0,85,74,11,0,0,0,12,11,0,0,0,0,65,0,2,Matches,UCL,18-19
7c0000fd,51,Andrea Barzagli,ITA,DF,Juventus,37,1981,1.2,78,74,4,3,0,0,0,1,0,0,0,0,68,0,1,Matches,UCL,18-19
2973d8ff,52,Michy Batshuayi,BEL,FW,Valencia,24,1993,3.8,103,96,7,0,0,1,0,1,0,0,0,0,80,0,5,Matches,UCL,18-19
47064058,53,Oliver Baumann,GER,GK,Hoffenheim,28,1990,6.0,222,148,72,17,0,1,0,0,0,0,0,0,162,2,0,Matches,UCL,18-19
7bcc0708,54,Ömer Bayram,TUR,DF,Galatasaray,27,1991,0.6,50,43,7,2,0,0,5,5,0,0,0,0,38,0,3,Matches,UCL,18-19
da59a197,55,Riechedly Bazoer,NED,MF,Porto,21,1996,0.1,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches,UCL,18-19
19e4eab9,56,Rodrigo Becão,BRA,DF,CSKA Moscow,22,1996,6.0,236,228,7,7,0,1,0,0,0,0,0,0,195,1,0,Matches,UCL,18-19
50dc94ce,57,Donny van de Beek,NED,MF,Ajax,21,1997,10.9,332,316,14,0,1,1,1,1,0,0,0,0,255,2,15,Matches,UCL,18-19
ff182fdc,58,Ishak Belfodil,ALG,"FW,MF",Hoffenheim,26,1992,3.8,99,96,1,0,0,0,5,0,0,0,0,0,71,2,1,Matches,UCL,18-19
e204ec12,59,Younès Belhanda,MAR,MF,Galatasaray,28,1990,3.6,171,141,30,11,2,1,16,9,10,7,2,0,128,0,2,Matches,UCL,18-19
b7e7937d,60,Diego Benaglio,SUI,GK,Monaco,34,1983,4.5,119,75,44,10,0,0,0,0,0,0,0,0,100,0,0,Matches,UCL,18-19
3b15ef2d,61,Medhi Benatia,MAR,DF,Juventus,31,1987,1.0,73,73,0,0,0,1,0,0,0,0,0,0,69,0,0,Matches,UCL,18-19
f5b6fb78,62,Loris Benito,SUI,DF,Young Boys,26,1992,6.0,304,268,34,6,0,2,13,28,0,0,0,0,227,2,7,Matches,UCL,18-19
3189f61a,63,Nabil Bentaleb,ALG,MF,Schalke 04,23,1994,4.7,223,212,9,6,0,0,7,1,2,0,2,0,176,2,2,Matches,UCL,18-19
3b8674e6,64,Rodrigo Bentancur,URU,MF,Juventus,21,1997,6.1,349,346,3,0,1,4,7,2,0,0,0,0,292,0,5,Matches,UCL,18-19
70d74ece,65,Karim Benzema,FRA,FW,Real Madrid,30,1987,6.5,262,245,17,2,1,1,6,1,0,0,0,0,222,0,10,Matches,UCL,18-19
5d0d1ec7,66,Steve von Bergen,SUI,DF,Young Boys,35,1983,4.5,154,145,7,7,0,2,0,0,0,0,0,0,131,2,1,Matches,UCL,18-19
a29b1131,67,Steven Bergwijn,NED,FW,PSV Eindhoven,20,1997,4.4,100,97,3,0,3,1,3,1,0,0,0,0,80,0,4,Matches,UCL,18-19
ee93c1a9,68,Federico Bernardeschi,ITA,"MF,FW",Juventus,24,1994,6.1,219,191,26,8,0,8,29,5,10,3,7,0,164,2,6,Matches,UCL,18-19
433dc9a2,69,Juan Bernat,ESP,DF,Paris S-G,25,1993,7.5,414,358,56,6,0,1,12,50,0,0,0,0,360,0,10,Matches,UCL,18-19
2e06f387,70,Leonardo Bertone,SUI,MF,Young Boys,24,1994,1.2,60,54,5,2,1,0,2,0,2,1,1,0,50,1,0,Matches,UCL,18-19
