id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 36_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,league,season
c5942695,1,Rolando Aarons,ENG,"MF,FW",Hellas Verona,21,1995,11,6,517,5.7,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,9,17,31,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,ITA-SERIA_A,17-18
1c529186,2,Ignazio Abate,ITA,DF,Milan,30,1986,17,11,1057,11.7,1,0,1,1,0,0,3,0,0.2,0.2,0.5,0.7,20,81,65,0.09,0.0,0.09,0.09,0.09,0.01,0.04,0.06,0.01,0.06,Matches,ITA-SERIA_A,17-18
b96b595c,3,Francesco Acerbi,ITA,DF,Sassuolo,29,1988,38,38,3420,38.0,0,0,0,0,0,0,4,0,1.0,1.0,0.7,1.7,35,141,14,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.04,0.03,0.04,Matches,ITA-SERIA_A,17-18
d7403bd5,4,Afriyie Acquah,GHA,MF,Torino,25,1992,22,9,951,10.6,1,0,1,1,0,0,4,2,0.4,0.4,0.6,1.0,24,60,24,0.09,0.0,0.09,0.09,0.09,0.04,0.06,0.1,0.04,0.1,Matches,ITA-SERIA_A,17-18
ce5b170a,5,Claud Adjapong,ITA,"DF,FW",Sassuolo,19,1998,16,14,1220,13.6,0,0,0,0,0,0,5,1,0.8,0.8,1.1,1.9,31,42,54,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.14,0.06,0.14,Matches,ITA-SERIA_A,17-18
06050480,6,Ali Adnan Kadhim,IRQ,"DF,FW",Udinese,23,1993,23,18,1674,18.6,0,1,1,0,0,0,4,0,0.5,0.5,1.7,2.2,25,58,56,0.0,0.05,0.05,0.0,0.05,0.03,0.09,0.12,0.03,0.12,Matches,ITA-SERIA_A,17-18
f9714604,7,Arlind Ajeti,ALB,DF,Crotone,23,1993,21,15,1271,14.1,0,1,1,0,0,0,7,0,0.9,0.9,1.0,1.9,2,20,0,0.0,0.07,0.07,0.0,0.07,0.07,0.07,0.14,0.07,0.14,Matches,ITA-SERIA_A,17-18
5294a83f,8,Luis Alberto,ESP,"FW,MF",Lazio,24,1992,34,32,2669,29.7,11,14,25,10,1,2,5,0,7.2,5.7,11.8,17.4,126,272,179,0.37,0.47,0.84,0.34,0.81,0.24,0.4,0.64,0.19,0.59,Matches,ITA-SERIA_A,17-18
4bd414c1,9,Raúl Albiol,ESP,DF,Napoli,31,1985,31,30,2742,30.5,3,1,4,3,0,0,7,0,1.4,1.4,1.3,2.6,27,231,4,0.1,0.03,0.13,0.1,0.13,0.04,0.04,0.09,0.04,0.09,Matches,ITA-SERIA_A,17-18
