Round,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes,league,season
Group stage,1,Thu,2017-09-14,20:00,Başakşehir,1.1,0–0,0.6,Ludogorets,6000,Başakşehir Fatih Terim Stadium,Stefan Johannesson,/en/matches/87924f0c/Istanbul-Basaksehir-Ludogorets-Razgrad-September-14-2017-Europa-League,,UEL,17-18
Group stage,1,Thu,2017-09-14,20:00,Dynamo Kyiv,2.6,3–1,0.3,Skënderbeu Korçë,24883,NSK Olimpijs'kyj,Bart Vertenten,/en/matches/b14eb0ac/Dynamo-Kyiv-Skenderbeu-Korce-September-14-2017-Europa-League,,UEL,17-18
Group stage,1,Thu,2017-09-14,20:05,Vitória,0.3,1–1,1.0,RB Salzburg,16000,Estádio Dom Afonso Henriques,Əliyar Ağayev,/en/matches/96ec16ea/Vitoria-Guimaraes-Red-Bull-Salzburg-September-14-2017-Europa-League,,UEL,17-18
Group stage,1,Thu,2017-09-14,21:05,FK Vardar,0.4,0–5,2.9,Zenit,25000,Telekom Arena,Jakob Kehlet,/en/matches/2cf1274c/FK-Vardar-Zenit-September-14-2017-Europa-League,,UEL,17-18
Group stage,1,Thu,2017-09-14,21:05,Zulte Waregem,2.9,1–5,2.6,Nice,9072,Regenboogstadion,Ali Palabıyık,/en/matches/421aa9b7/Zulte-Waregem-Nice-September-14-2017-Europa-League,,UEL,17-18
Group stage,1,Thu,2017-09-14,21:05,Hertha BSC,1.1,0–0,0.7,Athletic Club,28832,Olympiastadion Berlin,Ivan Kružliak,/en/matches/4769442f/Hertha-BSC-Athletic-Club-September-14-2017-Europa-League,,UEL,17-18
Group stage,1,Thu,2017-09-14,21:05,Real Sociedad,3.1,4–0,0.4,Rosenborg,21479,Estadio Municipal de Anoeta,Paolo Mazzoleni,/en/matches/5fe51ec8/Real-Sociedad-Rosenborg-September-14-2017-Europa-League,,UEL,17-18
Group stage,1,Thu,2017-09-14,21:05,Red Star,2.2,1–1,1.0,BATE Borisov,40284,Stadion Rajko Mitić,Yevhen Aranovskyi,/en/matches/8bf8fe71/Red-Star-BATE-Borisov-September-14-2017-Europa-League,,UEL,17-18
Group stage,1,Thu,2017-09-14,21:05,Vitesse,2.3,2–3,1.5,Lazio,19867,GelreDome,Liran Liany,/en/matches/98162403/Vitesse-Lazio-September-14-2017-Europa-League,,UEL,17-18
Group stage,1,Thu,2017-09-14,21:05,Marseille,1.6,1–0,0.3,Konyaspor,8549,Orange Vélodrome,Gediminas Mažeika,/en/matches/ca5a4592/Marseille-Konyaspor-September-14-2017-Europa-League,,UEL,17-18
Group stage,1,Thu,2017-09-14,21:05,Arsenal,1.4,3–1,0.4,Köln,59359,Emirates Stadium,Daniel Ask,/en/matches/e86ce987/Arsenal-Koln-September-14-2017-Europa-League,,UEL,17-18
Group stage,1,Thu,2017-09-14,22:05,FCSB,1.6,3–0,0.7,Viktoria Plzeň,20714,Arena Naţională,Andris Treimanis,/en/matches/2728bc78/FCSB-Viktoria-Plzen-September-14-2017-Europa-League,,UEL,17-18
Group stage,1,Thu,2017-09-14,22:05,Zorya Luhansk,1.0,0–2,1.3,Östersund,5097,L'viv Arena,Stephan Klossner,/en/matches/9bd8bead/Zorya-Luhansk-Ostersund-September-14-2017-Europa-League,,UEL,17-18
Group stage,1,Thu,2017-09-14,22:05,Be'er Sheva,2.4,2–1,0.4,Lugano,14752,Turner Stadium,Tony Chapron,/en/matches/fd18f5b6/Hapoel-Beer-Sheva-Lugano-September-14-2017-Europa-League,,UEL,17-18
Group stage,2,Thu,2017-09-28,19:00,Östersund,1.7,1–0,2.2,Hertha BSC,8009,Jämtkraft Arena,Luca Banti,/en/matches/16f67f70/Ostersund-Hertha-BSC-September-28-2017-Europa-League,,UEL,17-18
Group stage,2,Thu,2017-09-28,19:00,Athletic Club,1.8,0–1,0.5,Zorya Luhansk,32462,San Mamés,Halis Özkahya,/en/matches/31fcc068/Athletic-Club-Zorya-Luhansk-September-28-2017-Europa-League,,UEL,17-18
Group stage,2,Thu,2017-09-28,19:00,Viktoria Plzeň,1.4,3–1,1.0,Be'er Sheva,10314,Doosan Arena,István Vad,/en/matches/6b5f0c4f/Viktoria-Plzen-Hapoel-Beer-Sheva-September-28-2017-Europa-League,,UEL,17-18
Group stage,2,Thu,2017-09-28,19:00,Lazio,2.3,2–0,0.6,Zulte Waregem,300,Stadio Olimpico,Harald Lechner,/en/matches/92c415c8/Lazio-Zulte-Waregem-September-28-2017-Europa-League,,UEL,17-18
Group stage,2,Thu,2017-09-28,19:00,Köln,1.7,0–1,0.8,Red Star,46195,RheinEnergieSTADION,Bas Nijhuis,/en/matches/aa460d94/Koln-Red-Star-September-28-2017-Europa-League,,UEL,17-18
Group stage,2,Thu,2017-09-28,19:00,Rosenborg,1.5,3–1,0.6,FK Vardar,16038,Lerkendal Stadion,Georgi Kabakov,/en/matches/b20f1238/Rosenborg-FK-Vardar-September-28-2017-Europa-League,,UEL,17-18
Group stage,2,Thu,2017-09-28,19:00,Nice,1.3,3–0,0.4,Vitesse,15006,Stade de Nice,Aleksey Eskov,/en/matches/e2bdc563/Nice-Vitesse-September-28-2017-Europa-League,,UEL,17-18
Group stage,2,Thu,2017-09-28,19:00,RB Salzburg,1.3,1–0,0.8,Marseille,11832,Red Bull Arena,Ivan Bebek,/en/matches/e761a6a8/Red-Bull-Salzburg-Marseille-September-28-2017-Europa-League,,UEL,17-18
Group stage,2,Thu,2017-09-28,19:00,Lugano,1.6,1–2,0.9,FCSB,2680,swissporarena,Sergiy Boyko,/en/matches/eb45caec/Lugano-FCSB-September-28-2017-Europa-League,,UEL,17-18
Group stage,2,Thu,2017-09-28,20:00,BATE Borisov,1.8,2–4,3.8,Arsenal,13100,Borisov Arena,Daniel Stefański,/en/matches/58fb0d17/BATE-Borisov-Arsenal-September-28-2017-Europa-League,,UEL,17-18
Group stage,2,Thu,2017-09-28,20:00,Konyaspor,1.2,2–1,1.0,Vitória,21116,Konya Büyükşehir Stadı,Aleksandar Stavrev,/en/matches/6d831f4b/Konyaspor-Vitoria-Guimaraes-September-28-2017-Europa-League,,UEL,17-18
Group stage,2,Thu,2017-09-28,20:00,Zenit,1.5,3–1,0.7,Real Sociedad,50487,Stadion Petrovskij,Andre Marriner,/en/matches/922b82fd/Zenit-Real-Sociedad-September-28-2017-Europa-League,,UEL,17-18
Group stage,2,Thu,2017-09-28,20:05,Braga,1.5,2–1,0.4,Başakşehir,10376,Estádio AXA,Matej Jug,/en/matches/9b7f3b88/Braga-Istanbul-Basaksehir-September-28-2017-Europa-League,,UEL,17-18
Group stage,2,Thu,2017-09-28,20:05,Everton,1.7,2–2,0.7,Apollon Limassol,27034,Goodison Park,Tamás Bognár,/en/matches/e3ed04c2/Everton-Apollon-Limassol-September-28-2017-Europa-League,,UEL,17-18
Group stage,2,Thu,2017-09-28,21:00,FC Astana,1.2,1–1,1.1,Slavia Prague,17215,Astana Arena,Andreas Ekberg,/en/matches/b34db5fc/FC-Astana-Slavia-Prague-September-28-2017-Europa-League,,UEL,17-18
Group stage,2,Thu,2017-09-28,21:05,Milan,2.0,3–2,1.9,Rijeka,23917,Stadio Giuseppe Meazza,Orel Grinfeeld,/en/matches/c72285bb/Milan-Rijeka-September-28-2017-Europa-League,,UEL,17-18
Group stage,2,Thu,2017-09-28,21:05,Skënderbeu Korçë,0.5,1–1,1.6,Young Boys,3300,Elbasan Arena,Kevin Blom,/en/matches/d95b9c84/Skenderbeu-Korce-Young-Boys-September-28-2017-Europa-League,,UEL,17-18
Group stage,2,Thu,2017-09-28,21:05,Lyon,1.8,1–1,0.8,Atalanta,27715,Groupama Stadium,Daniel Siebert,/en/matches/df44cb08/Lyon-Atalanta-September-28-2017-Europa-League,,UEL,17-18
Group stage,2,Thu,2017-09-28,21:05,Partizan,1.3,2–3,2.9,Dynamo Kyiv,,Stadion Partizana,Svein Oddvar Moen,/en/matches/e97aadb2/Partizan-Dynamo-Kyiv-September-28-2017-Europa-League,,UEL,17-18
Group stage,2,Thu,2017-09-28,22:05,AEK Athens,2.6,2–2,1.2,Austria Wien,16954,Olympiako Stadio Spyros Louis,Paweł Gil,/en/matches/25c6c9c2/AEK-Athens-Austria-Wien-September-28-2017-Europa-League,,UEL,17-18
Group stage,2,Thu,2017-09-28,22:05,Maccabi Tel Aviv,0.6,0–0,1.0,Villarreal,11865,Winner Stadium,Craig Pawson,/en/matches/34bfb14a/Maccabi-Tel-Aviv-Villarreal-September-28-2017-Europa-League,,UEL,17-18
Group stage,2,Thu,2017-09-28,22:05,Sheriff Tiraspol,0.5,0–0,1.2,FC Copenhagen,5070,Bolshaya Sportivnaya Arena,Clayton Pisani,/en/matches/6e825c3a/Sheriff-Tiraspol-FC-Copenhagen-September-28-2017-Europa-League,,UEL,17-18
Group stage,2,Thu,2017-09-28,22:05,Ludogorets,1.1,2–1,0.9,Hoffenheim,6155,Ludogorets Arena,Paweł Raczkowski,/en/matches/a65a0d73/Ludogorets-Razgrad-Hoffenheim-September-28-2017-Europa-League,,UEL,17-18
Group stage,2,Thu,2017-09-28,22:05,Loko Moscow,1.3,3–0,0.8,Fastav Zlín,10065,RZD Arena,Lee Evans,/en/matches/ad5c10bf/Lokomotiv-Moscow-Fastav-Zlin-September-28-2017-Europa-League,,UEL,17-18
Group stage,3,Thu,2017-10-19,19:00,Zulte Waregem,1.6,1–1,0.5,Vitesse,9488,Regenboogstadion,Ivan Bebek,/en/matches/93574fdb/Zulte-Waregem-Vitesse-October-19-2017-Europa-League,,UEL,17-18
Group stage,3,Thu,2017-10-19,19:00,Lugano,1.6,3–2,1.4,Viktoria Plzeň,2530,swissporarena,Srđan Jovanović,/en/matches/943494a6/Lugano-Viktoria-Plzen-October-19-2017-Europa-League,,UEL,17-18
Group stage,3,Thu,2017-10-19,19:00,Red Star,0.7,0–1,1.5,Arsenal,50327,Stadion Rajko Mitić,Benoît Bastien,/en/matches/ca727205/Red-Star-Arsenal-October-19-2017-Europa-League,,UEL,17-18
Group stage,3,Thu,2017-10-19,19:00,Östersund,3.2,2–2,1.6,Athletic Club,7870,Jämtkraft Arena,István Kovács,/en/matches/cfa896cd/Ostersund-Athletic-Club-October-19-2017-Europa-League,,UEL,17-18
Group stage,3,Thu,2017-10-19,19:00,Marseille,1.7,2–1,0.4,Vitória,13359,Orange Vélodrome,Stefan Johannesson,/en/matches/e2f37caa/Marseille-Vitoria-Guimaraes-October-19-2017-Europa-League,,UEL,17-18
Group stage,3,Thu,2017-10-19,19:00,Nice,0.7,1–3,2.3,Lazio,21386,Stade de Nice,Craig Thomson,/en/matches/f795615b/Nice-Lazio-October-19-2017-Europa-League,,UEL,17-18
Group stage,3,Thu,2017-10-19,20:00,Be'er Sheva,1.4,1–2,0.8,FCSB,15117,Turner Stadium,Kevin Blom,/en/matches/18aa3b44/Hapoel-Beer-Sheva-FCSB-October-19-2017-Europa-League,,UEL,17-18
Group stage,3,Thu,2017-10-19,20:00,FK Vardar,0.7,0–6,7.1,Real Sociedad,20368,Türk Telekom Arena,Əliyar Ağayev,/en/matches/1e4def0d/FK-Vardar-Real-Sociedad-October-19-2017-Europa-League,,UEL,17-18
Group stage,3,Thu,2017-10-19,20:00,BATE Borisov,1.2,1–0,0.9,Köln,11783,Borisov Arena,Hüseyin Göçek,/en/matches/27167d1a/BATE-Borisov-Koln-October-19-2017-Europa-League,,UEL,17-18
Group stage,3,Thu,2017-10-19,20:00,Konyaspor,0.4,0–2,1.4,RB Salzburg,23354,Konya Büyükşehir Stadı,Craig Pawson,/en/matches/581736b9/Konyaspor-Red-Bull-Salzburg-October-19-2017-Europa-League,,UEL,17-18
Group stage,3,Thu,2017-10-19,20:00,Zorya Luhansk,1.8,2–1,1.5,Hertha BSC,9521,L'viv Arena,Liran Liany,/en/matches/616d791b/Zorya-Luhansk-Hertha-BSC-October-19-2017-Europa-League,,UEL,17-18
Group stage,3,Thu,2017-10-19,20:00,Zenit,1.5,3–1,0.8,Rosenborg,46211,Krestovsky Stadium,Tobias Stieler,/en/matches/66630b63/Zenit-Rosenborg-October-19-2017-Europa-League,,UEL,17-18
Group stage,3,Thu,2017-10-19,20:05,Everton,1.3,1–2,1.6,Lyon,27159,Goodison Park,Bas Nijhuis,/en/matches/40224796/Everton-Lyon-October-19-2017-Europa-League,,UEL,17-18
Group stage,3,Thu,2017-10-19,20:05,Braga,1.3,0–2,0.4,Ludogorets,8623,Estádio Municipal de Bragança,Davide Massa,/en/matches/d7bcb737/Braga-Ludogorets-Razgrad-October-19-2017-Europa-League,,UEL,17-18
Group stage,3,Thu,2017-10-19,21:00,FC Astana,2.0,4–0,0.2,Maccabi Tel Aviv,10350,Astana Arena,Sergiy Boyko,/en/matches/99cf00fb/FC-Astana-Maccabi-Tel-Aviv-October-19-2017-Europa-League,,UEL,17-18
Group stage,3,Thu,2017-10-19,21:05,Milan,1.9,0–0,0.4,AEK Athens,20812,Stadio Giuseppe Meazza,Andreas Ekberg,/en/matches/0c9eef96/Milan-AEK-Athens-October-19-2017-Europa-League,,UEL,17-18
Group stage,3,Thu,2017-10-19,21:05,Skënderbeu Korçë,0.4,0–0,0.9,Partizan,6300,Elbasan Arena,Daniel Stefański,/en/matches/14e7635f/Skenderbeu-Korce-Partizan-October-19-2017-Europa-League,,UEL,17-18
Group stage,3,Thu,2017-10-19,21:05,Hoffenheim,0.9,3–1,0.5,Başakşehir,21167,Wirsol Rhein-Neckar-Arena,Aleksey Eskov,/en/matches/6d9bca5c/Hoffenheim-Istanbul-Basaksehir-October-19-2017-Europa-League,,UEL,17-18
Group stage,3,Thu,2017-10-19,21:05,Atalanta,3.7,3–1,0.4,Apollon Limassol,13803,Stadio Città del Tricolore,Georgi Kabakov,/en/matches/90925912/Atalanta-Apollon-Limassol-October-19-2017-Europa-League,,UEL,17-18
Group stage,3,Thu,2017-10-19,21:05,Villarreal,1.7,2–2,1.1,Slavia Prague,15634,Estadio de la Cerámica,Svein Oddvar Moen,/en/matches/be892a5a/Villarreal-Slavia-Prague-October-19-2017-Europa-League,,UEL,17-18
Group stage,3,Thu,2017-10-19,21:05,Fastav Zlín,0.7,1–1,0.4,FC Copenhagen,6245,Andrův stadion,Oliver Drachta,/en/matches/e4daffb5/Fastav-Zlin-FC-Copenhagen-October-19-2017-Europa-League,,UEL,17-18
Group stage,3,Thu,2017-10-19,21:05,Austria Wien,1.0,1–3,1.3,Rijeka,20690,Ernst-Happel-Stadion,Sandro Schärer,/en/matches/ece38c30/Austria-Wien-Rijeka-October-19-2017-Europa-League,,UEL,17-18
Group stage,3,Thu,2017-10-19,22:05,Sheriff Tiraspol,1.5,1–1,0.4,Loko Moscow,10500,Bolshaya Sportivnaya Arena,István Vad,/en/matches/a8a47285/Sheriff-Tiraspol-Lokomotiv-Moscow-October-19-2017-Europa-League,,UEL,17-18
Group stage,3,Thu,2017-10-19,22:05,Dynamo Kyiv,1.7,2–2,1.2,Young Boys,21789,NSK Olimpijs'kyj,Mattias Gestranius,/en/matches/eb747713/Dynamo-Kyiv-Young-Boys-October-19-2017-Europa-League,,UEL,17-18
Group stage,4,Thu,2017-11-02,19:00,FC Copenhagen,1.5,3–0,0.8,Fastav Zlín,16189,Telia Parken,Nikola Dabanović,/en/matches/26e267ad/FC-Copenhagen-Fastav-Zlin-November-2-2017-Europa-League,,UEL,17-18
Group stage,4,Thu,2017-11-02,19:00,Slavia Prague,2.0,0–2,2.4,Villarreal,18403,Eden Aréna,Bobby Madden,/en/matches/3953addb/Slavia-Prague-Villarreal-November-2-2017-Europa-League,,UEL,17-18
Group stage,4,Thu,2017-11-02,19:00,Partizan,1.2,2–0,0.7,Skënderbeu Korçë,12659,Stadion Partizana,Carlos del Cerro,/en/matches/5b83b627/Partizan-Skenderbeu-Korce-November-2-2017-Europa-League,,UEL,17-18
Group stage,4,Thu,2017-11-02,19:00,Rijeka,0.4,1–4,3.1,Austria Wien,7912,Nogometno igralište Rujevica,Jakob Kehlet,/en/matches/8699c373/Rijeka-Austria-Wien-November-2-2017-Europa-League,,UEL,17-18
Group stage,4,Thu,2017-11-02,19:00,Lyon,1.3,3–0,0.2,Everton,48103,Groupama Stadium,Orel Grinfeeld,/en/matches/95fdb366/Lyon-Everton-November-2-2017-Europa-League,,UEL,17-18
Group stage,4,Thu,2017-11-02,19:00,Young Boys,1.7,0–1,0.9,Dynamo Kyiv,10077,Stade de Suisse Wankdorf Bern,Tony Chapron,/en/matches/c43b1e2f/Young-Boys-Dynamo-Kyiv-November-2-2017-Europa-League,,UEL,17-18
Group stage,4,Thu,2017-11-02,20:00,Maccabi Tel Aviv,1.3,0–1,1.2,FC Astana,7934,Winner Stadium,Paweł Raczkowski,/en/matches/1b19addc/Maccabi-Tel-Aviv-FC-Astana-November-2-2017-Europa-League,,UEL,17-18
Group stage,4,Thu,2017-11-02,20:00,AEK Athens,0.6,0–0,0.4,Milan,40538,Olympiako Stadio Spyros Louis,Jorge de Sousa,/en/matches/5a0602be/AEK-Athens-Milan-November-2-2017-Europa-League,,UEL,17-18
Group stage,4,Thu,2017-11-02,20:00,Ludogorets,1.2,1–1,0.8,Braga,7544,Ludogorets Arena,Vladislav Bezborodov,/en/matches/8c4b967d/Ludogorets-Razgrad-Braga-November-2-2017-Europa-League,,UEL,17-18
Group stage,4,Thu,2017-11-02,20:00,Apollon Limassol,0.8,1–1,1.7,Atalanta,5658,Neo GSP,Andris Treimanis,/en/matches/e795155f/Apollon-Limassol-Atalanta-November-2-2017-Europa-League,,UEL,17-18
Group stage,4,Thu,2017-11-02,20:05,Arsenal,0.8,0–0,1.1,Red Star,58285,Emirates Stadium,Luca Banti,/en/matches/39c0e98f/Arsenal-Red-Star-November-2-2017-Europa-League,,UEL,17-18
Group stage,4,Thu,2017-11-02,20:05,Vitória,2.0,1–0,1.0,Marseille,14181,Estádio Dom Afonso Henriques,Tamás Bognár,/en/matches/ae5faa66/Vitoria-Guimaraes-Marseille-November-2-2017-Europa-League,,UEL,17-18
Group stage,4,Thu,2017-11-02,21:00,Loko Moscow,0.8,1–2,2.1,Sheriff Tiraspol,10118,RZD Arena,Sébastien Delferière,/en/matches/5bed6e8b/Lokomotiv-Moscow-Sheriff-Tiraspol-November-2-2017-Europa-League,,UEL,17-18
Group stage,4,Thu,2017-11-02,21:00,Başakşehir,1.3,1–1,0.9,Hoffenheim,5214,Başakşehir Fatih Terim Stadium,Harald Lechner,/en/matches/71fb2091/Istanbul-Basaksehir-Hoffenheim-November-2-2017-Europa-League,,UEL,17-18
Group stage,4,Thu,2017-11-02,21:05,Viktoria Plzeň,1.8,4–1,0.9,Lugano,9483,Doosan Arena,Jonathan Lardot,/en/matches/05b490c6/Viktoria-Plzen-Lugano-November-2-2017-Europa-League,,UEL,17-18
Group stage,4,Thu,2017-11-02,21:05,Rosenborg,1.5,1–1,1.6,Zenit,18597,Lerkendal Stadion,Serdar Gözübüyük,/en/matches/376391bc/Rosenborg-Zenit-November-2-2017-Europa-League,,UEL,17-18
Group stage,4,Thu,2017-11-02,21:05,RB Salzburg,0.6,0–0,0.3,Konyaspor,8773,Red Bull Arena,Paolo Mazzoleni,/en/matches/78c4dc02/Red-Bull-Salzburg-Konyaspor-November-2-2017-Europa-League,,UEL,17-18
Group stage,4,Thu,2017-11-02,21:05,Real Sociedad,2.4,3–0,0.0,FK Vardar,17242,Estadio Municipal de Anoeta,Robert Schörgenhofer,/en/matches/89df1ec2/Real-Sociedad-FK-Vardar-November-2-2017-Europa-League,,UEL,17-18
Group stage,4,Thu,2017-11-02,21:05,Lazio,0.3,1–0,0.5,Nice,21327,Stadio Olimpico,Jesús Gil,/en/matches/9490eb09/Lazio-Nice-November-2-2017-Europa-League,,UEL,17-18
Group stage,4,Thu,2017-11-02,21:05,Vitesse,1.0,0–2,0.5,Zulte Waregem,17906,GelreDome,Yevhen Aranovskyi,/en/matches/b1e3bb83/Vitesse-Zulte-Waregem-November-2-2017-Europa-League,,UEL,17-18
Group stage,4,Thu,2017-11-02,21:05,Athletic Club,1.9,1–0,0.3,Östersund,32354,San Mamés,Paweł Gil,/en/matches/d24b07f7/Athletic-Club-Ostersund-November-2-2017-Europa-League,,UEL,17-18
Group stage,4,Thu,2017-11-02,21:05,Köln,2.3,5–2,1.0,BATE Borisov,45200,RheinEnergieSTADION,Aleksandar Stavrev,/en/matches/ee3a0ac0/Koln-BATE-Borisov-November-2-2017-Europa-League,,UEL,17-18
Group stage,4,Thu,2017-11-02,21:05,Hertha BSC,1.8,2–0,1.0,Zorya Luhansk,20358,Olympiastadion Berlin,John Beaton,/en/matches/fbbc3935/Hertha-BSC-Zorya-Luhansk-November-2-2017-Europa-League,,UEL,17-18
Group stage,4,Thu,2017-11-02,22:05,FCSB,1.5,1–1,2.2,Be'er Sheva,27134,Arena Naţională,Halis Özkahya,/en/matches/5f852794/FCSB-Hapoel-Beer-Sheva-November-2-2017-Europa-League,,UEL,17-18
Group stage,5,Thu,2017-11-23,19:00,Köln,0.9,1–0,1.3,Arsenal,45300,RheinEnergieSTADION,Vladislav Bezborodov,/en/matches/1ef95721/Koln-Arsenal-November-23-2017-Europa-League,,UEL,17-18
Group stage,5,Thu,2017-11-23,19:00,Athletic Club,2.5,3–2,1.9,Hertha BSC,38928,San Mamés,Paolo Tagliavento,/en/matches/51e0ebd1/Athletic-Club-Hertha-BSC-November-23-2017-Europa-League,,UEL,17-18
Group stage,5,Thu,2017-11-23,19:00,Lugano,1.6,1–0,0.8,Be'er Sheva,3011,swissporarena,Harald Lechner,/en/matches/582e22aa/Lugano-Hapoel-Beer-Sheva-November-23-2017-Europa-League,,UEL,17-18
Group stage,5,Thu,2017-11-23,19:00,Rosenborg,0.5,0–1,1.8,Real Sociedad,18307,Lerkendal Stadion,Daniel Stefański,/en/matches/62b5ae8f/Rosenborg-Real-Sociedad-November-23-2017-Europa-League,,UEL,17-18
Group stage,5,Thu,2017-11-23,19:00,Lazio,0.6,1–1,0.7,Vitesse,8226,Stadio Olimpico,Ali Palabıyık,/en/matches/710dbc69/Lazio-Vitesse-November-23-2017-Europa-League,,UEL,17-18
Group stage,5,Thu,2017-11-23,19:00,Viktoria Plzeň,3.3,2–0,1.4,FCSB,10197,Doosan Arena,Ivan Bebek,/en/matches/8a7968c4/Viktoria-Plzen-FCSB-November-23-2017-Europa-League,,UEL,17-18
Group stage,5,Thu,2017-11-23,19:00,RB Salzburg,1.5,3–0,0.3,Vitória,6474,Red Bull Arena,Andrew Dallas,/en/matches/c6a610a1/Red-Bull-Salzburg-Vitoria-Guimaraes-November-23-2017-Europa-League,,UEL,17-18
Group stage,5,Thu,2017-11-23,19:00,Östersund,0.7,2–0,0.6,Zorya Luhansk,7754,Jämtkraft Arena,Kevin Blom,/en/matches/d1694c74/Ostersund-Zorya-Luhansk-November-23-2017-Europa-League,,UEL,17-18
Group stage,5,Thu,2017-11-23,19:00,Nice,2.0,3–1,0.9,Zulte Waregem,20274,Stade de Nice,Luca Banti,/en/matches/fc7f3637/Nice-Zulte-Waregem-November-23-2017-Europa-League,,UEL,17-18
Group stage,5,Thu,2017-11-23,20:05,Braga,0.7,3–1,1.8,Hoffenheim,10054,Estádio AXA,Andre Marriner,/en/matches/d9650e7f/Braga-Hoffenheim-November-23-2017-Europa-League,,UEL,17-18
Group stage,5,Thu,2017-11-23,20:05,Everton,0.7,1–5,2.3,Atalanta,17431,Goodison Park,Jakob Kehlet,/en/matches/f779d594/Everton-Atalanta-November-23-2017-Europa-League,,UEL,17-18
Group stage,5,Thu,2017-11-23,21:00,Konyaspor,1.4,1–1,1.0,Marseille,18000,Konya Büyükşehir Stadı,Sergey Karasev,/en/matches/16511592/Konyaspor-Marseille-November-23-2017-Europa-League,,UEL,17-18
Group stage,5,Thu,2017-11-23,21:00,Zenit,1.6,2–1,0.6,FK Vardar,38196,Krestovsky Stadium,Bart Vertenten,/en/matches/49dcdce9/Zenit-FK-Vardar-November-23-2017-Europa-League,,UEL,17-18
Group stage,5,Thu,2017-11-23,21:00,BATE Borisov,0.3,0–0,1.3,Red Star,12000,Borisov Arena,Svein Oddvar Moen,/en/matches/8c5b72b2/BATE-Borisov-Red-Star-November-23-2017-Europa-League,,UEL,17-18
Group stage,5,Thu,2017-11-23,21:00,Loko Moscow,1.1,2–1,1.0,FC Copenhagen,10696,RZD Arena,Daniel Ask,/en/matches/e4db1cdc/Lokomotiv-Moscow-FC-Copenhagen-November-23-2017-Europa-League,,UEL,17-18
Group stage,5,Thu,2017-11-23,21:05,Milan,3.6,5–1,0.6,Austria Wien,17932,Stadio Giuseppe Meazza,Andris Treimanis,/en/matches/169de011/Milan-Austria-Wien-November-23-2017-Europa-League,,UEL,17-18
Group stage,5,Thu,2017-11-23,21:05,Skënderbeu Korçë,1.6,3–2,2.4,Dynamo Kyiv,100,Elbasan Arena,Oliver Drachta,/en/matches/46257547/Skenderbeu-Korce-Dynamo-Kyiv-November-23-2017-Europa-League,,UEL,17-18
Group stage,5,Thu,2017-11-23,21:05,Lyon,2.1,4–0,1.0,Apollon Limassol,26972,Groupama Stadium,Paweł Raczkowski,/en/matches/b18607ed/Lyon-Apollon-Limassol-November-23-2017-Europa-League,,UEL,17-18
