id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,league,season
65d62814,1,Antonio Adán,ESP,GK,Atlético Madrid,32,1987,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,ESP-LALIGA,19-20
293211e1,2,Aritz Aduriz,ESP,"FW,MF",Athletic Club,38,1981,2.3,3,2,0,3,0,0,0,,0,0,0,0,0,3,2,0,Matches,ESP-LALIGA,19-20
073b1b37,3,Lumor Agbenyenu,GHA,DF,Mallorca,22,1996,20.1,31,21,19,9,3,16,35,45.7,19,13,2,11,21,52,66,1,Matches,ESP-LALIGA,19-20
355c883a,4,Martin Agirregabiria,ESP,DF,Alavés,23,1996,23.3,55,30,32,18,5,30,54,55.6,24,19,7,12,18,73,48,0,Matches,ESP-LALIGA,19-20
18abe173,5,Joseph Aidoo,GHA,DF,Celta Vigo,23,1995,27.8,43,27,30,11,2,13,27,48.1,14,31,14,17,45,88,124,3,Matches,ESP-LALIGA,19-20
4601e194,6,Jordi Alba,ESP,DF,Barcelona,30,1989,24.3,20,13,9,7,4,6,27,22.2,21,12,3,9,37,57,40,0,Matches,ESP-LALIGA,19-20
4bd414c1,7,Raúl Albiol,ESP,DF,Villarreal,33,1985,36.0,43,23,27,16,0,18,27,66.7,9,29,21,8,42,85,175,2,Matches,ESP-LALIGA,19-20
a7a9d95a,8,Paco Alcácer,ESP,FW,Villarreal,25,1993,10.3,3,3,2,1,0,1,7,14.3,6,4,1,3,2,5,10,0,Matches,ESP-LALIGA,19-20
036bba5f,9,Rubén Alcaraz,ESP,MF,Valladolid,28,1991,21.4,61,30,37,20,4,30,63,47.6,33,46,15,31,15,76,41,0,Matches,ESP-LALIGA,19-20
46166b49,10,Álex Alegría,ESP,FW,Mallorca,26,1992,1.2,1,0,1,0,0,0,0,,0,2,0,2,0,1,0,0,Matches,ESP-LALIGA,19-20
6c811eb7,11,Carles Aleñá,ESP,MF,Barcelona,21,1998,1.9,2,1,1,1,0,1,4,25.0,3,1,0,1,0,2,0,0,Matches,ESP-LALIGA,19-20
6c811eb7,12,Carles Aleñá,ESP,"MF,FW",Betis,21,1998,8.2,14,9,5,7,2,3,17,17.6,14,4,1,3,1,15,3,0,Matches,ESP-LALIGA,19-20
88d91621,13,Sergio Álvarez,ESP,"MF,DF",Eibar,27,1992,12.7,37,22,11,24,2,8,24,33.3,16,16,2,14,17,54,26,1,Matches,ESP-LALIGA,19-20
8875b8c9,14,Sergio Álvarez,ESP,GK,Celta Vigo,32,1986,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,ESP-LALIGA,19-20
3ecc11d8,15,Yeray Álvarez,ESP,DF,Athletic Club,24,1995,31.2,36,19,28,7,1,17,30,56.7,13,33,22,11,62,98,138,2,Matches,ESP-LALIGA,19-20
9260926b,16,Ibrahim Amadou,FRA,MF,Leganés,26,1993,8.6,16,9,5,9,2,4,11,36.4,7,5,0,5,12,28,6,0,Matches,ESP-LALIGA,19-20
f3b1d9a2,17,Amath,SEN,MF,Getafe,23,1996,0.7,2,1,1,1,0,0,5,0.0,5,2,0,2,0,2,0,0,Matches,ESP-LALIGA,19-20
b35db3f6,18,Miguel Ángel Guerrero,ESP,FW,Leganés,29,1990,8.8,1,0,0,1,0,1,10,10.0,9,4,0,4,2,3,4,0,Matches,ESP-LALIGA,19-20
3024e383,19,José Ángel,ESP,DF,Eibar,29,1989,26.2,54,31,26,25,3,26,43,60.5,17,23,7,16,33,87,61,1,Matches,ESP-LALIGA,19-20
011d8c56,20,Miguel Ángel Moyá,ESP,GK,Real Sociedad,35,1984,13.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,6,2,Matches,ESP-LALIGA,19-20
dbe519cf,21,Antoñito,ESP,"DF,MF",Valladolid,31,1987,11.4,26,18,19,7,0,12,20,60.0,8,9,0,9,15,41,20,1,Matches,ESP-LALIGA,19-20
3e4f735d,22,Vitorino Antunes,POR,MF,Getafe,32,1987,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,ESP-LALIGA,19-20
c93231dc,23,Anuar,MAR,"MF,FW",Valladolid,24,1995,2.1,4,2,1,2,1,2,6,33.3,4,7,3,4,5,9,0,0,Matches,ESP-LALIGA,19-20
58afe001,24,Mauro Arambarri,URU,MF,Getafe,23,1995,34.1,72,33,24,40,8,31,69,44.9,38,52,5,47,43,115,40,2,Matches,ESP-LALIGA,19-20
27a013f7,25,Néstor Araujo,MEX,DF,Celta Vigo,27,1991,32.1,44,27,35,8,1,22,36,61.1,14,26,18,8,52,96,142,0,Matches,ESP-LALIGA,19-20
2bef2bca,26,Ronald Araújo,URU,DF,Barcelona,20,1999,2.6,3,2,2,1,0,1,1,100.0,0,6,2,4,0,3,9,0,Matches,ESP-LALIGA,19-20
850c0a0d,27,Anaitz Arbilla,ESP,DF,Eibar,32,1987,22.3,33,20,23,8,2,16,34,47.1,18,20,4,16,29,62,82,0,Matches,ESP-LALIGA,19-20
2f965a72,28,Alphonse Areola,FRA,GK,Real Madrid,26,1993,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,ESP-LALIGA,19-20
fdd60087,29,Santiago Arias,COL,DF,Atlético Madrid,27,1992,12.0,36,24,20,12,4,10,18,55.6,8,12,7,5,19,55,20,1,Matches,ESP-LALIGA,19-20
46e07328,30,José Arnaiz,ESP,"FW,MF",Osasuna,24,1995,8.8,3,2,0,2,1,0,12,0.0,12,7,0,7,5,8,5,0,Matches,ESP-LALIGA,19-20
46e07328,31,José Arnaiz,ESP,MF,Leganés,24,1995,3.7,3,0,1,2,0,2,5,40.0,3,4,0,4,2,5,1,0,Matches,ESP-LALIGA,19-20
9f0ea33f,32,Sergio Asenjo,ESP,GK,Villarreal,30,1989,34.0,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,15,1,Matches,ESP-LALIGA,19-20
45af8a54,33,Marco Asensio,ESP,FW,Real Madrid,23,1996,3.7,4,3,3,1,0,1,4,25.0,3,2,0,2,1,5,4,0,Matches,ESP-LALIGA,19-20
7dcf86f6,34,Iago Aspas,ESP,FW,Celta Vigo,31,1987,36.2,29,19,7,9,13,12,45,26.7,33,16,1,15,22,51,7,0,Matches,ESP-LALIGA,19-20
5d5219b1,35,Roger Assalé,CIV,"FW,MF",Leganés,25,1993,5.9,3,2,1,0,2,1,9,11.1,8,8,0,8,0,3,1,0,Matches,ESP-LALIGA,19-20
12eda7be,36,Miguel Atienza,ESP,MF,Eibar,20,1999,0.3,1,1,0,1,0,1,2,50.0,1,1,1,0,2,3,1,0,Matches,ESP-LALIGA,19-20
253a06b9,37,Ezequiel Ávila,ARG,FW,Osasuna,25,1994,17.7,17,12,6,7,4,6,18,33.3,12,12,0,12,3,20,5,0,Matches,ESP-LALIGA,19-20
53ddba36,38,Javier Avilés,ESP,"MF,FW",Leganés,21,1997,2.0,9,7,2,7,0,2,4,50.0,2,3,0,3,3,12,1,0,Matches,ESP-LALIGA,19-20
70d8e84c,39,Chidozie Awaziem,NGA,DF,Leganés,22,1997,22.2,34,22,29,5,0,16,27,59.3,11,26,15,11,28,62,73,1,Matches,ESP-LALIGA,19-20
0cc474e7,40,Ramon Azeez,NGA,MF,Granada,26,1992,15.1,11,8,2,8,1,7,19,36.8,12,8,2,6,19,30,11,1,Matches,ESP-LALIGA,19-20
bfd381b3,41,Iddrisu Baba,GHA,MF,Mallorca,23,1996,32.3,59,37,26,29,4,20,70,28.6,50,31,8,23,39,98,42,0,Matches,ESP-LALIGA,19-20
09a9e921,42,Carlos Bacca,COL,FW,Villarreal,32,1986,7.6,5,1,1,2,2,2,6,33.3,4,4,0,4,0,5,7,0,Matches,ESP-LALIGA,19-20
518f2234,43,Alex Baena,ESP,MF,Villarreal,18,2001,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches,ESP-LALIGA,19-20
a58bb1e1,44,Gareth Bale,WAL,"FW,MF",Real Madrid,30,1989,12.1,9,5,5,2,2,3,14,21.4,11,8,2,6,6,15,9,0,Matches,ESP-LALIGA,19-20
1fe67e86,45,Mikel Balenziaga,ESP,DF,Athletic Club,31,1988,6.3,15,10,4,10,1,9,11,81.8,2,4,1,3,2,17,20,0,Matches,ESP-LALIGA,19-20
fa937f7a,46,Éver Banega,ARG,MF,Sevilla,31,1988,27.5,43,28,16,18,9,21,70,30.0,49,19,1,18,15,58,5,0,Matches,ESP-LALIGA,19-20
c010b898,47,Federico Barba,ITA,DF,Valladolid,25,1993,5.0,12,6,10,2,0,7,9,77.8,2,5,2,3,8,20,12,0,Matches,ESP-LALIGA,19-20
cac2537b,48,Enis Bardhi,MKD,MF,Levante,24,1995,23.5,24,11,7,15,2,8,35,22.9,27,15,4,11,15,39,19,0,Matches,ESP-LALIGA,19-20
aad53e64,49,Kike Barja,ESP,"MF,FW",Osasuna,22,1997,3.5,1,1,1,0,0,1,1,100.0,0,3,1,2,0,1,2,0,Matches,ESP-LALIGA,19-20
487d9b09,50,Antonio Barragán,ESP,DF,Betis,32,1987,7.1,7,5,4,2,1,3,6,50.0,3,2,2,0,8,15,22,0,Matches,ESP-LALIGA,19-20
200e89e1,51,Ander Barrenetxea,ESP,"FW,MF",Real Sociedad,17,2001,4.9,12,9,5,5,2,4,10,40.0,6,3,0,3,3,15,4,0,Matches,ESP-LALIGA,19-20
