Round,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes,league,season
Group stage,1,Thu,2018-09-20,19:55,PAOK,0.1,0–1,2.6,Chelsea,24310,Stadio Toumbas,Alberto Undiano,/en/matches/de830b1c/PAOK-Chelsea-September-20-2018-Europa-League,,UEL,18-19
Group stage,1,Thu,2018-09-20,19:55,Akhisarspor,1.0,0–1,0.9,Krasnodar,6555,Spor Toto Akhisar Stadyumu,Ville Nevalainen,/en/matches/e8216f22/Akhisar-Belediyespor-Krasnodar-September-20-2018-Europa-League,,UEL,18-19
Group stage,1,Thu,2018-09-20,20:00,Arsenal,2.7,4–2,0.5,Vorskla Poltava,59039,Emirates Stadium,Lawrence Visser,/en/matches/214bc9ed/Arsenal-Vorskla-Poltava-September-20-2018-Europa-League,,UEL,18-19
Group stage,1,Thu,2018-09-20,20:00,Celtic,1.1,1–0,0.1,Rosenborg,27287,Celtic Park,Paweł Gil,/en/matches/541a795e/Celtic-Rosenborg-September-20-2018-Europa-League,,UEL,18-19
Group stage,1,Thu,2018-09-20,20:00,Sporting CP,1.6,2–0,0.4,Qarabağ,30098,Estádio José Alvalade,Karim Abed,/en/matches/a5391908/Sporting-CP-Qarabag-September-20-2018-Europa-League,,UEL,18-19
Group stage,1,Thu,2018-09-20,21:00,FC Copenhagen,1.5,1–1,0.9,Zenit,19005,Telia Parken,Georgi Kabakov,/en/matches/1b921cb2/FC-Copenhagen-Zenit-September-20-2018-Europa-League,,UEL,18-19
Group stage,1,Thu,2018-09-20,21:00,F91 Dudelange,0.2,0–1,2.5,Milan,7983,Stade Josy Barthel,Srđan Jovanović,/en/matches/45766b00/F91-Dudelange-Milan-September-20-2018-Europa-League,,UEL,18-19
Group stage,1,Thu,2018-09-20,21:00,Dinamo Zagreb,2.3,4–1,1.2,Fenerbahçe,17303,Stadion Maksimir,Chris Kavanagh,/en/matches/52af6bb3/Dinamo-Zagreb-Fenerbahce-September-20-2018-Europa-League,,UEL,18-19
Group stage,1,Thu,2018-09-20,21:00,Slavia Prague,1.4,1–0,0.3,Bordeaux,16548,Sinobo Stadium,Scott Parker,/en/matches/6246bdaa/Slavia-Prague-Bordeaux-September-20-2018-Europa-League,,UEL,18-19
Group stage,1,Thu,2018-09-20,21:00,RB Leipzig,1.1,2–3,1.5,RB Salzburg,24057,Red Bull Arena,Andreas Ekberg,/en/matches/6f53c0ac/RB-Leipzig-Red-Bull-Salzburg-September-20-2018-Europa-League,,UEL,18-19
Group stage,1,Thu,2018-09-20,21:00,Spartak Trnava,1.2,1–0,1.0,Anderlecht,17114,City Arena Trnava,Kevin Clancy,/en/matches/944223d7/Spartak-Trnava-Anderlecht-September-20-2018-Europa-League,,UEL,18-19
Group stage,1,Thu,2018-09-20,22:00,AÉK Lárnaka,0.5,0–1,1.6,Zürich,3173,Neo GSP,Alexandre Boucaut,/en/matches/08b410e6/AEK-Larnaka-Zurich-September-20-2018-Europa-League,,UEL,18-19
Group stage,1,Thu,2018-09-20,22:00,Olympiacos,1.0,0–0,1.0,Betis,28650,Stadio Georgios Karaiskáki,Daniel Stefański,/en/matches/144c1b48/Olympiacos-Real-Betis-September-20-2018-Europa-League,,UEL,18-19
Group stage,1,Thu,2018-09-20,22:00,Ludogorets,0.8,2–3,1.3,Leverkusen,8240,Ludogorets Arena,Paolo Mazzoleni,/en/matches/676a61f0/Ludogorets-Razgrad-Bayer-Leverkusen-September-20-2018-Europa-League,,UEL,18-19
Group stage,2,Thu,2018-10-04,18:55,Rosenborg,0.7,1–3,2.1,RB Leipzig,14000,Lerkendal Stadion,Marco Guida,/en/matches/16af0512/Rosenborg-RB-Leipzig-October-4-2018-Europa-League,,UEL,18-19
Group stage,2,Thu,2018-10-04,18:55,Leverkusen,3.0,4–2,1.2,AÉK Lárnaka,23354,BayArena,Yevhen Aranovskyi,/en/matches/20ae4c16/Bayer-Leverkusen-AEK-Larnaka-October-4-2018-Europa-League,,UEL,18-19
Group stage,2,Thu,2018-10-04,18:55,Bordeaux,2.1,1–2,0.7,FC Copenhagen,11860,Stade Matmut-Atlantique,Roi Reinshreiber,/en/matches/448b953c/Bordeaux-FC-Copenhagen-October-4-2018-Europa-League,,UEL,18-19
Group stage,2,Thu,2018-10-04,18:55,RB Salzburg,4.1,3–1,0.2,Celtic,24500,Red Bull Arena,Serhiy Boiko,/en/matches/784ad79e/Red-Bull-Salzburg-Celtic-October-4-2018-Europa-League,,UEL,18-19
Group stage,2,Thu,2018-10-04,18:55,Betis,2.9,3–0,0.5,F91 Dudelange,40133,Estadio Benito Villamarín,Andrew Dallas,/en/matches/7fdea391/Real-Betis-F91-Dudelange-October-4-2018-Europa-League,,UEL,18-19
Group stage,2,Thu,2018-10-04,18:55,Zürich,0.5,1–0,0.9,Ludogorets,7092,Stadion Letzigrund,José Sánchez,/en/matches/a7dc94a3/Zurich-Ludogorets-Razgrad-October-4-2018-Europa-League,,UEL,18-19
Group stage,2,Thu,2018-10-04,18:55,Milan,2.1,3–1,0.5,Olympiacos,22294,Stadio Giuseppe Meazza,Bobby Madden,/en/matches/bd3ee42b/Milan-Olympiacos-October-4-2018-Europa-League,,UEL,18-19
Group stage,2,Thu,2018-10-04,18:55,Anderlecht,0.5,0–2,1.8,Dinamo Zagreb,12137,Stade Constant Vanden Stock,Vladislav Bezborodov,/en/matches/fe2c060a/Anderlecht-Dinamo-Zagreb-October-4-2018-Europa-League,,UEL,18-19
Group stage,2,Thu,2018-10-04,19:55,Fenerbahçe,2.2,2–0,0.4,Spartak Trnava,29622,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Tobias Welz,/en/matches/1973be57/Fenerbahce-Spartak-Trnava-October-4-2018-Europa-League,,UEL,18-19
Group stage,2,Thu,2018-10-04,19:55,Zenit,0.9,1–0,1.5,Slavia Prague,45408,Gazprom Arena,Hüseyin Göçek,/en/matches/2a6a353f/Zenit-Slavia-Prague-October-4-2018-Europa-League,,UEL,18-19
Group stage,2,Thu,2018-10-04,19:55,Vorskla Poltava,0.2,1–2,2.2,Sporting CP,10082,Stadion Vorskla im. Oleksiya Butov'skogo,Nikola Dabanović,/en/matches/7683a0b9/Vorskla-Poltava-Sporting-CP-October-4-2018-Europa-League,,UEL,18-19
Group stage,2,Thu,2018-10-04,20:00,Rangers,2.2,3–1,0.5,Rapid Wien,47534,Ibrox Stadium,Ruddy Buquet,/en/matches/4060f4f9/Rangers-Rapid-Wien-October-4-2018-Europa-League,,UEL,18-19
Group stage,2,Thu,2018-10-04,20:00,Chelsea,3.5,1–0,0.5,Vidi,39925,Stamford Bridge,Miroslav Zelinka,/en/matches/daed669a/Chelsea-Vidi-October-4-2018-Europa-League,,UEL,18-19
Group stage,2,Thu,2018-10-04,20:50,Astana FK,0.6,2–0,0.9,Rennes,25302,Astana Arena,Mattias Gestranius,/en/matches/dc08c824/Astana-FK-Rennes-October-4-2018-Europa-League,,UEL,18-19
Group stage,2,Thu,2018-10-04,20:55,Qarabağ,1.0,0–3,2.5,Arsenal,63412,Bakı Olimpiya Stadionu,Davide Massa,/en/matches/0c0648f0/Qarabag-Arsenal-October-4-2018-Europa-League,,UEL,18-19
Group stage,2,Thu,2018-10-04,21:00,Sarpsborg 08,2.0,3–1,0.5,Genk,7885,Sarpsborg Stadion,Ivan Bebek,/en/matches/00821b9c/Sarpsborg-08-Genk-October-4-2018-Europa-League,,UEL,18-19
Group stage,2,Thu,2018-10-04,21:00,Standard Liège,1.0,2–1,1.5,Akhisarspor,8233,Stade Maurice Dufrasne,Manuel Schüttengruber,/en/matches/0c0d22d9/Standard-Liege-Akhisar-Belediyespor-October-4-2018-Europa-League,,UEL,18-19
Group stage,2,Thu,2018-10-04,21:00,Eint Frankfurt,3.2,4–1,0.7,Lazio,47000,Commerzbank-Arena,Serdar Gözübüyük,/en/matches/2d51842c/Eintracht-Frankfurt-Lazio-October-4-2018-Europa-League,,UEL,18-19
Group stage,2,Thu,2018-10-04,21:00,Malmö,1.1,2–0,1.3,Beşiktaş,17174,Swedbank Stadion,Aleksandar Stavrev,/en/matches/4bc28754/Malmo-Besiktas-October-4-2018-Europa-League,,UEL,18-19
Group stage,2,Thu,2018-10-04,21:00,Jablonec,1.0,2–2,0.7,Dynamo Kyiv,5077,Stadion Střelnice,Alexandre Boucaut,/en/matches/cb9d3ee4/Jablonec-Dynamo-Kyiv-October-4-2018-Europa-League,,UEL,18-19
Group stage,2,Thu,2018-10-04,22:00,Apollon,1.2,2–2,0.8,Marseille,3031,Neo GSP,Julian Weinberger,/en/matches/6d983a82/Apollon-Marseille-October-4-2018-Europa-League,,UEL,18-19
Group stage,2,Thu,2018-10-04,22:00,Krasnodar,1.5,2–1,1.4,Sevilla,31346,Krasnodar Stadium,Martin Strömbergsson,/en/matches/b74b0cb6/Krasnodar-Sevilla-October-4-2018-Europa-League,,UEL,18-19
Group stage,2,Thu,2018-10-04,22:00,BATE Borisov,0.5,1–4,1.6,PAOK,10527,Borisov Arena,Markus Hameter,/en/matches/c572e4b7/BATE-Borisov-PAOK-October-4-2018-Europa-League,,UEL,18-19
Group stage,2,Thu,2018-10-04,22:00,Spartak Moscow,3.2,3–3,1.9,Villarreal,21264,Otkrytie Arena,Daniel Siebert,/en/matches/e2622f24/Spartak-Moscow-Villarreal-October-4-2018-Europa-League,,UEL,18-19
Group stage,3,Thu,2018-10-25,17:55,Sporting CP,0.5,0–1,1.6,Arsenal,40784,Estádio José Alvalade,Matej Jug,/en/matches/5f1bdd73/Sporting-CP-Arsenal-October-25-2018-Europa-League,,UEL,18-19
Group stage,3,Thu,2018-10-25,18:55,RB Leipzig,1.3,2–0,0.3,Celtic,38126,Red Bull Arena,Petr Ardeleánu,/en/matches/000d26f6/RB-Leipzig-Celtic-October-25-2018-Europa-League,,UEL,18-19
Group stage,3,Thu,2018-10-25,18:55,Spartak Trnava,1.1,1–2,2.4,Dinamo Zagreb,,City Arena Trnava,Jakob Kehlet,/en/matches/372e3bf4/Spartak-Trnava-Dinamo-Zagreb-October-25-2018-Europa-League,,UEL,18-19
Group stage,3,Thu,2018-10-25,18:55,RB Salzburg,2.8,3–0,0.3,Rosenborg,20639,Red Bull Arena,Irfan Peljto,/en/matches/709f7849/Red-Bull-Salzburg-Rosenborg-October-25-2018-Europa-League,,UEL,18-19
Group stage,3,Thu,2018-10-25,18:55,FC Copenhagen,0.3,0–1,0.7,Slavia Prague,20672,Telia Parken,Luca Banti,/en/matches/7a17ce85/FC-Copenhagen-Slavia-Prague-October-25-2018-Europa-League,,UEL,18-19
Group stage,3,Thu,2018-10-25,18:55,F91 Dudelange,0.4,0–2,2.9,Olympiacos,7500,Stade Josy Barthel,Hüseyin Göçek,/en/matches/94403cb6/F91-Dudelange-Olympiacos-October-25-2018-Europa-League,,UEL,18-19
Group stage,3,Thu,2018-10-25,18:55,Milan,1.3,1–2,1.5,Betis,22405,Stadio Giuseppe Meazza,Scott Parker,/en/matches/9c047cc8/Milan-Real-Betis-October-25-2018-Europa-League,,UEL,18-19
Group stage,3,Thu,2018-10-25,18:55,Anderlecht,0.9,2–2,1.3,Fenerbahçe,13292,Stade Constant Vanden Stock,Georgi Kabakov,/en/matches/be0248c3/Anderlecht-Fenerbahce-October-25-2018-Europa-League,,UEL,18-19
Group stage,3,Thu,2018-10-25,18:55,Zürich,2.3,3–2,0.6,Leverkusen,12427,Stadion Letzigrund,Chang Ssu-yu,/en/matches/c908feda/Zurich-Bayer-Leverkusen-October-25-2018-Europa-League,,UEL,18-19
Group stage,3,Thu,2018-10-25,19:55,AÉK Lárnaka,1.8,1–1,1.1,Ludogorets,2631,Neo GSP,Juxhin Xhaja,/en/matches/0ab8a2e4/AEK-Larnaka-Ludogorets-Razgrad-October-25-2018-Europa-League,,UEL,18-19
Group stage,3,Thu,2018-10-25,19:55,Zenit,2.7,2–1,1.4,Bordeaux,45723,Gazprom Arena,Felix Brych,/en/matches/d156fc29/Zenit-Bordeaux-October-25-2018-Europa-League,,UEL,18-19
Group stage,3,Thu,2018-10-25,20:00,Chelsea,3.1,3–1,0.8,BATE Borisov,39799,Stamford Bridge,Paolo Mazzoleni,/en/matches/253aa0ff/Chelsea-BATE-Borisov-October-25-2018-Europa-League,,UEL,18-19
Group stage,3,Thu,2018-10-25,20:00,Rangers,0.8,0–0,0.2,Spartak Moscow,49068,Ibrox Stadium,Kevin Blom,/en/matches/e71251f2/Rangers-Spartak-Moscow-October-25-2018-Europa-League,,UEL,18-19
Group stage,3,Thu,2018-10-25,20:55,Qarabağ,0.5,0–1,0.1,Vorskla Poltava,22450,Bakı Olimpiya Stadionu,Roi Reinshreiber,/en/matches/4e793a61/Qarabag-Vorskla-Poltava-October-25-2018-Europa-League,,UEL,18-19
Group stage,3,Thu,2018-10-25,21:00,Villarreal,2.8,5–0,0.6,Rapid Wien,14158,Estadio de la Cerámica,Halis Özkahya,/en/matches/4611d750/Villarreal-Rapid-Wien-October-25-2018-Europa-League,,UEL,18-19
Group stage,3,Thu,2018-10-25,21:00,Sevilla,1.9,6–0,0.7,Akhisarspor,29720,Estadio Ramón Sánchez Pizjuán,Kevin Clancy,/en/matches/588c6ca8/Sevilla-Akhisar-Belediyespor-October-25-2018-Europa-League,,UEL,18-19
Group stage,3,Thu,2018-10-25,21:00,Sarpsborg 08,1.2,1–1,0.5,Malmö,8022,Sarpsborg Stadion,Paweł Raczkowski,/en/matches/98671cfd/Sarpsborg-08-Malmo-October-25-2018-Europa-League,,UEL,18-19
Group stage,3,Thu,2018-10-25,21:00,Standard Liège,0.8,2–1,3.0,Krasnodar,8393,Stade Maurice Dufrasne,Marco Guida,/en/matches/9b0ab3f0/Standard-Liege-Krasnodar-October-25-2018-Europa-League,,UEL,18-19
Group stage,3,Thu,2018-10-25,21:00,Jablonec,0.9,1–1,1.0,Astana FK,4909,Stadion Střelnice,Markus Hameter,/en/matches/a37b45f4/Jablonec-Astana-FK-October-25-2018-Europa-League,,UEL,18-19
Group stage,3,Thu,2018-10-25,21:00,Marseille,0.9,1–3,1.8,Lazio,31930,Orange Vélodrome,Ricardo de Burgos,/en/matches/c9054c4a/Marseille-Lazio-October-25-2018-Europa-League,,UEL,18-19
Group stage,3,Thu,2018-10-25,21:00,Rennes,2.1,1–2,0.9,Dynamo Kyiv,28001,Roazhon Park,Ádám Farkas,/en/matches/e0dc59eb/Rennes-Dynamo-Kyiv-October-25-2018-Europa-League,,UEL,18-19
Group stage,3,Thu,2018-10-25,21:00,Eint Frankfurt,2.9,2–0,1.1,Apollon,47000,Commerzbank-Arena,Sergey Ivanov,/en/matches/fb264ff4/Eintracht-Frankfurt-Apollon-October-25-2018-Europa-League,,UEL,18-19
Group stage,3,Thu,2018-10-25,22:00,Beşiktaş,1.9,2–4,3.3,Genk,25209,Vodafone Arena,Daniel Stefański,/en/matches/287a84db/Besiktas-Genk-October-25-2018-Europa-League,,UEL,18-19
Group stage,3,Thu,2018-10-25,22:00,PAOK,0.8,0–2,1.5,Vidi,15118,Stadio Toumbas,Yevhen Aranovskyi,/en/matches/70a27b72/PAOK-Vidi-October-25-2018-Europa-League,,UEL,18-19
Group stage,4,Thu,2018-11-08,18:50,Fenerbahçe,2.1,2–0,0.6,Anderlecht,32789,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Glenn Nyberg,/en/matches/d0775459/Fenerbahce-Anderlecht-November-8-2018-Europa-League,,UEL,18-19
Group stage,4,Thu,2018-11-08,18:55,Lazio,0.8,2–1,1.6,Marseille,14705,Stadio Olimpico,Vladislav Bezborodov,/en/matches/3f380f92/Lazio-Marseille-November-8-2018-Europa-League,,UEL,18-19
Group stage,4,Thu,2018-11-08,18:55,Malmö,1.4,1–1,0.8,Sarpsborg 08,17601,Swedbank Stadion,Miroslav Zelinka,/en/matches/783c721f/Malmo-Sarpsborg-08-November-8-2018-Europa-League,,UEL,18-19
Group stage,4,Thu,2018-11-08,18:55,Vidi,0.3,1–0,0.4,PAOK,17208,Bozsik Stadion,Ali Palabıyık,/en/matches/7b3c7b91/Vidi-PAOK-November-8-2018-Europa-League,,UEL,18-19
Group stage,4,Thu,2018-11-08,18:55,Genk,1.0,1–1,1.0,Beşiktaş,14292,Luminus Arena,Patrick Ittrich,/en/matches/c459bd68/Genk-Besiktas-November-8-2018-Europa-League,,UEL,18-19
Group stage,4,Thu,2018-11-08,18:55,Rapid Wien,1.2,0–0,1.1,Villarreal,22100,Allianz Stadion,Zoran Široki,/en/matches/eea46dd3/Rapid-Wien-Villarreal-November-8-2018-Europa-League,,UEL,18-19
Group stage,4,Thu,2018-11-08,19:55,Apollon,1.6,2–3,1.4,Eint Frankfurt,6888,Neo GSP,Tiago Martins,/en/matches/73065b03/Apollon-Eintracht-Frankfurt-November-8-2018-Europa-League,,UEL,18-19
Group stage,4,Thu,2018-11-08,19:55,Dynamo Kyiv,1.8,3–1,2.2,Rennes,24402,NSK Olimpijs'kyj,Kevin Clancy,/en/matches/b11b297e/Dynamo-Kyiv-Rennes-November-8-2018-Europa-League,,UEL,18-19
Group stage,4,Thu,2018-11-08,20:00,Arsenal,1.3,0–0,0.2,Sporting CP,59758,Emirates Stadium,Gediminas Mažeika,/en/matches/1a4611e1/Arsenal-Sporting-CP-November-8-2018-Europa-League,,UEL,18-19
Group stage,4,Thu,2018-11-08,20:00,Celtic,1.1,2–1,1.2,RB Leipzig,56027,Celtic Park,Daniel Ask,/en/matches/5a2dd8f2/Celtic-RB-Leipzig-November-8-2018-Europa-League,,UEL,18-19
Group stage,4,Thu,2018-11-08,20:55,Akhisarspor,1.7,2–3,2.5,Sevilla,6430,Spor Toto Akhisar Stadyumu,Amaury Delerue,/en/matches/19ed6847/Akhisar-Belediyespor-Sevilla-November-8-2018-Europa-League,,UEL,18-19
Group stage,4,Thu,2018-11-08,20:55,Spartak Moscow,1.7,4–3,1.2,Rangers,22296,Otkrytie Arena,Ivan Bebek,/en/matches/4c84c34e/Spartak-Moscow-Rangers-November-8-2018-Europa-League,,UEL,18-19
Group stage,4,Thu,2018-11-08,20:55,Krasnodar,2.9,2–1,1.3,Standard Liège,21526,Krasnodar Stadium,Aleksandar Stavrev,/en/matches/9bdf010b/Krasnodar-Standard-Liege-November-8-2018-Europa-League,,UEL,18-19
Group stage,4,Thu,2018-11-08,20:55,BATE Borisov,1.1,0–1,1.0,Chelsea,13141,Borisov Arena,Miloš Bošković,/en/matches/dba49d5f/BATE-Borisov-Chelsea-November-8-2018-Europa-League,,UEL,18-19
Group stage,4,Thu,2018-11-08,21:00,Leverkusen,1.1,1–0,0.7,Zürich,16179,BayArena,Paweł Gil,/en/matches/1009da34/Bayer-Leverkusen-Zurich-November-8-2018-Europa-League,,UEL,18-19
Group stage,4,Thu,2018-11-08,21:00,Rosenborg,0.9,2–5,2.8,RB Salzburg,12386,Lerkendal Stadion,Mikhail Vilkov,/en/matches/5a319b49/Rosenborg-Red-Bull-Salzburg-November-8-2018-Europa-League,,UEL,18-19
Group stage,4,Thu,2018-11-08,21:00,Bordeaux,2.3,1–1,1.2,Zenit,8907,Stade Matmut-Atlantique,Harald Lechner,/en/matches/6730a1ec/Bordeaux-Zenit-November-8-2018-Europa-League,,UEL,18-19
Group stage,4,Thu,2018-11-08,21:00,Dinamo Zagreb,3.1,3–1,0.3,Spartak Trnava,18154,Stadion Maksimir,Yevhen Aranovskyi,/en/matches/8c22ccee/Dinamo-Zagreb-Spartak-Trnava-November-8-2018-Europa-League,,UEL,18-19
Group stage,4,Thu,2018-11-08,21:00,Betis,1.2,1–1,0.5,Milan,45647,Estadio Benito Villamarín,Chris Kavanagh,/en/matches/d3065141/Real-Betis-Milan-November-8-2018-Europa-League,,UEL,18-19
Group stage,4,Thu,2018-11-08,21:00,Slavia Prague,0.5,0–0,0.0,FC Copenhagen,18702,Sinobo Stadium,Mattias Gestranius,/en/matches/e517fc4b/Slavia-Prague-FC-Copenhagen-November-8-2018-Europa-League,,UEL,18-19
Group stage,4,Thu,2018-11-08,21:50,Astana FK,1.4,2–1,1.0,Jablonec,20092,Astana Arena,István Vad II,/en/matches/11e0c507/Astana-FK-Jablonec-November-8-2018-Europa-League,,UEL,18-19
Group stage,4,Thu,2018-11-08,22:00,Olympiacos,2.8,5–1,0.2,F91 Dudelange,24032,Stadio Georgios Karaiskáki,Petr Ardeleánu,/en/matches/1a45c6bd/Olympiacos-F91-Dudelange-November-8-2018-Europa-League,,UEL,18-19
Group stage,4,Thu,2018-11-08,22:00,Ludogorets,0.8,0–0,0.6,AÉK Lárnaka,4520,Ludogorets Arena,Ola Nilsen,/en/matches/73fee29b/Ludogorets-Razgrad-AEK-Larnaka-November-8-2018-Europa-League,,UEL,18-19
Group stage,4,Thu,2018-11-08,22:00,Vorskla Poltava,0.5,0–1,1.4,Qarabağ,5479,Stadion Vorskla im. Oleksiya Butov'skogo,Sandro Schärer,/en/matches/ead9f6c1/Vorskla-Poltava-Qarabag-November-8-2018-Europa-League,,UEL,18-19
Group stage,5,Thu,2018-11-29,18:50,Spartak Moscow,0.6,1–2,1.9,Rapid Wien,20739,Otkrytie Arena,Paweł Gil,/en/matches/5836a99d/Spartak-Moscow-Rapid-Wien-November-29-2018-Europa-League,,UEL,18-19
Group stage,5,Thu,2018-11-29,18:55,RB Salzburg,1.7,1–0,0.5,RB Leipzig,29520,Red Bull Arena,Orel Grinfeeld,/en/matches/01dadd7c/Red-Bull-Salzburg-RB-Leipzig-November-29-2018-Europa-League,,UEL,18-19
Group stage,5,Thu,2018-11-29,18:55,Leverkusen,1.1,1–1,0.9,Ludogorets,16066,BayArena,Allard Lindhout,/en/matches/4df9e988/Bayer-Leverkusen-Ludogorets-Razgrad-November-29-2018-Europa-League,,UEL,18-19
Group stage,5,Thu,2018-11-29,18:55,Betis,1.5,1–0,1.2,Olympiacos,37722,Estadio Benito Villamarín,Sergey Karasev,/en/matches/a3f2d897/Real-Betis-Olympiacos-November-29-2018-Europa-League,,UEL,18-19
Group stage,5,Thu,2018-11-29,18:55,Bordeaux,1.7,2–0,1.1,Slavia Prague,6311,Stade Matmut-Atlantique,Fabio Verissimo,/en/matches/bd260780/Bordeaux-Slavia-Prague-November-29-2018-Europa-League,,UEL,18-19
Group stage,5,Thu,2018-11-29,18:55,Anderlecht,1.2,0–0,0.7,Spartak Trnava,8063,Stade Constant Vanden Stock,Anastasios Papapetrou,/en/matches/e056ce30/Anderlecht-Spartak-Trnava-November-29-2018-Europa-League,,UEL,18-19
Group stage,5,Thu,2018-11-29,18:55,Zürich,0.5,1–2,0.4,AÉK Lárnaka,6107,Stadion Letzigrund,Mikhail Vilkov,/en/matches/e27f41a8/Zurich-AEK-Larnaka-November-29-2018-Europa-League,,UEL,18-19
Group stage,5,Thu,2018-11-29,18:55,Milan,1.5,5–2,0.4,F91 Dudelange,15521,Stadio Giuseppe Meazza,Vladislav Bezborodov,/en/matches/e50ca943/Milan-F91-Dudelange-November-29-2018-Europa-League,,UEL,18-19
Group stage,5,Thu,2018-11-29,18:55,Rosenborg,0.2,0–1,1.2,Celtic,14061,Lerkendal Stadion,Halis Özkahya,/en/matches/e60308ed/Rosenborg-Celtic-November-29-2018-Europa-League,,UEL,18-19
Group stage,5,Thu,2018-11-29,19:55,Vorskla Poltava,0.8,0–3,2.2,Arsenal,7751,NSK Olimpijs'kyj,Bartosz Frankowski,/en/matches/3cd83504/Vorskla-Poltava-Arsenal-November-29-2018-Europa-League,,UEL,18-19
Group stage,5,Thu,2018-11-29,20:00,Rangers,0.5,0–0,2.2,Villarreal,50171,Ibrox Stadium,Matej Jug,/en/matches/0bf3d133/Rangers-Villarreal-November-29-2018-Europa-League,,UEL,18-19
Group stage,5,Thu,2018-11-29,20:00,Chelsea,2.1,4–0,0.3,PAOK,33933,Stamford Bridge,Kristo Tohver,/en/matches/e2b1ef42/Chelsea-PAOK-November-29-2018-Europa-League,,UEL,18-19
Group stage,5,Thu,2018-11-29,20:55,BATE Borisov,0.6,2–0,0.5,Vidi,8963,Borisov Arena,Carlos del Cerro,/en/matches/435b6544/BATE-Borisov-Vidi-November-29-2018-Europa-League,,UEL,18-19
Group stage,5,Thu,2018-11-29,20:55,Krasnodar,1.0,2–1,0.4,Akhisarspor,11008,Krasnodar Stadium,Ivaylo Stoyanov,/en/matches/4e4c5a4f/Krasnodar-Akhisar-Belediyespor-November-29-2018-Europa-League,,UEL,18-19
Group stage,5,Thu,2018-11-29,20:55,Zenit,0.5,1–0,0.6,FC Copenhagen,45199,Gazprom Arena,Slavko Vinčič,/en/matches/5b858bc8/Zenit-FC-Copenhagen-November-29-2018-Europa-League,,UEL,18-19
Group stage,5,Thu,2018-11-29,20:55,Fenerbahçe,1.1,0–0,0.4,Dinamo Zagreb,24776,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Robert Schörgenhofer,/en/matches/76d4bd25/Fenerbahce-Dinamo-Zagreb-November-29-2018-Europa-League,,UEL,18-19
Group stage,5,Thu,2018-11-29,21:00,Sarpsborg 08,3.3,2–3,2.1,Beşiktaş,8022,Sarpsborg Stadion,Harald Lechner,/en/matches/091aef56/Sarpsborg-08-Besiktas-November-29-2018-Europa-League,,UEL,18-19
